date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2017-07-31,89000000.0,,,4214000000.0,3565000000.0,2.25,4998000000.0,1931000000.0,-268000000.0,3554000000.0,626000000.0,-19370000000.0,-10000000.0,545000000.0,1183000000.0,4830000000.0,4830000000.0,265000000.0,49000000.0,,49000000.0,8541000000.0,,-482000000.0,3298000000.0,28108000000,329000000.0,-388000000.0,-1568000000.0,41405000000.0,4463000000,22035000000.0,5234000000.0,1542000000.0,67000000.0,,106000000.0,67000000.0,-2632000000.0,1084000000.0,4989000000,26582000000.0,2910000000.0,38073000000.0,15823000000.0,20511000000.0,4549000000.0,1189000000.0,2235000000.0,45959000000.0,2672000000.0,25448000000.0,2.26,2160000000.0,,510000000.0,-348000000.0,42405000000.0,1178000000.0,35000000.0,9461000000.0,2672000000,2672000000.0,4830000000.0,-646000000.0,237000000.0,12868000000.0,24422000000.0,863000000.0,0.0,1503000000.0,-1061000000.0,18647000000.0,2187000000.0,,,
2017-10-31,89000000.0,,8000000.0,3433000000.0,4830000000.0,1.84,4968000000.0,1788000000.0,0.0,2543000000.0,548000000.0,-19654000000.0,-388000000.0,1323000000.0,1168000000.0,3549000000.0,3549000000.0,269000000.0,1000000.0,,-870000000.0,8570000000.0,,-629000000.0,1879000000.0,25026000000,139000000.0,-508000000.0,-2604000000.0,41614000000.0,3680000000,21960000000.0,4621000000.0,1268000000.0,66000000.0,,20000000.0,66000000.0,-2146000000.0,-1210000000.0,4220000000,26478000000.0,1371000000.0,39193000000.0,16002000000.0,19682000000.0,4514000000.0,1174000000.0,2217000000.0,45023000000.0,2165000000.0,25341000000.0,1.85,2212000000.0,,518000000.0,-117000000.0,42480000000.0,1164000000.0,-43000000.0,8648000000.0,2165000000,2165000000.0,3549000000.0,-485000000.0,244000000.0,13419000000.0,24266000000.0,-588000000.0,0.0,1488000000.0,-1044000000.0,16378000000.0,2166000000.0,,,
2018-01-31,89000000.0,,-114000000.0,2943000000.0,3549000000.0,1.52,4904000000.0,1805000000.0,-4000000.0,1454000000.0,638000000.0,-19339000000.0,576000000.0,2761000000.0,1160000000.0,3595000000.0,3595000000.0,269000000.0,234000000.0,,-77000000.0,7244000000.0,,-566000000.0,2290000000.0,23883000000,54000000.0,-543000000.0,-1617000000.0,41414000000.0,3189000000,22075000000.0,4549000000.0,1164000000.0,59000000.0,,98000000.0,59000000.0,-1933000000.0,21000000.0,3741000000,26881000000.0,1747000000.0,39935000000.0,16194000000.0,18933000000.0,4440000000.0,1167000000.0,2275000000.0,44529000000.0,1779000000.0,25596000000.0,1.53,2614000000.0,,529000000.0,-1245000000.0,43075000000.0,1246000000.0,-170000000.0,8093000000.0,1779000000,1779000000.0,3595000000.0,-652000000.0,440000000.0,12748000000.0,24267000000.0,692000000.0,0.0,1640000000.0,-1038000000.0,15790000000.0,1952000000.0,,,
2018-04-30,89000000.0,,,3142000000.0,3595000000.0,2.08,5236000000.0,1911000000.0,,1687000000.0,887000000.0,-19668000000.0,-1219000000.0,1549000000.0,1152000000.0,3599000000.0,3599000000.0,261000000.0,-319000000.0,,961000000.0,9726000000.0,,-596000000.0,3981000000.0,24947000000,,-556000000.0,-3400000000.0,41596000000.0,3381000000,21928000000.0,5445000000.0,738000000.0,84000000.0,,14000000.0,,-1121000000.0,33000000.0,3935000000,26830000000.0,3425000000.0,41221000000.0,18133000000.0,21214000000.0,4779000000.0,1158000000.0,2281000000.0,46650000000.0,2404000000.0,25436000000.0,2.09,2586000000.0,,532000000.0,2532000000.0,44963000000.0,1227000000.0,115000000.0,8617000000.0,2404000000,2404000000.0,3599000000.0,-548000000.0,,14432000000.0,24244000000.0,-1687000000.0,,1413000000.0,-1189000000.0,16330000000.0,2296000000.0,,,
2018-07-31,89000000.0,,,4655000000.0,3599000000.0,3.05,5464000000.0,1989000000.0,,2009000000.0,1104000000.0,-19955000000.0,-368000000.0,2203000000.0,1144000000.0,3490000000.0,3490000000.0,272000000.0,127000000.0,,-170000000.0,9407000000.0,,-774000000.0,4016000000.0,30463000000,,-535000000.0,-3504000000.0,41864000000.0,4901000000,21909000000.0,5281000000.0,1149000000.0,150000000.0,,21000000.0,,-2000000000.0,-15000000.0,5457000000,25797000000.0,3481000000.0,43543000000.0,18426000000.0,20802000000.0,5004000000.0,1149000000.0,2251000000.0,46232000000.0,3506000000.0,25430000000.0,3.06,2502000000.0,,530000000.0,85000000.0,44223000000.0,1270000000.0,27000000.0,10365000000.0,3506000000,3506000000.0,3490000000.0,-527000000.0,,14044000000.0,23295000000.0,332000000.0,,1535000000.0,-1184000000.0,20098000000.0,2164000000.0,,,
2018-10-31,89000000.0,,,3646000000.0,3490000000.0,2.51,5281000000.0,1858000000.0,,1320000000.0,1120000000.0,-20293000000.0,234000000.0,2452000000.0,1135000000.0,1764000000.0,1764000000.0,249000000.0,-4000000.0,,-1339000000.0,9054000000.0,,-717000000.0,2039000000.0,26302000000,,-620000000.0,-3276000000.0,42347000000.0,3870000000,22054000000.0,5195000000.0,779000000.0,-30000000.0,,105000000.0,,-2397000000.0,-1855000000.0,4436000000,25684000000.0,1419000000.0,45235000000.0,18196000000.0,19809000000.0,4808000000.0,1141000000.0,2258000000.0,45200000000.0,2867000000.0,25391000000.0,2.53,2352000000.0,,541000000.0,-483000000.0,43880000000.0,1079000000.0,-43000000.0,9151000000.0,2867000000,2867000000.0,1764000000.0,-618000000.0,,14754000000.0,23332000000.0,-686000000.0,,1495000000.0,-1175000000.0,17151000000.0,2171000000.0,,,
2019-01-31,89000000.0,,-21000000.0,3113000000.0,1764000000.0,2.09,5402000000.0,1782000000.0,17000000.0,-1878000000.0,890000000.0,-20564000000.0,-76000000.0,2395000000.0,1116000000.0,1778000000.0,1778000000.0,269000000.0,,,-139000000.0,7755000000.0,,-772000000.0,3002000000.0,26491000000,11000000.0,-731000000.0,-2240000000.0,42939000000.0,3625000000,22375000000.0,5060000000.0,769000000.0,78000000.0,,96000000.0,,-4445000000.0,39000000.0,3931000000,29165000000.0,2271000000.0,46423000000.0,16716000000.0,18529000000.0,4922000000.0,1121000000.0,2252000000.0,44003000000.0,2344000000.0,25474000000.0,2.1,2358000000.0,,549000000.0,-1391000000.0,45881000000.0,847000000.0,-125000000.0,9027000000.0,2344000000,2344000000.0,1778000000.0,-723000000.0,491000000.0,13925000000.0,26807000000.0,797000000.0,-263000000.0,1506000000.0,-1156000000.0,17464000000.0,1936000000.0,,,
2019-04-30,89000000.0,,,3324000000.0,1778000000.0,2.27,5420000000.0,2015000000.0,-13000000.0,-2143000000.0,859000000.0,-20900000000.0,-982000000.0,1456000000.0,1101000000.0,1882000000.0,1882000000.0,288000000.0,,,1333000000.0,10311000000.0,5000000.0,-835000000.0,4575000000.0,26381000000,,-681000000.0,-3775000000.0,27899000000.0,3597000000,27899000000.0,5695000000.0,811000000.0,86000000.0,,34000000.0,91000000.0,-1368000000.0,112000000.0,4159000000,33985000000.0,3894000000.0,47459000000.0,19673000000.0,20553000000.0,4940000000.0,1106000000.0,2250000000.0,51515000000.0,2513000000.0,30962000000.0,2.28,2036000000.0,,547000000.0,2488000000.0,53658000000.0,813000000.0,40000000.0,9017000000.0,2513000000,2513000000.0,1882000000.0,-688000000.0,,15495000000.0,26804000000.0,-1586000000.0,,1418000000.0,-1499000000.0,17364000000.0,2317000000.0,,,
2019-07-31,89000000.0,,,4613000000.0,1882000000.0,3.17,5536000000.0,2233000000.0,-1000000.0,-1160000000.0,1137000000.0,-21300000000.0,-1387000000.0,1315000000.0,1095000000.0,2547000000.0,2547000000.0,302000000.0,,,-211000000.0,9494000000.0,53000000.0,-776000000.0,3922000000.0,30839000000,,-565000000.0,-2713000000.0,28176000000.0,4896000000,28176000000.0,5680000000.0,1134000000.0,53000000.0,,123000000.0,-12000000.0,-1251000000.0,648000000.0,5475000000,34372000000.0,3357000000.0,49446000000.0,18798000000.0,20699000000.0,5044000000.0,1099000000.0,2254000000.0,52010000000.0,3479000000.0,31311000000.0,3.18,2045000000.0,,560000000.0,-437000000.0,53170000000.0,881000000.0,-110000000.0,10432000000.0,3479000000,3479000000.0,2547000000.0,-561000000.0,,14741000000.0,27064000000.0,776000000.0,,1478000000.0,-1492000000.0,20407000000.0,2274000000.0,,,
2019-10-31,89000000.0,,,3667000000.0,2547000000.0,2.53,5440000000.0,2121000000.0,4000000.0,-1082000000.0,1039000000.0,-21700000000.0,679000000.0,2513000000.0,1089000000.0,2193000000.0,2193000000.0,302000000.0,,,-1288000000.0,9240000000.0,49000000.0,-801000000.0,2167000000.0,27223000000,,-645000000.0,-1990000000.0,28110000000.0,3947000000,28110000000.0,5517000000.0,898000000.0,58000000.0,,28000000.0,-15000000.0,-1290000000.0,-454000000.0,4563000000,33826000000.0,1522000000.0,50729000000.0,19565000000.0,21174000000.0,4942000000.0,1094000000.0,2253000000.0,52309000000.0,2769000000.0,31135000000.0,2.54,2116000000.0,,594000000.0,-435000000.0,53391000000.0,772000000.0,79000000.0,9387000000.0,2769000000,2769000000.0,2193000000.0,-631000000.0,,15711000000.0,26597000000.0,-978000000.0,,1467000000.0,-1486000000.0,17836000000.0,2231000000.0,,,
