date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses
2015-06-30,4226000000.0,-747000000.0,2983000000.0,4244000000.0,5104000000.0,22625000000.0,0.55,2082000000.0,58600000000.0,,264000000.0,2267000000.0,-49645000000.0,1118000000.0,13870000000.0,4454000000.0,53000000.0,-594000000.0,4887000000.0,2359000000.0,645000000.0,-1319000000.0,-554000000.0,,3087000000.0,4759000000.0,-1945000000.0,3440000000.0,-1767000000.0,13195000000,,82328000000.0,3144000000,277000000.0,32683000000.0,332000000.0,0.0,248000000.0,133000000.0,9416000000.0,210000000.0,-697000000.0,5227000000,2191000000.0,34425000000.0,18363000000.0,1673000000.0,1949000000.0,11037000000.0,13529000000.0,26710000000.0,90492000000.0,2706000000.0,63782000000.0,0.57,2996000000.0,-3932000000.0,8248000000.0,-233000000.0,12440000000.0,1355000000.0,-229000000.0,31892000000.0,2706000000.0,2706000000,-1295000000.0,4818000000.0,4454000000.0,12116000000.0,-352000000.0,3251000000.0,-136000000.0,4947000000.0,-1146000000.0,4909000000.0,3860000000.0,5398000000.0
2015-09-30,4022000000.0,-1320000000.0,4253000000.0,4454000000.0,4905000000.0,23001000000.0,0.64,2160000000.0,58002000000.0,,-1973000000.0,4304000000.0,-51405000000.0,1129000000.0,20843000000.0,7065000000.0,116000000.0,-241000000.0,4251000000.0,2449000000.0,-335000000.0,562000000.0,-368000000.0,,2927000000.0,4747000000.0,6043000000.0,5735000000.0,-1206000000.0,14465000000,,83002000000.0,4206000000,1144000000.0,31597000000.0,309000000.0,-8000000.0,14000000.0,222000000.0,13778000000.0,2611000000.0,-1029000000.0,6644000000,2275000000.0,34431000000.0,25470000000.0,4529000000.0,1910000000.0,11026000000.0,15080000000.0,36205000000.0,98552000000.0,3109000000.0,62347000000.0,0.65,2909000000.0,-8919000000.0,9111000000.0,218000000.0,12027000000.0,1344000000.0,-15000000.0,40550000000.0,3109000000.0,3109000000,-9167000000.0,4965000000.0,7065000000.0,20059000000.0,-151000000.0,2502000000.0,132000000.0,5354000000.0,-1140000000.0,4876000000.0,4101000000.0,6610000000.0
2015-12-31,3933000000.0,-522000000.0,4303000000.0,7065000000.0,5304000000.0,23411000000.0,0.74,2188000000.0,61982000000.0,,2005000000.0,3053000000.0,-51538000000.0,2634000000.0,25313000000.0,15308000000.0,126000000.0,-687000000.0,7972000000.0,2063000000.0,60000000.0,-400000000.0,-177000000.0,,3119000000.0,4722000000.0,88000000.0,5427000000.0,-2448000000.0,14914000000,,83396000000.0,4286000000,690000000.0,31858000000.0,296000000.0,-9000000.0,-13000000.0,170000000.0,10005000000.0,8243000000.0,-525000000.0,6575000000,2146000000.0,37614000000.0,25416000000.0,2979000000.0,2118000000.0,11332000000.0,15667000000.0,40356000000.0,103065000000.0,3613000000.0,62709000000.0,0.77,2841000000.0,-4279000000.0,9590000000.0,-226000000.0,12374000000.0,1029000000.0,87000000.0,41083000000.0,3613000000.0,3613000000,2728000000.0,5167000000.0,15308000000.0,20036000000.0,-124000000.0,2539000000.0,110000000.0,5324000000.0,-1133000000.0,4876000000.0,4787000000.0,5644000000.0
2016-03-31,11140000000.0,-14751000000.0,2508000000.0,15308000000.0,5562000000.0,24088000000.0,0.42,2632000000.0,62068000000.0,,650000000.0,2339000000.0,-52199000000.0,3594000000.0,15091000000.0,3061000000.0,208000000.0,942000000.0,7307000000.0,3163000000.0,560000000.0,-376000000.0,-43000000.0,,3246000000.0,4722000000.0,-782000000.0,4055000000.0,-1346000000.0,13702000000,,84843000000.0,2568000000,462000000.0,32644000000.0,448000000.0,-8000000.0,435000000.0,343000000.0,12030000000.0,-12247000000.0,-793000000.0,4731000000,2015000000.0,36526000000.0,25873000000.0,2709000000.0,2226000000.0,16942000000.0,17526000000.0,27397000000.0,105467000000.0,2046000000.0,78070000000.0,0.43,2851000000.0,-7380000000.0,8130000000.0,434000000.0,14000000000.0,1097000000.0,-60000000.0,43399000000.0,2046000000.0,2046000000,-15520000000.0,5751000000.0,3061000000.0,21775000000.0,-57000000.0,1247000000.0,96000000.0,5572000000.0,-1228000000.0,4875000000.0,4216000000.0,6303000000.0
2016-06-30,10821000000.0,-531000000.0,1670000000.0,3061000000.0,5241000000.0,24317000000.0,0.27,2807000000.0,62257000000.0,,81000000.0,3273000000.0,-53313000000.0,4560000000.0,17689000000.0,3885000000.0,187000000.0,-208000000.0,4084000000.0,3420000000.0,-80000000.0,-815000000.0,114000000.0,,3145000000.0,4729000000.0,1149000000.0,3845000000.0,-2286000000.0,13533000000,,87117000000.0,2732000000,340000000.0,33804000000.0,364000000.0,-8000000.0,289000000.0,184000000.0,13804000000.0,824000000.0,-804000000.0,3774000000,1917000000.0,37130000000.0,28863000000.0,1559000000.0,2007000000.0,16992000000.0,18711000000.0,31188000000.0,109831000000.0,1330000000.0,78643000000.0,0.28,3517000000.0,-5518000000.0,7973000000.0,-59000000.0,13753000000.0,1247000000.0,-192000000.0,47574000000.0,1330000000.0,1330000000,-4170000000.0,5800000000.0,3885000000.0,24053000000.0,-47000000.0,1293000000.0,-926000000.0,5560000000.0,-1233000000.0,4866000000.0,4426000000.0,5115000000.0
2016-09-30,9524000000.0,-762000000.0,4318000000.0,3885000000.0,5149000000.0,25070000000.0,0.69,1724000000.0,64001000000.0,,362000000.0,2612000000.0,-54060000000.0,3573000000.0,17769000000.0,4752000000.0,180000000.0,-834000000.0,5197000000.0,3181000000.0,400000000.0,26000000.0,-259000000.0,,3069000000.0,4734000000.0,-2208000000.0,5758000000.0,-2463000000.0,15778000000,,88767000000.0,4834000000,940000000.0,34707000000.0,324000000.0,1881000000.0,372000000.0,497000000.0,13017000000.0,867000000.0,-457000000.0,6426000000,1928000000.0,37645000000.0,28123000000.0,3295000000.0,2006000000.0,13868000000.0,20093000000.0,36216000000.0,112217000000.0,3378000000.0,76001000000.0,0.71,2869000000.0,-5017000000.0,9983000000.0,-187000000.0,14876000000.0,1185000000.0,-27000000.0,48216000000.0,3378000000.0,3378000000,-2683000000.0,5783000000.0,4752000000.0,24043000000.0,-14000000.0,1211000000.0,-392000000.0,5795000000.0,-1231000000.0,4877000000.0,4952000000.0,6624000000.0
2016-12-31,9494000000.0,-389000000.0,4440000000.0,4752000000.0,5479000000.0,25373000000.0,0.73,1718000000.0,67108000000.0,,241000000.0,2956000000.0,-53934000000.0,4634000000.0,17099000000.0,5560000000.0,158000000.0,165000000.0,3825000000.0,2475000000.0,106000000.0,1833000000.0,445000000.0,,3280000000.0,4735000000.0,-3898000000.0,8150000000.0,-3530000000.0,16374000000,,90105000000.0,4626000000,878000000.0,36171000000.0,308000000.0,1920000000.0,100000000.0,84000000.0,11539000000.0,808000000.0,-533000000.0,6528000000,1930000000.0,40747000000.0,25917000000.0,4620000000.0,2158000000.0,14099000000.0,20302000000.0,35508000000.0,113327000000.0,3562000000.0,77819000000.0,0.75,3538000000.0,-3591000000.0,10105000000.0,-6000000.0,15322000000.0,1180000000.0,-275000000.0,46219000000.0,3562000000.0,3562000000,-3444000000.0,5553000000.0,5560000000.0,20649000000.0,237000000.0,1730000000.0,-91000000.0,6269000000.0,-1233000000.0,4881000000.0,4690000000.0,6090000000.0
2017-03-31,9157000000.0,-422000000.0,3815000000.0,5560000000.0,5468000000.0,25890000000.0,0.61,1698000000.0,67722000000.0,,160000000.0,2903000000.0,-55173000000.0,5073000000.0,17295000000.0,4934000000.0,146000000.0,-105000000.0,4372000000.0,3221000000.0,863000000.0,-1451000000.0,212000000.0,,3326000000.0,4723000000.0,-1746000000.0,3898000000.0,-2067000000.0,14796000000,,92084000000.0,3679000000,851000000.0,36911000000.0,397000000.0,1746000000.0,80000000.0,329000000.0,12361000000.0,-626000000.0,-1242000000.0,5907000000,1946000000.0,40091000000.0,26621000000.0,1831000000.0,2104000000.0,14099000000.0,21305000000.0,36058000000.0,115648000000.0,2964000000.0,79590000000.0,0.63,3658000000.0,-4821000000.0,9147000000.0,188000000.0,16713000000.0,1016000000.0,-39000000.0,47926000000.0,2964000000.0,2964000000,-2778000000.0,5801000000.0,4934000000.0,20678000000.0,-232000000.0,2285000000.0,206000000.0,5649000000.0,-1229000000.0,4881000000.0,4921000000.0,7422000000.0
2017-06-30,8867000000.0,-206000000.0,4572000000.0,4934000000.0,5166000000.0,25781000000.0,0.58,1587000000.0,69499000000.0,,41000000.0,2967000000.0,-56520000000.0,4130000000.0,25929000000.0,11687000000.0,156000000.0,-513000000.0,5500000000.0,3671000000.0,1174000000.0,-454000000.0,595000000.0,,3275000000.0,4710000000.0,3484000000.0,4707000000.0,-2663000000.0,14763000000,,94650000000.0,3932000000,1764000000.0,38130000000.0,328000000.0,-8000000.0,105000000.0,77000000.0,14242000000.0,6753000000.0,-1276000000.0,6716000000,1988000000.0,41670000000.0,33826000000.0,2044000000.0,1854000000.0,14102000000.0,18782000000.0,40617000000.0,122107000000.0,2808000000.0,81490000000.0,0.6,3469000000.0,-5034000000.0,9098000000.0,237000000.0,15370000000.0,1121000000.0,-161000000.0,52608000000.0,2808000000.0,2808000000,-1438000000.0,6324000000.0,11687000000.0,27855000000.0,-528000000.0,2502000000.0,660000000.0,5665000000.0,-1287000000.0,4845000000.0,5397000000.0,7062000000.0
2017-09-30,13058000000.0,-14597000000.0,5930000000.0,11687000000.0,4938000000.0,26547000000.0,0.94,1706000000.0,71806000000.0,-1002000000.0,942000000.0,2767000000.0,-58048000000.0,4142000000.0,17504000000.0,9075000000.0,191000000.0,-510000000.0,10032000000.0,3554000000.0,1610000000.0,446000000.0,-237000000.0,,3223000000.0,4688000000.0,-2560000000.0,6264000000.0,-2979000000.0,16149000000,,97520000000.0,5119000000,1414000000.0,39472000000.0,326000000.0,-8000000.0,4000000.0,231000000.0,8429000000.0,-2612000000.0,-1093000000.0,8176000000,2055000000.0,42779000000.0,34593000000.0,3285000000.0,1666000000.0,24389000000.0,20689000000.0,33154000000.0,127088000000.0,4516000000.0,93934000000.0,0.96,4152000000.0,-1914000000.0,10057000000.0,-254000000.0,14028000000.0,1187000000.0,-63000000.0,55282000000.0,4516000000.0,4516000000,-6316000000.0,6929000000.0,9075000000.0,27498000000.0,-485000000.0,2943000000.0,865000000.0,6092000000.0,-1278000000.0,4821000000.0,5954000000.0,8482000000.0
2017-12-31,12745000000.0,-875000000.0,6035000000.0,9075000000.0,5177000000.0,26074000000.0,-0.15,1656000000.0,69885000000.0,-6578000000.0,-327000000.0,2908000000.0,-59286000000.0,1776000000.0,14002000000.0,3433000000.0,153000000.0,347000000.0,4736000000.0,2928000000.0,862000000.0,5043000000.0,978000000.0,,3274000000.0,4683000000.0,-7653000000.0,7241000000.0,-4069000000.0,17053000000,,100395000000.0,5590000000,6722000000.0,41109000000.0,307000000.0,0.0,195000000.0,133000000.0,10569000000.0,-5642000000.0,-4000000.0,8328000000,2140000000.0,42083000000.0,35943000000.0,3172000000.0,1850000000.0,24389000000.0,17421000000.0,29500000000.0,123249000000.0,-687000000.0,93749000000.0,-0.15,7860000000.0,-4695000000.0,10767000000.0,20000000.0,12404000000.0,688000000.0,69000000.0,53364000000.0,-687000000.0,-687000000,-5230000000.0,6983000000.0,3433000000.0,25037000000.0,-55000000.0,3046000000.0,506000000.0,6286000000.0,-1278000000.0,4683000000.0,5607000000.0,7535000000.0
2018-03-31,12355000000.0,,5011000000.0,3433000000.0,5261000000.0,26430000000.0,0.93,0.0,70966000000.0,-327000000.0,-277000000.0,3408000000.0,-60665000000.0,3842000000.0,16197000000.0,3554000000.0,112000000.0,102000000.0,4653000000.0,4415000000.0,-683000000.0,-157000000.0,1000000.0,2479000000.0,3311000000.0,4674000000.0,-1372000000.0,6284000000.0,-2910000000.0,16066000000,,104400000000.0,4470000000,557000000.0,43735000000.0,433000000.0,,,289000000.0,12643000000.0,121000000.0,-1914000000.0,7319000000,2196000000.0,44418000000.0,37669000000.0,3374000000.0,1900000000.0,24346000000.0,19961000000.0,31630000000.0,128596000000.0,4454000000.0,96966000000.0,0.95,3082000000.0,-6257000000.0,9731000000.0,73000000.0,12916000000.0,743000000.0,-162000000.0,57630000000.0,4454000000.0,4454000000,-4791000000.0,7146000000.0,3554000000.0,24770000000.0,-96000000.0,1564000000.0,562000000.0,6335000000.0,-1400000000.0,4790000000.0,4879000000.0,9586000000.0
2018-06-30,12098000000.0,,5529000000.0,3554000000.0,5146000000.0,25470000000.0,1.05,,70701000000.0,-842000000.0,232000000.0,3398000000.0,-62071000000.0,3510000000.0,12225000000.0,2614000000.0,116000000.0,267000000.0,4758000000.0,4143000000.0,-1089000000.0,61000000.0,92000000.0,2393000000.0,3371000000.0,4649000000.0,-7160000000.0,7413000000.0,-4530000000.0,16962000000,,107985000000.0,5273000000,523000000.0,45914000000.0,387000000.0,,7026000000.0,31000000.0,9611000000.0,-940000000.0,-3893000000.0,7767000000,2122000000.0,45666000000.0,37700000000.0,2883000000.0,1725000000.0,24351000000.0,17571000000.0,27603000000.0,125972000000.0,5006000000.0,98369000000.0,1.08,3391000000.0,-1822000000.0,10419000000.0,201000000.0,12316000000.0,1006000000.0,-905000000.0,55271000000.0,5006000000.0,5006000000,-1193000000.0,7344000000.0,2614000000.0,24632000000.0,-207000000.0,1666000000.0,264000000.0,6543000000.0,-1400000000.0,4747000000.0,4636000000.0,7317000000.0
2018-09-30,12007000000.0,-256000000.0,7142000000.0,2614000000.0,5083000000.0,25492000000.0,1.38,0.0,71998000000.0,-759000000.0,-93000000.0,3546000000.0,-63684000000.0,3051000000.0,13186000000.0,3407000000.0,109000000.0,-818000000.0,2661000000.0,3593000000.0,-1103000000.0,-428000000.0,-75000000.0,2220000000.0,3428000000.0,4574000000.0,-4607000000.0,8835000000.0,-3851000000.0,19163000000,,110755000000.0,7277000000,744000000.0,47071000000.0,383000000.0,,8452000000.0,,9779000000.0,793000000.0,-2657000000.0,9525000000,2274000000.0,47094000000.0,36670000000.0,4984000000.0,1605000000.0,24506000000.0,19574000000.0,29590000000.0,128242000000.0,6398000000.0,98652000000.0,1.4,3263000000.0,-3327000000.0,12360000000.0,156000000.0,11113000000.0,1017000000.0,-182000000.0,56244000000.0,6398000000.0,6398000000,-3435000000.0,7401000000.0,3407000000.0,24823000000.0,-59000000.0,1485000000.0,-135000000.0,6803000000.0,-1373000000.0,4648000000.0,5457000000.0,9835000000.0
2018-12-31,11836000000.0,-214000000.0,5635000000.0,3407000000.0,5003000000.0,25365000000.0,,0.0,74982000000.0,-1098000000.0,-134000000.0,3162000000.0,-65342000000.0,1261000000.0,11650000000.0,3019000000.0,131000000.0,-1265000000.0,3202000000.0,3824000000.0,-974000000.0,103000000.0,-1767000000.0,2049000000.0,3433000000.0,,-5468000000.0,6900000000.0,-3890000000.0,18657000000,,114318000000.0,6224000000,440000000.0,48976000000.0,343000000.0,,6557000000.0,,8631000000.0,-388000000.0,-2266000000.0,8259000000,2493000000.0,50172000000.0,36355000000.0,3010000000.0,1520000000.0,24513000000.0,16626000000.0,28787000000.0,127963000000.0,5195000000.0,99176000000.0,,2646000000.0,-1940000000.0,11227000000.0,-219000000.0,9430000000.0,1313000000.0,501000000.0,52981000000.0,5195000000.0,5195000000,-1820000000.0,7253000000.0,3019000000.0,25098000000.0,148000000.0,1665000000.0,-588000000.0,7430000000.0,-1368000000.0,,6722000000.0,7919000000.0
2019-03-31,11457000000.0,,4547000000.0,3019000000.0,4915000000.0,25346000000.0,0.87,,73936000000.0,-861000000.0,-231000000.0,2305000000.0,-67438000000.0,2750000000.0,12033000000.0,3154000000.0,138000000.0,-235000000.0,2494000000.0,4059000000.0,-813000000.0,-1755000000.0,,1775000000.0,3332000000.0,4492000000.0,-2102000000.0,4959000000.0,-3321000000.0,16061000000,,117478000000.0,4174000000,573000000.0,50040000000.0,389000000.0,,4570000000.0,,8879000000.0,135000000.0,-2530000000.0,4224000000,2625000000.0,49128000000.0,36611000000.0,1638000000.0,1533000000.0,24521000000.0,18911000000.0,29060000000.0,129458000000.0,3974000000.0,100398000000.0,0.88,2797000000.0,-2741000000.0,9089000000.0,196000000.0,8719000000.0,5661000000.0,731000000.0,55522000000.0,3974000000.0,3974000000,-2722000000.0,7765000000.0,3154000000.0,25737000000.0,-512000000.0,1521000000.0,434000000.0,6972000000.0,-1414000000.0,4564000000.0,6957000000.0,10118000000.0
2019-06-30,11249000000.0,,4724000000.0,3154000000.0,5077000000.0,25140000000.0,0.92,,75194000000.0,-172000000.0,273000000.0,2366000000.0,-69227000000.0,3726000000.0,11944000000.0,2867000000.0,135000000.0,725000000.0,3217000000.0,4682000000.0,-622000000.0,210000000.0,,1558000000.0,3438000000.0,4466000000.0,-4586000000.0,7587000000.0,-3554000000.0,16505000000,,120604000000.0,4801000000,545000000.0,51377000000.0,470000000.0,,7117000000.0,,9077000000.0,-287000000.0,-3049000000.0,4851000000,2554000000.0,50429000000.0,35860000000.0,4033000000.0,1589000000.0,24583000000.0,19705000000.0,29239000000.0,130759000000.0,4179000000.0,101520000000.0,0.94,2583000000.0,-3478000000.0,9878000000.0,235000000.0,8206000000.0,6105000000.0,119000000.0,55565000000.0,4179000000.0,4179000000,-3288000000.0,8696000000.0,2867000000.0,25089000000.0,-931000000.0,1783000000.0,-14000000.0,6627000000.0,-1414000000.0,4523000000.0,6233000000.0,8743000000.0
2019-09-30,11019000000.0,,6719000000.0,2867000000.0,4744000000.0,25290000000.0,1.35,,74408000000.0,-445000000.0,-617000000.0,2414000000.0,-71183000000.0,5200000000.0,12025000000.0,3935000000.0,107000000.0,-646000000.0,2874000000.0,4809000000.0,-722000000.0,1906000000.0,,1413000000.0,3208000000.0,4391000000.0,-5733000000.0,10711000000.0,-4672000000.0,19190000000,,124746000000.0,6551000000,729000000.0,53563000000.0,431000000.0,,,,8090000000.0,1068000000.0,-4521000000.0,6601000000,2679000000.0,49674000000.0,34296000000.0,6039000000.0,1486000000.0,24727000000.0,25064000000.0,29957000000.0,133768000000.0,5990000000.0,103811000000.0,1.36,2506000000.0,-1578000000.0,11295000000.0,297000000.0,8247000000.0,6255000000.0,239000000.0,59360000000.0,5990000000.0,5990000000,-3910000000.0,8638000000.0,3935000000.0,23707000000.0,67000000.0,1696000000.0,214000000.0,7895000000.0,-1386000000.0,4433000000.0,6880000000.0,11835000000.0
2019-12-31,10827000000.0,,8068000000.0,3935000000.0,4976000000.0,25261000000.0,,,77659000000.0,-1149000000.0,1290000000.0,1713000000.0,-73321000000.0,3693000000.0,13123000000.0,4194000000.0,,-779000000.0,2819000000.0,4128000000.0,-1280000000.0,787000000.0,,1368000000.0,3384000000.0,4319000000.0,-5144000000.0,9888000000.0,-4666000000.0,20209000000,,128707000000.0,6902000000,1163000000.0,55386000000.0,415000000.0,,,,8929000000.0,259000000.0,-3476000000.0,9870000000,2968000000.0,53523000000.0,36555000000.0,5222000000.0,1542000000.0,26276000000.0,22310000000.0,31239000000.0,136524000000.0,6905000000.0,105285000000.0,,2916000000.0,-3633000000.0,11878000000.0,-32000000.0,7243000000.0,5553000000.0,-1017000000.0,58865000000.0,6905000000.0,6905000000,-4485000000.0,8744000000.0,4194000000.0,25308000000.0,-105000000.0,2044000000.0,512000000.0,8331000000.0,-1362000000.0,4373000000.0,7659000000.0,10636000000.0
