date,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyChangeInInventory,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingResearchAndDevelopment,trailingChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,annualTotalNonCurrentAssets,annualResearchAndDevelopment,quarterlyPretaxIncome,annualGrossProfit,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyTotalRevenue,annualChangeInInventory,quarterlyOperatingIncome,annualCurrentDebt,annualNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualCurrentDeferredRevenue,annualCostOfRevenue,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingInvestingCashFlow,trailingSaleOfInvestment,annualDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,quarterlyGoodwill,annualRetainedEarnings,quarterlyDilutedAverageShares,annualCurrentLiabilities,annualStockBasedCompensation,annualBasicEPS,annualGoodwill,annualTotalAssets,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyAccountsReceivable,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOperatingIncome,trailingGrossProfit,quarterlyCashDividendsPaid,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccountsPayable,trailingOperatingIncome,annualChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,annualEbitda,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyBasicEPS,trailingPretaxIncome,trailingEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingOtherNonCashItems,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingBasicAverageShares,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingInterestExpense,trailingBasicEPS
2006-09-30,5745000.0,,,,,,,,311376000.0,542451000.0,,-6929000.0,54720000.0,,-3287000.0,,0.0,,,542000.0,,,,,,,73574000,,,,,870490000.0,139363000.0,-47843000.0,,18454000.0,,-48000.0,,,,,,,275649000.0,,,,43831000.0,,,,716340000.0,169612000.0,281300000.0,,,,279890000.0,,,331785000.0,0.0825,6698000.0,,17103000.0,148080000.0,501007000.0,,-72042000.0,,,,345452000,,43877000,,,8356000.0,-210666000.0,,,,,,,,52907000.0,26728000,,26728000.0,,,,,,,,,15204000.0,16188000.0,,8392000.0,,,62160000.0,0.0,117734000.0,69803000.0,,127576000.0,,327184000.0,,,,,,,,,351616000.0,,,,,,-33000.0,73359000.0,,18108000.0,89561000.0,190343000.0,,,,,231772000.0,,,,,,,,,243332000.0,,,29697000.0,,,781000.0,287443000.0,,,139363000.0,,124159000.0,,,,,,716626000.0,19285000.0,,13000.0,0.085,,,,561190000.0,,13933000.0,814000.0,,,26728000.0,1432966000.0,,,-19135000.0,,,,,,,,,,,,,,
2006-12-31,6400000.0,,2503000.0,,,-192955000.0,673931000.0,-254227000.0,,612169000.0,,-9619000.0,79735000.0,,1789000.0,,0.0,,16426000.0,600000.0,,,745987000.0,,0.0,109891000.0,86550000,,49488000.0,107655000.0,,918132000.0,162545000.0,-47124000.0,7204000.0,20000.0,57653000.0,74000.0,12574000.0,,,,,,291833000.0,1378038000.0,745403000.0,246970000.0,50918000.0,1087068000.0,39763000.0,,745987000.0,176544000.0,301331000.0,571972000.0,,,270641000.0,18084000.0,,357942000.0,,1458000.0,-25504000.0,11772000.0,146239000.0,540153000.0,0.0,-53549000.0,,,,380789000,-8405000.0,50383000,20242000.0,109891000.0,79000.0,-254227000.0,,109891000.0,920901000.0,113057000.0,93699000.0,290970000.0,,68941000.0,39146000,-177544000.0,39146000.0,,,0.335,68693000.0,29122000.0,918132000.0,,310764000.0,23182000.0,14557000.0,20574000.0,4762000.0,187391000.0,,64906000.0,0.0,107655000.0,88956000.0,,128819000.0,540153000.0,,301331000.0,,0.3525,128819000.0,1491390000.0,125254000.0,,-865000.0,361424000.0,,,,,361424000.0,48000.0,68693000.0,784000.0,18084000.0,93699000.0,187391000.0,166167000.0,,,357942000.0,241450000.0,232718000.0,270641000.0,,79735000.0,,,308784000.0,146239000.0,242216000.0,242216000.0,22714000.0,36167000.0,,162545000.0,784000.0,308784000.0,,291421000.0,162545000.0,2074000.0,139363000.0,,,612169000.0,20000.0,162545000.0,745403000.0,20242000.0,,11390000.0,,,,,571972000.0,326892000.0,16426000.0,2928000.0,167544000.0,,39146000.0,1491390000.0,14557000.0,600000.0,15392000.0,,,,,,,,,,,,,,
2007-03-31,241937000.0,,,,,,,,314844000.0,651515000.0,,-26624000.0,80133000.0,,976000.0,,0.0,,,992000.0,,,,,,,78624000,,,,,973293000.0,146389000.0,-75509000.0,,0.0,,5155000.0,,,,,,,293389000.0,,,,43751000.0,,,,714556000.0,183613000.0,273288000.0,,,,274678000.0,,,397288000.0,0.0825,6575000.0,,16171000.0,130387000.0,567733000.0,,-66629000.0,,,,365852000,,43953000,,,16999000.0,-254227000.0,,,,,,,,43178000.0,27580000,,27580000.0,,,,,,,,,-16156000.0,17033000.0,,11302000.0,,,65823000.0,0.0,85114000.0,72463000.0,,142754000.0,,330592000.0,,,,,,,,,358279000.0,,,,,,-322000.0,69669000.0,,12996000.0,88235000.0,187976000.0,,,,,249436000.0,,,,,,,,,250307000.0,,,34671000.0,,,791000.0,276776000.0,,,146389000.0,,162545000.0,,-225450000.0,,,,807989000.0,19806000.0,,,0.0875,,,,547966000.0,,17640000.0,6134000.0,,,27580000.0,1522545000.0,,,-23451000.0,,,,,,,,,,,,,,
2007-06-30,79184000.0,,,,,,,,316892000.0,697492000.0,,-4660000.0,78757000.0,,-3341000.0,,0.0,,,3269000.0,,,,,,,86326000,,,,,1025038000.0,158278000.0,-59346000.0,,-297384000.0,,604000.0,,,,,,,305626000.0,,,,49031000.0,,,,718435000.0,193731000.0,268431000.0,,,,276107000.0,,,443265000.0,0.0925,2488000.0,,17916000.0,123574000.0,598848000.0,,-68118000.0,,,,386588000,,49022000,,,7544000.0,-254227000.0,,,,,,,,62906000.0,31115000,,31115000.0,,,,,,,,,11889000.0,16878000.0,,6234000.0,,,62873000.0,0.0,76697000.0,80962000.0,,143055000.0,,332368000.0,,,,,,,,,245967000.0,,,,,,-415000.0,75255000.0,,12443000.0,98555000.0,183974000.0,,,,,256604000.0,,,,,,,,,248710000.0,,,37304000.0,,,794000.0,281852000.0,,,158278000.0,,146389000.0,,,,,,852427000.0,14422000.0,,,0.0975,,,,544538000.0,,17397000.0,13360000.0,,,31115000.0,1570862000.0,,,-5212000.0,,,,,,,,,,,,,,
2007-09-30,114110000.0,,,,,,,,318536000.0,732454000.0,,-37000.0,63809000.0,,947000.0,,0.0,,,7126000.0,,,,,,,95565000,,,,,1080968000.0,194216000.0,-56377000.0,,247736000.0,,920000.0,,,,,,,315127000.0,,,,56010000.0,,,,743950000.0,192916000.0,266098000.0,,,,283448000.0,,,478227000.0,0.1075,4452000.0,,20169000.0,114211000.0,634689000.0,,-16622000.0,,,,372936000,,56602000,,,11771000.0,-254227000.0,,,,,,,,80166000.0,35841000,,35841000.0,,,,,,,,,35938000.0,16233000.0,,6418000.0,,,65609000.0,0.0,95472000.0,57809000.0,,143246000.0,,333528000.0,,,,,,,,,365709000.0,,,,,,-402000.0,76245000.0,,12861000.0,92785000.0,190970000.0,,,,,258525000.0,,,,,,,,,248781000.0,,,38963000.0,,,798000.0,308427000.0,,,194216000.0,,158278000.0,,,,,,887850000.0,14032000.0,,190000.0,0.1125,,,,549546000.0,,17596000.0,5743000.0,,,35841000.0,1631800000.0,,,63544000.0,,,,,,,,,,,,,,
2007-12-31,47000000.0,,-4496000.0,,,-250328000.0,765108000.0,-333307000.0,,796146000.0,,14743000.0,79812000.0,,-3078000.0,,0.0,,17395000.0,8311000.0,,,818564000.0,,0.0,127125000.0,96384000,,20369000.0,95249000.0,,1132428000.0,182914000.0,-96434000.0,30357000.0,49648000.0,76842000.0,-1244000.0,11937000.0,,,,,,325624000.0,1519877000.0,871392000.0,270576000.0,55175000.0,1239767000.0,24237000.0,,818564000.0,194848000.0,288123000.0,556242000.0,,,268119000.0,10744000.0,,462839000.0,,2182000.0,-16578000.0,22586000.0,161600000.0,671440000.0,0.0,-98959000.0,,,,394501000,5435000.0,54505000,14260000.0,127125000.0,769000.0,-333307000.0,,127125000.0,1035684000.0,162545000.0,98802000.0,280110000.0,,88315000.0,32589000,-287666000.0,32589000.0,,,0.3825,68738000.0,482231000.0,1132428000.0,,317812500.0,-11302000.0,21775000.0,15697000.0,5131000.0,177606000.0,,76271000.0,0.0,95249000.0,68877000.0,,143924000.0,671440000.0,,288123000.0,,0.4,143924000.0,1689956000.0,152817000.0,,37083000.0,391060000.0,,,-495508000.0,,391060000.0,-245000.0,68738000.0,801000.0,10744000.0,98802000.0,177606000.0,204083000.0,,,462839000.0,271119000.0,274565000.0,268119000.0,,79812000.0,,,344514000.0,161600000.0,247234000.0,247234000.0,29085000.0,41879000.0,,182914000.0,801000.0,344514000.0,,356900000.0,182914000.0,-1385000.0,194216000.0,,-94019000.0,796146000.0,0.0,182914000.0,871392000.0,14260000.0,,,,,,,556242000.0,332352941.0,17395000.0,5120000.0,203967000.0,,32589000.0,1689956000.0,21775000.0,8311000.0,-10644000.0,,,,,,,,,,,,,,
2008-03-31,55260000.0,,,,,,,,321528000.0,813179000.0,,-30354000.0,76727000.0,,1908000.0,,0.0,,,2501000.0,,,,,,,95094000,,,,,1177037000.0,250509000.0,7084000.0,,0.0,,-2396000.0,,,,,,,320391000.0,,,,57283000.0,,,,731133000.0,194761000.0,281522000.0,,,,265425000.0,,,479872000.0,0.11,3602000.0,,20466000.0,,708257000.0,,-48176000.0,,,,384765000,,56466000,,,14308000.0,-333307000.0,,,,,,,,50601000.0,36817000,,36817000.0,,,,,,,,,67595000.0,17788000.0,,5870000.0,,,69164000.0,0.0,87726000.0,64374000.0,,145351000.0,,334116000.0,,,,,,,,,388257000.0,,,,,,-213000.0,70183000.0,,12253000.0,102964000.0,177454000.0,,,,,263925000.0,,,,,,,,,250481000.0,,,38628000.0,,,805000.0,250509000.0,,,250509000.0,,182914000.0,,,,,,994137000.0,14105000.0,,,0.115,,,,546947000.0,,118433000.0,8762000.0,,,36817000.0,1725270000.0,,,2425000.0,,,,,,,,,,,,,,
2008-06-30,75960000.0,,,,,,,,322472000.0,804008000.0,,4164000.0,75464000.0,,512000.0,,0.0,,,3290000.0,,,,,,,95041000,,,,,1223219000.0,291395000.0,-44817000.0,,-3181000.0,,-483000.0,,,,,,,331014000.0,,,,53723000.0,,,,778705000.0,211903000.0,291225000.0,,,,267046000.0,,,470701000.0,0.105,3613000.0,,18436000.0,,743545000.0,,-41636000.0,,,,402800000,,53221000,,,52000.0,-333307000.0,,,,,,,,85396000.0,35287000,,35287000.0,,,,,,,,,40886000.0,17974000.0,,4572000.0,,,65890000.0,0.0,98232000.0,71786000.0,,148440000.0,,334324000.0,,,,,,,,,398371000.0,,,,,,42000.0,78252000.0,,12741000.0,103682000.0,170820000.0,,,,,277793000.0,,,,,,,,,266129000.0,,,41820000.0,,,808000.0,291395000.0,,,291395000.0,,250509000.0,,,,,,1004071000.0,13847000.0,,,0.11,,,,558271000.0,,118801000.0,2405000.0,,,35287000.0,1782776000.0,,,43760000.0,,,,,,,,,,,,,,
2008-09-30,175700000.0,,,,,,,,323128000.0,805962000.0,,-43747000.0,73043000.0,,-1046000.0,,0.0,,,-4040000.0,,,,,,,111034000,,,,,1266498000.0,182258000.0,-154993000.0,,-52337000.0,,-871000.0,,,,,,,350411000.0,,,,67958000.0,,,,820558000.0,214568000.0,293727000.0,,,,265413000.0,,,472655000.0,0.135,4118000.0,,22944000.0,115012000.0,788559000.0,,14576000.0,,,,422728000,,67751000,,,1217000.0,-333307000.0,,,,,,,,47622000.0,45014000,,45014000.0,,,,,,,,,-109137000.0,14732000.0,,3938000.0,,,68092000.0,0.0,88016000.0,72317000.0,,146534000.0,,334724000.0,,,,,,,,,431392000.0,,,,,,-221000.0,90696000.0,,11368000.0,118854000.0,159985000.0,,,,,282660000.0,,,,,,,,,269003000.0,,,43283000.0,,,810000.0,297270000.0,,,182258000.0,,291395000.0,,-290393000.0,,,,1006366000.0,13814000.0,,,0.14,,,,559140000.0,,118174000.0,2824000.0,,,45014000.0,1826924000.0,,,62198000.0,,,,,,,,,,,,,,
2008-12-31,199351000.0,,-2521000.0,-23562000.0,,-182398000.0,828561000.0,-421755000.0,,905154000.0,,-20382000.0,93667000.0,-28002000.0,-3895000.0,,0.0,,121314000.0,-12977000.0,,,858873000.0,,0.0,188658000.0,148182000,,87580000.0,109886000.0,,1311009000.0,270494000.0,22119000.0,16301000.0,52337000.0,92773000.0,1208000.0,10548000.0,,,,,,378150000.0,1676028000.0,1022115000.0,272519000.0,102466000.0,1379965000.0,99404000.0,,858873000.0,207329000.0,341223000.0,568693000.0,,,227470000.0,10096000.0,,483399000.0,,4185000.0,-90319000.0,30926000.0,38400000.0,860098000.0,0.0,-107162000.0,,,,465735000,-2542000.0,101447000,30116000.0,188658000.0,-27231000.0,-421755000.0,,188658000.0,1101080000.0,182914000.0,107554000.0,296063000.0,,98183000.0,71540000,-170607000.0,71540000.0,,,0.565,100546000.0,506271000.0,1311009000.0,,322196000.0,88236000.0,15554000.0,15518000.0,984000.0,111370000.0,,69374000.0,0.0,109886000.0,87585000.0,,146666000.0,860098000.0,,341223000.0,,0.585,146666000.0,1880988000.0,170466000.0,,-11654000.0,468928000.0,,,-488761000.0,,468928000.0,-118000.0,100546000.0,810000.0,10096000.0,107554000.0,111370000.0,278885000.0,,,483399000.0,276703000.0,281802000.0,227470000.0,,93667000.0,,,308894000.0,38400000.0,270736000.0,270736000.0,15364000.0,46735000.0,,270494000.0,810000.0,308894000.0,,449351000.0,270494000.0,-510000.0,182258000.0,,-122408000.0,905154000.0,0.0,270494000.0,1022115000.0,30116000.0,,,,,,,568693000.0,333740000.0,121314000.0,2310000.0,281431000.0,,71540000.0,1880988000.0,15554000.0,-12977000.0,-8979000.0,,,,,,,,,,,,,,
2009-03-31,45106000.0,,,,,,,,321332000.0,,13151000.0,6434000.0,85950000.0,,3539000.0,,0.0,,,-18254000.0,,,,,,,104707000,,,,3702000.0,1354435000.0,325180000.0,-40712000.0,,0.0,,-2537000.0,,,-5109000.0,,,,326791000.0,,,,61863000.0,,,-3529000.0,876412000.0,200075000.0,320125000.0,,,-98000.0,233104000.0,,,498258000.0,0.1225,1546000.0,,21033000.0,21816000.0,900928000.0,,-63430000.0,,,,392322000,,61980000,,,3816000.0,,,,,,,,,97826000.0,40830000,,40830000.0,,,,,,,,,54686000.0,0.0,,,,,64736000.0,0.0,93640000.0,65531000.0,,148637000.0,,331428000.0,,,,,,,,,,,99600000.0,,,,204000.0,105594000.0,,12595000.0,110245000.0,114359000.0,,,,,264811000.0,,,,,,,,,270548000.0,,,42727000.0,,,812000.0,346996000.0,,,325180000.0,,270494000.0,,-18859000.0,,,,1032538000.0,30290000.0,,,0.1275,,,,553229000.0,,15495000.0,1053000.0,,,40830000.0,1908950000.0,,,34396000.0,,,,,,,,,,,,,,
2009-06-30,7749000.0,,,,,,,,322764000.0,,14013000.0,-32444000.0,59039000.0,,4946000.0,,0.0,,,-8305000.0,,,,,,,68322000,,,,3269000.0,1428133000.0,353918000.0,-54253000.0,,0.0,,53000.0,,,-30797000.0,,,,165284000.0,,,,66223000.0,,,0.0,937501000.0,34038000.0,303779000.0,,,-6760000.0,242859000.0,,,501066000.0,0.13,7566000.0,,22478000.0,30177000.0,944673000.0,,-46863000.0,,,,403806000,,66156000,,,8696000.0,,,,,,,,,67930000.0,43745000,,43745000.0,,,,,,,,,28738000.0,0.0,,,,,65090000.0,0.0,107328000.0,238522000.0,,149251000.0,,334360000.0,,,,,,,,,,,99150000.0,,,,213000.0,105901000.0,,12594000.0,111935000.0,122945000.0,,,,,99128000.0,,,,,,,,,272739000.0,,,46356000.0,,,818000.0,384095000.0,,,353918000.0,,325180000.0,,-15139000.0,,,,1037390000.0,25477000.0,,2099000.0,0.135,,,,546638000.0,,15184000.0,5508000.0,,,43745000.0,1974891000.0,,,21067000.0,,,,,,,,,,,,,,
2009-09-30,22594000.0,,,,,,,,324900000.0,,14972000.0,-29915000.0,53835000.0,,-621000.0,,0.0,,,-3915000.0,,,,,,,73078000,,,,4520000.0,1505691000.0,367972000.0,-79768000.0,,0.0,,1474000.0,,,-10358000.0,,,,238000000.0,,,,70887000.0,,,0.0,1012609000.0,31059000.0,306850000.0,,,-207000.0,239041000.0,,,506331000.0,0.1425,9610000.0,,22493000.0,66678000.0,993067000.0,,-47184000.0,,,,409415000,,140189000,,,20531000.0,,,,,,,,,73402000.0,48394000,,48394000.0,,,,,,,,,14054000.0,0.0,,,,,66752000.0,0.0,127272000.0,171415000.0,,150823000.0,,336688000.0,,,,,,,,,,,95250000.0,,,,-3000.0,105142000.0,,12532000.0,100847000.0,118927000.0,,,,,97811000.0,,,,,,,,,272197000.0,,,48537000.0,,,823000.0,434650000.0,,,367972000.0,,353918000.0,,-55178000.0,,,,1039093000.0,24896000.0,,2191000.0,0.15,,,,545891000.0,,14492000.0,8910000.0,,,48394000.0,2051702000.0,,,26218000.0,,,,,,,,,,,,,,
2009-12-31,22032000.0,,-4141000.0,0.0,,-221497000.0,126970000.0,-494660000.0,,1003838000.0,15788000.0,8503000.0,36893000.0,0.0,-12005000.0,,0.0,,74591000.0,-3254000.0,,,1146335000.0,,137095000.0,193465000.0,154311000,,-28771000.0,159101000.0,4295000.0,1580678000.0,241723000.0,-219588000.0,19333000.0,58698000.0,99216000.0,1300000.0,8493000.0,,-7153000.0,,,-32352000.0,387022000.0,1671864000.0,1002232000.0,271051000.0,93708000.0,1390666000.0,125794000.0,0.0,1146335000.0,219389000.0,358103000.0,567769000.0,,-25287000.0,209666000.0,11242000.0,,509178000.0,,4295000.0,-47422000.0,33212000.0,317113000.0,1053563000.0,0.0,-64020000.0,,,,466321000,290000.0,93160000,25014000.0,193465000.0,-16273000.0,-494660000.0,-3529000.0,193465000.0,398021000.0,270494000.0,137095000.0,700639000.0,,108133000.0,60496000,-394321000.0,60496000.0,,,0.5775,98372000.0,97481000.0,1580678000.0,15788000.0,323924000.0,-126249000.0,0.0,15786000.0,,95506000.0,,74473000.0,0.0,159101000.0,79299000.0,,151479000.0,1053563000.0,,358103000.0,15786000.0,0.5975,151479000.0,2148567000.0,189603000.0,,16770000.0,,,0.0,-266776000.0,,,-47000.0,98372000.0,826000.0,11242000.0,137095000.0,95506000.0,573204000.0,,,509178000.0,293862000.0,347291000.0,209666000.0,,36893000.0,,-53417000.0,558836000.0,317113000.0,266984000.0,266984000.0,,51983000.0,,241723000.0,826000.0,558836000.0,,301174000.0,241723000.0,367000.0,367972000.0,,-177600000.0,1003838000.0,0.0,241723000.0,1002232000.0,25014000.0,,,,,,,567769000.0,335528000.0,74591000.0,3862000.0,292681000.0,0.0,60496000.0,2148567000.0,0.0,-3254000.0,44113000.0,,,,,,,,,,,,,,
2010-03-31,57391000.0,,,,,,,,327828000.0,,19828000.0,1520000.0,41075000.0,,3743000.0,,0.0,,,-9916000.0,,,,,,,79237000,,,,5150000.0,1645660000.0,240207000.0,-122474000.0,,0.0,,1115000.0,,,5813000.0,,,,363253000.0,,,,77363000.0,,,-14486000.0,1139943000.0,220818000.0,304592000.0,,,-219000.0,213331000.0,,,515609000.0,0.1475,5150000.0,,27077000.0,368707000.0,1103849000.0,,-54857000.0,,,,431337000,,75656000,,,16540000.0,,,,,,,,,105503000.0,50286000,,50286000.0,,,,,,,,,-1516000.0,0.0,,,,,66779000.0,0.0,108373000.0,68084000.0,,161547000.0,,340420000.0,,,,,,,,,,,,,,,-76000.0,102696000.0,,10106000.0,128149000.0,90807000.0,,,,,287597000.0,,,,,,,,,276623000.0,,,44804000.0,,,829000.0,608914000.0,,,240207000.0,,241723000.0,,-110522000.0,,,,1023760000.0,26995000.0,,1874000.0,0.1525,,,,517923000.0,,69981000.0,9143000.0,,,50286000.0,2163703000.0,,,50646000.0,,,,,,,,,,,,,,
2010-06-30,152259000.0,,,,,,,,329336000.0,,18974000.0,89000.0,47485000.0,,2369000.0,,0.0,,,-21937000.0,,,,,,,88004000,,,,5656000.0,1707605000.0,255795000.0,-101228000.0,,-41248000.0,,909000.0,,,9087000.0,,,,377790000.0,,,,86278000.0,,,0.0,1185990000.0,223450000.0,323471000.0,,,-1467000.0,214479000.0,,,507045000.0,0.1625,5656000.0,,30801000.0,376712000.0,1159326000.0,,-44953000.0,,,,456001000,,86352000,,,10626000.0,,,,,,,,,110238000.0,55477000,,55477000.0,,,,,,,,,15588000.0,0.0,,,,,67988000.0,0.0,138928000.0,78211000.0,,160401000.0,,341344000.0,,,,,,,,,,,45129000.0,,,,-495000.0,104840000.0,,9176000.0,111420000.0,90665000.0,,,,,291438000.0,,,,,,,,,279666000.0,,,46647000.0,,,833000.0,632507000.0,,,255795000.0,,240207000.0,,-208534000.0,,,,1059685000.0,25638000.0,,1726000.0,0.1675,,,,537950000.0,,67444000.0,5485000.0,,,55477000.0,2245675000.0,,,65285000.0,,,,,,,,,,,,,,
2010-09-30,170055000.0,,,,,,,,330188000.0,,18578000.0,-10270000.0,56671000.0,,12690000.0,,0.0,,,-2109000.0,,,,,,,95763000,,,,6244000.0,1809241000.0,211747000.0,-184141000.0,,41248000.0,,1150000.0,,,9555000.0,,,,383535000.0,,,,94084000.0,,,0.0,1137715000.0,222286000.0,324934000.0,,,-718000.0,224088000.0,,,500667000.0,0.1775,6244000.0,,33212000.0,353516000.0,1220198000.0,,-45348000.0,,,,462683000,,93992000,,,13096000.0,,,,,,,,,118956000.0,60872000,,60872000.0,,,,,,,,,-44048000.0,0.0,,,,,67257000.0,0.0,124665000.0,79148000.0,,161974000.0,,341440000.0,,,,,,,,,,,205323000.0,,,,5000.0,112228000.0,,8058000.0,117847000.0,93282000.0,,,,,289543000.0,,,,,,,,,283192000.0,,,49420000.0,,,836000.0,565263000.0,,,211747000.0,,255795000.0,,-308848000.0,,,,1220668000.0,25751000.0,,1679000.0,0.185,,,,549022000.0,,69512000.0,4772000.0,,,60872000.0,2358383000.0,,,73608000.0,,,,,,,,,,,,,,
2010-12-31,111787000.0,,30362000.0,,,-194070000.0,897682000.0,-585844000.0,,1084673000.0,17303000.0,-19589000.0,65035000.0,0.0,11560000.0,,0.0,,68743000.0,-4191000.0,,,1146061000.0,,0.0,237272000.0,165586000,,-27212000.0,106709000.0,6673000.0,1905297000.0,214511000.0,-113053000.0,27742000.0,0.0,124940000.0,-2986000.0,6908000.0,,6357000.0,,,-27625000.0,405288000.0,1850222000.0,1276729000.0,272851000.0,104487000.0,1529866000.0,262374000.0,0.0,1146061000.0,231128000.0,305932000.0,517373000.0,,-25221000.0,211441000.0,11036000.0,,498829000.0,,6673000.0,-28250000.0,33850000.0,356501000.0,1290835000.0,0.0,-48912000.0,,,,500201000,188000.0,103333000,24837000.0,237272000.0,-5421000.0,-585844000.0,-14486000.0,237272000.0,1170533000.0,241723000.0,109351000.0,320356000.0,,121747000.0,70637000,-520896000.0,70637000.0,,,0.695,126215000.0,491492000.0,1905297000.0,17303000.0,329832000.0,2764000.0,0.0,23723000.0,,67923000.0,,70827000.0,0.0,106709000.0,94913000.0,,161374000.0,1290835000.0,,305932000.0,23723000.0,0.72,161374000.0,2422790000.0,193337000.0,,34841000.0,,,264467000.0,-803832000.0,,,6000.0,126215000.0,840000.0,11036000.0,109351000.0,67923000.0,359333000.0,,,498829000.0,301955000.0,456444000.0,211441000.0,,65035000.0,,30812000.0,571012000.0,356501000.0,283316000.0,283316000.0,,52466000.0,,214511000.0,840000.0,571012000.0,,369120000.0,214511000.0,-560000.0,211747000.0,,-175928000.0,1084673000.0,0.0,214511000.0,1276729000.0,24837000.0,,,,,,,517373000.0,341696000.0,68743000.0,8342000.0,362212000.0,264467000.0,70637000.0,2422790000.0,0.0,-4191000.0,72835000.0,,,,,,,,,,,,,,
