,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIntangibleAssets,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualBasicEPS,annualGrossProfit,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDeferredIncomeTax,annualInvestingCashFlow,annualOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTotalRevenue,trailingEndCashPosition,annualCashAndCashEquivalents,trailingPretaxIncome,trailingTaxProvision,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyInvestingCashFlow,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,annualBasicAverageShares,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingNetOtherInvestingChanges,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,trailingChangeInAccountPayable
1033344000,4800000000.0,383000000.0,,521000000.0,1417000000.0,90000000.0,249000000.0,210000000.0,90000000.0,90000000.0,1.69,1743000000.0,558000000.0,,68000000.0,-182000000.0,101000000.0,22000000.0,1417000000.0,,,,69000000.0,,11000000.0,,3118000000.0,35000000.0,,-47000000.0,-152000000.0,201000000.0,,-31000000.0,-1701000000.0,236000000.0,,,1179000000.0,521000000.0,3118000000.0,,,-31000000.0,-194000000.0,-119000000.0,-174000000.0,1405000000.0,,,,-11000000.0,,167000000.0,-1701000000.0,,-185000000.0,,,,,70059880.0,1.67,,104000000.0,25000000.0,,256000000.0,38000000.0,1285000000.0,-17000000.0,,,,163000000.0,25000000.0,,0.0,,0.0,485000000.0,,-146000000.0,,138000000.0,,,,,7792000000.0,68000000.0,,,1511000000.0,,-194000000.0,-19000000.0,338000000.0,1925000000.0,,59000000.0,,,,324000000.0,1285000000.0,3041000000.0,-62000000.0,71000000.0,4552000000.0,139000000.0,1961000000.0,90000000.0,,3041000000.0,,2144000000.0,,90000000.0,,,129000000.0,26000000.0,,,200000000.0,4552000000.0,120000000.0,6725000000.0,47000000.0,6049000000.0,,,117000000.0,201000000.0,25000000.0,4800000000.0,-76000000.0,47000000.0,2862000000.0,47000000.0,,2862000000.0,1185000000.0,1179000000.0,1606000000.0,1925000000.0,,6725000000.0,139000000.0,-42000000.0,2173000000.0,,117000000.0,485000000.0,58000000.0,1657000000.0,220000000.0,,24000000.0,1089000000.0,,2173000000.0,1961000000.0,1511000000.0,,1606000000.0,,256000000.0,1089000000.0,,,,-26000000.0,487000000.0,11000000.0,90000000.0,69230769.0,,,,,,,,,,,,,,,,,,,
1041292800,,359000000.0,,,,,,,119000000.0,119000000.0,,,,,68000000.0,,90000000.0,1000000.0,1388000000.0,,,68148148.0,4000000.0,,,,,33000000.0,,-24000000.0,1000000.0,228000000.0,,0.0,-1728000000.0,,,,,522000000.0,3116000000.0,,,,-186000000.0,,,,,,-1.35,29000000.0,,52000000.0,,,,,,,,,,,37000000.0,22000000.0,,,-54000000.0,1046000000.0,15000000.0,,,,92000000.0,,,,,1000000.0,,,,,,,,,,,,,,1296000000.0,,,-19000000.0,,1761000000.0,,55000000.0,,,,304000000.0,,,,,,,1850000000.0,,,3342000000.0,,1846000000.0,,,,,,,,68148148.0,,4638000000.0,28000000.0,6713000000.0,-92000000.0,,,,,,,4952000000.0,,-92000000.0,,3000000.0,,3042000000.0,,1583000000.0,,,,,89000000.0,,,,,500000000.0,59000000.0,1450000000.0,,,0.0,966000000.0,,2075000000.0,,,,1598000000.0,-1.35,161000000.0,,,,,-24000000.0,396000000.0,,119000000.0,,,,,,,,,,,,,,,,,,,,
1049068800,,355000000.0,,,,,,,106000000.0,106000000.0,,,,,69000000.0,,119000000.0,-19000000.0,1370000000.0,,,68421053.0,-53000000.0,,,,,32000000.0,,-31000000.0,-33000000.0,243000000.0,,0.0,-1758000000.0,,,,,525000000.0,3128000000.0,,,,-150000000.0,,,,,,-0.57,-13000000.0,,56000000.0,,,,,,,,,,,-21000000.0,16000000.0,,,33000000.0,1260000000.0,7000000.0,,,,34000000.0,,,,,0.0,,,,,,,,,,,,,,1519000000.0,,,-18000000.0,,1911000000.0,,54000000.0,,,,300000000.0,,,,,,,1793000000.0,,,3298000000.0,,1736000000.0,,,,,,,,68421053.0,,4817000000.0,25000000.0,6873000000.0,-39000000.0,,,,,,,4962000000.0,,-39000000.0,,-34000000.0,,3067000000.0,,1549000000.0,,,,,146000000.0,,,,,509000000.0,44000000.0,1402000000.0,,,-6000000.0,1061000000.0,,2056000000.0,,,,1568000000.0,-0.57,181000000.0,,,,,-36000000.0,334000000.0,,106000000.0,,,,,,,,,,,,,,,,,,,,
1056931200,,339000000.0,,,,,,,112000000.0,112000000.0,,,,,68000000.0,,106000000.0,36000000.0,1224000000.0,,,69306931.0,107000000.0,,,,,31000000.0,,-29000000.0,29000000.0,296000000.0,,0.0,-1725000000.0,,,,,519000000.0,2949000000.0,,,,-118000000.0,,,,,,1.02,6000000.0,,7000000.0,,,,,,,,,,,138000000.0,44000000.0,,,-41000000.0,1235000000.0,21000000.0,,,,187000000.0,,,,,0.0,,,,,,,,,,,,,,1575000000.0,,,-19000000.0,,2151000000.0,,44000000.0,,,,290000000.0,,,,,,,1844000000.0,,,3323000000.0,,2125000000.0,,,,,,,,68627451.0,,4898000000.0,-22000000.0,7038000000.0,70000000.0,,,,,,,4887000000.0,,70000000.0,,71000000.0,,3144000000.0,,1558000000.0,,,,,384000000.0,,,,,512000000.0,119000000.0,1648000000.0,,,0.0,1045000000.0,,2140000000.0,,,,1564000000.0,1.01,201000000.0,,,,,-30000000.0,477000000.0,,112000000.0,,,,,,,,,,,,,,,,,,,,
1064880000,4921000000.0,571000000.0,,523000000.0,1211000000.0,223000000.0,347000000.0,529000000.0,223000000.0,223000000.0,1.1,1860000000.0,470000000.0,,68000000.0,-299000000.0,112000000.0,27000000.0,1211000000.0,,,,88000000.0,,15000000.0,,2959000000.0,31000000.0,,-26000000.0,-296000000.0,102000000.0,,0.0,-1748000000.0,90000000.0,,,1466000000.0,523000000.0,2959000000.0,,,,-126000000.0,71000000.0,-97000000.0,1594000000.0,,,,111000000.0,,414000000.0,-1748000000.0,,-110000000.0,,,,,68181818.0,1.1,,119000000.0,11000000.0,,291000000.0,32000000.0,1371000000.0,28000000.0,,,,170000000.0,11000000.0,,0.0,,1000000.0,441000000.0,,133000000.0,,128000000.0,,,,,7865000000.0,68000000.0,,,1484000000.0,,-126000000.0,-19000000.0,266000000.0,2085000000.0,,51000000.0,,,,520000000.0,1371000000.0,3269000000.0,-30000000.0,44000000.0,4753000000.0,144000000.0,1961000000.0,223000000.0,,3269000000.0,,2265000000.0,,223000000.0,,,94000000.0,11000000.0,,,138000000.0,4753000000.0,388000000.0,7006000000.0,136000000.0,6005000000.0,,,75000000.0,102000000.0,419000000.0,4921000000.0,-75000000.0,136000000.0,3187000000.0,61000000.0,,3187000000.0,1390000000.0,1466000000.0,1512000000.0,2085000000.0,,7006000000.0,144000000.0,,2253000000.0,,75000000.0,441000000.0,135000000.0,1575000000.0,204000000.0,,17000000.0,1135000000.0,,2253000000.0,1961000000.0,1484000000.0,,1512000000.0,,291000000.0,1135000000.0,,,,-7000000.0,690000000.0,2000000.0,223000000.0,68181818.0,,,,,,,,,,,,,,,,,,,
1072828800,,364000000.0,,,,,,,201000000.0,201000000.0,,,,,69000000.0,,217000000.0,23000000.0,1219000000.0,,,69387755.0,62000000.0,,,,,30000000.0,,-53000000.0,-40000000.0,145000000.0,,0.0,-1780000000.0,,,,,527000000.0,2999000000.0,,,,-96000000.0,,,,,,0.49,-16000000.0,,68000000.0,,,,,,,,,,,92000000.0,56000000.0,,,-150000000.0,1123000000.0,21000000.0,,,,140000000.0,,,,,17000000.0,,,,,,,,,,,,,,1324000000.0,,,-19000000.0,,1942000000.0,,48000000.0,,,,316000000.0,,,,,,,1976000000.0,,,3139000000.0,,1974000000.0,,,,,,,,69387755.0,,4463000000.0,15000000.0,6781000000.0,34000000.0,,,,,,,4839000000.0,,34000000.0,,39000000.0,,3093000000.0,,1489000000.0,,,,,65000000.0,,,,,483000000.0,51000000.0,1518000000.0,,,9000000.0,1083000000.0,,2318000000.0,,,,1429000000.0,0.49,221000000.0,,,,,-44000000.0,456000000.0,,201000000.0,,,,,,,,,,,,,,,,,,,,
1080691200,,376000000.0,,,,,,,180000000.0,180000000.0,,,,,70000000.0,,201000000.0,-8000000.0,1196000000.0,,,69565217.0,-19000000.0,,,,,29000000.0,,-33000000.0,3000000.0,206000000.0,,0.0,-1792000000.0,,,,,524000000.0,2988000000.0,,,,-91000000.0,,,,,,-0.23,-27000000.0,,-15000000.0,,,,,,,,,,,10000000.0,17000000.0,,,-13000000.0,1262000000.0,-22000000.0,,,,59000000.0,,,,,37000000.0,,,,,,,,,,,,,,1485000000.0,,,-19000000.0,,2047000000.0,,49000000.0,,,,328000000.0,,,,,,,1940000000.0,,,3087000000.0,,1839000000.0,,,,,,,,69565217.0,,4572000000.0,-48000000.0,6902000000.0,-16000000.0,,,,,,,4855000000.0,,-16000000.0,,-11000000.0,,3135000000.0,,1513000000.0,,,,,137000000.0,,,,,475000000.0,27000000.0,1453000000.0,,,12000000.0,1141000000.0,,2330000000.0,,,,1353000000.0,-0.23,221000000.0,,,,,-15000000.0,386000000.0,,180000000.0,,,,,,,,,,,,,,,,,,,,
1088553600,,377000000.0,,,,,,,183000000.0,183000000.0,,,,,71000000.0,,180000000.0,96000000.0,1164000000.0,,,71238938.0,263000000.0,,,,,29000000.0,,-35000000.0,-1000000.0,204000000.0,,0.0,-1791000000.0,,,,,513000000.0,2955000000.0,,,,-104000000.0,,,,,,2.29,3000000.0,,10000000.0,,,,,,,,,,,292000000.0,15000000.0,,,-50000000.0,1384000000.0,71000000.0,,,,339000000.0,,,,,32000000.0,,,,,,,,,,,,,,1603000000.0,,,-19000000.0,,2229000000.0,,47000000.0,,,,330000000.0,,,,,,,2083000000.0,,,3164000000.0,,2425000000.0,,,,,,,,70305677.0,,4767000000.0,-25000000.0,7267000000.0,161000000.0,,,,,,,5038000000.0,,161000000.0,,167000000.0,,3361000000.0,,1513000000.0,,,,,204000000.0,,,,,510000000.0,233000000.0,1756000000.0,,,-8000000.0,1217000000.0,,2500000000.0,,,,1338000000.0,2.26,313000000.0,,,,,-6000000.0,669000000.0,,183000000.0,,,,,,,,,,,,,,,,,,,,
1096502400,5200000000.0,53000000.0,,513000000.0,1256000000.0,243000000.0,480000000.0,190000000.0,243000000.0,243000000.0,5.41,1833000000.0,855000000.0,,72000000.0,-29000000.0,183000000.0,39000000.0,1256000000.0,,,,242000000.0,,-14000000.0,,3104000000.0,26000000.0,,-89000000.0,9000000.0,439000000.0,,0.0,-1848000000.0,223000000.0,,,1505000000.0,513000000.0,3104000000.0,,,,-106000000.0,125000000.0,-141000000.0,1171000000.0,,,,60000000.0,,127000000.0,-1848000000.0,,-210000000.0,,,,,71186441.0,5.31,,268000000.0,14000000.0,,367000000.0,-71000000.0,1362000000.0,55000000.0,,,,317000000.0,14000000.0,,0.0,,22000000.0,458000000.0,,20000000.0,,114000000.0,,,,,8781000000.0,72000000.0,,,1815000000.0,,-106000000.0,-20000000.0,662000000.0,2302000000.0,,49000000.0,,,,197000000.0,1362000000.0,2981000000.0,-284000000.0,150000000.0,4796000000.0,208000000.0,2262000000.0,243000000.0,,2981000000.0,,2542000000.0,,243000000.0,,,398000000.0,26000000.0,,,548000000.0,4796000000.0,38000000.0,7502000000.0,199000000.0,6948000000.0,,,378000000.0,439000000.0,-20000000.0,5200000000.0,-77000000.0,199000000.0,3431000000.0,203000000.0,,3431000000.0,1171000000.0,1505000000.0,1109000000.0,2302000000.0,38000000.0,7502000000.0,208000000.0,,2706000000.0,,378000000.0,458000000.0,169000000.0,2221000000.0,193000000.0,,13000000.0,1290000000.0,,2706000000.0,2262000000.0,1815000000.0,,1109000000.0,,367000000.0,1290000000.0,,,,-76000000.0,321000000.0,108000000.0,243000000.0,69870610.0,,,,,,,,,,,,,,,,,,,
1104451200,,311000000.0,,,,,,,146000000.0,146000000.0,,,,,72000000.0,,243000000.0,55000000.0,1277000000.0,,,73437500.0,149000000.0,,,,,31000000.0,,-55000000.0,113000000.0,575000000.0,,0.0,-1889000000.0,,,,,567000000.0,3166000000.0,,,,-67000000.0,,,,,,1.3,-97000000.0,,-62000000.0,,,,,,,,,,,180000000.0,69000000.0,,,-68000000.0,1197000000.0,17000000.0,,,,226000000.0,,,,,20000000.0,,,,,,,,,,,,,,1841000000.0,,,-20000000.0,,2097000000.0,,46000000.0,,,,311000000.0,,,,,,,2336000000.0,,,2878000000.0,,2340000000.0,,,,,,,-95000000.0,72307692.0,,4719000000.0,-117000000.0,7563000000.0,94000000.0,,,,,,,5466000000.0,,94000000.0,,94000000.0,,3622000000.0,,1543000000.0,,,,,106000000.0,,,,,538000000.0,163000000.0,1849000000.0,,,2000000.0,1212000000.0,,2844000000.0,,,,1087000000.0,1.28,248000000.0,,,,,-148000000.0,491000000.0,,146000000.0,,,,,,,,,,,,,,,,,,,,
1112227200,,309000000.0,,,,,,,74000000.0,74000000.0,,,,,73000000.0,,146000000.0,24000000.0,1302000000.0,,,75000000.0,57000000.0,,,,,29000000.0,,-72000000.0,162000000.0,726000000.0,,0.0,-1894000000.0,,,,,560000000.0,3196000000.0,,,,-66000000.0,,,,,,0.45,-72000000.0,,-176000000.0,,,,,,,,,,,86000000.0,30000000.0,,,-168000000.0,1254000000.0,-28000000.0,,,,133000000.0,,,,,31000000.0,,,,,,,,,,,,,,2010000000.0,,,-20000000.0,,2233000000.0,,47000000.0,,,,309000000.0,,,,,,,2348000000.0,,,2906000000.0,,2149000000.0,,,,,,,,73333333.0,,4916000000.0,-248000000.0,7815000000.0,33000000.0,,,,,,,5582000000.0,,33000000.0,,33000000.0,,3720000000.0,,1556000000.0,,,,,83000000.0,,,,,546000000.0,87000000.0,1754000000.0,,,4000000.0,1310000000.0,,2899000000.0,,,,1086000000.0,0.44,264000000.0,,,,,-58000000.0,395000000.0,,74000000.0,,,,,,,,,,,,,,,,,,,,
1120089600,,337000000.0,,,,,,,692000000.0,692000000.0,,,,,74000000.0,,74000000.0,-236000000.0,1380000000.0,,,74714588.0,1531000000.0,,,,,31000000.0,,-158000000.0,-1752000000.0,78000000.0,,0.0,-1839000000.0,,,,,576000000.0,3219000000.0,,,,-95000000.0,,,,,,24.13,618000000.0,,195000000.0,,,,,,,,,,,410000000.0,71000000.0,,,108000000.0,1358000000.0,-504000000.0,,,,458000000.0,,,,,49000000.0,,,,,,,,,,,,,,1507000000.0,,,-20000000.0,,3930000000.0,,48000000.0,,,,337000000.0,,,,,,,3159000000.0,,,1667000000.0,,2821000000.0,,,,,,,,73228346.0,,3174000000.0,37000000.0,6921000000.0,1767000000.0,,,,,,,2991000000.0,,1767000000.0,,1767000000.0,,875000000.0,,1577000000.0,,,,,125000000.0,,,,,567000000.0,1481000000.0,2074000000.0,,,3000000.0,2433000000.0,,3747000000.0,,,,90000000.0,23.65,,,,,,2175000000.0,747000000.0,,692000000.0,,,,,,,,,,,,,,,,,,,,
1128038400,3058000000.0,334000000.0,,650000000.0,1422000000.0,1390000000.0,1729000000.0,10000000.0,1390000000.0,987000000.0,27.49,2037000000.0,939000000.0,,1000000.0,-1656000000.0,692000000.0,-45000000.0,1422000000.0,,,,65000000.0,,-82000000.0,,3274000000.0,-7000000.0,,-95000000.0,-179000000.0,12000000.0,,0.0,-1852000000.0,243000000.0,,,1449000000.0,650000000.0,3274000000.0,,,,-118000000.0,-535000000.0,2388000000.0,1291000000.0,,,,293000000.0,,53000000.0,-1852000000.0,,-380000000.0,,,,,74636872.0,26.85,,71000000.0,13000000.0,,,-104000000.0,1520000000.0,-20000000.0,,,,123000000.0,13000000.0,,0.0,,15000000.0,527000000.0,403000000.0,742000000.0,,82000000.0,,,,-402000000.0,9860000000.0,1000000.0,,,1545000000.0,,-118000000.0,-19000000.0,746000000.0,3757000000.0,403000000.0,52000000.0,,,,334000000.0,1520000000.0,1531000000.0,-232000000.0,-202000000.0,3076000000.0,119000000.0,3251000000.0,985000000.0,,1531000000.0,,2550000000.0,,987000000.0,,,2005000000.0,19000000.0,,,1801000000.0,3076000000.0,-42000000.0,6815000000.0,111000000.0,7823000000.0,,,2004000000.0,12000000.0,-370000000.0,3058000000.0,-79000000.0,111000000.0,811000000.0,112000000.0,,811000000.0,1291000000.0,1449000000.0,82000000.0,3757000000.0,,6815000000.0,119000000.0,-100000000.0,3739000000.0,,2004000000.0,527000000.0,0.0,2145000000.0,193000000.0,,10000000.0,1599000000.0,,3739000000.0,3251000000.0,1545000000.0,,82000000.0,,,1599000000.0,,,1000000.0,419000000.0,405000000.0,115000000.0,985000000.0,72899236.0,,,,,,,,,,,,,,,,,,,
1135987200,,305000000.0,,,,,,,1080000000.0,601000000.0,,,,,,,243000000.0,40000000.0,1403000000.0,,,72527473.0,107000000.0,,,,,,,-50000000.0,-116000000.0,12000000.0,,1000000.0,-1851000000.0,,,,,643000000.0,3254000000.0,,,-96000000.0,501000000.0,,,,152000000.0,,0.92,-384000000.0,,-146000000.0,,,,,,,,,,,95000000.0,2000000.0,,,-312000000.0,1228000000.0,54000000.0,,,,146000000.0,,,,,4000000.0,,479000000.0,,,,,,,,,,,,1242000000.0,,,-20000000.0,,3410000000.0,,51000000.0,-3000000.0,,,305000000.0,,,,,,,3185000000.0,,,1554000000.0,,2429000000.0,,,,,,,-227000000.0,71739130.0,,2796000000.0,-196000000.0,6482000000.0,66000000.0,,,,,,,3072000000.0,,66000000.0,,67000000.0,,862000000.0,,1477000000.0,,,,,154000000.0,,,,,584000000.0,19000000.0,2029000000.0,,,3000000.0,1514000000.0,,3686000000.0,,,,77000000.0,0.91,,,,,,-122000000.0,400000000.0,,-141000000.0,,,,,,,,,,,,,,,,,,,,
1143763200,,314000000.0,,,,,,,1097000000.0,476000000.0,,,,,1000000.0,,-141000000.0,6000000.0,1437000000.0,,,73134328.0,55000000.0,,,,,,,-76000000.0,-49000000.0,12000000.0,,3000000.0,-1912000000.0,,,,,,3349000000.0,,,-42000000.0,-123000000.0,,,,185000000.0,,0.68,-125000000.0,,126000000.0,,,,,,,,,,,49000000.0,6000000.0,,,33000000.0,1294000000.0,-15000000.0,,,,101000000.0,,,,,10000000.0,,621000000.0,,,,,,,,,,,,1312000000.0,,,-20000000.0,,3469000000.0,,52000000.0,,,,314000000.0,,,,,,,3325000000.0,,,1546000000.0,,2299000000.0,,,,,,,-322000000.0,72058824.0,,2858000000.0,50000000.0,6552000000.0,49000000.0,,,,,,,3083000000.0,,49000000.0,,49000000.0,,836000000.0,,1469000000.0,,,,,123000000.0,,,641000000.0,,595000000.0,21000000.0,1936000000.0,,,2000000.0,1566000000.0,,3694000000.0,,,,77000000.0,0.67,,,,,,-202000000.0,363000000.0,,476000000.0,,,,,,,,,,,,,,,,,,,,
1151625600,,329000000.0,,,,,,,984000000.0,363000000.0,,,,,1000000.0,,476000000.0,43000000.0,1514000000.0,,,72093023.0,136000000.0,,,,,,,-63000000.0,-16000000.0,18000000.0,,2000000.0,-1949000000.0,,,,,,3463000000.0,,,0.0,-96000000.0,,,,100000000.0,,1.31,-113000000.0,,130000000.0,,,,,,,,,,,127000000.0,48000000.0,,,20000000.0,1420000000.0,-32000000.0,,,,183000000.0,,,,,3000000.0,,621000000.0,,,,,,,,,,,,1486000000.0,,,-19000000.0,,3617000000.0,,56000000.0,,,,329000000.0,,,,,,,3398000000.0,,,1646000000.0,,2708000000.0,,,,,,,-96000000.0,70992366.0,,3132000000.0,67000000.0,6933000000.0,93000000.0,,,,,,,3316000000.0,,93000000.0,,93000000.0,,910000000.0,,1576000000.0,,,,,153000000.0,,,710000000.0,,625000000.0,17000000.0,2252000000.0,,,6000000.0,1759000000.0,,3801000000.0,,,,70000000.0,1.29,,,,,,-227000000.0,456000000.0,,363000000.0,,,,,,,,,,,,,,,,,,,,
1159574400,2340000000.0,124000000.0,,,950000000.0,2169000000.0,39000000.0,345000000.0,2169000000.0,1820000000.0,5.73,1247000000.0,286000000.0,,1000000.0,-472000000.0,363000000.0,-61000000.0,950000000.0,,,,-86000000.0,,-56000000.0,,2007000000.0,,,14000000.0,-291000000.0,12000000.0,,0.0,-1057000000.0,985000000.0,,,1383000000.0,,2007000000.0,,,-267000000.0,-44000000.0,-1000000.0,962000000.0,1072000000.0,439000000.0,,,1457000000.0,,235000000.0,-1057000000.0,,-175000000.0,,,,,72163121.0,5.64,,-96000000.0,727000000.0,,,118000000.0,1302000000.0,-8000000.0,,,,-96000000.0,727000000.0,,6000000.0,,1000000.0,532000000.0,349000000.0,835000000.0,,,,,,-824000000.0,7277000000.0,1000000.0,310000000.0,,2041000000.0,,-44000000.0,-19000000.0,175000000.0,4250000000.0,349000000.0,-48000000.0,-1000000.0,,,129000000.0,1302000000.0,1453000000.0,-141000000.0,29000000.0,3494000000.0,55000000.0,2899000000.0,1820000000.0,,1453000000.0,,-159000000.0,,1820000000.0,,,183000000.0,20000000.0,-179000000.0,,212000000.0,3494000000.0,249000000.0,6590000000.0,200000000.0,6030000000.0,,,407000000.0,12000000.0,170000000.0,2340000000.0,-78000000.0,200000000.0,894000000.0,-25000000.0,,894000000.0,1077000000.0,1383000000.0,70000000.0,4250000000.0,-3000000.0,6590000000.0,55000000.0,-405000000.0,3096000000.0,310000000.0,407000000.0,532000000.0,-17000000.0,-187000000.0,111000000.0,,9000000.0,1401000000.0,,3096000000.0,2899000000.0,2041000000.0,,70000000.0,,,1401000000.0,,,876000000.0,1513000000.0,28000000.0,18000000.0,1820000000.0,71029668.0,,,,,,,,,,,,,,,,,,,
1167523200,,266000000.0,,,,,,,952000000.0,516000000.0,,,,,1000000.0,,1820000000.0,21000000.0,963000000.0,,,65333333.0,74000000.0,,,,,,,-35000000.0,-966000000.0,7000000.0,,6000000.0,-1079000000.0,,,,,117000000.0,2042000000.0,,,-288000000.0,-33000000.0,,,,207000000.0,,0.76,-1304000000.0,,-126000000.0,,,,,,,,,,,58000000.0,10000000.0,,,-212000000.0,1059000000.0,11000000.0,,,,86000000.0,,,,,13000000.0,,436000000.0,,,,,,,,,,,,1076000000.0,,,-692000000.0,,3014000000.0,,28000000.0,,,,266000000.0,,,,,,,2910000000.0,,,1472000000.0,,1813000000.0,,,,,,,-286000000.0,64473684.0,,2548000000.0,-161000000.0,5426000000.0,49000000.0,,,,,,,2412000000.0,,49000000.0,,53000000.0,,883000000.0,,1402000000.0,,,,,65000000.0,,,260000000.0,,580000000.0,10000000.0,1489000000.0,,,2000000.0,1341000000.0,,2878000000.0,,,,70000000.0,0.75,,,,,,-212000000.0,324000000.0,,516000000.0,,,,,,,,,,,,,,,,,,,,
