,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualFreeCashFlow,quarterlyCurrentAssets,annualAccountsPayable,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,annualChangeInWorkingCapital,annualDilutedAverageShares,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingTaxProvision,quarterlyDilutedEPS,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualInvestmentsAndAdvances,annualPretaxIncome,annualNetIncomeContinuousOperations,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,annualBasicAverageShares,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyBasicEPS,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOperatingCashFlow,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyGoodwill,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,annualGoodwill,trailingChangeInInventory,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1199059200,32954000.0,,13316000.0,-2777000.0,-32346000.0,31591000.0,9268000.0,1298000.0,,76000.0,530392000.0,,5704000.0,,1.04,,,2354000.0,6108000.0,18552228.0,4189000.0,,42302000.0,195331000.0,735735000.0,,2354000.0,,47602000.0,-16984000.0,,,,,-11089000.0,530392000.0,5622000.0,,31872000.0,19323000.0,767326000.0,,56128000.0,3784000.0,29324000.0,18334352.0,19323000.0,3784000.0,45543000.0,,22334000.0,,3784000.0,236934000.0,495703000.0,655000.0,,31591000.0,4189000.0,216312000.0,-47352000.0,18064000.0,195331000.0,11612000.0,32954000.0,18064000.0,2354000.0,11014000.0,-26530000.0,767326000.0,,12549000.0,,236934000.0,19323000.0,216312000.0,,,,,76378000.0,,,598000.0,11612000.0,,782000.0,36588000.0,735735000.0,27905000.0,150473000.0,5914000.0,2579000.0,,,,42031000.0,645480000.0,2354000.0,,2227000.0,9564000.0,,65156000.0,2354000.0,2354000.0,645480000.0,,2130000.0,,,904339000.0,,,20822000.0,5622000.0,3367000.0,,-258859000.0,3706000.0,18155000.0,45543000.0,,495703000.0,,3788000.0,,904339000.0,,-74377000.0,,108171000.0,,-258859000.0,,127000.0,,8502000.0,,-91361000.0,-6909000.0,,,,1.05,,,8683000.0,5622000.0,,2770000.0,,76378000.0,-94000.0,,,,-4007000.0,9268000.0,13316000.0,14562000.0,15386000.0,-1434000.0,,,,782000.0,47896000.0,5622000.0,,13009000.0,,,206601000.0,9564000.0,,,,,,,,,,,,,,,,,,,,,,
1206921600,34197000.0,,,-2964000.0,,27634000.0,,,,138000.0,,,5839000.0,,,,,,,,,,,195038000.0,746677000.0,,,,41253000.0,,,,,0.15,,536313000.0,,,,,774311000.0,,,2718000.0,-7481000.0,,,2718000.0,,,,,2718000.0,,,,,,1377000.0,,0.0,16825000.0,,12146000.0,,,1715000.0,8062000.0,-18748000.0,,,,,237998000.0,,217186000.0,,18377497.0,0.15,,76644000.0,,,575000.0,,,816000.0,33191000.0,,25635000.0,,4504000.0,,,,,,,,,2354000.0,9574000.0,,,1715000.0,1715000.0,655127000.0,,1786000.0,,,,,,-18748000.0,10675000.0,3627000.0,,-263742000.0,3452000.0,6842000.0,46838000.0,,,,,,918869000.0,,,,,,,,-639000.0,,11267000.0,,,,,,,,,,7556000.0,10675000.0,,2082000.0,,,428000.0,18592386.0,,,266000.0,6697000.0,14050000.0,13619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,45017000.0,,,-2970000.0,,39100000.0,,,,154000.0,,,5648000.0,,,,,,,,,,,198302000.0,748846000.0,,,,60058000.0,,,,,0.34,,549756000.0,,,,,787946000.0,,,6278000.0,-3354000.0,,,6278000.0,,,,,6278000.0,,503034000.0,,,,1177000.0,,-44000.0,22680000.0,,16978000.0,,,1836000.0,16186000.0,-14950000.0,,,,,238190000.0,,217033000.0,,18403322.0,0.34,,77414000.0,,,429000.0,,,844000.0,43872000.0,,30031000.0,,10587000.0,,,,,,,,,1715000.0,9592000.0,,,1836000.0,1836000.0,663847000.0,,4309000.0,,,,,,-14906000.0,16143000.0,3683000.0,,-269866000.0,1173000.0,3519000.0,40911000.0,,,,,,933713000.0,,,,,,,,121000.0,,11552000.0,,,,,,,,,,13841000.0,16143000.0,,-1634000.0,,,0.0,18596276.0,,,770000.0,6194000.0,10558000.0,19825000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,51799000.0,,,-2970000.0,,42124000.0,,,,151000.0,,,6322000.0,,,,,,,,,,,203547000.0,766813000.0,,,,69507000.0,,,,,0.44,,561379000.0,,,,,808937000.0,,,8257000.0,-1216000.0,,,8257000.0,,,,,8257000.0,,507890000.0,,,,1705000.0,,-1160000.0,23715000.0,,17134000.0,,,2177000.0,18969000.0,-15118000.0,,,,,247558000.0,,216773000.0,,18423325.0,0.45,,81441000.0,,,541000.0,,,857000.0,50538000.0,,33557000.0,,13773000.0,,,,,,,,,1836000.0,9597000.0,,,2177000.0,2177000.0,675538000.0,,5516000.0,,,,,,-13958000.0,19658000.0,3749000.0,,-272348000.0,2180000.0,2717000.0,47499000.0,,,,,,947886000.0,,,,,,,,341000.0,,12742000.0,,,,,,,,,,16981000.0,19658000.0,,-5682000.0,,,252000.0,18618780.0,,,4028000.0,8426000.0,14277000.0,22969000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,43323000.0,,19423000.0,-2971000.0,-19745000.0,31961000.0,5758000.0,890000.0,,-1066000.0,596551000.0,,5879000.0,,1.15,,,3406000.0,832000.0,18609836.0,1293000.0,,46092000.0,204744000.0,818916000.0,,3406000.0,,49529000.0,4886000.0,,,,,-11875000.0,596551000.0,19105000.0,,34659000.0,21461000.0,850877000.0,,55850000.0,4208000.0,-7694000.0,18410122.0,21461000.0,4208000.0,56468000.0,,23688000.0,,4208000.0,254326000.0,551553000.0,-623000.0,,31961000.0,1293000.0,216613000.0,6090000.0,18460000.0,204744000.0,13433000.0,43323000.0,18460000.0,3406000.0,12633000.0,-17835000.0,850877000.0,,13198000.0,,254326000.0,21461000.0,216613000.0,,,,,98713000.0,,,1749000.0,13433000.0,,933000.0,36896000.0,818916000.0,29182000.0,164497000.0,5795000.0,3294000.0,,,,51792000.0,688670000.0,3406000.0,,2177000.0,9611000.0,,70135000.0,3406000.0,3406000.0,688670000.0,,1587000.0,,,966743000.0,,,-23925000.0,19105000.0,3668000.0,,-278073000.0,6307000.0,2833000.0,56468000.0,,551553000.0,,2354000.0,,966743000.0,,-71537000.0,,118405000.0,,-278073000.0,,1229000.0,,16231000.0,,-66651000.0,6079000.0,,,,1.17,,,7714000.0,19105000.0,,6066000.0,,98713000.0,210000.0,,,,1015000.0,5758000.0,19423000.0,13722000.0,13112000.0,1052000.0,,,,933000.0,15911000.0,19105000.0,,14727000.0,,,220347000.0,9611000.0,,,,,,,,,,,,,,,,,,,,,,
1238457600,40657000.0,,,-3047000.0,,29387000.0,,,6551000.0,194000.0,,,7130000.0,,,564467000.0,,,,,,,,202079000.0,825009000.0,,,,40021000.0,,,,,0.01,,605124000.0,,,,,854396000.0,,,116000.0,-2928000.0,,,116000.0,,,,,116000.0,,195166000.0,,,,0.0,,0.0,9897000.0,,14527000.0,,,2436000.0,13601000.0,-16306000.0,,,,,249272000.0,,226407000.0,128114000.0,18469785.0,0.01,,97850000.0,,,449000.0,,,1008000.0,26420000.0,,22965000.0,,,,-3720000.0,10790000.0,,,,,,3406000.0,9624000.0,-10175000.0,,2436000.0,2436000.0,606726000.0,,,,,,,,-12586000.0,17436000.0,3788000.0,,-279503000.0,254000.0,5678000.0,5880000.0,,,,,,886229000.0,,,,,,,,-970000.0,,9658000.0,,,,,,,,,1230000.0,3455000.0,3584000.0,,1471000.0,,,,18658382.0,,,1326000.0,7670000.0,16457000.0,10006000.0,,,194000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,37003000.0,,,-3050000.0,,41526000.0,,,6238000.0,208000.0,,,6897000.0,,,585749000.0,,,,,,,,203417000.0,828829000.0,,,,58194000.0,,,,,0.23,,622752000.0,,,,,870355000.0,,,4418000.0,-1067000.0,,,4418000.0,,,,,4418000.0,,195468000.0,,,,0.0,,0.0,16406000.0,,17667000.0,,,4771000.0,23898000.0,-13687000.0,,,,,247603000.0,,246221000.0,122172000.0,18482670.0,0.24,,98648000.0,,,375000.0,,,947000.0,34296000.0,,26265000.0,,,,0.0,10790000.0,,,,,,2436000.0,9628000.0,-13894000.0,,4771000.0,4771000.0,616794000.0,,,,,,,,-13687000.0,3728000.0,3988000.0,,-285693000.0,346000.0,3402000.0,2360000.0,,,,,,902487000.0,,,,,,,,2335000.0,,12620000.0,,,,,,,,,1234000.0,8031000.0,3894000.0,,-1432000.0,,,,18670057.0,,,3188000.0,10350000.0,13200000.0,14269000.0,,,208000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,37324000.0,,,-3052000.0,,39861000.0,,,6403000.0,203000.0,,,6807000.0,,,589533000.0,,,,,,,,208351000.0,841403000.0,,,,69326000.0,,,,,0.43,,626857000.0,,,,,881264000.0,,,8017000.0,-3435000.0,,,8017000.0,,,,,8017000.0,,196833000.0,,,,0.0,,0.0,15131000.0,,16798000.0,,,1860000.0,28583000.0,-17759000.0,,,,,254407000.0,,246013000.0,124063000.0,18494274.0,0.43,,102194000.0,,,462000.0,,,924000.0,40743000.0,,29074000.0,,,,0.0,11278000.0,,,,,,4771000.0,9635000.0,-155000.0,,1860000.0,1860000.0,626956000.0,,,,,,,,-17759000.0,5081000.0,4114000.0,,-292215000.0,2126000.0,524000.0,1959000.0,,,,,,919171000.0,,,,,,,,-2911000.0,,14324000.0,,,,,,,,,1212000.0,11669000.0,4254000.0,,-2899000.0,,,,18689769.0,,,2600000.0,9125000.0,14562000.0,18072000.0,,,203000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,31958000.0,,13187000.0,-3053000.0,-9699000.0,28010000.0,6562000.0,,6451000.0,202000.0,625718000.0,593760000.0,6824000.0,-464000.0,0.81,593760000.0,,1416000.0,6530000.0,18680458.0,1596000.0,,39680000.0,207888000.0,850464000.0,,1416000.0,,48556000.0,0.0,,,,,-12202000.0,625718000.0,6881000.0,40500000.0,15171000.0,15171000.0,878474000.0,,83534000.0,2620000.0,-2269000.0,18486536.0,15171000.0,2620000.0,2424000.0,,27658000.0,,2620000.0,252756000.0,195837000.0,807000.0,,28010000.0,1596000.0,246879000.0,-1019000.0,9475000.0,207888000.0,11569000.0,31958000.0,9475000.0,1416000.0,17452000.0,-16403000.0,878474000.0,,,25643000.0,252756000.0,15171000.0,246879000.0,40500000.0,,,,102381000.0,,,-9825000.0,11569000.0,,994000.0,31104000.0,850464000.0,14579000.0,132563000.0,,-8539000.0,,,,54456000.0,626639000.0,1416000.0,,1860000.0,9635000.0,-3225000.0,56784000.0,1416000.0,1416000.0,626639000.0,,,,,932748000.0,,,-20123000.0,6881000.0,4080000.0,,-306109000.0,-107000.0,-1895000.0,2424000.0,,195837000.0,,3406000.0,,932748000.0,,-64155000.0,,92883000.0,,-306109000.0,,-444000.0,,17854000.0,,-64155000.0,6305000.0,1670000.0,,,0.82,,1179000.0,16525000.0,5147000.0,,9390000.0,,102381000.0,,,,1179000.0,-809000.0,6562000.0,13187000.0,14437000.0,2619000.0,-1990000.0,202000.0,,807000.0,994000.0,7709000.0,5147000.0,,15970000.0,0.0,-27449000.0,216097000.0,9635000.0,,,,,,,,,,,,,,,,,,,,,,
1269993600,42967000.0,,,-3149000.0,,25888000.0,,,7111000.0,241000.0,,,7058000.0,,,596189000.0,,,,,,,,205693000.0,864774000.0,,,,40411000.0,,,,,0.05,,639156000.0,,,,,890662000.0,,,985000.0,-5605000.0,,,985000.0,,,,,985000.0,,196280000.0,,,,0.0,,0.0,10419000.0,,11192000.0,,,1800000.0,11958000.0,-17312000.0,,,,,251506000.0,,246575000.0,121761000.0,18519000.0,0.05,,103297000.0,,,452000.0,,,994000.0,28453000.0,,23798000.0,,,,-663000.0,11549000.0,,,,,,1416000.0,9650000.0,-2486000.0,,1800000.0,1800000.0,646872000.0,,,,,,,,-16649000.0,15466000.0,4122000.0,,-305763000.0,1147000.0,6652000.0,2783000.0,,,,,,952635000.0,,,,,,,,384000.0,,11044000.0,,,,,,,,,1149000.0,4655000.0,4255000.0,,2549000.0,,,,18721000.0,,,158000.0,10595000.0,13699000.0,11766000.0,,,241000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,55014000.0,,,-3150000.0,,64448000.0,,,7070000.0,182000.0,,,6683000.0,,,646182000.0,,,,,,,,207028000.0,888532000.0,,,,54128000.0,,,,,0.24,,701196000.0,,,,,952980000.0,,,4516000.0,-12636000.0,,,4516000.0,,,,,4516000.0,,196174000.0,,,,0.0,,0.0,16967000.0,,14335000.0,,,3495000.0,19157000.0,-25663000.0,,,,,251784000.0,,296295000.0,119241000.0,18528000.0,0.24,,102704000.0,,,477000.0,,,988000.0,34971000.0,,26727000.0,,,,-1914000.0,,,,,,,1800000.0,9650000.0,-22705000.0,,3495000.0,3495000.0,669968000.0,,,,,,,,-23749000.0,12958000.0,4205000.0,,-309914000.0,-167000.0,16245000.0,4174000.0,,,,,,979882000.0,,,1911000.0,,,,,1695000.0,,11113000.0,,,,,,,,,1117000.0,8244000.0,4300000.0,,-1111000.0,,,,18741000.0,,,456000.0,17965000.0,12460000.0,15314000.0,,,182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,53163000.0,,,-3152000.0,,42644000.0,,,7082000.0,209000.0,,,8168000.0,,,644262000.0,,,,,,,,214632000.0,912748000.0,,,,70347000.0,,,,,0.58,,697425000.0,,,,,955392000.0,,,10787000.0,-25532000.0,,,10787000.0,,,,,10787000.0,,196388000.0,,,,0.0,,0.0,18319000.0,,17007000.0,,,3335000.0,27432000.0,-28715000.0,,,,,257967000.0,,295990000.0,32399000.0,18537000.0,0.58,,100841000.0,,,3019000.0,,,974000.0,42915000.0,,30495000.0,,,,-315000.0,13258000.0,,,,,,3495000.0,9657000.0,-26986000.0,,3335000.0,3335000.0,781701000.0,,,,,,,,-36547000.0,4644000.0,4652000.0,,-324261000.0,1389000.0,17540000.0,3004000.0,,,,,,1105962000.0,,,3437000.0,,,,,-160000.0,,11015000.0,,,,,,,,,1106000.0,12420000.0,4772000.0,,-4745000.0,,,,18752000.0,,,317000.0,21273000.0,10579000.0,19502000.0,,,209000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,29155000.0,,2359000.0,-3152000.0,-71534000.0,38027000.0,5487000.0,,7068000.0,180000.0,680330000.0,651175000.0,8225000.0,,1.3,651175000.0,,1730000.0,-9090000.0,18742315.0,0.0,,32708000.0,219568000.0,897335000.0,,1730000.0,,50752000.0,0.0,,,,,-12603000.0,680330000.0,5133000.0,7177000.0,,24406000.0,935362000.0,,76600000.0,8118000.0,-27761000.0,18531458.0,24406000.0,8118000.0,7541000.0,,30134000.0,,8118000.0,255032000.0,127845000.0,28003000.0,,38027000.0,0.0,295704000.0,-3171000.0,13611000.0,219568000.0,21118000.0,29155000.0,13611000.0,1730000.0,18053000.0,-3073000.0,935362000.0,,,28331000.0,255032000.0,24406000.0,295704000.0,7177000.0,,,,107961000.0,,,5433000.0,21118000.0,,989000.0,32699000.0,897335000.0,25310000.0,139038000.0,,9381000.0,,13538000.0,,37167000.0,781358000.0,1730000.0,13538000.0,3335000.0,9662000.0,-12713000.0,61039000.0,1730000.0,1730000.0,781358000.0,,,,,1112314000.0,,,-31756000.0,5133000.0,4704000.0,,-330956000.0,42000.0,-2527000.0,7541000.0,,127845000.0,,1416000.0,,1112314000.0,,-108701000.0,,106330000.0,,-330956000.0,,-1605000.0,,3995000.0,,-74763000.0,8077000.0,-2197000.0,,,1.32,,69452000.0,7389000.0,4429000.0,,-5783000.0,,107961000.0,,,,69452000.0,7146000.0,5487000.0,2359000.0,14457000.0,2411000.0,314000.0,180000.0,,812000.0,989000.0,37910000.0,4429000.0,,17683000.0,,-64890000.0,215638000.0,9662000.0,,,,,,,,,,,,,,,,,,,,,,
1301529600,41071000.0,,,-3205000.0,,39061000.0,,,7794000.0,202000.0,,,9636000.0,,,653834000.0,,,,,,,,216942000.0,908617000.0,,,,43696000.0,,-19000.0,,,0.03,,694905000.0,,,,,947678000.0,,,610000.0,-2192000.0,,,610000.0,,,,,610000.0,,195168000.0,,,,0.0,,0.0,13319000.0,,9154000.0,,,2354000.0,15530000.0,-14782000.0,,,,,252773000.0,,295059000.0,86847000.0,18570140.0,0.03,,111293000.0,,,173000.0,,,1015000.0,28166000.0,,22565000.0,,1043000.0,,-1078000.0,14313000.0,,,,,,1730000.0,9675000.0,-543000.0,,2354000.0,2354000.0,711794000.0,,433000.0,,,,,,-13728000.0,12649000.0,4731000.0,,-329597000.0,-136000.0,3870000.0,3463000.0,,,,,,1041391000.0,,,,,,,,624000.0,,11536000.0,,,,,,,,,1066000.0,5601000.0,4494000.0,,-366000.0,,,,18775385.0,,,3273000.0,10609000.0,2348000.0,13568000.0,,,202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,39364000.0,,,-3204000.0,,83814000.0,,,7792000.0,126000.0,,,9658000.0,,,705802000.0,,,,,,,,219155000.0,916500000.0,,,,59007000.0,,-93000.0,,,0.29,,745166000.0,,,,,1000314000.0,,,5451000.0,108000.0,,,5451000.0,,,,,5451000.0,,127558000.0,,,,885000.0,,0.0,16806000.0,,15368000.0,,,45356000.0,22174000.0,-18838000.0,,,,,255148000.0,,344811000.0,7206000.0,18577226.0,0.29,,111954000.0,,,166000.0,,,972000.0,36833000.0,,23049000.0,,9268000.0,,-698000.0,,,,,,,2354000.0,9676000.0,-7993000.0,,45356000.0,45356000.0,813023000.0,,3817000.0,,,,,,-18047000.0,7919000.0,4682000.0,,-346558000.0,1774000.0,43685000.0,3657000.0,,,,,,1159581000.0,,,,,,,,43002000.0,,18155000.0,,,,,,,,,69556000.0,13784000.0,4874000.0,,4068000.0,,,,18784694.0,,,718000.0,9765000.0,2376000.0,21742000.0,,,126000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,38693000.0,,,-3207000.0,,89195000.0,,,7803000.0,8215000.0,,,9882000.0,,,714182000.0,,,,,,,,224132000.0,924048000.0,,,,73914000.0,,-53000.0,,,0.44,,752875000.0,,,,,1013243000.0,,,8215000.0,772000.0,,,8215000.0,,,,,8215000.0,,129118000.0,,,,1194000.0,,0.0,20261000.0,,16921000.0,,,43069000.0,32015000.0,-18896000.0,,,,,260368000.0,,344502000.0,6820000.0,18586887.0,0.44,,119353000.0,,,209000.0,,,989000.0,41899000.0,,23413000.0,,13575000.0,,-289000.0,,,,,,,45356000.0,9683000.0,-8489000.0,,43069000.0,43069000.0,820497000.0,,5360000.0,-4986000.0,,,,,-18554000.0,6654000.0,5120000.0,,-355357000.0,1694000.0,-2717000.0,4058000.0,,,,,,1175854000.0,,,,,,,,-2287000.0,,19326000.0,,,,,,,,,68575000.0,18486000.0,5091000.0,,-4307000.0,,,,18802606.0,,,7430000.0,6687000.0,2149000.0,26498000.0,,,185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,28288000.0,,2274000.0,-3207000.0,-7362000.0,68915000.0,7417000.0,,9320000.0,138000.0,774806000.0,746518000.0,9960000.0,-133000.0,1.11,746518000.0,,26734000.0,-6515000.0,18794066.0,6485000.0,,54391000.0,227494000.0,969895000.0,,26734000.0,,62338000.0,0.0,9000.0,,,,-12823000.0,774806000.0,838000.0,7032000.0,35444000.0,20878000.0,1038810000.0,,92053000.0,6602000.0,-6050000.0,18581762.0,20878000.0,6602000.0,8860000.0,,39136000.0,,6602000.0,264004000.0,197709000.0,651000.0,,68915000.0,6485000.0,343848000.0,1702000.0,11165000.0,227494000.0,12541000.0,28288000.0,11165000.0,26734000.0,22334000.0,-23203000.0,1038810000.0,,14566000.0,32709000.0,264004000.0,20878000.0,343848000.0,7032000.0,,,,135036000.0,,,-58000.0,12541000.0,,991000.0,40004000.0,969895000.0,23484000.0,146902000.0,11558000.0,490000.0,-1975000.0,,,64204000.0,820023000.0,26734000.0,,43069000.0,9684000.0,-5669000.0,87828000.0,26734000.0,26734000.0,820023000.0,,4956000.0,10286000.0,,1186494000.0,,,-21237000.0,838000.0,5142000.0,,-366471000.0,540000.0,-8319000.0,8860000.0,-4040000.0,197709000.0,,1730000.0,,1186494000.0,,-71566000.0,,92511000.0,,-366471000.0,,-16335000.0,,15187000.0,,-75719000.0,16458000.0,-2470000.0,,,1.12,,1070000.0,16520000.0,4826000.0,,-5910000.0,,135036000.0,,,,1070000.0,5037000.0,7417000.0,2274000.0,26020000.0,3872000.0,25004000.0,138000.0,,651000.0,991000.0,36519000.0,4826000.0,,19675000.0,-156000.0,-22694000.0,238955000.0,9684000.0,,,,,,,,,,,,,,,,,,,,,,
1333152000,31970000.0,,,-3305000.0,,59370000.0,,,8691000.0,1109000.0,,,10548000.0,,,748257000.0,,,,,,,,225264000.0,983074000.0,,,,51149000.0,,0.0,,,0.06,,780227000.0,,,,,1042444000.0,,,1109000.0,-3602000.0,,,1109000.0,,,,,1109000.0,,131875000.0,,,,6319000.0,,0.0,15902000.0,,12625000.0,,,19261000.0,20144000.0,-19854000.0,,,,,262217000.0,,343617000.0,7013000.0,18612000.0,0.06,,135300000.0,,,258000.0,,,1021000.0,31005000.0,,24280000.0,,1908000.0,,-1485000.0,15549000.0,,,,,,26734000.0,9698000.0,-241000.0,,19261000.0,19261000.0,832624000.0,,799000.0,1015000.0,,,,,-18369000.0,828000.0,5075000.0,,-375517000.0,851000.0,-2386000.0,3862000.0,,,,,,1208141000.0,,,,,,,,-7473000.0,,14767000.0,,,,,,,,,67128000.0,6725000.0,4138000.0,,4170000.0,,,,18821000.0,,,614000.0,10798000.0,2263000.0,15674000.0,,,183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,45918000.0,,,-3305000.0,,58279000.0,,,8677000.0,5201000.0,,,10746000.0,,,744949000.0,,,,,,,,227129000.0,996968000.0,,,,65575000.0,,-48000.0,,,0.28,,790867000.0,,,,,1055247000.0,,,5201000.0,-7454000.0,,,5201000.0,,,,,5201000.0,,132682000.0,,,,4991000.0,,0.0,18316000.0,,15291000.0,,,9258000.0,27366000.0,-24708000.0,,,,,264380000.0,,335886000.0,7113000.0,18627000.0,0.28,,138131000.0,,,223000.0,,,1086000.0,38209000.0,,24624000.0,,8758000.0,,-323000.0,15559000.0,,,,,,19261000.0,9707000.0,-219000.0,,9258000.0,9258000.0,846074000.0,,3557000.0,-9738000.0,,,,,-24337000.0,8340000.0,5050000.0,,-381904000.0,1250000.0,-2178000.0,4250000.0,,,,,,1227978000.0,,,,,,,,-10003000.0,,16883000.0,,,,,,,,,66728000.0,13585000.0,4417000.0,,64000.0,,,,18824000.0,,,2841000.0,14302000.0,2322000.0,22485000.0,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
