date,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyPurchaseOfBusiness,annualNetPPE,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOperatingCashFlow,annualGrossProfit,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyDilutedEPS,annualCapitalExpenditure,annualAccumulatedDepreciation,annualBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,quarterlyNetPPE,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInventory,quarterlyEbitda,trailingChangeInInventory,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,quarterlyCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,annualOtherShortTermInvestments,annualAccountsPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualDilutedEPS,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualNetOtherInvestingChanges,quarterlyTotalRevenue,trailingPretaxIncome,annualCashAndCashEquivalents,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualPretaxIncome,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualCashDividendsPaid,annualOtherNonCurrentAssets,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTaxProvision,annualDilutedAverageShares,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingResearchAndDevelopment,trailingDilutedAverageShares
2001-12-31,,,240283000000.0,,33121000000.0,-856000000.0,18167000000.0,,22764000000.0,27520000000.0,12182000000.0,18167000000.0,10638000000.0,7218000000.0,19000000.0,,,-2153000000.0,-7201000000.0,1122000000.0,,60631000000.0,302000000.0,-27510000000.0,-2134000000.0,,2512000000.0,,2196000000.0,46439000000.0,,4851000000.0,,,-195000000.0,-5913000000.0,-491000000.0,35088000000.0,,,10065000000.0,,60631000000.0,30000000.0,,2890000000.0,,-17169000000.0,-1719000000.0,,-8420000000.0,-27510000000.0,-3.02,-3420000000.0,-15622000000.0,4577000000.0,,,,,15677000000.0,,,,,,,,,,33121000000.0,,,-2976000000.0,-349000000.0,,4577000000.0,,6191000000.0,-12931000000.0,,2367000000.0,-13223000000.0,,19000000.0,162412000000.0,,,10848000000.0,36260000000.0,453000000.0,14344000000.0,-5913000000.0,-275000000.0,44546000000.0,,,10949000000.0,15677000000.0,268085000000.0,-23070000000.0,223539000000.0,,,,26000000.0,5833000000.0,-3.02,,10949000000.0,6155000000.0,-7568000000.0,7218000000.0,10502000000.0,223539000000.0,1820000000.0,240283000000.0,,,-7322000000.0,41150000000.0,,7218000000.0,,-1429000000.0,-5453000000.0,134892000000.0,-7584000000.0,-2104000000.0,,268085000000.0,-5453000000.0,302000000.0,-5083000000.0,,,276543000000.0,-1929000000.0,201166000000.0,,14531000000.0,201166000000.0,-5068000000.0,-5068000000.0,13602000000.0,36260000000.0,46439000000.0,167035000000.0,7786000000.0,49000000.0,-1838000000.0,6155000000.0,-4772000000.0,6191000000.0,10502000000.0,-5502000000.0,-170000000.0,7218000000.0,2214000000.0,276543000000.0,23990000000.0,43133000000.0,-2151000000.0,1820000000.0,19750000000.0,-5468000000.0,,,44546000000.0,23990000000.0,7786000000.0,10065000000.0,2214000000.0,,,,,167035000000.0,,13639000000.0,-1983000000.0,,,,,,,,,,,,,,,,
2002-03-31,2388000000.0,,,,,,,,,,,27453000000.0,7218000000.0,16020000000.0,19000000.0,,,-26000000.0,-46000000.0,,,,235000000.0,-27510000000.0,-2512000000.0,,2358000000.0,,-3399000000.0,,,,,,5091000000.0,-5253000000.0,-57000000.0,,,,,,61047000000.0,5707000000.0,,591000000.0,,,,-0.45,,,,8802000000.0,-89000000.0,3649000000.0,,,,,16191000000.0,,,,,,1807000000.0,,,,33537000000.0,,,,,,,,,2577000000.0,,,,,,,,,,46805000000.0,,,,-184000000.0,44381000000.0,,,,,,-462000000.0,,,,,4856000000.0,,,,11433000000.0,,,,9518000000.0,218176000000.0,,228843000000.0,,,,39857000000.0,,,,-722000000.0,,,,3195000000.0,,262557000000.0,,,-804000000.0,,,275648000000.0,,,,,180845000000.0,-800000000.0,-92000000.0,,,48997000000.0,,,,,5880000000.0,9223000000.0,7068000000.0,,6543000000.0,-61000000.0,16020000000.0,2321000000.0,,24306000000.0,30074000000.0,,,,,,4481000000.0,,,7419000000.0,10197000000.0,,,1807000000.0,,-0.45,158982000000.0,,9872000000.0,9783000000.0,,,,,,,,,,,,,,,,
2002-06-30,6885000000.0,,,,,,,,,,,28686000000.0,16020000000.0,13103000000.0,19000000.0,,,282000000.0,947000000.0,,,,241000000.0,-27510000000.0,-2622000000.0,,2228000000.0,,-3169000000.0,,,,,,-5178000000.0,-2932000000.0,-9066000000.0,,,,,,62672000000.0,7168000000.0,,575000000.0,,,,0.29,,,,-2917000000.0,3022000000.0,3043000000.0,,,,,17312000000.0,,,,,,1955172414.0,,,,35162000000.0,,,,,,,,,5669000000.0,,,,,,,,,,48795000000.0,,,,-185000000.0,46584000000.0,,,,,,13861000000.0,,,,,4343000000.0,,,,15583000000.0,,,,9609000000.0,228042000000.0,,241496000000.0,,,,42332000000.0,,,,-628000000.0,,,,4546000000.0,,274626000000.0,,,567000000.0,,,290291000000.0,,,,,191908000000.0,570000000.0,570000000.0,,,52986000000.0,,,,,5697000000.0,-4584000000.0,7522000000.0,,-7289000000.0,-19000000.0,13103000000.0,2356000000.0,,25988000000.0,32320000000.0,,,,,,,,,9994000000.0,10483000000.0,,,1813000000.0,,0.31,164573000000.0,,6990000000.0,10012000000.0,,,,,,,,,,,,,,,,
2002-09-30,6490000000.0,,,,,,,,,,,32885000000.0,13103000000.0,16073000000.0,19000000.0,,,68000000.0,-142000000.0,,,,209000000.0,-27510000000.0,-1611000000.0,,2218000000.0,,-2371000000.0,,,,,,4632000000.0,-2524000000.0,,,,,,,62682000000.0,5415000000.0,,456000000.0,,,,-0.18,,,,2970000000.0,-742000000.0,2688000000.0,,,-4796000000.0,,16444000000.0,,,,,,1822000000.0,,,,35172000000.0,,,,,,,,,1913000000.0,,,,,,,,,,155439000000.0,,,,-186000000.0,45362000000.0,,,,,,5741000000.0,,,,,3269000000.0,,,,16812000000.0,,,,9096000000.0,230364000000.0,,130257000000.0,,,,39580000000.0,,,,-533000000.0,,,,3804000000.0,,275726000000.0,,,-330000000.0,,,285696000000.0,,,,,80925000000.0,-326000000.0,-326000000.0,,,51916000000.0,,,,,3929000000.0,1772000000.0,7504000000.0,,57000000.0,-17000000.0,16073000000.0,2070000000.0,,26021000000.0,31941000000.0,,,,,,,,,9970000000.0,10781000000.0,,,1822000000.0,,-0.18,161997000000.0,,8381000000.0,7639000000.0,,,,,,,,,,,,,,,,
2002-12-31,6617000000.0,6617000000.0,95088000000.0,,37935000000.0,-80000000.0,30521000000.0,,18633000000.0,38283000000.0,25034000000.0,30521000000.0,16073000000.0,12250000000.0,19000000.0,,,-22000000.0,194000000.0,-650000000.0,,62935000000.0,,-25000000000.0,-533000000.0,,2020000000.0,,-1394000000.0,969000000.0,,7197000000.0,,,-4207000000.0,-6531000000.0,,28426000000.0,,,14561000000.0,,62935000000.0,343000000.0,,2302000000.0,,-3620000000.0,-782000000.0,,-7278000000.0,-25000000000.0,-0.55,-3802000000.0,10163000000.0,56276000000.0,,,4991000000.0,,18981000000.0,,,,,,,,,,37935000000.0,,,-10333000000.0,338000000.0,,56276000000.0,,6980000000.0,10163000000.0,,5053000000.0,-4055000000.0,,19000000.0,163420000000.0,,,8824000000.0,194269000000.0,5187000000.0,11355000000.0,-6531000000.0,-188000000.0,100345000000.0,,,18271000000.0,18981000000.0,278097000000.0,-19023000000.0,177752000000.0,,,,18696000000.0,6073000000.0,-0.55,,18271000000.0,57673000000.0,9857000000.0,12250000000.0,8659000000.0,177752000000.0,1819000000.0,95088000000.0,,,87473000000.0,41684000000.0,,12250000000.0,,-2172000000.0,284000000.0,125137000000.0,953000000.0,-190000000.0,,278097000000.0,-980000000.0,,-134000000.0,,,289357000000.0,-743000000.0,35323000000.0,,3924000000.0,35323000000.0,-130000000.0,132000000.0,28426000000.0,194269000000.0,969000000.0,162222000000.0,5590000000.0,117000000.0,-177000000.0,57673000000.0,81062000000.0,6980000000.0,8659000000.0,-2931000000.0,17000000.0,12250000000.0,2065000000.0,289357000000.0,25088000000.0,28097000000.0,302000000.0,1842592593.0,15177000000.0,-995000000.0,,,100345000000.0,25088000000.0,5590000000.0,14561000000.0,2065000000.0,,,,,162222000000.0,,3424000000.0,13587000000.0,,,,,,,,,,,,,,,,
2003-03-31,6726000000.0,,,,,,,,,,,37175000000.0,12250000000.0,19237000000.0,19000000.0,,,336000000.0,1337000000.0,,,,,-25000000000.0,-1496000000.0,,1957000000.0,,-4313000000.0,,,,,,-953000000.0,-6119000000.0,-22000000.0,,,,,,63151000000.0,7805000000.0,,681000000.0,,,,0.45,,,,6987000000.0,803000000.0,55697000000.0,,,,,20480000000.0,,,,,,1991111111.0,,,,38151000000.0,,,,,,,,,3370000000.0,,,,,,,,,,195821000000.0,,,,-183000000.0,103453000000.0,2567000000.0,,,,,4339000000.0,,,,,4112000000.0,,,,17938000000.0,,,,9371000000.0,173469000000.0,,93503000000.0,,,,40888000000.0,,,,-715000000.0,,,,6309000000.0,,276922000000.0,,,896000000.0,,,289324000000.0,,,,,33422000000.0,896000000.0,899000000.0,,,89000000.0,,,,,55632000000.0,22889000000.0,7953000000.0,,3362000000.0,21000000.0,19237000000.0,2296000000.0,,27276000000.0,31084000000.0,,,,,,,,,6732000000.0,14370000000.0,,,1832000000.0,,0.49,159010000000.0,,9001000000.0,9804000000.0,,,,,,,,,,,,,,,,
2003-06-30,6930000000.0,,,,,,,,,,,38015000000.0,19237000000.0,17684000000.0,19000000.0,,,195000000.0,718000000.0,,,,,-25000000000.0,-2037000000.0,,1827000000.0,,-1451000000.0,,,,,,996000000.0,-5065000000.0,19000000.0,,,,,,64634000000.0,6017000000.0,,1788000000.0,,,,0.22,,,,-1553000000.0,2339000000.0,57547000000.0,,,,,21832000000.0,,,,,,1895454545.0,,,,39634000000.0,,,,,,,,,2339000000.0,,,,,,,,,,212619000000.0,,,,-183000000.0,108496000000.0,,,,,,8170000000.0,,,,,6647000000.0,,,,20331000000.0,,,,9606000000.0,183940000000.0,,93570000000.0,,,,40670000000.0,,,,-3859000000.0,,,,3980000000.0,,292436000000.0,,,417000000.0,,,306189000000.0,,,,,31686000000.0,417000000.0,425000000.0,,,27000000.0,,,,,54399000000.0,9936000000.0,8448000000.0,,-6401000000.0,72000000.0,17684000000.0,2438000000.0,,29117000000.0,31684000000.0,,,,,,,,,8084000000.0,14475000000.0,,,1832000000.0,,0.23,169438000000.0,,6647000000.0,8986000000.0,,,,,,,,,,,,,,,,
2003-09-30,7053000000.0,,,,,,,,,,,48378000000.0,17684000000.0,27887000000.0,19000000.0,,,141000000.0,423000000.0,,,,,-25000000000.0,-2306000000.0,,1925000000.0,,1760000000.0,,,,,,-40000000.0,-4756000000.0,-40000000.0,,,,,,67077000000.0,5721000000.0,,2256000000.0,,,,-0.01,,,,10203000000.0,1948000000.0,56922000000.0,,,,,20742000000.0,,,,,,1831000000.0,,,,42077000000.0,,,,,,,,,4043000000.0,,,,,,,,,,217232000000.0,,,,-183000000.0,106777000000.0,,,,,,,,,,,4408000000.0,,,,20491000000.0,,,,9398000000.0,194772000000.0,,93096000000.0,,,,36888000000.0,,,,-3272000000.0,,,,3415000000.0,,301549000000.0,,,-25000000.0,,,310328000000.0,,,,,29569000000.0,-25000000.0,237000000.0,,,24000000.0,,,,,46841000000.0,17783000000.0,10085000000.0,,2663000000.0,-45000000.0,27887000000.0,2755000000.0,,29113000000.0,28437000000.0,,,,,,,,,8190000000.0,14512000000.0,,,1831000000.0,,-0.01,180236000000.0,,6503000000.0,8451000000.0,,,,,,,,,,,,,,,,
2003-12-31,7262000000.0,7262000000.0,143752000000.0,,41993000000.0,74000000.0,39309000000.0,,20195000000.0,34375000000.0,22413000000.0,39309000000.0,27887000000.0,21770000000.0,19000000.0,,,-537000000.0,-1108000000.0,-505000000.0,,72105000000.0,29573000000.0,-30112000000.0,-1910000000.0,,1981000000.0,,-1128000000.0,57678000000.0,,12221000000.0,,,-22000000.0,-414000000.0,,26259000000.0,,,13413000000.0,,72105000000.0,652000000.0,,4657000000.0,,-6325000000.0,2059000000.0,,-7749000000.0,-30112000000.0,0.27,-6088000000.0,704000000.0,124000000.0,,,,,20420000000.0,,-19832000000.0,,,,,,,,41993000000.0,,,-5132000000.0,-19000000.0,,124000000.0,,9181000000.0,2544000000.0,,9549000000.0,-10074000000.0,,19000000.0,164196000000.0,,,7690000000.0,172168000000.0,9000000.0,12446000000.0,-414000000.0,-184000000.0,82288000000.0,,,17539000000.0,20420000000.0,303610000000.0,,221322000000.0,,,,4590000000.0,-1577000000.0,0.27,,17539000000.0,6839000000.0,8116000000.0,21770000000.0,8421000000.0,221322000000.0,1832000000.0,143752000000.0,,,1835000000.0,45750000000.0,,21770000000.0,,-2228000000.0,921000000.0,129821000000.0,1370000000.0,-1258000000.0,,303610000000.0,495000000.0,29573000000.0,-793000000.0,,,315920000000.0,-733000000.0,82405000000.0,,9382000000.0,82405000000.0,-793000000.0,-640000000.0,17480000000.0,172168000000.0,57678000000.0,150231000000.0,11651000000.0,1807000000.0,,6839000000.0,-48773000000.0,9181000000.0,8421000000.0,-5949000000.0,26000000.0,21770000000.0,2721000000.0,315920000000.0,32171000000.0,38616000000.0,135000000.0,1832000000.0,14297000000.0,495000000.0,,,82288000000.0,32171000000.0,11651000000.0,13413000000.0,2721000000.0,,,,,150231000000.0,,6430000000.0,7134000000.0,,,,,,,,,,,,,,,,
2004-03-31,7173000000.0,,,,,,,,,,,36877000000.0,21770000000.0,18190000000.0,19000000.0,,,829000000.0,2889000000.0,,,,879000000.0,-30112000000.0,-1280000000.0,,1842000000.0,,-8744000000.0,,,,,,-849000000.0,-913000000.0,-60000000.0,,,,,,71280000000.0,7038000000.0,,1576000000.0,,,,0.94,,,,-3580000000.0,2025000000.0,29000000.0,,,,,26545000000.0,,,,,,2024468085.0,,,,41168000000.0,,,,,,,,,3756000000.0,,,,,,,,,,174032000000.0,,,,-183000000.0,60330000000.0,,,,,,5063000000.0,,,,,4331000000.0,,,,18687000000.0,,,,10190000000.0,238957000000.0,,138877000000.0,,,,44691000000.0,,,,-1344000000.0,,,,5758000000.0,,299287000000.0,,,1903000000.0,,,312909000000.0,,,,,79618000000.0,1952000000.0,1975000000.0,,,55448000000.0,,,,,10806000000.0,188000000.0,10193000000.0,,-1801000000.0,56000000.0,18190000000.0,3020000000.0,,32877000000.0,34071000000.0,,,,,,,,,12882000000.0,12942000000.0,,,1832000000.0,,1.07,170567000000.0,,8595000000.0,10620000000.0,,,,,,,,,,,,,,,,
2004-06-30,7186000000.0,,,,,,,,,,,33658000000.0,18190000000.0,15648000000.0,19000000.0,,,268000000.0,1502000000.0,,,,,-30112000000.0,-1510000000.0,,1734000000.0,,112000000.0,,,,,,842000000.0,-1209000000.0,-41000000.0,,,,,,72437000000.0,5981000000.0,,4127000000.0,,,,0.57,,,,-2542000000.0,3206000000.0,0.0,,,,,21879000000.0,,,,,,1959649123.0,,,,42325000000.0,,,,,,,,,3206000000.0,,,,,,,,,,207797000000.0,,,,-183000000.0,54652000000.0,,,,,,4839000000.0,,,,,5762000000.0,,,,18010000000.0,,,,11171000000.0,224615000000.0,,85816000000.0,,,,42802000000.0,,,,-4682000000.0,,,,4471000000.0,,279267000000.0,,,1117000000.0,,,293613000000.0,,,,,36305000000.0,1165000000.0,1162000000.0,,,51678000000.0,,,,,32412000000.0,28405000000.0,10614000000.0,,-8563000000.0,-98000000.0,15648000000.0,3016000000.0,,32773000000.0,33834000000.0,,,,,,,,,13561000000.0,4836000000.0,,,1831000000.0,,0.64,168101000000.0,,5762000000.0,8968000000.0,,,,,,,,,,,,,,,,
2004-09-30,7014000000.0,,,,,,,,,,,31330000000.0,15648000000.0,17416000000.0,19000000.0,,,210000000.0,752000000.0,,,,,-30112000000.0,-4851000000.0,,1867000000.0,,-5301000000.0,,,,,,-4000000.0,-794000000.0,-26000000.0,,,,,,73016000000.0,4944000000.0,,1582000000.0,,,,0.15,,,,1772000000.0,2179000000.0,0.0,,,,,22399000000.0,,,,,,1829000000.0,,,,42904000000.0,,,,,,,,,2179000000.0,,,,,,,,,,204914000000.0,,,,-183000000.0,54248000000.0,,,,,,,,,,,5860000000.0,,,,13914000000.0,,,,11255000000.0,219548000000.0,,83764000000.0,,,,38996000000.0,,,,-1571000000.0,,,,93000000.0,,273796000000.0,,,216000000.0,,,288678000000.0,,,,,33846000000.0,266000000.0,480000000.0,,,49783000000.0,,,,,34597000000.0,-29521000000.0,10981000000.0,,1990000000.0,57000000.0,17416000000.0,3340000000.0,,31849000000.0,30957000000.0,,,,,,,,,14069000000.0,5058000000.0,,,1829000000.0,,0.15,164707000000.0,,5860000000.0,8039000000.0,,,,,,,,,,,,,,,,
2004-12-31,7271000000.0,7271000000.0,82498000000.0,,44551000000.0,255000000.0,34076000000.0,,24514000000.0,35796000000.0,23733000000.0,34076000000.0,17416000000.0,23511000000.0,19000000.0,,,-380000000.0,-318000000.0,-112000000.0,,75564000000.0,,-31013000000.0,-1596000000.0,,1635000000.0,,4068000000.0,43912000000.0,,23208000000.0,,,-110000000.0,1258000000.0,-24000000.0,25115000000.0,,,6171000000.0,,75564000000.0,6551000000.0,,1129000000.0,,-14851000000.0,4283000000.0,,-9237000000.0,-31013000000.0,1.91,4653000000.0,779000000.0,0.0,,,,,21489000000.0,,-20001000000.0,,,,,,,,44551000000.0,,,-9865000000.0,-121000000.0,,0.0,,10766000000.0,779000000.0,,303000000.0,-8470000000.0,,19000000.0,171652000000.0,,,7071000000.0,210156000000.0,,15277000000.0,1258000000.0,-183000000.0,52676000000.0,,,10565000000.0,21489000000.0,275732000000.0,,223056000000.0,,,,7264000000.0,-5421000000.0,1.73,,10565000000.0,43764000000.0,10681000000.0,23511000000.0,11175000000.0,223056000000.0,1830000000.0,82498000000.0,,,-6065000000.0,45262000000.0,,23511000000.0,,-873000000.0,3634000000.0,135856000000.0,4853000000.0,4955000000.0,,275732000000.0,3487000000.0,,104000000.0,,,292654000000.0,-732000000.0,30676000000.0,,8414000000.0,30676000000.0,104000000.0,-1000000.0,25115000000.0,210156000000.0,43912000000.0,172973000000.0,16045000000.0,7615000000.0,-151000000.0,43764000000.0,-5137000000.0,10766000000.0,11175000000.0,-6477000000.0,58000000.0,23511000000.0,5971000000.0,292654000000.0,31187000000.0,37219000000.0,937000000.0,1927745665.0,13052000000.0,3335000000.0,,,52676000000.0,31187000000.0,16045000000.0,6171000000.0,5971000000.0,,,,,172973000000.0,,7264000000.0,8043000000.0,,,,,,,,,,,,,,,,
2005-03-31,7011000000.0,,,,,,,,,,,34323000000.0,23510000000.0,23345000000.0,19000000.0,,,314000000.0,1549000000.0,,,,,-31013000000.0,-2844000000.0,,1964000000.0,,-9428000000.0,,,,,,-21000000.0,-150000000.0,-14000000.0,,,,,,74408000000.0,5176000000.0,,1931000000.0,,,,0.6,,,,-165000000.0,3303000000.0,0.0,,,,,24169000000.0,,3964000000.0,,,,2020000000.0,,,,43395000000.0,,,,,,,,,3303000000.0,,,,,,,,,,195390000000.0,,,,-183000000.0,55561000000.0,,,,,,,,,,,6280000000.0,,,,10978000000.0,,,,12205000000.0,208511000000.0,,85198000000.0,,,,45136000000.0,,,,-1922000000.0,,,,2332000000.0,,264072000000.0,,,1212000000.0,,,280588000000.0,,,,,31866000000.0,1212000000.0,1177000000.0,,,43385000000.0,,,,,32475000000.0,7020000000.0,11482000000.0,,4224000000.0,57000000.0,23345000000.0,,,31392000000.0,35553000000.0,,,,,,,,,15670000000.0,3864000000.0,,,1836363636.0,,0.66,161262000000.0,,6280000000.0,9583000000.0,,,,,,,,,,,,,,,,
2005-06-30,6679000000.0,,,,,,,,,,,39481000000.0,23345000000.0,30133000000.0,19000000.0,,,-301000000.0,726000000.0,,,,,-31013000000.0,-728000000.0,,1719000000.0,,-944000000.0,,,,,,15000000.0,-2611000000.0,,,,,,,73294000000.0,9160000000.0,,464000000.0,,,,0.47,,,,6788000000.0,1725000000.0,0.0,,,,,23853000000.0,,8214000000.0,,,,2012765957.0,,,,42281000000.0,,,,,,,,,1725000000.0,,,,,,,,,,194265000000.0,,,,-184000000.0,97764000000.0,,,,,,,,,,,6110000000.0,,,,9348000000.0,,,,12966000000.0,164061000000.0,,82569000000.0,,,,44548000000.0,,,,-529000000.0,,,,8432000000.0,,261825000000.0,,,946000000.0,,,276834000000.0,,,,,29042000000.0,946000000.0,943000000.0,,,15000000.0,,,,,33859000000.0,29671000000.0,11550000000.0,,-1039000000.0,69000000.0,30133000000.0,,,73911000000.0,36713000000.0,,,,,,,,,14203000000.0,5605000000.0,,,1854901961.0,,0.51,158441000000.0,,6110000000.0,7835000000.0,,,,,,,,,,,,,,,,
2005-09-30,6072000000.0,,,,,,,,,,,37393000000.0,30133000000.0,28200000000.0,19000000.0,,,-140000000.0,-377000000.0,,,,,-31013000000.0,-1890000000.0,,1976000000.0,,-6951000000.0,,,,,,1000000.0,-2454000000.0,,,,,,,72900000000.0,5767000000.0,,1468000000.0,,,,-0.15,,,,-1254000000.0,1159000000.0,0.0,,,66000000.0,,22991000000.0,,6051000000.0,,,,1853000000.0,,,,41887000000.0,,,,,,,,,1159000000.0,,,,,,,,,,173544000000.0,,,,-185000000.0,94373000000.0,,,,,,,,,,,6165000000.0,,,,9193000000.0,,,,12497000000.0,158877000000.0,,94751000000.0,,,,40856000000.0,,,,-2292000000.0,,,,3877000000.0,,253250000000.0,,,-284000000.0,,,268295000000.0,,,,,42181000000.0,-284000000.0,-291000000.0,,,12522000000.0,,,,,27422000000.0,16789000000.0,11687000000.0,,-220000000.0,133000000.0,28200000000.0,,,71382000000.0,33532000000.0,,,,,,,,,13987000000.0,4617000000.0,,,1853000000.0,,-0.15,141738000000.0,,6165000000.0,7324000000.0,,,,,,,,,,,,,,,,
