,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualDilutedAverageShares,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyCapitalStock,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualGrossPPE,trailingRepaymentOfDebt,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualStockBasedCompensation,annualInvestingCashFlow,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicAverageShares,annualTotalRevenue,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,annualDeferredIncomeTax,trailingFreeCashFlow,annualInterestExpense,quarterlyGrossPPE,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingNetIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,annualGrossProfit,annualInventory,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyNetPPE,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualFreeCashFlow,annualCommonStockIssuance,annualGoodwill,quarterlyTotalAssets,quarterlyDilutedAverageShares,trailingPretaxIncome,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetIncome,trailingChangeInWorkingCapital,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingOperatingIncome,annualCostOfRevenue,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualPretaxIncome,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyCurrentDebt,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualDilutedEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualSaleOfInvestment,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1025395200,,,1617805493.570722,,,,0.953159,,,997056.58477,,120910725.354435,,45964517.591423,,41969012.199143,,,,,,,,-7994097.593142,462658396.307287,999262.776129,,37883181.0,29977866.139136,,,40960709.135369,,,,41969012.199143,,-28982351.969537,,77942451.697989,-139883255.571744,,,,,933310890.207715,49946571.005168,,,,,,,,-1310032737.223871,,,,3969.404041,661.797949,35973438.839433,,,,,168875531.0838,,,,,,4843423857.566766,784420822.947577,,539601585.229146,,442673151.994725,,-220.170513,9990637.124554,146906538.079826,13989670.952852,,,49963109.792285,,3533391120.342895,,,,2000288.137942,,139893179.114263,,2320286816.353445,,51961634.025717,,238823664.358721,734457713.155292,,,,4477693894.4939,38049847.0,,,3693273071.546324,,,,,1728723597.098582,,,242820713.484998,,,,,,55958683.151995,35973438.839433,,,35973438.839433,,,,,,68964086.381837,0.953159,,,,,,27979341.246291,40969750.082427,,,-6994835.476426,,,,,-29987348.054218,41969012.199143,0.0,,,466655444.774151,198853177.052423,35973438.839433,107920317.177712,,2859888401.582591,348742505.769865,,,,,,,-5996675.46627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,1590252055.070729,,,,0.982279,50007926.026275,,3992567.703634,,106016803.503355,,4035590.571408,,46007292.145805,,,,,,,,4000633.88047,486077042.941306,1000158.785167,,37899848.0,29004597.208658,,,41969012.199143,,,,46007292.145805,,-29045828.688455,,86013632.840805,-70081907.398566,,,,,876138867.710532,-22408.432045,,,,,,,,-1251198315.112945,,,,5016926.968236,-1997628.854494,26004121.483255,,,,,99168070.238955,,,,,,4679741739.075643,798126503.260767,,576091310.292681,,455072128.792414,,-896.668451,12002798.939961,146023144.198355,18002853.722315,,,55008718.691913,,3428543423.962698,,,,1009122.289868,,70122241.550499,,2218351608.96002,,,,268042484.483791,684108431.366372,,,,4384694974.32343,38049847.0,,,3586568471.062663,,,,,1647261090.702876,,,224035509.90832,,,,,,45007133.360638,37005865.599698,,,37005865.599698,,,,,,53131199.493307,0.982279,,,,,,32005072.93406,64010145.86812,,,6994834.846326,,,,,-24069236.502253,46007292.145805,1000158.155068,,,448071019.186541,192030436.344161,37005865.599698,108017121.07369,,2794442919.252702,347055008.348823,,,,,,,-5010652.20869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,234925628.370524,,1622486362.914547,88971834.00982,9996834.803819,,,49984176.55989,23992404.926603,6000476.336579,999683.670942,135785010.005682,,-16015361.116174,,23992404.926603,22992721.255661,,,38270133.0,-270914235.442829,,205934806.359612,2999050.377626,475849358.766698,0.0,,,27991138.97517,-39987341.120872,3602859428.575058,46007292.145805,4903447695.815945,,,23992404.926603,,-66943171.592873,89971517.045563,63894246.06595,-121890614.888971,,,,,882483340.042333,53994785.3391,0.635199,396874360.195895,26991455.304229,,-157949997.141605,-141955060.947336,,-1481530985.638153,497842396.351417,,27991138.97517,-22003962.717011,-1999840.555611,9996834.803819,37652873.0,3486896139.26101,,,160821272.986417,,,19993670.242837,,121961390.0693,4903447695.815945,746763594.209527,,542828154.556599,,477848725.473382,,-999208.556716,6991609.186159,140779627.426186,9984485.58905,741765176.490018,467851890.034364,33946015.575682,-1481530985.638153,3421916710.177792,,,,1994141.700201,28990822.010913,93878101.393544,999683.670942,2184308504.67824,,,2727136659.234839,192938920.542968,682804083.970702,287908855.30804,12995885.816643,,4349623022.149386,,,2.362949,3602859428.575058,477848725.473382,89971517.045563,,2999050.377626,1552508516.11182,,0.0,234925628.370524,,2745130962.770992,1552508516.11182,-20993353.913778,,55911027.650686,24961213.022375,23992404.926603,56981960.986083,23961529.986632,35988607.072305,124960441.082125,4349623022.149386,,,76885381.360236,,,243922780.1386,475849358.766698,,-999682.400544,29946805.77769,56981960.986083,1622486362.914547,23992404.926603,1.265299,,266915501.394262,,,-60934620.184357,23992404.926603,-11982902.697382,,,467851890.034364,199679256.071632,24961213.022375,130958541.837376,,2727136659.234839,396874360.195895,2.324837,746763594.209527,,192938920.542968,2184308504.67824,,-4990817.761798,49984176.55989,-1999367.341883,542828154.556599,429863916.255375,130958541.837376,3421916710.177792,510838281.532862,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,1721518644.483506,,,,0.491274,52045912.193926,,0.0,,117103302.947308,,-27023839.403725,,34030019.485209,,,,,,,,-23020307.539277,454400851.626266,0.0,,37816515.0,30026488.302062,,,26022956.437613,,,,34030019.485209,,-28024722.369837,,53046795.841339,54047678.12615,,,,,882778746.814918,-105092708.035264,,,,,,,,-1588401214.759705,,,,10008829.661121,-1000882.966112,9007946.695009,,,,,-16014126.776492,,,,,,5084485299.568055,850750493.261933,,535472369.156141,,525463539.49502,,-1000882.966112,4003531.864448,119105069.560833,7006180.762785,,,26022956.437613,,3496084084.80835,,,,3002648.898336,,-44038849.14633,,2276007789.314475,,,,231203957.677581,712628648.026271,,,,4532998802.954121,38149847.0,,,3682248310.373489,,,,,1601412692.637861,,,251221616.318522,,,,,,50044146.943002,18015892.708717,,,18015892.708717,,,,,,66058273.719495,0.491274,,,,,,28024722.369837,72063570.834866,,,0.0,,,,,-28024722.369837,34030019.485209,1000883.647413,,,514453827.549088,170150098.788647,18015892.708717,134118313.371214,,2811480158.470615,423373480.358092,,,,,,,-6005297.796673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,1823160832.380585,,,,0.134435,57161808.638584,,-8022710.06251,,128363358.772959,,24015323.315884,,26073807.331957,,,,,,,,-75212905.908031,474342724.4651,-1002838.943414,,37866515.0,32090839.507639,,,34030019.485209,,,,26073807.331957,,-34151279.501014,,41116389.255965,-73101614.339011,,,,,920605965.196217,12831543.8012,,,,,,,,-1730899668.14652,,,,-12014506.805548,2003721.909526,16045420.12502,,,,,106269613.86613,,,,,,5371204299.989606,860435640.469792,,537521565.279366,,567606727.642578,,-1955.977302,7823.166807,117461216.547621,1002838.943414,,,7019871.119096,,3640304631.843086,,,,1008706.132919,,72118334.365116,,2337617106.415834,,,,247701169.282395,751126217.167293,,,,4698299504.818186,38166514.0,,,3837863864.348394,,,,,1591505083.22321,,,272772136.928536,,,,,,56158969.69517,6017032.175682,,,6017032.175682,,,,,,76344827.291656,0.134435,,,,,,36102194.538894,47133420.689246,,,1002838.201013,,,,,-42173989.563525,26073807.331957,2005677.144427,,,516461951.922078,169479748.028924,6017032.175682,140397423.866724,,2875138672.437601,473339886.264087,,,,,,,-7031605.498105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,1807926907.859219,,,,0.044329,56934714.569914,,3984.50943,,118863702.788851,,-8977739.338622,,52939296.094426,,,,,,,,-77910662.120887,489438776.189384,-998854.433984,,37899848.0,31963348.543452,,,26073807.331957,,,,52939296.094426,,-44701445.491536,,26969075.633981,75698.269408,,,,,862011559.197438,11353938.071674,,,,,,,,-1725021972.82886,,,,25978188.736904,,22973657.158493,,,,,69561256.367176,,,,,,5318900986.562341,886982925.223899,,548371200.366818,,557360891.751777,,3983.769878,-9005627.940727,95890046.369909,-3995418.475488,,,-1997709.60752,,3593879013.73348,,,,4978337.093256,,24859810.87564,,2328330178.158072,,,,243720533.660708,716178780.774607,,,,4684628286.384109,38183180.0,,,3797645361.899761,,,,,1599166287.523019,,,266694190.07965,,,,,,52939296.094426,1997709.60752,,,1997709.60752,,,,,,68355228.932569,0.044329,,,,,,29965639.675485,35958767.01894,,,-2001691.895445,,,,,-45668426.813985,52939296.094426,3995418.475488,,,521402124.732837,145832778.422831,1997709.60752,146831633.596367,,2876701378.52489,462469700.555404,,,,,,,-9936753.863715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,279134668.445445,,1674808009.901525,-146024186.247368,20860598.255666,,,59601708.861248,36754386.668415,5492.4654,10926980.112125,338663286.666048,,14966340.561066,,36754386.668415,25827407.327437,,,37571235.0,-74502135.305413,,244367004.943051,-107283075.641787,503634437.101414,21853960.995396,,,32780939.565227,-173838316.740825,3724113421.809573,52939296.094426,5310512231.158956,,,36754386.668415,,-66960869.378437,-146024186.247368,-196384373.508067,-55523897.361959,,,,,945525005.418922,86867397.202745,-993361.197437,433105748.899188,2980085.134604,,-183771934.884367,-173838316.740825,,-1809905216.036768,713233778.54207,,32780939.565227,-13045531.480353,,20860598.255666,37571235.0,3683385588.037971,,,108390944.876507,,,-62581793.995851,,130130397.063473,5310512231.158956,790715999.753233,,543368909.675579,,394364638.293606,,-987868.763631,-57587521.08638,-96220457.409698,-55650232.359214,642705090.339844,516548140.379558,-231634565.077115,-1809905216.036768,3500607015.122188,,,,2930649.956197,5960171.040354,41430075.498069,-993361.968583,2296652502.75685,,,2840021412.432428,151984356.516576,803246092.260941,94369371.592495,11920342.080708,,4514829422.333953,,,-3.886595,3724113421.809573,394364638.293606,-146024186.247368,,-107283075.641787,1584412085.412217,,21853960.995396,279134668.445445,,3040680497.698127,1584412085.412217,-34767663.502394,,80554843.010749,-173992116.315333,36754386.668415,18873874.318499,-173992116.315333,-51654813.883726,-198672362.099678,4514829422.333953,,,100163916.098369,,,-70528688.202226,503634437.101414,,-6953532.237791,34240351.433116,18873874.318499,1674808009.901525,36754386.668415,5492.496995,,310922246.042089,,,-67904796.13702,36754386.668415,-177833735.216313,,,516548140.379558,142278913.157981,-173992116.315333,163904697.826137,,2840021412.432428,433105748.899188,-3.886595,790715999.753233,,151984356.516576,2296652502.75685,,-11794006.343901,59601708.861248,-1986723.937167,543368909.675579,268207688.33332,163904697.826137,3500607015.122188,240393557.839864,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,1621528410.945532,,,,-0.871162,59019232.470524,,0.0,,127041398.849926,,-14004563.688778,,54017602.690624,,,,,,,,-98031945.821449,519169182.898369,1000326.413569,,38033181.0,31010105.092967,,,37012061.286436,,,,54017602.690624,,-31010105.092967,,-19006192.706029,101032923.536859,,,,,934304463.781822,-82026730.068181,,,,,,,,-1789583175.210872,,,,18005867.817758,16005215.753268,28009127.377557,,,,,-53017277.039703,,,,,,5230704540.046674,890290120.650997,,568185155.809094,,344112136.78864,,-1000325.650921,-23007497.597657,50016300.086942,-21006845.533168,,,-54017602.690624,,3441121364.835802,,,,5001629.7799,,-84027382.13267,,2372773220.359665,,,,222072366.955965,826269257.637925,,,,4562486786.351642,38033181.0,,,3672196665.700645,,,,,1691551229.389424,,,275089643.995668,,,,,,57018580.406034,-34011083.571025,,,-34011083.571025,,,,,,69022492.792971,-0.871162,,,,,,30009779.442046,21006845.533168,,,0.0,,,,,-31010105.092967,54017602.690624,-6001956.193469,,,522170160.61378,108035206.143897,-34011083.571025,172056068.39432,,2940958376.168759,406132346.974573,,,,,,,-11003585.973368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,1604277935.881665,,,,-0.045231,61048630.321942,,-6004783.371838,,129102840.619281,,24012535.725143,,58046238.260974,,,,,,,,-79062979.687359,486387446.368028,-0.750098,,38099847.0,30023916.109094,,,54017602.690624,,,,58046238.260974,,-37044105.204372,,21016742.176483,-9960377.105823,,,,,1009804390.320742,11970925.06353,,,,,,,,-1760402301.299169,,,,4011670.962284,,28022322.15188,,,,,58021263.057886,,,,,,5154105657.235441,874696765.579525,,540430495.964475,,326259892.285997,,-471.702735,-9018013.218749,91072547.181134,-8006378.07915,,,-9007174.682709,,3393703355.936272,,,,5006342.256465,,20977157.853514,,2354875846.860092,,,,223177779.111284,859684807.524978,,,,4499584278.706232,38099847.0,,,3624887513.126706,,,,,1690346496.294518,,,274218436.646764,,,,,,58046238.260974,-1000797.353656,,,-1000797.353656,,,,,,68086725.905459,-0.045231,,,,,,31024713.46275,26020727.444568,,,-1000797.353656,,,,,-43048888.57621,58046238.260974,1000797.353656,,,498397013.111705,150119582.795763,-1000797.353656,170135526.868493,,2895306342.824567,390310913.918809,,,,,,,-10013155.453017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,1672316807.935363,,,,0.621225,66932631.879415,,-998995.39324,,131867275.351057,,-37979818.467117,,48950730.659139,,,,,,,,-121877330.140582,521475133.802203,998994.600338,,38166514.0,30968829.438863,,,58046238.260974,,,,48950730.659139,,-33843229.422291,,51947714.460153,-32131870.561421,,,,,1058934179.624006,-24848673.305517,,,,,,,,-1861126769.95536,,,,-11028598.969228,,30968829.438863,,,,,62927640.461571,,,,,,5314650787.748079,920073942.863486,,579416815.07148,,357640034.411944,,-997191.84702,-941307.823133,131620304.212471,4994972.208787,,,27971846.430752,,3453524017.79272,,,,1979962.374787,,29084411.03928,,2393590843.568376,,,,232765720.470349,875119189.812796,,,,4645324467.368121,38449846.0,,,3725250524.504635,,,,,1671317813.335025,,,289708407.932191,,,,,,57941681.269277,22976873.429063,,,22976873.429063,,,,,,79672589.752318,0.621225,,,,,,25973857.230076,26972851.830414,,,1000796.560754,,,,,-42823364.262618,48950730.659139,1997989.200676,,,554441952.441742,183814989.81121,22976873.429063,204793874.832499,,2973007658.639856,432564622.30116,,,,,,,-11950077.213153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,284469897.016986,,1702826822.998985,-34934899.429351,262510818.20753,,,69869799.690552,42920019.298917,855.409544,2994419.951087,135409503.217005,,-35909112.525776,,42920019.298917,39925599.34783,,,36839011.0,52901419.135874,,254525697.506114,-149720998.386211,308425256.625684,-0.83185,,,32938619.46196,-8983259.853262,3795926382.118555,48950730.659139,5728325403.031261,,,42920019.298917,,-67786358.340496,-34934899.429351,26903636.643279,-6039256.733741,,,,,1158187799.964883,-916960.956474,-0.83185,463136955.762224,-63880958.956528,,-152715418.337298,-169683798.060126,,-2221859617.848171,530012334.669839,,32938619.46196,-7994519.859726,-2989293.044137,262510818.20753,36839011.0,4255070777.945996,,,33878652.689062,,,-62882818.972832,,122771218.826426,5728325403.031261,935257170.54586,,595889574.425608,,342362016.903189,,1709.233284,-29916000.333293,121541504.769301,-17945156.669178,610861674.181044,601878414.327782,-39893127.91889,-2221859617.848171,3506465785.18309,,,,3982305.327981,-95821439.266641,-33907705.651434,-998139.983696,2432467156.071672,,,3028356729.66543,193639157.668824,995874660.1046,-67873518.89131,15970239.739132,,4731183552.664415,,,-0.948313,3795926382.118555,342362016.903189,-34934899.429351,,-149720998.386211,1684860303.292462,,-0.83185,284469897.016986,,3644209103.764953,1684860303.292462,-46912579.2337,,79701658.305042,-21947970.417862,42920019.298917,24953499.592394,-21947970.417862,-42920019.298917,-77854919.560118,4731183552.664415,,,94637868.126023,,,80849339.511205,308425256.625684,,-8983259.853262,32861712.725046,24953499.592394,1702826822.998985,42920019.298917,-0.038948,,311419676.576771,,,-35833060.405504,42920019.298917,-2989293.044137,,,601878414.327782,162313139.860283,-21947970.417862,219590797.244913,,3028356729.66543,463136955.762224,-0.948313,935257170.54586,,193639157.668824,2432467156.071672,,-13945760.594161,69869799.690552,-1996279.967391,595889574.425608,101810279.168816,219590797.244913,3506465785.18309,392269016.087976,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,1688287711.002728,,,,0.198496,68970901.049847,,-2998735.223609,,122948128.461602,,-59974697.032322,,37983974.539142,,,,,,,,-149936741.340828,553766366.041167,0.0,,38233180.0,30986926.510705,,,42981865.751839,,,,37983974.539142,,-26988613.705877,,32986082.499793,48979335.372406,,,,,1040560987.021576,-88962466.727288,,,,,,,,-2208068416.136232,,,,-4997891.212697,-11994940.067785,28987769.694966,,,,,-27988192.113747,,,,,,5646617691.98975,1006575326.113913,,594749074.977267,,336857879.63958,,-999578.40787,-10995360.833264,106954874.762338,-6997048.028437,,,999578.40787,,3438549275.853517,,,,1999156.815739,,-54976805.819625,,2460961720.261222,,,,225904690.419112,884626776.06018,,,,4743998507.067868,38433179.0,,,3737423180.953956,,,,,1756259034.471357,,,276883182.607258,,,,,,48979335.372406,7996626.436307,,,7996626.436307,,,,,,73968792.262544,0.198496,,,,,,27988192.113747,11994939.241134,,,999577.581218,,,,,-25989035.298008,37983974.539142,-4997891.212697,,,657722507.233198,155934210.961395,7996626.436307,229903004.050591,,3055710795.238489,427819503.182607,,,,,,,-11994939.241134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,1665263770.162607,,,,0.04888,68133536.047803,,994808.004906,,129253325.605695,,3864726.745638,,57111934.304186,,,,,,,,-140274926.533011,508997590.282766,-1001964.017501,,38266513.0,30058913.178345,,,37983974.539142,,,,57111934.304186,,-38139031.10572,,33064803.59825,18152236.657895,,,,,1051059984.980082,-30271221.152292,,,,,,,,-2180273143.734082,,,,19025384.192518,-12052189.821851,28054985.959642,,,,,30994083.349952,,,,,,5545869416.508849,1025008927.055443,,562101670.149546,,322632331.189186,,-1004348.810833,-10045877.820167,111394502.813535,-8015709.691112,,,-6011782.472409,,3365596272.774767,,,,1006734.420465,,-7144947.755769,,2476854416.998629,,,,216424172.271926,888741855.776138,,,,4704219857.310782,38449846.0,,,3679210929.439039,,,,,1768466037.843662,,,267524324.103703,,,,,,51100151.831777,2003927.218703,,,2003927.218703,,,,,,78329699.215285,0.04888,,,,,,32062840.397048,25049093.907138,,,2386.436283,,,,,-30120934.988677,57111934.304186,-8015709.691112,,,650274480.833279,162318129.203944,2003927.218703,245481120.61647,,3038956086.331875,440864055.051264,,,,,,,-11050227.4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,1678251848.793704,,,,-1.186071,70926119.640476,,2003927.218703,,145848078.09745,,38128700.773073,,33964620.479078,,,,,,,,-169823104.115598,526451621.726229,-0.860104,,38299846.0,30967742.656861,,,57111934.304186,,,,33964620.479078,,-32770379.529347,,-29968783.382789,-7194006.124826,,,,,1084869945.383391,-31609186.588231,,,,,,,,-2297606697.630413,,,,-24017087.440751,,23975026.878252,,,,,10979541.181118,,,,,,5704058367.52247,1001956311.873737,,578397512.579022,,283704479.42201,,6008.670559,-43891124.482508,60479867.4436,-31966701.930934,,,-76919876.145014,,3406451669.892057,,,,1988905.99426,,-21790838.348229,,2490405868.490087,,,,246742980.260612,968990650.668731,,,,4747055229.862813,38299846.0,,,3745098917.989077,,,,,1779146751.81697,,,273714884.96108,,,,,,65931322.410012,-44953174.21408,,,-44953174.21408,,,,,,90448650.82639,-1.186071,,,,,,34963580.613254,27970863.974541,,,-1001964.017501,,,,,-29800541.045187,33964620.479078,-12986472.283146,,,626347565.475423,115879294.71466,-44953174.21408,267721128.456543,,3068803381.069109,437544231.712037,,,,,,,-12917373.198892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,284373137.592561,,1385818388.15223,-334438830.721543,25032847.425521,,,,71093283.967625,-35045985.018082,27035474.427415,162174493.723592,,2961561.402711,,71093283.967625,45059123.471672,,,38305296.0,194254889.788187,,251329779.576373,-176231239.8829,560735763.733425,0.86103,,,31040730.153263,-369484815.739625,3474559107.973136,33964620.479078,5898739972.447047,,,71093283.967625,,-42285916.592411,-334438830.721543,-65992537.479568,134317323.882712,,,,,1001021174.685952,27681269.508279,-1001313.931462,251329779.576373,-15019708.110901,,-161211531.771999,-140183940.933356,,-2769634147.580506,570748902.187016,,31040730.153263,37025068.888345,,25032847.425521,38305296.0,4275610198.897882,,,-22997256.939451,,,-205269342.173239,,133174744.274152,5898739972.447047,996307294.644395,,605794888.066127,,-16021022.042363,,-1006023.246242,-140336979.0373,278030244.445591,-146302482.234396,544714741.691063,615808026.519718,-445777733.202789,-2769634147.580506,3129105824.86654,,,,1013086.358307,-123161604.959532,-65283173.531862,-3003941.794386,2479253127.260203,,79103795.419322,3085048015.32633,253332407.439297,904839218.441929,-149195765.455485,6007883.588772,79103795.419322,4470866402.617531,,,-8.730877,3474559107.973136,-16021022.042363,-334438830.721543,,-176231239.8829,1943550210.091269,,0.86103,284373137.592561,,3730895457.206819,1943550210.091269,-48063065.266058,,81506675.460775,-300474210.242465,71093283.967625,20026276.907181,-300474210.242465,-193253575.856725,-527692406.578268,4470866402.617531,,,344022781.92516,,,-26034160.495953,560735763.733425,,-39051240.74393,35276719.933207,20026276.907181,1385818388.15223,71093283.967625,-1001313.931462,,586769924.229378,,,-75301020.440128,71093283.967625,-342512911.039156,,,615808026.519718,96181956.244023,-300474210.242465,266349487.687274,,3085048015.32633,251329779.576373,-8.730877,996307294.644395,,253332407.439297,2479253127.260203,,-12100525.378732,,-3003941.794386,605794888.066127,-9011824.522128,266349487.687274,3129105824.86654,560735763.733425,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,1360188379.653457,,,,-0.514207,,,-3004834.448447,,121194987.991079,,15024172.242237,,84135363.698748,,,,,,,,-175282008.063133,528850857.780065,-1001611.768742,,38366513.0,30048344.484474,,,71114414.136215,,,,84135363.698748,,-21033841.139132,,-5008057.128152,49078962.086121,,,,,1038671097.100703,-34054789.843884,,,,,,,,-2759439607.13673,,,,13020949.562532,-1001612.626523,28045120.946989,,,,,-13020949.562532,,,,,,5826373936.352719,1002613083.719334,,587945934.122491,,-37059624.292331,,-1001611.768742,-23037063.818837,63101523.417396,-20032229.370389,,,-40064458.740779,,3066934329.215989,,,,1001611.768742,,-34054790.701664,,2464965834.620003,,79127306.570595,,254409313.775948,922484166.237777,,,,4413100148.395951,38366513.0,,,3410487064.676617,,,,,1977181047.34946,,,269433486.018185,,,,,,52083796.534569,-21033841.139132,,,-21033841.139132,,,,,,68109580.545548,-0.514207,,,,,,33053178.932922,31049955.395437,,,0.0,,,,,-23037063.818837,84135363.698748,-3004834.448447,,,598963661.005318,116186930.862927,-21033841.139132,264425428.890033,,3052911768.742494,218351301.252359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
