,annualDeferredIncomeTax,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyDilutedEPS,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,annualBasicAverageShares,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,annualFreeCashFlow,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualCurrentLiabilities,annualInventory,annualRetainedEarnings,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInventory,annualStockBasedCompensation,annualCommonStockIssuance,annualGoodwill,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyCapitalStock,annualDilutedEPS,trailingTotalRevenue,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1051660800,,,,,,,21346000000.0,,,,,0.38,,,,,-1040000000.0,,,,705000000.0,,1321000000.0,4411000000.0,9760000000.0,,,,,,,,0.0,,,1022000000.0,9760000000.0,,-184000000.0,,,-655000000.0,,3558000000.0,452000000.0,,2853000000.0,,11992000000.0,6801000000.0,,,,,,2536000000.0,,,,,,,214000000.0,15663000000.0,,563000000.0,12611000000.0,,10322000000.0,,,,,-674000000.0,594000000.0,-5683000000.0,,,,,,,,,349000000.0,,,-245000000.0,,349000000.0,-306000000.0,0.0,,,,915100000.0,,1677000000.0,,,,,,,6764000000.0,,,5275000000.0,,,,,,,,,,1493000000.0,,11118000000.0,,,0.0,,4944000000.0,,,,0.38,-55000000.0,,,,910300000.0,,,,,,317000000.0,452000000.0,,452000000.0,,,,,758000000.0,,,,,,,,,,,,713000000.0,,,,,142000000.0,0.0,1517000000.0,,,,19412000000.0,-919000000.0,,29172000000.0,,,,17180000000.0,349000000.0,,,,,,,,,,,,,,,,,,
1059609600,,,,,,,22095000000.0,,,,,0.39,,,,,-39000000.0,,,,734000000.0,,1257000000.0,4470000000.0,10044000000.0,,,,,,,,0.0,,,1063000000.0,10044000000.0,,0.0,,,-861000000.0,,3739000000.0,429000000.0,,3005000000.0,,11973000000.0,6961000000.0,,,,,,2676000000.0,,,,,,,220000000.0,16205000000.0,,578000000.0,12629000000.0,,10984000000.0,,,,,-867000000.0,30000000.0,-5890000000.0,,,,,,,,,358000000.0,,,808000000.0,,358000000.0,-23000000.0,0.0,,,,918100000.0,,1724000000.0,,,,,,,7245000000.0,,,5343000000.0,,,,,,,,,,1541000000.0,,11088000000.0,,,0.0,,4944000000.0,,,,0.39,-54000000.0,,,,910800000.0,,,,,,329000000.0,429000000.0,,429000000.0,,,,,452000000.0,,,,,,,,,,,,767000000.0,,,,,156000000.0,8000000.0,1456000000.0,,,,19590000000.0,-59000000.0,,29634000000.0,,,,17661000000.0,358000000.0,,,,,,,,,,,,,,,,,,
1067558400,,,,,,,22697000000.0,,,,,0.33,,,,,-527000000.0,,,,612000000.0,,1153000000.0,5327000000.0,1322000000.0,,,,,,,,0.0,,,942000000.0,10265000000.0,,-1324000000.0,,,-779000000.0,,3842000000.0,495000000.0,,3230000000.0,,13284000000.0,8596000000.0,,,,,,2900000000.0,,,,,8943000000.0,,179000000.0,16628000000.0,,481000000.0,12563000000.0,,11286000000.0,,,,,-789000000.0,562000000.0,-6069000000.0,,,,,,,,,302000000.0,,,283000000.0,,302000000.0,66000000.0,0.0,,,,918000000.0,,1794000000.0,,,,,,,7444000000.0,,,5367000000.0,,,,,,,,,,1560000000.0,,11003000000.0,,,0.0,,6269000000.0,,,,0.33,-64000000.0,,,,911300000.0,,,,,,330000000.0,495000000.0,,495000000.0,,,,,429000000.0,,,,,,,,,,,,1475000000.0,,,,,131000000.0,13000000.0,1512000000.0,,,,21159000000.0,-506000000.0,,31424000000.0,,,,18140000000.0,302000000.0,,,,,,,,,,,,,,,,,,
1075507200,249000000.0,-3004000000.0,,,1495000000.0,12854000000.0,23147000000.0,,,,-6178000000.0,,,,11534000000.0,,740000000.0,,,12928000000.0,1468000000.0,,1093000000.0,5448000000.0,3000000.0,,,917100000.0,,1841000000.0,382000000.0,26000000.0,0.0,,-42000000.0,1812000000.0,11065000000.0,1618000000.0,925000000.0,559000000.0,,-624000000.0,,5167000000.0,716000000.0,,3699000000.0,18464000000.0,12928000000.0,8314000000.0,,1093000000.0,,0.0,16373000000.0,3355000000.0,,1119000000.0,20327000000.0,-866000000.0,9645000000.0,,506000000.0,16969000000.0,,1338000000.0,12013000000.0,-583000000.0,15571000000.0,911000000.0,,1841000000.0,,-674000000.0,-1469000000.0,-6178000000.0,866000000.0,,,31790000000.0,758000000.0,156000000.0,1841000000.0,-237000000.0,832000000.0,-2919000000.0,,2314000000.0,,832000000.0,221000000.0,0.0,,1796000000.0,,,19000000.0,382000000.0,2.02,31392000000.0,,10217000000.0,11065000000.0,,10404000000.0,,1320000000.0,5776000000.0,,1618000000.0,,,8314000000.0,5343000000.0,9645000000.0,,,1796000000.0,,10217000000.0,76000000.0,5776000000.0,0.0,,5343000000.0,,,,,-64000000.0,3519000000.0,16969000000.0,,,48163000000.0,3000000.0,,716000000.0,0.0,344000000.0,716000000.0,3160000000.0,716000000.0,,5448000000.0,,12013000000.0,495000000.0,,716000000.0,-283000000.0,4839000000.0,76000000.0,2.01,,,,23147000000.0,,866000000.0,,,716000000.0,0.0,130000000.0,5000000.0,1495000000.0,2960000000.0,,,20327000000.0,1640000000.0,,31392000000.0,0.0,,,18464000000.0,832000000.0,,,,,,,,,,,,,,,,,,
1083283200,,,,,,,23394000000.0,,,,,0.48,,,,,-227000000.0,,,,848000000.0,,987000000.0,4974000000.0,,,,,,,,,0.0,,,1193000000.0,11463000000.0,,-44000000.0,,,-659000000.0,,4031000000.0,622000000.0,,3183000000.0,,12375000000.0,8235000000.0,,,,,,2838000000.0,,,,,10083000000.0,,266000000.0,17301000000.0,,704000000.0,11425000000.0,,11587000000.0,,,,,-660000000.0,-121000000.0,-6093000000.0,,,,,,,,,438000000.0,,,686000000.0,,438000000.0,-94000000.0,0.0,,,,920500000.0,,1899000000.0,,,,,,,7556000000.0,,,5379000000.0,,,,,,,,,,1839000000.0,,9586000000.0,,,0.0,,5387000000.0,,,,0.48,-64000000.0,,,,912600000.0,,,,,,345000000.0,622000000.0,,622000000.0,,,,,716000000.0,,,,,0.0,,,,,,,1362000000.0,,,,,144000000.0,38000000.0,1447000000.0,,,,19660000000.0,26000000.0,,31123000000.0,,,,18748000000.0,438000000.0,,,,,,,,,,,,,,,,,,
1091232000,,,,,,,20894000000.0,,,,,1.54,,,,,155000000.0,,,,795000000.0,,2024000000.0,4740000000.0,,,,,,,,,3200000000.0,,,1094000000.0,12366000000.0,,-339000000.0,,,2472000000.0,,3547000000.0,1735000000.0,,2752000000.0,,13038000000.0,7952000000.0,,,,,,2453000000.0,,,,,,,222000000.0,15980000000.0,,588000000.0,10977000000.0,,10556000000.0,,,,,-737000000.0,-1721000000.0,-4914000000.0,,,,,,,,,366000000.0,,,370000000.0,,1416000000.0,1121000000.0,122000000.0,,,,918000000.0,,2606000000.0,,,,,,,7009000000.0,,,4365000000.0,,,,,,,,,,1798000000.0,,9057000000.0,,,0.0,,4914000000.0,,,,1.55,-64000000.0,,,,911500000.0,,,,,,246000000.0,1735000000.0,,1735000000.0,,,,,622000000.0,,,,,,,,,,,,606000000.0,,,,,207000000.0,-450000000.0,2277000000.0,,,,18929000000.0,-367000000.0,,31295000000.0,,,,18257000000.0,1416000000.0,,,,,,,,,,,,,,,,,,
1099180800,,,,,,,21626000000.0,,,,,0.33,,-491000000.0,,,-1113000000.0,,,,644000000.0,,1080000000.0,6164000000.0,-1055000000.0,0.0,,,,,,,-3200000000.0,,,968000000.0,12398000000.0,,-1645000000.0,,,889000000.0,,3590000000.0,1587000000.0,,2946000000.0,,13777000000.0,8485000000.0,,,,,,2622000000.0,,,,,12036000000.0,,201000000.0,16473000000.0,,531000000.0,10903000000.0,,10909000000.0,,,,,-809000000.0,-715000000.0,-5153000000.0,,,,,,,,,330000000.0,,,-322000000.0,,537000000.0,-148000000.0,0.0,,,,918000000.0,,1815000000.0,,,,,,,7319000000.0,,,4551000000.0,,,,,,,,,,1821000000.0,,9082000000.0,,,0.0,,6559000000.0,,,,0.33,-72000000.0,,,,911300000.0,,,,,,324000000.0,1587000000.0,,1587000000.0,,,,,1735000000.0,,,,,76000000.0,,,,,,,506000000.0,,,,,113000000.0,87000000.0,1536000000.0,,,,19388000000.0,-1131000000.0,,31786000000.0,,,,18009000000.0,537000000.0,,,,,,,,,,,,,,,,,,
1107129600,233000000.0,-3068000000.0,,,1511000000.0,11793000000.0,22272000000.0,,,,-5412000000.0,,,-332000000.0,10534000000.0,,1003000000.0,-1290000000.0,,13922000000.0,1379000000.0,,1224000000.0,5779000000.0,-3000000.0,97000000.0,,912100000.0,,3198000000.0,304000000.0,56000000.0,4191000000.0,,1537000000.0,1723000000.0,13029000000.0,1633000000.0,1175000000.0,570000000.0,,-1523000000.0,,4846000000.0,2245000000.0,,3467000000.0,18371000000.0,13922000000.0,8220000000.0,,1224000000.0,,133000000.0,15394000000.0,3123000000.0,,1146000000.0,19264000000.0,-182000000.0,11148000000.0,,481000000.0,16860000000.0,,1272000000.0,11044000000.0,-853000000.0,15194000000.0,903800000.0,,1885000000.0,,-862000000.0,-280000000.0,-5412000000.0,504000000.0,,,31445000000.0,708000000.0,127000000.0,3198000000.0,-272000000.0,791000000.0,1179000000.0,,2461000000.0,,807000000.0,658000000.0,1037000000.0,,973000000.0,,,116000000.0,304000000.0,3.54,32293000000.0,,9034000000.0,13029000000.0,,10348000000.0,,1259000000.0,5069000000.0,,1633000000.0,,,8220000000.0,5384000000.0,11148000000.0,,,973000000.0,,9034000000.0,74000000.0,5069000000.0,0.0,,5384000000.0,,146000000.0,,,-72000000.0,3601000000.0,16860000000.0,,,46839000000.0,-3000000.0,,2245000000.0,0.0,344000000.0,2245000000.0,3195000000.0,2245000000.0,,5779000000.0,,11044000000.0,1587000000.0,,2245000000.0,-2837000000.0,4860000000.0,74000000.0,3.51,,,,22272000000.0,,504000000.0,,,2245000000.0,4191000000.0,107000000.0,-31000000.0,1511000000.0,3031000000.0,,,19264000000.0,1599000000.0,,32293000000.0,1037000000.0,,,18371000000.0,807000000.0,,,,,,,,,,,,,,,,,,
1114819200,,,,,,,22696000000.0,,,,,0.55,,-450000000.0,,,-381000000.0,,,,907000000.0,,1039000000.0,5110000000.0,1405000000.0,,,,,,,,16000000.0,,,1247000000.0,13047000000.0,,-23000000.0,,,-697000000.0,,3921000000.0,1152000000.0,,3014000000.0,,12455000000.0,7173000000.0,,,,-8000000.0,,2674000000.0,,,,,11642000000.0,,302000000.0,17328000000.0,,796000000.0,11075000000.0,,11477000000.0,,,,,-717000000.0,-996000000.0,-5368000000.0,,,,,,,,,494000000.0,,,600000000.0,,494000000.0,-1093000000.0,1097000000.0,,,,893500000.0,,2059000000.0,,,,,,,7556000000.0,,,4857000000.0,,,,36000000.0,,,,,,973000000.0,,9005000000.0,,,0.0,,5407000000.0,,,,0.56,-71000000.0,,,,887000000.0,,,,,,340000000.0,1152000000.0,,1152000000.0,,,,,2245000000.0,,,,,,,,,,,,4000000.0,,,,,111000000.0,0.0,1512000000.0,,,,18248000000.0,-117000000.0,,31295000000.0,,,,18840000000.0,494000000.0,,,,,,,,,,,,,,,,,,
1122768000,,,,,,,23652000000.0,,,,,0.61,,-83000000.0,,,-171000000.0,,,,979000000.0,,1001000000.0,5472000000.0,1340000000.0,,,,,,,,-193000000.0,,,1325000000.0,13522000000.0,,-221000000.0,,,-1241000000.0,,3975000000.0,696000000.0,,2996000000.0,,12337000000.0,8037000000.0,,,,26000000.0,,2650000000.0,,,,,12182000000.0,,329000000.0,18023000000.0,,869000000.0,10360000000.0,,11990000000.0,,,,,-1057000000.0,-73000000.0,-5629000000.0,,,,,,,,,540000000.0,,,858000000.0,,540000000.0,-456000000.0,1161000000.0,,,,891200000.0,,1812000000.0,,,,,,,8015000000.0,,,5012000000.0,,,,84000000.0,,,,,,973000000.0,,8226000000.0,,,0.0,,5628000000.0,,,,0.61,-71000000.0,,,,883300000.0,,,,,,346000000.0,696000000.0,,696000000.0,,,,,1152000000.0,,,,,,,,,,,,753000000.0,,,,,110000000.0,-1000000.0,1559000000.0,,,,18397000000.0,-199000000.0,,31919000000.0,,,,19582000000.0,540000000.0,,,,,,,,,,,,,,,,,,
1130716800,,,,,,,24452000000.0,,,,,0.49,,-365000000.0,,,-563000000.0,,,,831000000.0,,1293000000.0,6966000000.0,709000000.0,,,,,,,,-192000000.0,,,1185000000.0,13556000000.0,,-1860000000.0,,,-1066000000.0,,4172000000.0,503000000.0,,3341000000.0,,14411000000.0,9641000000.0,,,,23000000.0,,2987000000.0,,,,,12847000000.0,,278000000.0,18573000000.0,,713000000.0,11301000000.0,,12206000000.0,,,,,-883000000.0,511000000.0,-5879000000.0,,,,,,,,,435000000.0,,,362000000.0,,435000000.0,-193000000.0,1185000000.0,,,,887000000.0,,1923000000.0,,,,,,,8034000000.0,,,5127000000.0,,,,41000000.0,,,,,,973000000.0,,9143000000.0,,,0.0,,7488000000.0,,,,0.49,-88000000.0,,,,881200000.0,,,,,,354000000.0,503000000.0,,503000000.0,,,,,696000000.0,,,,,,,,,,,,752000000.0,,,,,118000000.0,0.0,1514000000.0,,,,20942000000.0,-521000000.0,,34498000000.0,,,,20087000000.0,435000000.0,,,,,,,,,,,,,,,,,,
1138665600,-122000000.0,-3388000000.0,,,1552000000.0,13370000000.0,25214000000.0,,,,-6176000000.0,,,-299000000.0,11961000000.0,,1275000000.0,-1197000000.0,,14405000000.0,1606000000.0,,1253000000.0,6268000000.0,-2000000.0,,,889200000.0,,2408000000.0,374000000.0,58000000.0,-450000000.0,,-597000000.0,1975000000.0,14205000000.0,2193000000.0,1650000000.0,463000000.0,,-1145000000.0,,5438000000.0,1648000000.0,,3832000000.0,20590000000.0,14405000000.0,9588000000.0,,1253000000.0,,-24000000.0,17693000000.0,3463000000.0,,1452000000.0,20790000000.0,160000000.0,12013000000.0,,543000000.0,19038000000.0,,1482000000.0,11202000000.0,-454000000.0,16947000000.0,882000000.0,,2408000000.0,,-731000000.0,-341000000.0,-6176000000.0,753000000.0,,,34927000000.0,2245000000.0,1063000000.0,2408000000.0,-318000000.0,939000000.0,-4149000000.0,,2631000000.0,,939000000.0,1145000000.0,1232000000.0,,851000000.0,,,17000000.0,374000000.0,2.73,34995000000.0,,9119000000.0,14205000000.0,,11509000000.0,,1409000000.0,5666000000.0,,2193000000.0,,11000000.0,9588000000.0,5838000000.0,12013000000.0,,,851000000.0,,9119000000.0,73000000.0,5666000000.0,0.0,,5838000000.0,,172000000.0,,,-88000000.0,4323000000.0,19038000000.0,,,52620000000.0,-2000000.0,,1648000000.0,0.0,369000000.0,1648000000.0,4451000000.0,1648000000.0,,6268000000.0,,11202000000.0,503000000.0,,1648000000.0,-899000000.0,5732000000.0,73000000.0,2.71,,,,25214000000.0,,753000000.0,,,1648000000.0,-819000000.0,124000000.0,59000000.0,1552000000.0,3860000000.0,,,20790000000.0,1900000000.0,,34995000000.0,1232000000.0,,,20590000000.0,939000000.0,,,,,,,,,,,,,,,,,,
1146355200,,,,,,,26035000000.0,,,,,0.63,,-350000000.0,,,-426000000.0,,,,1017000000.0,,1169000000.0,5707000000.0,-2000000.0,-62000000.0,,,,,,,100000000.0,,,1351000000.0,14370000000.0,,-192000000.0,,,-779000000.0,,4230000000.0,989000000.0,,3213000000.0,,13556000000.0,9708000000.0,,,,4000000.0,,2879000000.0,,,,,12131000000.0,,332000000.0,19614000000.0,,886000000.0,10671000000.0,,12863000000.0,,,,,-884000000.0,-407000000.0,-6421000000.0,,,,,,,,,554000000.0,,,527000000.0,,554000000.0,-659000000.0,1271000000.0,,,,877600000.0,,2747000000.0,,,,,,,8633000000.0,,,5368000000.0,,,,24000000.0,,,,,,804000000.0,,8596000000.0,,,0.0,,6030000000.0,,,,0.64,-87000000.0,,,,870700000.0,,,,,,334000000.0,989000000.0,,989000000.0,,,,,1648000000.0,,,,,72000000.0,,,,,,,1254000000.0,,,,,131000000.0,6000000.0,1579000000.0,,,,20379000000.0,-357000000.0,,34749000000.0,,,,21193000000.0,554000000.0,,,,,,,,,,,,,,,,,,
1154304000,,,,,,,26647000000.0,,,,,0.7,,-550000000.0,,,-456000000.0,,,,1134000000.0,,1297000000.0,5868000000.0,-2000000.0,-50000000.0,,,,,,,-284000000.0,,,1504000000.0,14373000000.0,,-245000000.0,,,-1289000000.0,,4491000000.0,477000000.0,,3357000000.0,,13589000000.0,9660000000.0,,,,246000000.0,,2987000000.0,,,,,12087000000.0,,385000000.0,20257000000.0,,994000000.0,11390000000.0,,13347000000.0,,,,,-1015000000.0,135000000.0,-6390000000.0,,,,,,,,,609000000.0,,,642000000.0,,609000000.0,-512000000.0,1271000000.0,,,,867200000.0,,2535000000.0,,,,,,,8856000000.0,,,5540000000.0,,,,34000000.0,,,,,,768000000.0,,9351000000.0,,,0.0,,6275000000.0,,,,0.71,-87000000.0,,,,860800000.0,,,,,,370000000.0,477000000.0,,477000000.0,,,,,989000000.0,,,,,71000000.0,,,,,,,1257000000.0,,,,,140000000.0,-10000000.0,1577000000.0,,,,21050000000.0,-373000000.0,,35423000000.0,,,,21834000000.0,609000000.0,,,,,,,,,,,,,,,,,,
1162252800,,,,,,,27563000000.0,,,,,0.59,,-1000000.0,,,-434000000.0,,,,957000000.0,,1466000000.0,7086000000.0,-2000000.0,-55000000.0,,,,,,,-138000000.0,,,1347000000.0,14800000000.0,,-1524000000.0,,,-1238000000.0,,4497000000.0,451000000.0,,3540000000.0,,15348000000.0,11921000000.0,,,,125000000.0,,3151000000.0,,,,,12423000000.0,,302000000.0,20926000000.0,,808000000.0,11146000000.0,,13570000000.0,,,,,-1105000000.0,669000000.0,-6637000000.0,,,,,,,,,506000000.0,,,543000000.0,,506000000.0,-26000000.0,1309000000.0,,,,864400000.0,,2582000000.0,,,,,,,9073000000.0,,,5634000000.0,,,,68000000.0,,,,,,714000000.0,,9123000000.0,,,0.0,,7797000000.0,,,,0.59,-103000000.0,,,,857800000.0,,,,,,390000000.0,451000000.0,,451000000.0,,,,,477000000.0,,,,,72000000.0,,,,,,,2253000000.0,,,,,149000000.0,0.0,1593000000.0,,,,23067000000.0,-562000000.0,,37867000000.0,,,,22519000000.0,506000000.0,,,,,,,,,,,,,,,,,,
1170201600,-201000000.0,-3928000000.0,,,1000000000.0,15022000000.0,28381000000.0,,,,-6950000000.0,,,0.0,13526000000.0,,1599000000.0,-901000000.0,,14706000000.0,1961000000.0,,455000000.0,6575000000.0,-243000000.0,-34000000.0,,868600000.0,,2787000000.0,2014000000.0,-5000000.0,-361000000.0,,-835000000.0,2363000000.0,15633000000.0,1166000000.0,1530000000.0,572000000.0,,-1387000000.0,,6873000000.0,813000000.0,,4912000000.0,22643000000.0,14706000000.0,11117000000.0,,455000000.0,,69000000.0,20091000000.0,4510000000.0,,1710000000.0,21716000000.0,283000000.0,13417000000.0,,691000000.0,21431000000.0,,1810000000.0,10599000000.0,-431000000.0,19710000000.0,861900000.0,,2787000000.0,,-924000000.0,-1401000000.0,-6950000000.0,1362000000.0,,,39399000000.0,1648000000.0,934000000.0,2787000000.0,-380000000.0,1119000000.0,-4693000000.0,-144000000.0,3150000000.0,,1119000000.0,362000000.0,1347000000.0,,577000000.0,,,444000000.0,2014000000.0,3.23,37349000000.0,,8675000000.0,15633000000.0,,12837000000.0,212000000.0,1496000000.0,6194000000.0,,1166000000.0,,55000000.0,11117000000.0,6254000000.0,13417000000.0,,,577000000.0,,8675000000.0,72000000.0,6194000000.0,0.0,,6254000000.0,,181000000.0,212000000.0,,-103000000.0,5069000000.0,21431000000.0,,,59490000000.0,-243000000.0,,813000000.0,0.0,402000000.0,813000000.0,4862000000.0,813000000.0,,6575000000.0,,10599000000.0,451000000.0,,813000000.0,-1004000000.0,6565000000.0,72000000.0,3.21,,,,28381000000.0,,1362000000.0,,,813000000.0,-683000000.0,151000000.0,-1000000.0,1000000000.0,4497000000.0,,,21716000000.0,2226000000.0,,37349000000.0,1347000000.0,,,22643000000.0,1119000000.0,,,,,,,,,,,,,,,,,,
1177891200,,,,,,,29233000000.0,,,,,0.75,,-500000000.0,,,-691000000.0,,,,1200000000.0,,1347000000.0,5877000000.0,-183000000.0,-27000000.0,,,,,,,48000000.0,,,1592000000.0,15711000000.0,,-133000000.0,,,-1131000000.0,,4685000000.0,969000000.0,,3485000000.0,,14709000000.0,10097000000.0,,,,123000000.0,,3093000000.0,,,,,13386000000.0,,413000000.0,22260000000.0,,1064000000.0,12476000000.0,,14041000000.0,,,,,-1183000000.0,825000000.0,-6973000000.0,,,,,,,,,651000000.0,,,462000000.0,,651000000.0,156000000.0,1895000000.0,,,,862800000.0,,375000000.0,,,,,,,9356000000.0,,,6006000000.0,,2523000000.0,,36000000.0,,,,,,430000000.0,,10151000000.0,,,0.0,,6387000000.0,,,,0.76,-103000000.0,,,,855900000.0,,,,,,392000000.0,969000000.0,,969000000.0,,,,,813000000.0,,,,,71000000.0,,,,,,,1322000000.0,,,,,136000000.0,-7000000.0,1315000000.0,,,,22573000000.0,-721000000.0,,38284000000.0,,,,23575000000.0,651000000.0,,,,,,,,,,,,,,,,,,
1185840000,,,,,,,30295000000.0,,,,,0.8,,-440000000.0,,,-494000000.0,,,,1267000000.0,,1535000000.0,6101000000.0,-178000000.0,-38000000.0,,,,,,,-369000000.0,,,1671000000.0,15954000000.0,,-258000000.0,,,-1606000000.0,,4999000000.0,555000000.0,,3732000000.0,,15132000000.0,11022000000.0,,,,162000000.0,,3328000000.0,,,,,13451000000.0,,427000000.0,23027000000.0,,1113000000.0,12490000000.0,,14620000000.0,,,,,-1180000000.0,451000000.0,-7268000000.0,,,,,,,,,686000000.0,,,741000000.0,,686000000.0,-414000000.0,1930000000.0,,,,857400000.0,,0.0,,,,,,,9621000000.0,,,6397000000.0,,2761000000.0,,159000000.0,,,,,,408000000.0,,10152000000.0,,,0.0,,6645000000.0,,,,0.81,-102000000.0,,,,850800000.0,,,,,,404000000.0,555000000.0,,555000000.0,,,,,969000000.0,,,,,71000000.0,,,,,,,2160000000.0,,,,,154000000.0,0.0,1307000000.0,,,,23512000000.0,-439000000.0,,39466000000.0,,,,24334000000.0,686000000.0,,,,,,,,,,,,,,,,,,
