,quarterlyLongTermDebt,annualPretaxIncome,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,annualNetIncome,annualAccountsReceivable,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,annualRetainedEarnings,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,annualOperatingIncome,annualCurrentLiabilities,quarterlyDilutedEPS,annualNetPPE,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyPurchaseOfInvestment,annualOtherIncomeExpense,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualAccountsPayable,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,trailingPretaxIncome,annualChangesInAccountReceivables,annualInterestExpense,trailingInterestExpense,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOperatingExpense,annualGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,quarterlyNetPPE,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualFreeCashFlow,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyBasicEPS,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,annualDilutedEPS,quarterlyPurchaseOfBusiness,annualDilutedAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCapitalExpenditure,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualInvestmentsAndAdvances
1056931200,505515000.0,,,498340000.0,,3532325000.0,121277000.0,,,,675750000.0,805926000.0,1957431000.0,456081000.0,,,7182000.0,1003855000.0,,,,,110130000.0,,,,,484082000.0,110130000.0,,,110130000.0,20016000.0,20016000.0,,,652412000.0,793000.0,,,,0.75,,-22754000.0,484082000.0,,,20016000.0,,,736172000.0,-32687000.0,,,12474000.0,28720000.0,,9952000.0,,,-1732000.0,2163685000.0,,541788000.0,154188000.0,,,,,,,,,,,,110186000.0,,,,,,,,,-23323000.0,,,,12834000.0,210557000.0,,665752000.0,569998000.0,-239782000.0,,,,,,,146840000.0,,4640000.0,1368640000.0,,-951753000.0,,,,63302000.0,,,,679471000.0,,,,210390000.0,,,,,,2950000.0,,-144409000.0,,37678000.0,,,,4689000.0,,0.76,,,144907895.0,2252843000.0,,1159830000.0,173432000.0,,1631224000.0,,,,,1574894000.0,,-29059000.0,,181670000.0,1471678000.0,183247000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,505123000.0,,,505464000.0,,3639060000.0,127666000.0,,,,657167000.0,824440000.0,1971479000.0,504907000.0,,,128702000.0,1010587000.0,,,,,120297000.0,,,,,480076000.0,120297000.0,,,120297000.0,148718000.0,148718000.0,,,610005000.0,-880000.0,,,,0.82,,-22587000.0,480076000.0,1494000.0,,148718000.0,,,732446000.0,-22457000.0,,,11595000.0,29348000.0,,9501000.0,,,129000.0,2207096000.0,,566475000.0,179710000.0,,,,,,,,,,,,135151000.0,,,,,,,,,-44069000.0,,,,20016000.0,211201000.0,,678646000.0,552341000.0,-244269000.0,,,,,,,146703659.0,,-916000.0,1431964000.0,,-962171000.0,,,,69147000.0,,,,672558000.0,,,,227918000.0,,,,,,-17449000.0,,-54067000.0,,74071000.0,,,,13503000.0,,0.83,,,144936145.0,2350552000.0,,1196509000.0,189444000.0,,1634729000.0,,,,,1667581000.0,,-25844000.0,,198570000.0,1503086000.0,205554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,502992000.0,522926000.0,-90689000.0,566589000.0,-27875000.0,3682608000.0,555639000.0,332058000.0,544070000.0,502992000.0,544070000.0,675406000.0,1967464000.0,,,,154095000.0,1069581000.0,1458857000.0,-15510000.0,-136053000.0,,70831000.0,2398854000.0,3682608000.0,-290774000.0,116564000.0,477056000.0,70831000.0,302813000.0,,70831000.0,302813000.0,302813000.0,,,638237000.0,-14339000.0,,573631000.0,1154170000.0,,650250000.0,-22530000.0,477056000.0,-21944000.0,-18631000.0,302813000.0,,587935000.0,750733000.0,-36238000.0,47468000.0,558929000.0,10596000.0,30279000.0,1069581000.0,9197000.0,,750733000.0,384000.0,2223751000.0,690195000.0,566481000.0,253196000.0,-238148000.0,566589000.0,-229268000.0,302813000.0,302813000.0,8856000.0,,,38742000.0,,1715144000.0,143408000.0,,164012000.0,,1611794000.0,566481000.0,-961544000.0,1881664000.0,145003493.0,-98129000.0,,332058000.0,39872000.0,148718000.0,212409000.0,,609133000.0,587935000.0,-229268000.0,2.29,-116507000.0,,138801000.0,,,,190868000.0,16839000.0,1458857000.0,555639000.0,-961544000.0,,10596000.0,,40714000.0,2952469000.0,5407764000.0,143408000.0,650250000.0,212409000.0,1967464000.0,,162356000.0,-1310000.0,2455295000.0,,442422000.0,638237000.0,8045000.0,,-96493000.0,4491000.0,58245000.0,,,332058000.0,27276000.0,,,,,,2398854000.0,,1154170000.0,111545000.0,-153000.0,1611794000.0,1881664000.0,2.26,,146928319.0,1715144000.0,,-28640000.0,2223751000.0,132077000.0,1284539000.0,281836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,503510000.0,,,561831000.0,,3651248000.0,113303000.0,,,,657644000.0,747895000.0,1968298000.0,380999000.0,,,-199243000.0,1065341000.0,,,,,51468000.0,,,,,484546000.0,51468000.0,,,51468000.0,103570000.0,103570000.0,,,685544000.0,179000.0,,,,0.35,,-24541000.0,484546000.0,,,103570000.0,,,747816000.0,-33234000.0,,,9967000.0,28532000.0,,9387000.0,,,-246000.0,2199907000.0,,568364000.0,-128938000.0,,,,,,,,,,,,149489000.0,,,,,,,,,-64177000.0,,,,302813000.0,213846000.0,,571627000.0,630297000.0,-230098000.0,,,,,,,147051429.0,,-7408000.0,1451341000.0,,-977292000.0,,,,27714000.0,,,,652118000.0,,,,115613000.0,,,,,,-970000.0,,-62757000.0,,-188481000.0,,,,27101000.0,,0.36,,,142966667.0,2425781000.0,,1134566000.0,79182000.0,,1629410000.0,,,,,1682950000.0,,-25826000.0,,87081000.0,1319522000.0,-103112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,501190000.0,,,556881000.0,,3910735000.0,148533000.0,,,,775292000.0,896538000.0,1982397000.0,481014000.0,,,129979000.0,1058071000.0,,,,,126438000.0,,,,,514403000.0,126438000.0,,,126438000.0,233549000.0,233549000.0,,,684820000.0,-3706000.0,,,,0.87,,-24343000.0,514403000.0,,,233549000.0,,,750442000.0,-51136000.0,,,11288000.0,28873000.0,,9365000.0,,,-7055000.0,2404544000.0,,576643000.0,220084000.0,,,,,,,,,,,,148036000.0,,,,,,,,,-58601000.0,,,,103570000.0,214729000.0,,721417000.0,705638000.0,-237757000.0,,,,,,,145331034.0,,-559000.0,1503340000.0,,-984011000.0,,,,68311000.0,,,,655312000.0,,,,235887000.0,,,,,,-8580000.0,,-68295000.0,,95563000.0,,,,21185000.0,,0.89,,,142065169.0,2527876000.0,,1346473000.0,195174000.0,,1639323000.0,,,,,1928338000.0,,-27156000.0,,207014000.0,1617955000.0,247240000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,498423000.0,,,583278000.0,,4457109000.0,179566000.0,,,,839657000.0,933585000.0,2527914000.0,531271000.0,,,-136327000.0,1081701000.0,,,,,132863000.0,,,,,527124000.0,132863000.0,,,132863000.0,97222000.0,97222000.0,,,737433000.0,-3116000.0,,,,0.92,,-23987000.0,527124000.0,-659000.0,,97222000.0,,,1221665000.0,-565873000.0,,,379131000.0,31807000.0,,10235000.0,,,5569000.0,2883463000.0,,587607000.0,190232000.0,,,,,,,,,,,,168151000.0,,,,,,,,,-80594000.0,,,,233549000.0,417227000.0,,743545000.0,711794000.0,-428712000.0,,,,,,,144416304.0,,3471000.0,1570534000.0,,-1009824000.0,,,,71681000.0,,,,718642000.0,,,,248228000.0,,,,,,-3001000.0,,216563000.0,,48958000.0,,,,18328000.0,,0.95,,,139855789.0,2636752000.0,,1801762000.0,204804000.0,,1728466000.0,,,,,1929195000.0,,-23419000.0,,216421000.0,1677130000.0,213651000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,488239000.0,580195000.0,-96915000.0,614824000.0,-12739000.0,4274151000.0,195739000.0,393254000.0,724385000.0,488239000.0,724385000.0,834361000.0,2492223000.0,423392000.0,,,-51290000.0,1103063000.0,1647246000.0,-10277000.0,-681881000.0,,82485000.0,2695193000.0,4274151000.0,-123392000.0,137284000.0,542863000.0,82485000.0,45932000.0,,82485000.0,45932000.0,45932000.0,,,772852000.0,-11222000.0,,632475000.0,1520137000.0,,720360000.0,-24044000.0,542863000.0,4542000.0,-17865000.0,45932000.0,,650977000.0,1208344000.0,-31638000.0,88489000.0,544681000.0,250029000.0,48072000.0,1103063000.0,10961000.0,,1208344000.0,-3425000.0,2623200000.0,769759000.0,563519000.0,156481000.0,-267358000.0,614824000.0,-381401000.0,45932000.0,45932000.0,-8447000.0,,,39948000.0,,1781928000.0,149774000.0,,302813000.0,,1751628000.0,563519000.0,-1031268000.0,2068936000.0,140951254.0,-63986000.0,,393254000.0,17227000.0,97222000.0,388215000.0,,664822000.0,650977000.0,-381401000.0,2.79,-106822000.0,423392000.0,-256881000.0,,,,185662000.0,-3951000.0,1647246000.0,195739000.0,-1031268000.0,,250029000.0,,17956000.0,3412378000.0,6113789000.0,149774000.0,720360000.0,388215000.0,2492223000.0,,170031000.0,-5157000.0,2701411000.0,,437859000.0,772852000.0,2274000.0,,-208903000.0,-90408000.0,-46448000.0,,,393254000.0,21875000.0,,,,,,2695193000.0,,1520137000.0,101035000.0,-62702000.0,1751628000.0,2068936000.0,2.72,,144578676.0,1781928000.0,,-30421000.0,2623200000.0,121959000.0,1499183000.0,186902000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,487943000.0,,,616507000.0,,4480702000.0,456307000.0,,,,838879000.0,877771000.0,2517881000.0,94465000.0,,,-38436000.0,1104450000.0,,,,,83294000.0,,,,,541597000.0,83294000.0,,,83294000.0,7496000.0,7496000.0,,,875150000.0,-669000.0,,,,0.58,,-28898000.0,541597000.0,-6289000.0,,7496000.0,,,1219064000.0,-63422000.0,,,508623000.0,35630000.0,,11964000.0,,,-468000.0,2883091000.0,,576822000.0,-129020000.0,,,,,,,,,,,,152734000.0,,,,,,,,,-121968000.0,,,,45932000.0,349318000.0,,660774000.0,719246000.0,-346897000.0,,,,,,,143610345.0,,-2241000.0,1593666000.0,,-1058849000.0,,,,24109000.0,,,,721995000.0,,,,154807000.0,,,,,,414000.0,,124537000.0,,-221369000.0,,,,17573000.0,,0.6,,,138823333.0,2749588000.0,,1778641000.0,107643000.0,,1780844000.0,,,,,1962821000.0,,-30262000.0,,119177000.0,1538545000.0,-98758000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,487598000.0,,,636396000.0,,4614228000.0,167193000.0,,,,982968000.0,1127192000.0,2523968000.0,455306000.0,,,5024000.0,1123994000.0,,,,,153221000.0,,,,,593063000.0,153221000.0,,,153221000.0,12520000.0,12520000.0,,,864244000.0,-12641000.0,,,,1.08,,-28314000.0,593063000.0,-9588000.0,,12520000.0,,,1212884000.0,-46031000.0,,,413705000.0,35430000.0,,13556000.0,,,-3450000.0,2899226000.0,,577393000.0,158375000.0,,,,,,,,,,,,141119000.0,,,,,,,,,-43285000.0,,,,7496000.0,315592000.0,,838166000.0,739028000.0,-298513000.0,,,,,,,141871296.0,,4613000.0,1710357000.0,,-1084147000.0,,,,65647000.0,,,,733691000.0,,,,280533000.0,,,,,,9307000.0,,-147030000.0,,-13646000.0,,,,23138000.0,,1.12,,,136804464.0,2874496000.0,,1775232000.0,219568000.0,,1817838000.0,,,,,2090260000.0,,-39231000.0,,245103000.0,1965358000.0,197606000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,487313000.0,,,627740000.0,,4575442000.0,178376000.0,,,,956109000.0,1136983000.0,2527027000.0,513571000.0,,,17316000.0,1115053000.0,,,,,151608000.0,,,,,602517000.0,151608000.0,,,151608000.0,29836000.0,29836000.0,,,821637000.0,-7471000.0,,,,1.07,,-28502000.0,602517000.0,-3910000.0,,29836000.0,,,1203950000.0,-27449000.0,,,293122000.0,35893000.0,,12092000.0,,,19172000.0,2822373000.0,,585306000.0,230992000.0,,,,,,,,,,,,150564000.0,,,,,,,,,-102798000.0,,,,12520000.0,283041000.0,,839745000.0,722251000.0,-254445000.0,,,,,,,141689720.0,,-4073000.0,1753069000.0,,-1111613000.0,,,,66970000.0,,,,737771000.0,,,,273121000.0,,,,,,-16517000.0,,-220248000.0,,84585000.0,,,,10037000.0,,1.11,,,136583784.0,2997602000.0,,1707320000.0,218994000.0,,1849384000.0,,,,,2048415000.0,,-33530000.0,,237228000.0,1976728000.0,264522000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,486996000.0,656215000.0,-113588000.0,597216000.0,-37134000.0,4369195000.0,224760000.0,463258000.0,809277000.0,486996000.0,809277000.0,968350000.0,2474810000.0,475460000.0,,,6205000.0,1084212000.0,1730612000.0,7050000.0,-199747000.0,,75135000.0,3044863000.0,4369195000.0,-530006000.0,152240000.0,589043000.0,75135000.0,36041000.0,,75135000.0,36041000.0,36041000.0,,,808544000.0,-32158000.0,,754145000.0,1554371000.0,,745148000.0,-27874000.0,589043000.0,-17347000.0,-52939000.0,36041000.0,,719977000.0,1178317000.0,-62845000.0,58377000.0,716702000.0,134174000.0,45287000.0,1084212000.0,11974000.0,,1178317000.0,-19164000.0,2638583000.0,906385000.0,551345000.0,313283000.0,-356493000.0,597216000.0,-248242000.0,36041000.0,36041000.0,-9718000.0,,,49586000.0,,1894385000.0,132784000.0,,45932000.0,,1880428000.0,551345000.0,-1135280000.0,2326220000.0,136654277.0,-88442000.0,,463258000.0,-16048000.0,29836000.0,253637000.0,,741680000.0,719977000.0,-248242000.0,3.39,-143072000.0,475460000.0,-9891000.0,,,,191601000.0,-8017000.0,1730612000.0,224760000.0,-1135280000.0,,134174000.0,,34875000.0,4110296000.0,7190661000.0,132784000.0,745148000.0,253637000.0,2474810000.0,,197924000.0,-3910000.0,3080365000.0,,573630000.0,808544000.0,13846000.0,,-287265000.0,-2402000.0,148028000.0,,,463258000.0,7629000.0,,,,,,3044863000.0,,1554371000.0,110010000.0,-33464000.0,1880428000.0,2326220000.0,3.28,,141237195.0,1894385000.0,,-40049000.0,2638583000.0,152637000.0,1710030000.0,353332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,302575000.0,,,597344000.0,,5042697000.0,137421000.0,,,,909155000.0,997117000.0,2487268000.0,457686000.0,,,458211000.0,899919000.0,,,,,113671000.0,,,,,597585000.0,113671000.0,,,113671000.0,494252000.0,494252000.0,,,902225000.0,-402000.0,,,,0.82,,-34050000.0,597585000.0,-11086000.0,,494252000.0,,,1172777000.0,-49129000.0,,,908662000.0,35316000.0,,17350000.0,,,10393000.0,3199409000.0,,558710000.0,-120839000.0,,,,,,,,,,,,142040000.0,,,,,,,,,-21175000.0,,,,36041000.0,223648000.0,,771411000.0,795721000.0,-211754000.0,,,,,,,138397997.0,,3420000.0,1843288000.0,,-1157270000.0,,,,48240000.0,,,,755781000.0,,,,209142000.0,,,,,,-7901000.0,,578981000.0,,-229768000.0,,,,33746000.0,,0.84,,,134531493.0,3124483000.0,,2299490000.0,161911000.0,,1913051000.0,,,,,2555429000.0,,-41463000.0,,173826000.0,1768528000.0,-79376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,300950000.0,,,605293000.0,,4935227000.0,183822000.0,,,,1040647000.0,1193382000.0,2518173000.0,537255000.0,,,-245608000.0,906243000.0,,,,886573000.0,184592000.0,,,,,641562000.0,184592000.0,,,184592000.0,248644000.0,248644000.0,,,864872000.0,-14920000.0,,,,1.33,,-34057000.0,641562000.0,-8014000.0,,248644000.0,,,284713000.0,-61962000.0,,,488077000.0,35782000.0,,16837000.0,,,1620000.0,2965331000.0,,568267000.0,259426000.0,,,,,,,,,,,,153092000.0,,,,,,,,,-41173000.0,,,,494252000.0,220824000.0,,936588000.0,849934000.0,-206839000.0,,,,,,,138441559.0,,-4195000.0,1969896000.0,,-1184052000.0,,,,84533000.0,,,,778620000.0,,,,330808000.0,,,,,,22023000.0,,-489010000.0,,72868000.0,,,,7691000.0,,1.37,,,134436954.0,3275017000.0,,2059088000.0,269125000.0,,1962672000.0,,,,,2417054000.0,,-52968000.0,,295026000.0,2129970000.0,312394000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,298755000.0,,,612780000.0,,5085809000.0,201493000.0,,,,1015139000.0,1180933000.0,2540747000.0,570968000.0,,,151716000.0,911535000.0,,,,887175000.0,179112000.0,,,,,648920000.0,179112000.0,,,179112000.0,400360000.0,400360000.0,,,855401000.0,143000.0,,,,1.3,,-33902000.0,648920000.0,-7373000.0,,400360000.0,,,280352000.0,-50706000.0,,,484378000.0,36497000.0,,16437000.0,,,6876000.0,3023647000.0,,576423000.0,253911000.0,,,,,,,,,,,,163958000.0,,,,,,,,,-87133000.0,,,,248644000.0,682271000.0,,935778000.0,855273000.0,-666189000.0,,,,,,,137375111.0,,2836000.0,2062162000.0,,-1209290000.0,,,,97579000.0,,,,796797000.0,,,,323355000.0,,,,,,21069000.0,,-101260000.0,,79795000.0,,,,19800000.0,,1.34,,,133622166.0,3420229000.0,,2112112000.0,276691000.0,,2006087000.0,,,,,2545062000.0,,-49937000.0,,286858000.0,2116711000.0,303848000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,291876000.0,834312000.0,-135357000.0,636036000.0,-71181000.0,4995087000.0,236930000.0,576058000.0,864972000.0,291876000.0,864972000.0,1023687000.0,2544806000.0,475885000.0,916464000.0,,68810000.0,927912000.0,1992360000.0,103590000.0,-319752000.0,916464000.0,98683000.0,3485564000.0,4995087000.0,-63649000.0,145917000.0,624860000.0,98683000.0,469170000.0,,98683000.0,490370000.0,469170000.0,,,825179000.0,-9671000.0,,901713000.0,2074815000.0,,828781000.0,-33348000.0,624860000.0,-44708000.0,-24850000.0,469170000.0,21200000.0,779369000.0,285922000.0,-157955000.0,98654000.0,815841000.0,582631000.0,38322000.0,927912000.0,16538000.0,,285922000.0,13779000.0,3002727000.0,1047630000.0,513639000.0,213404000.0,-311133000.0,636036000.0,-695679000.0,469170000.0,490370000.0,3565000.0,,,67162000.0,,2450281000.0,149659000.0,,36041000.0,,2049772000.0,513639000.0,-1220991000.0,2512927000.0,133656148.0,-161652000.0,,576058000.0,-11352000.0,400360000.0,656200000.0,,770863000.0,779369000.0,-695679000.0,4.31,-209939000.0,475885000.0,433129000.0,,,,258254000.0,1504000.0,1992360000.0,236930000.0,-1220991000.0,,582631000.0,,27902000.0,4395119000.0,7809759000.0,149659000.0,828781000.0,656200000.0,2544806000.0,,184325000.0,32668000.0,3414640000.0,,605902000.0,825179000.0,68399000.0,,-52360000.0,-6563000.0,70542000.0,,21200000.0,576058000.0,37417000.0,,,,,,3485564000.0,,2074815000.0,126585000.0,-7546000.0,2049772000.0,2512927000.0,4.19,,137484010.0,2450281000.0,,-65571000.0,3002727000.0,146003000.0,1794550000.0,278975000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,291634000.0,,,631237000.0,,4943998000.0,141039000.0,,,,922202000.0,964812000.0,2557127000.0,438717000.0,,,-169331000.0,922871000.0,,,,916312000.0,111802000.0,,,,,617799000.0,111802000.0,,,111802000.0,299839000.0,299839000.0,,,880175000.0,1432000.0,,,,0.83,,-41507000.0,617799000.0,-17494000.0,,299839000.0,,,282038000.0,-37047000.0,,,742519000.0,37690000.0,,18581000.0,,,25898000.0,3029860000.0,,519355000.0,-126649000.0,,,,,,,,,,,,162602000.0,,,,,,,,,-232038000.0,21200000.0,,,469170000.0,625622000.0,,791366000.0,784714000.0,-656456000.0,,,,,,,134985566.0,,-3268000.0,1914138000.0,,-1244628000.0,,,,51716000.0,,,,839422000.0,,,,211257000.0,,,,,,5343000.0,,-42387000.0,,-238550000.0,,,,46427000.0,,0.85,,,131054573.0,3552503000.0,,2106989000.0,163518000.0,,2084050000.0,,,,,2386871000.0,,-38487000.0,,173567000.0,1756178000.0,-88162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,292059000.0,,,646662000.0,,5052880000.0,198016000.0,,,,1093345000.0,1211618000.0,2712606000.0,550536000.0,,,-242297000.0,938721000.0,,,,979419000.0,202607000.0,,,,,666899000.0,202607000.0,,,202607000.0,57542000.0,57542000.0,,,898049000.0,-3423000.0,,,,1.52,,-41444000.0,666899000.0,-3555000.0,,57542000.0,,,322952000.0,-189243000.0,,,465187000.0,39169000.0,,16786000.0,,,-7073000.0,3037647000.0,,531995000.0,314008000.0,,,,,,,,,,,,168691000.0,,,,,,,,,-77548000.0,0.0,,,299839000.0,602038000.0,,986570000.0,885187000.0,-623541000.0,,,,,,,133286728.0,,6651000.0,2015233000.0,,-1275586000.0,,,,100538000.0,,,,878240000.0,,,,358840000.0,,,,,,10141000.0,,-407182000.0,,105838000.0,,,,7456000.0,,1.56,,,129647874.0,3713667000.0,,2098926000.0,303145000.0,,2153826000.0,,,,,2340274000.0,,-44844000.0,,319671000.0,2198188000.0,358852000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,293971000.0,,,675091000.0,,5107885000.0,208587000.0,,,,1097342000.0,1208654000.0,2787571000.0,580789000.0,,,-36309000.0,969062000.0,,,,1001700000.0,200349000.0,,,,,670433000.0,200349000.0,,,200349000.0,21233000.0,21233000.0,,,886342000.0,-8398000.0,,,,1.55,,-40186000.0,670433000.0,-12308000.0,,21233000.0,,,350567000.0,-143067000.0,,,666717000.0,41416000.0,,17048000.0,,,3727000.0,3263089000.0,,554560000.0,259190000.0,,,,,,,,,,,,191945000.0,,,,,,,,,-370661000.0,0.0,,,57542000.0,577837000.0,,988388000.0,837934000.0,-581136000.0,,,,,,,129592682.0,,-14852000.0,1844796000.0,,-1303986000.0,,,,93968000.0,,,,880744000.0,,,,359371000.0,,,,,,26386000.0,,-194844000.0,,29438000.0,,,,10529000.0,,1.59,,,125958878.0,3873830000.0,,2294027000.0,294317000.0,,2184730000.0,,,,,2320314000.0,,-33875000.0,,317955000.0,2197042000.0,293065000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
