,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualResearchAndDevelopment,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualTaxProvision,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRetainedEarnings,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingIncome,annualBasicAverageShares,annualOtherCurrentAssets,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyTotalAssets,annualBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualLongTermDebt,annualOtherNonCurrentAssets,annualCurrentAssets,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualStockholdersEquity,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualDilutedEPS,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,annualRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,annualCapitalStock,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,annualEbitda,annualNetPPE,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,annualChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyGrossPPE,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualDeferredIncomeTax,trailingCashDividendsPaid,quarterlySaleOfInvestment,annualAccumulatedDepreciation,trailingNetIncome,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingOperatingExpense,annualChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingChangeInWorkingCapital,trailingGrossProfit,trailingResearchAndDevelopment,annualTotalRevenue,trailingInterestExpense,annualGoodwill,trailingDilutedAverageShares,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,trailingStockBasedCompensation,trailingBasicAverageShares,trailingChangeInInventory,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
1238457600,,-3300000.0,,,,,109700000.0,,,,,4306900000.0,-101300000.0,10845500000.0,,,154800000.0,,4685900000.0,,6029900000.0,,,,,,,,-264100000.0,1985200000.0,237100000.0,,,15068100000.0,,26300000.0,,,,,4222600000.0,,,10336800000.0,,74300000.0,364000000.0,,0.0,,26300000.0,26300000.0,,,0.0,,0.07,,,,,,,,4731300000.0,,,650700000.0,1561100000.0,,,,96300000.0,,352100000.0,,,424100000.0,1924900000.0,,,,,187000000.0,4407300000.0,,1176000000.0,602700000.0,,,8000000.0,,1924900000.0,,,,2102200000.0,,,,,10300000.0,,-96400000.0,363100000.0,3516100000.0,36600000.0,-1258900000.0,,,,,363600000.0,,1955200000.0,,,,,-16500000.0,-410400000.0,2621700000.0,44100000.0,,,706500000.0,,0.0,,,,,,-30300000.0,,90800000.0,,,,,0.0,,,,632800000.0,,,0.07,,-87000000.0,1685200000.0,,,,446600000.0,52300000.0,,,,-356000000.0,0.0,,177300000.0,7000000.0,391900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,-7500000.0,,,,,100500000.0,,,,,4721800000.0,-65400000.0,10648200000.0,,,159400000.0,,4646800000.0,,5284700000.0,,,,,,,,148100000.0,1720100000.0,-59600000.0,,,14922500000.0,,26500000.0,,,,,4274300000.0,,,10006500000.0,,6700000.0,364400000.0,,0.0,,26500000.0,26500000.0,,,0.0,,0.07,,,,,,,,4916000000.0,,,671500000.0,1492800000.0,,,,712400000.0,,137700000.0,,,227300000.0,1869700000.0,,,,,286900000.0,3660500000.0,,1103400000.0,644600000.0,,,52600000.0,,1869700000.0,,,,2034800000.0,,,,,1400000.0,,,363400000.0,3588600000.0,27900000.0,81300000.0,,,,,363700000.0,,1924900000.0,,,90800000.0,,-312500000.0,-603400000.0,3021300000.0,,,,685700000.0,,5700000.0,,,,,,-55200000.0,,319200000.0,,,2827500000.0,,0.0,,,,-506700000.0,,,0.07,,289600000.0,1700500000.0,,,,520800000.0,52800000.0,,,,-136400000.0,0.0,,165100000.0,,278100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,-21400000.0,,,,,108500000.0,,,,,5020900000.0,-32700000.0,10391700000.0,,,173000000.0,,4627200000.0,,4743600000.0,,,,,,,,-118500000.0,1878500000.0,-55900000.0,,,14797400000.0,,13000000.0,,,,,4405700000.0,,,9764500000.0,,170500000.0,365000000.0,,0.0,,13000000.0,13000000.0,,,0.0,,0.04,,,,,,,,5032900000.0,,,655400000.0,1646500000.0,,,,262600000.0,,-95200000.0,,,232000000.0,1799200000.0,,,,,287900000.0,3113800000.0,,1103600000.0,629000000.0,,,23200000.0,,1799200000.0,,,,2039500000.0,,,,,3800000.0,,-237400000.0,363800000.0,3674100000.0,16800000.0,-721500000.0,,,,,363900000.0,,1869700000.0,,,72200000.0,,-283500000.0,-490000000.0,3256500000.0,,,,731600000.0,,5600000.0,,,,,,-70500000.0,,454000000.0,,,2841500000.0,,0.0,,,,44200000.0,,,0.04,,284600000.0,1764400000.0,,,,526200000.0,43400000.0,,,,-7900000.0,0.0,,240300000.0,0.0,262000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,6483400000.0,69400000.0,,199200000.0,1705200000.0,,116200000.0,,5064500000.0,,,4400800000.0,-32700000.0,10040300000.0,219500000.0,63100000.0,150900000.0,,4640500000.0,1912000000.0,5064500000.0,387100000.0,-79700000.0,363800000.0,224300000.0,111900000.0,1324400000.0,1912000000.0,-53800000.0,2132000000.0,31700000.0,9465300000.0,,14569000000.0,0.31,46100000.0,,111900000.0,402300000.0,2695600000.0,4528700000.0,,36200000.0,9465300000.0,1181000000.0,150800000.0,,-232100000.0,405300000.0,364900000.0,46100000.0,46100000.0,,14569000000.0,224300000.0,434900000.0,,3377200000.0,754000000.0,10040300000.0,0.0,37200000.0,,,5103700000.0,5103700000.0,4400800000.0,554700000.0,1783000000.0,111900000.0,,638100000.0,253100000.0,0.31,-84000000.0,245500000.0,,349000000.0,1912000000.0,4640500000.0,,,,317300000.0,3377200000.0,,734800000.0,632100000.0,,554700000.0,4500000.0,,1912000000.0,,364400000.0,1373300000.0,2131500000.0,,-1816200000.0,2131500000.0,632100000.0,47600000.0,,,,3774700000.0,93700000.0,-285800000.0,1101300000.0,4528700000.0,1148500000.0,3774700000.0,364400000.0,88300000.0,1799200000.0,405300000.0,5719900000.0,65800000.0,,-358500000.0,-312400000.0,2695600000.0,,53400000.0,,754000000.0,,6300000.0,-1945200000.0,1955200000.0,-843300000.0,,-288300000.0,112800000.0,,509300000.0,-971000000.0,310600000.0,5719900000.0,335400000.0,0.0,175000000.0,159700000.0,,75200000.0,-1945200000.0,,,734800000.0,-100100000.0,1705200000.0,547200000.0,,,547200000.0,50700000.0,,,,36200000.0,0.0,,219500000.0,,310400000.0,0.0,17600000.0,,-43200000.0,-2184900000.0,,,,7584700000.0,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,-18900000.0,,,,,115600000.0,,,,,4315200000.0,-32800000.0,3445500000.0,,,162100000.0,,4676000000.0,,4582200000.0,,,,,,,,-94600000.0,2120700000.0,42800000.0,,,13990000000.0,,68300000.0,,,,,10544500000.0,,,8897400000.0,,96300000.0,365700000.0,,357700000.0,,68300000.0,68300000.0,,,222200000.0,,0.19,,,,,,,,5092600000.0,,,576400000.0,1767800000.0,,,,256500000.0,,40500000.0,,,352900000.0,1854700000.0,,,,,310100000.0,3011300000.0,,694700000.0,545500000.0,,,4500000.0,,1854700000.0,,,,2101400000.0,,,,,27700000.0,,-163000000.0,364600000.0,3662100000.0,96000000.0,-3200000.0,,,,,364700000.0,,1912000000.0,,,61300000.0,,-189100000.0,-350800000.0,2675700000.0,,,,687000000.0,,3600000.0,,,,,,-57300000.0,,285400000.0,,,2773300000.0,,,,,,67700000.0,,,0.19,,52200000.0,2302100000.0,,,,518500000.0,54800000.0,,,,-18100000.0,0.0,,246700000.0,3600000.0,319400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,-20200000.0,,,,,119800000.0,,,,,3819500000.0,-32700000.0,9313000000.0,,,148600000.0,,4742800000.0,,4608400000.0,,,,,,,,-168000000.0,2359100000.0,97700000.0,,,13422300000.0,,99600000.0,,,,,4109300000.0,,,8427900000.0,,327900000.0,366000000.0,,340500000.0,,99600000.0,99600000.0,,,222500000.0,,0.27,,,,,,,,4994400000.0,,,640500000.0,1954900000.0,,,,183200000.0,,-53500000.0,,,404200000.0,1898100000.0,,,,,306500000.0,3123600000.0,,643500000.0,481400000.0,,,4300000.0,,1898100000.0,,,,2193000000.0,,,,,49000000.0,,-164500000.0,364900000.0,3486500000.0,148600000.0,-536100000.0,,,,,364500000.0,,1854700000.0,,,58400000.0,,-186200000.0,-323500000.0,2073800000.0,,,,622800000.0,,4000000.0,,,,,,43400000.0,,514100000.0,,,2630300000.0,,,,,,117500000.0,,,0.27,,265900000.0,2363300000.0,,,,500800000.0,58400000.0,,,,-190900000.0,0.0,,294900000.0,4000000.0,355600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,15600000.0,,,,,116200000.0,,,,,3923000000.0,-32800000.0,9689600000.0,,,150800000.0,,4829900000.0,,4744500000.0,,,,,,,,-238700000.0,2440700000.0,122300000.0,,,13983500000.0,,119900000.0,,,,,4293900000.0,,,8667500000.0,,144400000.0,366100000.0,,360600000.0,,119900000.0,119900000.0,,,214900000.0,,0.33,,,,,,,,5316000000.0,,,642100000.0,2019200000.0,,,,135200000.0,,-143800000.0,,,421500000.0,2057200000.0,,,,,299200000.0,3181100000.0,,660500000.0,512800000.0,,,5500000.0,,2057200000.0,,,,2412100000.0,,,,,56900000.0,,-150900000.0,364900000.0,3654500000.0,176800000.0,-200000.0,,,,,364600000.0,,1898100000.0,,,52800000.0,,-218900000.0,-187000000.0,2060800000.0,,,,639400000.0,,2200000.0,,,,,,159100000.0,,363300000.0,,,,,,,,,178600000.0,,,0.33,,63300000.0,2554800000.0,,,,542300000.0,59900000.0,,,,38400000.0,0.0,,354900000.0,2200000.0,380400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,8198800000.0,35100000.0,,238500000.0,2634100000.0,,129900000.0,,4774000000.0,,,4102300000.0,-153400000.0,9925200000.0,450500000.0,202700000.0,161700000.0,,4846100000.0,2040800000.0,4774000000.0,351700000.0,439900000.0,365000000.0,218600000.0,457600000.0,650400000.0,2040800000.0,-256200000.0,2950800000.0,177100000.0,8876300000.0,,14234100000.0,1.25,169800000.0,,457600000.0,667600000.0,2149900000.0,4308900000.0,,41300000.0,8876300000.0,1232600000.0,99000000.0,,-251700000.0,370300000.0,366200000.0,169800000.0,169800000.0,,14234100000.0,218600000.0,481500000.0,,3126100000.0,615900000.0,9925200000.0,0.0,11600000.0,,,5357800000.0,5357800000.0,4102300000.0,610400000.0,2456900000.0,457600000.0,,623200000.0,75500000.0,1.25,-310300000.0,523800000.0,22000000.0,493900000.0,2040800000.0,4846100000.0,,,,316800000.0,3126100000.0,,713800000.0,534000000.0,,610400000.0,6800000.0,,2040800000.0,,365300000.0,1551400000.0,2491300000.0,,-960400000.0,2491300000.0,534000000.0,69100000.0,,,,3693000000.0,238900000.0,-350100000.0,1672500000.0,4308900000.0,1505800000.0,3693000000.0,365300000.0,21100000.0,2057200000.0,370300000.0,6547600000.0,49800000.0,,-289600000.0,-99100000.0,2149900000.0,,96600000.0,,615900000.0,,12200000.0,-2854600000.0,1912000000.0,-715400000.0,,-757500000.0,-16400000.0,,388600000.0,-883800000.0,-467100000.0,6547600000.0,222300000.0,,660300000.0,46300000.0,,160000000.0,-2854600000.0,,,713800000.0,-29700000.0,,563800000.0,,,563800000.0,65400000.0,,,,41300000.0,0.0,,450500000.0,,450400000.0,0.0,22000000.0,,128800000.0,-889600000.0,,,,9871300000.0,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,9700000.0,,,,,133100000.0,,,,,4975600000.0,-43800000.0,10597900000.0,,,162400000.0,,4995600000.0,,4509200000.0,,,,,,,,-1438800000.0,3182100000.0,227300000.0,,,15133700000.0,,193300000.0,,,,,4535800000.0,,,9484800000.0,,101800000.0,367200000.0,,380300000.0,,193300000.0,193300000.0,,,207800000.0,,0.53,,,,,,,,5648900000.0,,,865400000.0,2632300000.0,,,,73200000.0,,-850700000.0,,,549800000.0,1689700000.0,,,,,322500000.0,2797300000.0,,686400000.0,590300000.0,,,8000000.0,,1689700000.0,,,,2691400000.0,,,,,93000000.0,,-295300000.0,365800000.0,3896200000.0,286300000.0,-250200000.0,,,,,365400000.0,,2040800000.0,,,50500000.0,,-357500000.0,-10400000.0,2614700000.0,,,,639600000.0,,0.0,,,,,,-351100000.0,,459300000.0,,,,,,,,,872400000.0,,,0.53,,83400000.0,3093000000.0,,,,645200000.0,68400000.0,,,,173500000.0,0.0,,1001700000.0,1600000.0,499200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,-68100000.0,,,,,133200000.0,,,,,6244200000.0,-43900000.0,11432800000.0,,,169000000.0,,5191500000.0,,4142800000.0,,,,,,,,236500000.0,3855300000.0,283100000.0,,,16301000000.0,,239700000.0,,,,,4868200000.0,,,10387000000.0,,-145300000.0,367200000.0,,339300000.0,,239700000.0,239700000.0,,,266500000.0,,0.66,,,,,,,,5914000000.0,,,971400000.0,3231100000.0,,,,-73700000.0,,-551200000.0,,,624200000.0,1872600000.0,,,,,341100000.0,2383500000.0,,703900000.0,742700000.0,,,9900000.0,,1872600000.0,,,,2925600000.0,,,,,113500000.0,,-422700000.0,365900000.0,4240300000.0,353200000.0,-793900000.0,,,,,365500000.0,,1689700000.0,,,46100000.0,,-478000000.0,373100000.0,3499500000.0,,,,627900000.0,,0.0,,,,,,182900000.0,,332700000.0,,,,,,,,,-236000000.0,,,0.65,,-18900000.0,3553000000.0,,,,716100000.0,77500000.0,,,,239400000.0,0.0,,1053000000.0,2800000.0,568300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,83200000.0,,,,,137100000.0,,,,,6220900000.0,-65400000.0,11447700000.0,,,174300000.0,,5407600000.0,,4539500000.0,,,,,,,,-222600000.0,4150600000.0,325800000.0,,,16354300000.0,,281600000.0,,,,,4906600000.0,,,10760400000.0,,-33500000.0,364200000.0,,324900000.0,,281600000.0,281600000.0,,,259300000.0,,0.78,,,,,,,,5593900000.0,,,1015200000.0,3484000000.0,,,,-83400000.0,,-383400000.0,,,666600000.0,1879600000.0,,,,,340800000.0,2763900000.0,-20300000.0,762800000.0,725100000.0,,,11000000.0,,1879600000.0,,,,2795300000.0,,,,,113100000.0,,,363300000.0,4276500000.0,394700000.0,-100000000.0,,,,,365500000.0,,1872600000.0,,,48600000.0,,-392800000.0,149600000.0,3363500000.0,,,,630100000.0,,0.0,,,,,,7000000.0,,359300000.0,,,3050300000.0,,,,,,315400000.0,,,0.77,,-190500000.0,3549500000.0,,,,687900000.0,70000000.0,,,,-31000000.0,0.0,,915700000.0,0.0,617600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,13341800000.0,3600000.0,,288200000.0,1098900000.0,,143500000.0,,5143600000.0,,,6664700000.0,-64300000.0,12213800000.0,910100000.0,464600000.0,168100000.0,,5174500000.0,2106700000.0,5143600000.0,-332200000.0,1237600000.0,363300000.0,249100000.0,1042300000.0,-299900000.0,2106700000.0,-189300000.0,4744100000.0,401400000.0,11808300000.0,,17172700000.0,2.87,327700000.0,,1042300000.0,-54700000.0,3673600000.0,4958900000.0,,-219000000.0,11808300000.0,1352700000.0,22300000.0,,-217400000.0,507000000.0,364400000.0,327700000.0,327700000.0,,17172700000.0,249100000.0,546900000.0,,2981800000.0,595800000.0,12213800000.0,-337600000.0,28400000.0,,,5364400000.0,5364400000.0,6664700000.0,977800000.0,3994400000.0,1042300000.0,765800000.0,673800000.0,-216000000.0,2.86,-633700000.0,1142400000.0,,749700000.0,2106700000.0,5174500000.0,,,765800000.0,348300000.0,2981800000.0,10600000.0,942800000.0,710400000.0,,977800000.0,9300000.0,,2106700000.0,,356800000.0,1592600000.0,3016800000.0,,946100000.0,3016800000.0,710400000.0,145000000.0,,,,4363100000.0,472700000.0,-173800000.0,2590300000.0,4958900000.0,2372700000.0,4363100000.0,356800000.0,38200000.0,1879600000.0,507000000.0,7402600000.0,47700000.0,,-419000000.0,433800000.0,3673600000.0,,-187100000.0,,595800000.0,,6500000.0,-3039500000.0,2040800000.0,,,-1614200000.0,227100000.0,,441300000.0,-1647300000.0,-2419000000.0,7402600000.0,192000000.0,-87400000.0,1506900000.0,224100000.0,,190600000.0,-3039500000.0,,,942800000.0,-206200000.0,1098900000.0,712000000.0,,,712000000.0,72300000.0,,,,-219000000.0,0.0,,910100000.0,,688500000.0,0.0,10900000.0,,65900000.0,-1317900000.0,,,,15932100000.0,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,-11100000.0,,,,,149900000.0,,,,,7189700000.0,-314400000.0,12970600000.0,,,170600000.0,,5437600000.0,,5249000000.0,,,,,,,,-156000000.0,4666200000.0,397800000.0,,,18157800000.0,,327300000.0,,,,,5187200000.0,,,12438700000.0,,-173700000.0,357800000.0,,493000000.0,,327300000.0,327300000.0,,,350400000.0,,0.92,,,,,,,,5719100000.0,,,1195900000.0,3919900000.0,,,,-38800000.0,,-365100000.0,,,746300000.0,1923100000.0,,,,,348500000.0,3118700000.0,-96200000.0,869900000.0,818800000.0,,,8900000.0,,1923100000.0,,,,2870900000.0,,,,,151700000.0,,,357000000.0,4530600000.0,479000000.0,-259600000.0,,,,,357100000.0,,2106700000.0,,,39700000.0,,-300000000.0,22400000.0,3964800000.0,,,,656600000.0,,4900000.0,,,,,,-183600000.0,,126300000.0,,,3387700000.0,,-15600000.0,,,,129700000.0,,,0.91,,-285300000.0,4103900000.0,,,,767400000.0,72300000.0,,,,-123900000.0,0.0,,947800000.0,,689300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,22400000.0,,,,,146600000.0,,,,,6324400000.0,-71300000.0,12926700000.0,,,175600000.0,,5663500000.0,,6208300000.0,,,,,,,,-172400000.0,4345700000.0,366300000.0,,,18244800000.0,,297200000.0,,,,,5318100000.0,,,12532700000.0,,-219000000.0,356800000.0,,500000000.0,,297200000.0,297200000.0,,,356400000.0,,0.83,,,,,,,,5712100000.0,,,1120900000.0,3632500000.0,,,,-174000000.0,,-715300000.0,,,713200000.0,1719900000.0,,,,,346900000.0,4018800000.0,-80800000.0,887400000.0,883200000.0,,,8200000.0,,1719900000.0,,,,2648400000.0,,,,,149100000.0,,,356000000.0,4696000000.0,446300000.0,-23000000.0,,,,,357100000.0,,1923100000.0,,,39700000.0,,-536700000.0,241800000.0,3381500000.0,,,,622100000.0,,800000.0,,,,,,-203200000.0,,317700000.0,,,3437200000.0,,-123900000.0,,,,167800000.0,,,0.83,,-179800000.0,3909500000.0,,,,802100000.0,73800000.0,,,,-235900000.0,0.0,,928500000.0,,661600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,46800000.0,,,,,136500000.0,,,,,6240600000.0,-70200000.0,13091800000.0,,,176200000.0,,5755800000.0,,6589800000.0,,,,,,,,-170100000.0,3704700000.0,263000000.0,,,18692500000.0,,233600000.0,,,,,5600700000.0,,,12830400000.0,,12000000.0,354300000.0,,531200000.0,,233600000.0,233600000.0,,,333200000.0,,0.66,,,,,,,,5862100000.0,,,1003600000.0,3108500000.0,,,,-99400000.0,,-581800000.0,,,596200000.0,1750500000.0,,,,,333200000.0,4293000000.0,-24000000.0,915400000.0,915600000.0,,,7800000.0,,1750500000.0,,,,2706400000.0,,,,,111800000.0,,,353700000.0,4922500000.0,345400000.0,-120000000.0,,,,,357200000.0,,1719900000.0,,,40900000.0,,-460600000.0,115800000.0,3371300000.0,,,,678200000.0,,1700000.0,,,,,,30600000.0,,472600000.0,,,,,-22600000.0,,,,148300000.0,,,0.66,,21600000.0,2798700000.0,,,,850200000.0,66800000.0,,,,-160600000.0,0.0,,955900000.0,1700000.0,562500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,14584100000.0,-24100000.0,,279300000.0,1147500000.0,-303600000.0,138600000.0,,6978100000.0,,,5802800000.0,-353600000.0,12779600000.0,1192700000.0,517300000.0,178500000.0,,5596400000.0,1272400000.0,6978100000.0,-308400000.0,1595500000.0,355100000.0,331700000.0,1111600000.0,-834200000.0,1272400000.0,-550400000.0,4333900000.0,568400000.0,12780900000.0,,18627800000.0,3.13,253500000.0,,1111600000.0,-284400000.0,3325000000.0,5848200000.0,,-159500000.0,12780900000.0,870900000.0,96300000.0,354300000.0,-809500000.0,579500000.0,355800000.0,253500000.0,253500000.0,,18627800000.0,331700000.0,571600000.0,0.72,4555100000.0,646600000.0,12779600000.0,-162100000.0,34000000.0,,,5846900000.0,5846900000.0,5802800000.0,9200400000.0,3923200000.0,1111600000.0,713100000.0,700900000.0,-522000000.0,3.12,-925800000.0,768300000.0,,410700000.0,1272400000.0,5596400000.0,,,713100000.0,-157700000.0,4555100000.0,139500000.0,940000000.0,782400000.0,,9200400000.0,8200000.0,,1272400000.0,,353400000.0,1519000000.0,2465100000.0,,209500000.0,2465100000.0,782400000.0,104700000.0,,,353600000.0,5201600000.0,358200000.0,-265500000.0,2466400000.0,5848200000.0,2296400000.0,5201600000.0,353400000.0,33100000.0,1750500000.0,579500000.0,8499500000.0,-118100000.0,,-506100000.0,-170500000.0,3325000000.0,,-61500000.0,,646600000.0,,6500000.0,-3297900000.0,2106700000.0,,,-1048900000.0,-478100000.0,,602400000.0,-1803400000.0,-2588000000.0,8499500000.0,300000.0,0.0,1628900000.0,151700000.0,,322500000.0,-3297900000.0,,0.72,940000000.0,135100000.0,1147500000.0,903500000.0,,,903500000.0,66400000.0,,-117900000.0,,-159500000.0,617200000.0,,1192700000.0,,384900000.0,617200000.0,13900000.0,,-834300000.0,-668100000.0,,,,17050500000.0,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,10900000.0,,,,,141200000.0,,,,,5809400000.0,-70700000.0,12948100000.0,,,184700000.0,,5762300000.0,,7076800000.0,,,,,,,,-189100000.0,3924300000.0,332200000.0,,,18834100000.0,,236100000.0,,,,,5886000000.0,,,12886200000.0,,-5900000.0,354800000.0,,630300000.0,,236100000.0,236100000.0,,,345600000.0,,0.67,,,,,,,,5947900000.0,,,9345200000.0,3372300000.0,,,,-15400000.0,,-341500000.0,,,552000000.0,1261400000.0,,,220600000.0,,219800000.0,4639700000.0,-47800000.0,912500000.0,818200000.0,,,6500000.0,,1261400000.0,,,,2439100000.0,,,,,101100000.0,,,354000000.0,5204500000.0,337200000.0,-15400000.0,,,,,353700000.0,,1272400000.0,,,1500000.0,,-389900000.0,-37400000.0,3218900000.0,-213400000.0,,,681500000.0,,7600000.0,,,,,,-11000000.0,,384000000.0,,,5204500000.0,,,,,,170100000.0,,,0.67,,-50800000.0,2590500000.0,,,,894300000.0,72100000.0,,,,-239000000.0,0.0,,1177700000.0,,516900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
