,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualRetainedEarnings,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyBasicEPS,trailingNetIncome,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualTotalAssets,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualEndCashPosition,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyChangeInInventory,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualCurrentLiabilities,annualBasicEPS,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetPPE,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,quarterlyDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualDilutedEPS,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingChangeInCashSupplementalAsReported,annualTotalNonCurrentAssets,annualDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,annualCapitalExpenditure,quarterlyBasicAverageShares,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyOtherNonCashItems,trailingCashDividendsPaid,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInventory,quarterlyEbitda,trailingInterestExpense,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1046390400,-519000000.0,,,4371000000.0,,5971000000.0,,,,0.49,,3586000000.0,,,3447000000.0,,,1063000000.0,,2916000000.0,,500000000.0,,,,147000000.0,,,,,14846000000.0,,,,,11260000000.0,,,,,,,,,1691000000.0,7818000000.0,,,,4641000000.0,-1000000.0,,,,,147000000.0,147000000.0,1526000000.0,,,,826000000.0,-3000000.0,4924000000.0,229000000.0,,,,,,,1842000000.0,904000000.0,-277000000.0,186000000.0,,-15000000.0,,,300000000.0,,,,,519000000.0,30000000.0,,,,,237000000.0,0.49,-9000000.0,,,,,7028000000.0,,,-10048000000.0,-200000000.0,186000000.0,186000000.0,,433000000.0,,,,,,,,,481000000.0,,,29000000.0,,,,177000000.0,-283000000.0,,16000000.0,,-1627000000.0,462000000.0,,-38000000.0,1124000000.0,18554000000.0,,,,300000000.0,,,,,5545000000.0,-286000000.0,,,-233000000.0,,,0.0,-333000000.0,,,,-441000000.0,,,,,90000000.0,8506000000.0,-23000000.0,,,,,,,,,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054339200,628000000.0,,-854000000.0,4762000000.0,,6250000000.0,6250000000.0,,,,,3941000000.0,-30000000.0,15385000000.0,3335000000.0,,8097000000.0,1063000000.0,-1000000.0,2927000000.0,-60000000.0,593000000.0,416000000.0,538000000.0,1338000000.0,280000000.0,,455000000.0,3606000000.0,308000000.0,15385000000.0,-786000000.0,,830000000.0,1709000000.0,11444000000.0,360000000.0,,1168000000.0,,340000000.0,,7288000000.0,110000000.0,1681000000.0,8097000000.0,,,-186000000.0,4946000000.0,3000000.0,1859000000.0,508000000.0,1351000000.0,538000000.0,280000000.0,280000000.0,1709000000.0,3941000000.0,,,882000000.0,-11000000.0,4971000000.0,228000000.0,,1681000000.0,,3335000000.0,2.79,,1859000000.0,884000000.0,-336000000.0,538000000.0,8700000000.0,-15000000.0,81000000.0,1871000000.0,,272000000.0,4762000000.0,830000000.0,-10000000.0,186000000.0,30000000.0,565000000.0,,593000000.0,207000000.0,451000000.0,,19000000.0,,538000000.0,,,7288000000.0,-1168000000.0,331000000.0,-10317000000.0,190000000.0,538000000.0,538000000.0,,416000000.0,,,2.74,-15000000.0,,,11444000000.0,302919708.0,308000000.0,19017000000.0,,30000000.0,11581000000.0,,,-277000000.0,-25000000.0,830000000.0,41000000.0,,37000000.0,455000000.0,0.0,-30000000.0,1168000000.0,19017000000.0,,,-1511000000.0,,19667000000.0,882000000.0,,-174000000.0,5830000000.0,-337000000.0,,-1490000000.0,965000000.0,297491039.0,-197000000.0,-1168000000.0,352000000.0,,118000000.0,,-126000000.0,,22487000000.0,30000000.0,,171000000.0,8700000000.0,-96000000.0,18881000000.0,1000000.0,,,1063000000.0,-10317000000.0,329000000.0,228000000.0,315000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062288000,273000000.0,,,4897000000.0,,6349000000.0,,,,0.43,,4093000000.0,,,3241000000.0,,,1063000000.0,,2999000000.0,,599000000.0,,,,128000000.0,,,,,15465000000.0,,,,,11372000000.0,,,,,334000000.0,,,,1624000000.0,8138000000.0,,,,4829000000.0,-31000000.0,,,,,128000000.0,128000000.0,1815000000.0,,,,917000000.0,-131000000.0,5033000000.0,220000000.0,,,,,,,1825000000.0,858000000.0,-291000000.0,706000000.0,,-15000000.0,,,304761905.0,,,,,538000000.0,30000000.0,,,,,196000000.0,0.42,-9000000.0,,,,,7327000000.0,,,-10511000000.0,-31000000.0,706000000.0,706000000.0,,416000000.0,,,,,,,,,280000000.0,,,5000000.0,,,,-114000000.0,-204000000.0,,44000000.0,,68000000.0,446000000.0,,-40000000.0,1136000000.0,19196000000.0,,,,297674419.0,,,,,5687000000.0,-300000000.0,,,573000000.0,,,0.0,168000000.0,,,,43000000.0,,,,,68000000.0,8685000000.0,-112000000.0,,,,,,,,,130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070150400,379000000.0,,,5088000000.0,,6439000000.0,,,,0.31,,4559000000.0,,,3716000000.0,,,1063000000.0,,3006000000.0,,621000000.0,,,,91000000.0,,,,,16214000000.0,,,,,11655000000.0,,,,,336000000.0,,,,1779000000.0,8804000000.0,,,,5026000000.0,-11000000.0,,,,,91000000.0,91000000.0,1893000000.0,,,,914000000.0,-285000000.0,5114000000.0,221000000.0,,,,,,,1921000000.0,894000000.0,-305000000.0,1030000000.0,,-15000000.0,,,303333333.0,,,,,706000000.0,30000000.0,,,,,146000000.0,0.3,-3000000.0,,,,,7410000000.0,,,-10793000000.0,-12000000.0,1030000000.0,1030000000.0,,417000000.0,,,,,,,,,332000000.0,,,35000000.0,,,,-58000000.0,-88000000.0,,35000000.0,,239000000.0,440000000.0,,-20000000.0,1463000000.0,19606000000.0,,,,293548387.0,,,,,5920000000.0,-308000000.0,,,687000000.0,,,0.0,324000000.0,,,,21000000.0,,,,,55000000.0,8813000000.0,-67000000.0,,,,,,,,,248000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078012800,188000000.0,,,5082000000.0,,6610000000.0,,,,0.69,,4365000000.0,,,5666000000.0,,,3236000000.0,,3123000000.0,,638000000.0,,,,207000000.0,,,,,18349000000.0,,,,,13984000000.0,,,,,340000000.0,,,,1741000000.0,10748000000.0,,,,5114000000.0,0.0,,,,,207000000.0,207000000.0,1859000000.0,,,,901000000.0,-16000000.0,5286000000.0,256000000.0,,,,,,,2125000000.0,948000000.0,-2692000000.0,475000000.0,,-18000000.0,,,304411765.0,,,,,1030000000.0,30000000.0,,,,,334000000.0,0.68,-2000000.0,,,,,7601000000.0,,,-11042000000.0,-2186000000.0,475000000.0,475000000.0,,428000000.0,,,,,,,,,2077000000.0,,,36000000.0,,,,1665000000.0,-172000000.0,,11000000.0,,-88000000.0,434000000.0,,-17000000.0,1464000000.0,20049000000.0,,,,300000000.0,,,,,6062000000.0,-284000000.0,,,472000000.0,,,0.0,-555000000.0,,,,13000000.0,,,,,127000000.0,9007000000.0,0.0,,,,,,,,,168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085961600,909000000.0,,155000000.0,6366000000.0,,7001000000.0,7001000000.0,,,,,4970000000.0,-46000000.0,19134000000.0,4732000000.0,,11098000000.0,2802000000.0,-17000000.0,3518000000.0,-66000000.0,651000000.0,489000000.0,1046000000.0,1319000000.0,412000000.0,,426000000.0,3836000000.0,750000000.0,19134000000.0,-480000000.0,,838000000.0,2837000000.0,14164000000.0,1749000000.0,,1615000000.0,,365000000.0,,8036000000.0,511000000.0,1127000000.0,11098000000.0,,,-179000000.0,5905000000.0,-350000000.0,2367000000.0,481000000.0,1375000000.0,1046000000.0,412000000.0,412000000.0,2837000000.0,4970000000.0,,,1181000000.0,-8000000.0,5921000000.0,249000000.0,,1127000000.0,1198000000.0,4732000000.0,2.8,,2367000000.0,1136000000.0,-374000000.0,1046000000.0,9037000000.0,-18000000.0,115000000.0,3020000000.0,,841000000.0,6366000000.0,838000000.0,-319000000.0,475000000.0,30000000.0,895000000.0,,651000000.0,508000000.0,643000000.0,,-3000000.0,,1046000000.0,0.0,,8036000000.0,-1615000000.0,538000000.0,-11274000000.0,1910000000.0,1046000000.0,1046000000.0,,489000000.0,,,2.76,-440000000.0,1198000000.0,,14164000000.0,303623188.0,750000000.0,20311000000.0,,60000000.0,12646000000.0,,,-343000000.0,-16000000.0,838000000.0,25000000.0,,-64000000.0,426000000.0,-2410000000.0,-46000000.0,1615000000.0,20311000000.0,,,-1271000000.0,,21354000000.0,1181000000.0,,1150000000.0,7041000000.0,-379000000.0,,-3662000000.0,1288000000.0,299285714.0,-307000000.0,-1615000000.0,571000000.0,,136000000.0,,434000000.0,,24710000000.0,30000000.0,,231000000.0,9037000000.0,0.0,20874000000.0,1280000000.0,,,2802000000.0,-11274000000.0,-8000000.0,249000000.0,349000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093910400,342000000.0,,,6332000000.0,,7310000000.0,,,,1.1,,5271000000.0,,,4658000000.0,,,2801000000.0,,3479000000.0,,1864000000.0,,,,330000000.0,,,,,19379000000.0,,,,,14108000000.0,,,,,360000000.0,,,,1045000000.0,10990000000.0,,,,5857000000.0,-13000000.0,,,,,330000000.0,330000000.0,2744000000.0,,,,1198000000.0,-6000000.0,5927000000.0,244000000.0,,,,,,,2347000000.0,1118000000.0,-391000000.0,1388000000.0,,-21000000.0,,,305555556.0,,,,,1046000000.0,30000000.0,,,,,534000000.0,1.08,-4000000.0,,,,,8389000000.0,,,-11578000000.0,-13000000.0,1388000000.0,1388000000.0,,528000000.0,,,,,1170000000.0,,,,830000000.0,,,39000000.0,,,,-4000000.0,-70000000.0,,30000000.0,,42000000.0,422000000.0,,-38000000.0,1481000000.0,20670000000.0,,,,300000000.0,,,,,6975000000.0,-395000000.0,,,737000000.0,,,0.0,342000000.0,,,,5000000.0,,,,,204000000.0,9092000000.0,0.0,,,,,,,,,290000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101772800,-278000000.0,,,6327000000.0,,7643000000.0,,,,1.18,,5133000000.0,,,4914000000.0,,,2834000000.0,,3514000000.0,,688000000.0,,,,354000000.0,,,,,20037000000.0,,,,,14904000000.0,,,,,363000000.0,,,,1267000000.0,11241000000.0,,,,6166000000.0,-60000000.0,,,,,354000000.0,354000000.0,2740000000.0,,,,1176000000.0,-56000000.0,6094000000.0,256000000.0,,,,,,,2436000000.0,1168000000.0,-901000000.0,939000000.0,,-21000000.0,,,307826087.0,,,,,1388000000.0,30000000.0,,,,,554000000.0,1.15,-1000000.0,,,,,8796000000.0,,,-11855000000.0,-60000000.0,939000000.0,939000000.0,,527000000.0,,,,,1457000000.0,,,,775000000.0,,,38000000.0,,,,-50000000.0,72000000.0,,31000000.0,,-203000000.0,414000000.0,,-3000000.0,1703000000.0,21201000000.0,,,,300000000.0,,,,,7334000000.0,-780000000.0,,,502000000.0,,,0.0,-449000000.0,,,,,,,,,200000000.0,9346000000.0,0.0,,,,,,,,,435000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109548800,235000000.0,,,6073000000.0,,7939000000.0,,,,1.05,,5272000000.0,,,5180000000.0,,,2835000000.0,,3611000000.0,,696000000.0,,,,317000000.0,,,,,20375000000.0,,,,,15103000000.0,,,,,368000000.0,,,,1348000000.0,11253000000.0,52000000.0,,,6169000000.0,-101000000.0,,,,,317000000.0,317000000.0,2441000000.0,,,,1216000000.0,-4000000.0,6217000000.0,245000000.0,-26000000.0,,,,,,2522000000.0,1170000000.0,-481000000.0,1084000000.0,,-21000000.0,,,307766990.0,,,,,939000000.0,30000000.0,,,,,514000000.0,1.03,-5000000.0,,,0.0,,9122000000.0,,,-12146000000.0,-100000000.0,1084000000.0,1084000000.0,,554000000.0,,36000000.0,,,1529000000.0,,,,973000000.0,,,34000000.0,,,,-95000000.0,-48000000.0,,27000000.0,9000000.0,0.0,407000000.0,,-6000000.0,1685000000.0,21537000000.0,,,,301904762.0,,,,,7339000000.0,-486000000.0,,,721000000.0,,,0.0,145000000.0,,,,,,,,,197000000.0,9391000000.0,0.0,,,,,,,,,320000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117497600,582000000.0,,-98000000.0,6082000000.0,,8363000000.0,8363000000.0,,,,,5269000000.0,-17000000.0,20404000000.0,4734000000.0,,10816000000.0,2835000000.0,-14000000.0,3673000000.0,-84000000.0,689000000.0,510000000.0,1039000000.0,2313000000.0,448000000.0,,400000000.0,4628000000.0,369000000.0,20404000000.0,160000000.0,,1449000000.0,2427000000.0,15135000000.0,881000000.0,,1739000000.0,,371000000.0,,9588000000.0,241000000.0,1272000000.0,10816000000.0,115000000.0,,0.0,6543000000.0,-617000000.0,2626000000.0,864000000.0,1462000000.0,1039000000.0,448000000.0,448000000.0,2427000000.0,5269000000.0,,,1206000000.0,47000000.0,6351000000.0,250000000.0,,1272000000.0,1385000000.0,4734000000.0,4.81,,2626000000.0,1172000000.0,-575000000.0,1039000000.0,9643000000.0,-21000000.0,99000000.0,3117000000.0,,365000000.0,6082000000.0,1449000000.0,-791000000.0,1084000000.0,30000000.0,1622000000.0,,689000000.0,-7000000.0,711000000.0,,-4000000.0,,1039000000.0,0.0,,9588000000.0,-1739000000.0,1046000000.0,-12374000000.0,-618000000.0,1039000000.0,1039000000.0,,510000000.0,,-75000000.0,4.72,-19000000.0,1385000000.0,,15135000000.0,306991525.0,369000000.0,22017000000.0,,49000000.0,14277000000.0,,,-627000000.0,192000000.0,1449000000.0,11000000.0,110000000.0,63000000.0,400000000.0,-122000000.0,-17000000.0,1739000000.0,22017000000.0,,,-2236000000.0,,24575000000.0,1206000000.0,,-776000000.0,7715000000.0,-575000000.0,,-2348000000.0,1157000000.0,301247401.0,-235000000.0,-1739000000.0,-45000000.0,,160000000.0,,,,29363000000.0,30000000.0,,263000000.0,9643000000.0,0.0,24735000000.0,-791000000.0,,,2835000000.0,-12374000000.0,63000000.0,250000000.0,563000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125446400,112000000.0,,,6132000000.0,,8678000000.0,,,,1.12,,5246000000.0,,,4525000000.0,,,2835000000.0,,3727000000.0,,712000000.0,,,,339000000.0,,,,,20586000000.0,,,,,15340000000.0,,,,,368000000.0,,,,1177000000.0,10657000000.0,-82000000.0,,,6377000000.0,-95000000.0,,,,,339000000.0,339000000.0,2408000000.0,,,,1149000000.0,-11000000.0,6395000000.0,251000000.0,7000000.0,,,,,,2525000000.0,1330000000.0,-670000000.0,1051000000.0,,-24000000.0,,,308181818.0,,,,,1039000000.0,30000000.0,,,,,549000000.0,1.1,-1000000.0,,,,,9929000000.0,,,-12670000000.0,-95000000.0,1051000000.0,1051000000.0,,510000000.0,,-3000000.0,,,1348000000.0,,,,295000000.0,,,24000000.0,,,,-101000000.0,-18000000.0,,18000000.0,-31000000.0,-1000000.0,393000000.0,,-12000000.0,1705000000.0,22650000000.0,,,,302678571.0,,,,,7707000000.0,-671000000.0,,,783000000.0,,,0.0,12000000.0,,,,29000000.0,,,,,210000000.0,9980000000.0,,,,,,,,,,352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133308800,-303000000.0,,,6012000000.0,,9125000000.0,,,,1.55,,5292000000.0,,,4791000000.0,,,2826000000.0,,3665000000.0,,715000000.0,,,,471000000.0,,,,,21211000000.0,,,,,15919000000.0,,,,,386000000.0,,,,1537000000.0,10803000000.0,73000000.0,,,6922000000.0,-9000000.0,,,,,471000000.0,471000000.0,2203000000.0,,,,1251000000.0,0.0,7300000000.0,278000000.0,-22000000.0,,,,,,2439000000.0,1168000000.0,-619000000.0,786000000.0,,-24000000.0,,,307843137.0,,,,,1051000000.0,30000000.0,,,,,760000000.0,1.53,-36000000.0,,,,,10408000000.0,,,-12969000000.0,-7000000.0,786000000.0,786000000.0,,520000000.0,,-311000000.0,,,1281000000.0,,,,493000000.0,,,30000000.0,,,,2000000.0,-378000000.0,,35000000.0,95000000.0,-628000000.0,387000000.0,,-16000000.0,1859000000.0,23244000000.0,,,,303870968.0,,,,,8090000000.0,-655000000.0,,,352000000.0,,,0.0,-265000000.0,,,,28000000.0,,,,,289000000.0,10275000000.0,,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141084800,554000000.0,,,6104000000.0,,9528000000.0,,,,1.41,,5514000000.0,,,4511000000.0,,,2827000000.0,,3739000000.0,,742000000.0,,,,428000000.0,,,,,21539000000.0,,,,,16025000000.0,,,,,391000000.0,,,,1443000000.0,10615000000.0,37000000.0,,,6849000000.0,0.0,,,,,428000000.0,428000000.0,2209000000.0,,,,1272000000.0,-2000000.0,7290000000.0,294000000.0,-19000000.0,,,,,,3098000000.0,1154000000.0,-523000000.0,1121000000.0,,-25000000.0,,,310144928.0,,,,,786000000.0,31000000.0,,,,,683000000.0,1.38,-7000000.0,,,0.0,,10924000000.0,,,-13246000000.0,-253000000.0,1121000000.0,1121000000.0,,535000000.0,,123000000.0,,,1332000000.0,,,,241000000.0,,,28000000.0,,,,-226000000.0,-441000000.0,,52000000.0,9000000.0,222000000.0,380000000.0,,-5000000.0,1847000000.0,23669000000.0,,,,303546099.0,,,,,8003000000.0,-530000000.0,,,1084000000.0,,,-675000000.0,335000000.0,,,,34000000.0,,,,,255000000.0,10423000000.0,,,,,,,,,,-50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149033600,795000000.0,,-127000000.0,5706000000.0,,10068000000.0,10068000000.0,,,,,6464000000.0,-24000000.0,22690000000.0,5473000000.0,,11179000000.0,2825000000.0,-64000000.0,3830000000.0,-97000000.0,772000000.0,539000000.0,1937000000.0,2899000000.0,568000000.0,,373000000.0,4780000000.0,850000000.0,22690000000.0,-1766000000.0,,1806000000.0,1592000000.0,16226000000.0,1158000000.0,,1908000000.0,,403000000.0,,11511000000.0,183000000.0,1349000000.0,11179000000.0,318000000.0,,0.0,7366000000.0,0.0,3407000000.0,1093000000.0,1548000000.0,1937000000.0,568000000.0,568000000.0,1592000000.0,6464000000.0,,,1367000000.0,2000000.0,7567000000.0,308000000.0,,1349000000.0,1282000000.0,5473000000.0,5.94,,3407000000.0,1128000000.0,-642000000.0,1937000000.0,10770000000.0,-24000000.0,144000000.0,3676000000.0,,346000000.0,5706000000.0,1806000000.0,-369000000.0,1121000000.0,31000000.0,-216000000.0,,772000000.0,898000000.0,907000000.0,,-20000000.0,,1937000000.0,0.0,,11511000000.0,-692000000.0,1039000000.0,-13304000000.0,-14000000.0,1937000000.0,1937000000.0,,539000000.0,,-128000000.0,5.83,-11000000.0,1282000000.0,,16226000000.0,309777015.0,850000000.0,24074000000.0,,60000000.0,14961000000.0,,,1000000.0,-201000000.0,1806000000.0,39000000.0,114000000.0,280000000.0,373000000.0,0.0,-24000000.0,1908000000.0,24074000000.0,,,-2518000000.0,,29280000000.0,1367000000.0,,-324000000.0,8494000000.0,-662000000.0,,-2454000000.0,1457000000.0,304040404.0,-319000000.0,-692000000.0,816000000.0,,142000000.0,,92000000.0,,32294000000.0,31000000.0,,339000000.0,10770000000.0,,27514000000.0,-2000000.0,,,2825000000.0,-13304000000.0,187000000.0,308000000.0,202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156982400,-34000000.0,,,6234000000.0,,10516000000.0,,,,1.55,,7342000000.0,,,5623000000.0,,,2825000000.0,,3855000000.0,,797000000.0,,,,475000000.0,,,,,23878000000.0,,,,,16536000000.0,,,,,399000000.0,,,,1351000000.0,11857000000.0,-85000000.0,,,7405000000.0,2000000.0,,,,,475000000.0,475000000.0,2090000000.0,,,,1369000000.0,-5000000.0,7761000000.0,320000000.0,,,,,,,3333000000.0,1140000000.0,-694000000.0,2690000000.0,,-28000000.0,,,310457516.0,,,,,1937000000.0,31000000.0,,,,,770000000.0,1.53,-5000000.0,,,,,12021000000.0,,,-13609000000.0,-221000000.0,2690000000.0,2690000000.0,,536000000.0,,-138000000.0,,,1245000000.0,,,,1130000000.0,,,9000000.0,,,,782000000.0,-356000000.0,,30000000.0,13000000.0,-251000000.0,365000000.0,,-24000000.0,1875000000.0,24724000000.0,,,,306451613.0,,,,,8545000000.0,-699000000.0,,,665000000.0,,,-715000000.0,753000000.0,,,,29000000.0,,,,,295000000.0,11115000000.0,,,,,,,,,,43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164844800,-77000000.0,,,6181000000.0,,10999000000.0,,,,1.67,,6843000000.0,,,5974000000.0,,,2941000000.0,,4110000000.0,,838000000.0,,,,511000000.0,,,,,24713000000.0,,,,,17870000000.0,,,,,430000000.0,,,,1636000000.0,12155000000.0,252000000.0,,,7758000000.0,6000000.0,,,,,511000000.0,511000000.0,2047000000.0,,,,1352000000.0,1000000.0,8087000000.0,325000000.0,,,,,,,3491000000.0,1168000000.0,-1517000000.0,1855000000.0,,-27000000.0,,,311585366.0,,,,,2690000000.0,31000000.0,,,,,823000000.0,1.64,-7000000.0,,,,,12558000000.0,,,-13916000000.0,-5000000.0,1855000000.0,1855000000.0,,515000000.0,,-214000000.0,,,1305000000.0,,,,1168000000.0,,,17000000.0,,,,-1000000.0,-329000000.0,,25000000.0,-9000000.0,-281000000.0,357000000.0,,-22000000.0,2060000000.0,25904000000.0,,,,305988024.0,,,,,8926000000.0,-760000000.0,,,683000000.0,,,-745000000.0,-835000000.0,,,,32000000.0,,,,,312000000.0,11988000000.0,,,,,,,,,,101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172620800,103000000.0,,,6193000000.0,,11391000000.0,,,,1.37,,6767000000.0,,,5770000000.0,,,3136000000.0,,4012000000.0,,2588000000.0,,,,420000000.0,,,,,24973000000.0,,,,,18206000000.0,,,,,449000000.0,,,,1539000000.0,11963000000.0,-330000000.0,,,7396000000.0,8000000.0,,,,,420000000.0,420000000.0,2005000000.0,,,,1402000000.0,-1000000.0,7951000000.0,322000000.0,,,,,,,2623000000.0,1196000000.0,-857000000.0,1770000000.0,,-28000000.0,,,311111111.0,,,,,1855000000.0,31000000.0,,,,,629000000.0,1.35,-5000000.0,,,-207000000.0,,13010000000.0,,,-14164000000.0,-57000000.0,1770000000.0,1770000000.0,,540000000.0,,59000000.0,,,1362000000.0,,,,1259000000.0,,,11000000.0,,,,16000000.0,-555000000.0,,38000000.0,28000000.0,-158000000.0,350000000.0,,-30000000.0,1888000000.0,26333000000.0,,,,306569343.0,,,,,8592000000.0,-653000000.0,,,756000000.0,,,-1402000000.0,-85000000.0,,,,17000000.0,,,,,209000000.0,12169000000.0,,,,,,,,,,-106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
