date,trailingStockBasedCompensation,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualCapitalStock,trailingOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherInvestingChanges,trailingPretaxIncome,annualOtherCurrentLiabilities,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualCapitalExpenditure,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedEPS,trailingCapitalExpenditure,annualBasicAverageShares,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualBasicEPS,trailingNetOtherFinancingCharges,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingExpense,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualResearchAndDevelopment,annualCommonStockIssuance,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingNetIncome,quarterlyBasicEPS,annualTotalAssets,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCashDividendsPaid,annualDilutedAverageShares,annualDilutedEPS,annualAccountsReceivable,quarterlyChangeInInventory,annualBeginningCashPosition,annualNetIncome,annualTotalNonCurrentAssets,quarterlyNetIncome,trailingCommonStockIssuance,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,trailingBasicAverageShares,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,trailingInterestExpense,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedAverageShares,annualChangeInAccountPayable
,,,,,,,,-483000000.0,,436000000.0,37000000.0,,,,32000000.0,-10855000000.0,,44000000.0,1124000000.0,,,7000000.0,,,,,482000000.0,625000000.0,,597000000.0,,,,,,402000000.0,,299077000.0,24000000.0,,17000000.0,799000000.0,,,,73000000.0,10523000000.0,165000000.0,-143000000.0,,14225000000.0,,,,,,,,,,,,16987000000.0,-81000000.0,,,,,,,165000000.0,,252000000.0,,,,90000000.0,,4000000.0,107000000.0,107000000.0,1.38,,,919000000.0,,,,-1472000000.0,886000000,,17000000.0,,107000000.0,302876000.0,-431000000.0,,,,2840000000,,,,,,,10720000000.0,,,,,,419000000,,,1224000000.0,2154000000.0,21378000000.0,,,,,-164000000.0,,2762000000.0,,,,3000000.0,,,,-175000000.0,,,,,,599000000,-371000000.0,,69000000.0,,,8762000000.0,2413000000.0,64000000.0,,,1934000000.0,1616000000.0,,1.4,,,5940000000.0,,6420000000.0,,,,,-31000000.0,,,,419000000,,,,335000000.0,432000000,,8566000000.0,2146000000.0,-230000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-564000000.0,,1034000000.0,33000000.0,,,,-29000000.0,-10719000000.0,,-123000000.0,1065000000.0,,,0.0,,,,,469000000.0,573000000.0,,603000000.0,,,,,,725000000.0,,298885000.0,25000000.0,,-3000000.0,798000000.0,,,,34000000.0,10466000000.0,169000000.0,96000000.0,,14036000000.0,,,,,,,,,,,,16688000000.0,161000000.0,,,,,,,152000000.0,,247000000.0,,,,107000000.0,,4000000.0,104000000.0,104000000.0,1.42,,,896000000.0,,,,-1992000000.0,883000000,,18000000.0,,104000000.0,302492000.0,-596000000.0,,,,2811000000,,,,,,,10794000000.0,,,,,,429000000,,,1209000000.0,2728000000.0,21185000000.0,,,,,-164000000.0,,2652000000.0,,,,18000000.0,,,,-138000000.0,,,,,,636000000,5000000.0,,14000000.0,,,9024000000.0,2353000000.0,7000000.0,,,1843000000.0,1602000000.0,,1.43,,,5615000000.0,,5961000000.0,,,,,17000000.0,,,,429000000,,,,310000000.0,444000000,,8066000000.0,2105000000.0,-500000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-547000000.0,,747000000.0,36000000.0,,,,-8000000.0,-11056000000.0,,-147000000.0,1185000000.0,,,0.0,,,,,483000000.0,665000000.0,,522000000.0,,,,,,746000000.0,,298416000.0,24000000.0,,4000000.0,882000000.0,,,,19000000.0,11074000000.0,90000000.0,-60000000.0,,14786000000.0,,,,,,,,,,,,17639000000.0,199000000.0,,,,,,,146000000.0,,248000000.0,,,,104000000.0,,4000000.0,108000000.0,108000000.0,1.43,,,919000000.0,,,,-1753000000.0,806000000,,17000000.0,,108000000.0,301731000.0,-599000000.0,,,,2774000000,,,,,,,11050000000.0,,,,,,430000000,,,1179000000.0,2548000000.0,22130000000.0,,,,,-164000000.0,,2853000000.0,,,,17000000.0,,,,-125000000.0,,,,,,514000000,-130000000.0,,119000000.0,,,9285000000.0,2381000000.0,6000000.0,,,1901000000.0,1595000000.0,,1.44,,,6015000000.0,,6389000000.0,,,,,-16000000.0,,,,430000000,,,,306000000.0,440000000,,8502000000.0,2113000000.0,-346000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-18000000.0,2479000000.0,70000000.0,476000000.0,,-303000000.0,-586000000.0,1001000000.0,677000000.0,50000000.0,,,,9000000.0,-11226000000.0,663000000.0,-77000000.0,1165000000.0,,,-2000000.0,-280000000.0,,4000000.0,,476000000.0,598000000.0,4828000000.0,581000000.0,-171000000.0,2752000000.0,11453000000.0,,157000000.0,879000000.0,173000000.0,296887000.0,25000000.0,,49000000.0,874000000.0,,3395000000.0,,38000000.0,11453000000.0,162000000.0,71000000.0,67000000.0,15298000000.0,22679000000.0,,2507000000.0,82000000.0,,874000000.0,156000000.0,,-1522000000.0,2296000000.0,,18090000000.0,293000000.0,2253000000.0,,-2180000000.0,43000000.0,,928000000.0,173000000.0,,254000000.0,,,-2378000000.0,108000000.0,157000000.0,4000000.0,157000000.0,157000000.0,1.38,,298316000.0,928000000.0,,,2394000000.0,-1852000000.0,872000000,4000000.0,18000000.0,503000000.0,157000000.0,300224000.0,-752000000.0,157000000.0,586000000.0,,2799000000,,,5.67,,,677000000.0,11669000000.0,663000000.0,1744000000.0,11224000000.0,,6396000000.0,414000000,,,1216000000.0,2479000000.0,22679000000.0,,,,-1852000000.0,-163000000.0,2434000000.0,2792000000.0,1165000000.0,98000000.0,164000000.0,17000000.0,11669000000.0,-11226000000.0,9190000000.0,-185000000.0,258000000.0,-36000000.0,,,,618000000,124000000.0,-88000000.0,56000000.0,2792000000.0,-623000000.0,9534000000.0,2507000000.0,5000000.0,503000000.0,9534000000.0,1834000000.0,1583000000.0,,1.4,18090000000.0,,6064000000.0,1692000000.0,6685000000.0,-655000000.0,301845000.0,5.61,1834000000.0,12000000.0,90000000.0,1692000000.0,15298000000.0,414000000,,572000000.0,1270000000.0,319000000.0,428000000,6064000000.0,9190000000.0,2253000000.0,-446000000.0,-163000000.0,53000000.0,53000000.0,6685000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-466000000.0,,904000000.0,40000000.0,,,,9000000.0,-11366000000.0,,1030000000.0,1174000000.0,,,-23000000.0,,,,,477000000.0,627000000.0,,560000000.0,-1098000000.0,,,,,472000000.0,,296604000.0,24000000.0,,-44000000.0,875000000.0,,,,33000000.0,11841000000.0,164000000.0,-161000000.0,,16657000000.0,,,,,,,,,,,,19586000000.0,6000000.0,,,,,,,544000000.0,,266000000.0,,,,157000000.0,,4000000.0,113000000.0,113000000.0,1.3,,,907000000.0,,,,-1849000000.0,889000000,,17000000.0,,113000000.0,299700000.0,-1533000000.0,,,,2888000000,,,,,,,13060000000.0,,,,,,391000000,,,1250000000.0,2686000000.0,23207000000.0,,,,,-178000000.0,,2929000000.0,,,,-58000000.0,,,,-150000000.0,,,,,,623000000,-183000000.0,,1000000.0,,,9743000000.0,3098000000.0,31000000.0,,,1994000000.0,1638000000.0,,1.32,,,6169000000.0,,7772000000.0,,,,,-16000000.0,,,,391000000,,,,337000000.0,406000000,,10374000000.0,2347000000.0,-27000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-522000000.0,,1243000000.0,41000000.0,,,,-2000000.0,-11383000000.0,,108000000.0,1156000000.0,,,4000000.0,,,,,480000000.0,643000000.0,,624000000.0,-171000000.0,,,,,577000000.0,,295668000.0,24000000.0,,-11000000.0,832000000.0,,,,43000000.0,11867000000.0,174000000.0,-3000000.0,,16758000000.0,,,,,,,,,,,,19771000000.0,55000000.0,,,,,,,576000000.0,,275000000.0,,,,113000000.0,,4000000.0,102000000.0,102000000.0,1.49,,,915000000.0,,,,-2235000000.0,936000000,,17000000.0,,102000000.0,298654000.0,-686000000.0,,,,3014000000,,,,,,,13486000000.0,,,,,,445000000,,,1304000000.0,2990000000.0,23250000000.0,,,,,-177000000.0,,3013000000.0,,,,-96000000.0,,,,-195000000.0,,,,,,661000000,-178000000.0,,98000000.0,,,10002000000.0,3159000000.0,7000000.0,,,1961000000.0,1710000000.0,,1.5,,,5928000000.0,,7863000000.0,,,,,-11000000.0,,,,445000000,,,,344000000.0,461000000,,10496000000.0,2374000000.0,-908000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-516000000.0,,1143000000.0,41000000.0,,,,0.0,-11678000000.0,,-342000000.0,1184000000.0,,,-5000000.0,,,,,519000000.0,641000000.0,,629000000.0,-42000000.0,,,,,904000000.0,,295124000.0,24000000.0,,32000000.0,886000000.0,,,,32000000.0,12099000000.0,175000000.0,25000000.0,,17085000000.0,,,,,,,,,,,,20062000000.0,388000000.0,,,,,,,613000000.0,,281000000.0,,,,102000000.0,,4000000.0,134000000.0,134000000.0,1.49,,,900000000.0,,,,-2139000000.0,956000000,,18000000.0,,134000000.0,298357000.0,-531000000.0,,,,3013000000,,,,,,,13487000000.0,,,,,,445000000,,,1316000000.0,2929000000.0,23777000000.0,,,,,-176000000.0,,2977000000.0,,,,31000000.0,,,,-113000000.0,,,,,,675000000,123000000.0,,-11000000.0,,,10243000000.0,3189000000.0,27000000.0,,,1957000000.0,1697000000.0,,1.51,,,6210000000.0,,7883000000.0,,,,,-36000000.0,,,,445000000,,,,336000000.0,462000000,,10558000000.0,2385000000.0,-4000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-54000000.0,2664000000.0,70000000.0,506000000.0,,328000000.0,-516000000.0,1109000000.0,785000000.0,56000000.0,,,,4000000.0,-11753000000.0,709000000.0,-468000000.0,217000000.0,,,28000000.0,-1323000000.0,,4000000.0,,506000000.0,645000000.0,5181000000.0,634000000.0,-12000000.0,2917000000.0,12278000000.0,,138000000.0,964000000.0,596000000.0,,26000000.0,,4000000.0,161000000.0,,3738000000.0,,46000000.0,12278000000.0,136000000.0,55000000.0,-19000000.0,17339000000.0,24031000000.0,,3194000000.0,106000000.0,,161000000.0,182000000.0,,-1347000000.0,2447000000.0,,20255000000.0,448000000.0,339000000.0,,-2020000000.0,4000000.0,,921000000.0,596000000.0,,287000000.0,,,-3237000000.0,134000000.0,138000000.0,4000000.0,138000000.0,138000000.0,,,295523000.0,921000000.0,,,2625000000.0,-1981000000.0,957000000,11000000.0,18000000.0,552000000.0,138000000.0,,-487000000.0,138000000.0,649000000.0,,3010000000,,,5.94,,,785000000.0,13252000000.0,709000000.0,1836000000.0,11925000000.0,,6744000000.0,474000000,,,1311000000.0,2664000000.0,24031000000.0,,,,-1981000000.0,-177000000.0,2556000000.0,2916000000.0,217000000.0,98000000.0,154000000.0,1000000.0,13252000000.0,-11753000000.0,10588000000.0,-132000000.0,101000000.0,-84000000.0,,,,666000000,138000000.0,-100000000.0,13000000.0,2916000000.0,-590000000.0,10528000000.0,3194000000.0,41000000.0,552000000.0,10528000000.0,1815000000.0,1699000000.0,,,20255000000.0,,6609000000.0,1755000000.0,8026000000.0,-708000000.0,298965000.0,5.87,1815000000.0,9000000.0,157000000.0,1755000000.0,17339000000.0,474000000,,897000000.0,1349000000.0,332000000.0,507000000,6609000000.0,10588000000.0,339000000.0,-408000000.0,-122000000.0,54000000.0,54000000.0,8026000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-393000000.0,,706000000.0,,,,,-120000000.0,-11859000000.0,,-84000000.0,1308000000.0,,,9000000.0,,,,,520000000.0,634000000.0,,629000000.0,-124000000.0,,,,,536000000.0,,294195000.0,23000000.0,,6000000.0,849000000.0,,,,49000000.0,12326000000.0,176000000.0,-136000000.0,,17489000000.0,,,,,,,,,,,,20538000000.0,143000000.0,,,,,,,612000000.0,,285000000.0,,,,138000000.0,,4000000.0,144000000.0,144000000.0,1.51,,,879000000.0,,,,-1998000000.0,951000000,,15000000.0,,144000000.0,297253000.0,-451000000.0,,,,3026000000,,,,,,,13540000000.0,,,,,,448000000,,,1300000000.0,2434000000.0,24185000000.0,,,,,-191000000.0,,3049000000.0,,,,-1000000.0,,,,-286000000.0,,,,,,666000000,-248000000.0,,23000000.0,,,10784000000.0,3243000000.0,66000000.0,,,2027000000.0,1726000000.0,,1.52,,,6600000000.0,,8564000000.0,,,,,-16000000.0,,,,448000000,,,,326000000.0,462000000,,11106000000.0,2347000000.0,-303000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-384000000.0,,600000000.0,43000000.0,,,,33000000.0,-12191000000.0,,-397000000.0,1325000000.0,,,3000000.0,,,,,542000000.0,652000000.0,,654000000.0,-46000000.0,,,,,847000000.0,,292945000.0,24000000.0,,29000000.0,1032000000.0,,,,20000000.0,12552000000.0,183000000.0,-33000000.0,,17766000000.0,,,,,,,,,,,,20925000000.0,463000000.0,,,,,,,619000000.0,,293000000.0,,,,144000000.0,,4000000.0,173000000.0,173000000.0,1.58,,,914000000.0,,,,-1845000000.0,987000000,,13000000.0,,173000000.0,295976000.0,-425000000.0,,,,3113000000,,,,,,,13619000000.0,,,,,,467000000,,,1346000000.0,2546000000.0,24743000000.0,,,,,-190000000.0,,3159000000.0,,,,16000000.0,,,,-160000000.0,,,,,,694000000,50000000.0,,-6000000.0,,,11060000000.0,3270000000.0,5000000.0,,,2075000000.0,1767000000.0,,1.59,,,6911000000.0,,8565000000.0,,,,,-17000000.0,,,,467000000,,,,335000000.0,481000000,,11073000000.0,2314000000.0,-5000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-430000000.0,,1032000000.0,,,,,-8000000.0,-12049000000.0,,-267000000.0,1259000000.0,,,0.0,,,,,545000000.0,653000000.0,,666000000.0,-21000000.0,,,,,713000000.0,,292170000.0,25000000.0,,-5000000.0,1064000000.0,,,,16000000.0,12268000000.0,187000000.0,25000000.0,,17326000000.0,,,,,,,,,,,,20384000000.0,283000000.0,,,,,,,610000000.0,,301000000.0,,,,173000000.0,,4000000.0,168000000.0,168000000.0,1.62,,,864000000.0,,,,-2411000000.0,1012000000,,14000000.0,,168000000.0,295239000.0,-436000000.0,,,,3144000000,,,,,,,13444000000.0,,,,,,477000000,,,1364000000.0,2960000000.0,24317000000.0,,,,,-189000000.0,,3058000000.0,,,,-60000000.0,,,,-116000000.0,,,,,,711000000,17000000.0,,-49000000.0,,,11348000000.0,3189000000.0,15000000.0,,,1959000000.0,1780000000.0,,1.63,,,6552000000.0,,8089000000.0,,,,,-19000000.0,,,,477000000,,,,327000000.0,490000000,,10484000000.0,2205000000.0,-4000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-42000000.0,2490000000.0,51000000.0,551000000.0,,-1008000000.0,-482000000.0,1170000000.0,589000000.0,,,,,16000000.0,-11857000000.0,701000000.0,-260000000.0,187000000.0,,,-141000000.0,-206000000.0,,4000000.0,,551000000.0,635000000.0,5311000000.0,446000000.0,-15000000.0,2868000000.0,11997000000.0,,126000000.0,772000000.0,603000000.0,290667000.0,24000000.0,,-42000000.0,285000000.0,,3778000000.0,,18000000.0,11997000000.0,145000000.0,64000000.0,-12000000.0,16963000000.0,23854000000.0,,3121000000.0,92000000.0,,285000000.0,213000000.0,,-764000000.0,2395000000.0,,19802000000.0,290000000.0,376000000.0,,-1689000000.0,-129000000.0,,864000000.0,603000000.0,,291000000.0,,,-1803000000.0,168000000.0,126000000.0,4000000.0,126000000.0,126000000.0,1.03,,292494000.0,864000000.0,,,2737000000.0,-3185000000.0,828000000,-79000000.0,9000000.0,549000000.0,126000000.0,293555000.0,-491000000.0,126000000.0,691000000.0,,2990000000,,,5.79,,,589000000.0,13792000000.0,701000000.0,1746000000.0,12273000000.0,,6962000000.0,302000000,,,1301000000.0,2490000000.0,23854000000.0,,,,-3185000000.0,-189000000.0,2574000000.0,2839000000.0,187000000.0,96000000.0,103000000.0,-118000000.0,13792000000.0,-11857000000.0,11302000000.0,-300000000.0,55000000.0,-80000000.0,,,,666000000,52000000.0,-129000000.0,87000000.0,2839000000.0,-862000000.0,11461000000.0,3121000000.0,6000000.0,549000000.0,11461000000.0,1746000000.0,1689000000.0,,1.04,19802000000.0,,5623000000.0,1694000000.0,8669000000.0,-759000000.0,295608000.0,5.73,1746000000.0,10000000.0,138000000.0,1694000000.0,16963000000.0,302000000,,1179000000.0,1308000000.0,320000000.0,313000000,5623000000.0,11302000000.0,376000000.0,-452000000.0,-163000000.0,61000000.0,61000000.0,8669000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-397000000.0,,625000000.0,,,,,8000000.0,-11551000000.0,,-100000000.0,1206000000.0,,,-4000000.0,,,,,535000000.0,600000000.0,,579000000.0,-5000000.0,,,,,508000000.0,,289143000.0,24000000.0,,-9000000.0,897000000.0,,,,44000000.0,11593000000.0,162000000.0,-50000000.0,,16397000000.0,,,,,,,,,,,,19123000000.0,111000000.0,,,,,,,588000000.0,,277000000.0,,,,126000000.0,,4000000.0,117000000.0,117000000.0,1.43,,,813000000.0,,,,-3815000000.0,904000000,,7000000.0,,117000000.0,291652000.0,-400000000.0,,,,2757000000,,,,,,,13730000000.0,,,,,,416000000,,,1227000000.0,2335000000.0,23144000000.0,,,,,-207000000.0,,2726000000.0,,,,-98000000.0,,,,-235000000.0,,,,,,627000000,-120000000.0,,14000000.0,,,11668000000.0,3010000000.0,2000000.0,,,1751000000.0,1530000000.0,,1.44,,,5018000000.0,,8771000000.0,,,,,-6000000.0,,,,416000000,,,,299000000.0,428000000,,11395000000.0,2454000000.0,-501000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-352000000.0,,534000000.0,40000000.0,,,,-16000000.0,-11878000000.0,,-527000000.0,1237000000.0,,,2000000.0,,,,,548000000.0,744000000.0,,440000000.0,-38000000.0,,,,,707000000.0,,287939000.0,23000000.0,,19000000.0,930000000.0,,,,17000000.0,11363000000.0,131000000.0,6000000.0,,16247000000.0,,,,,,,,,,,,19067000000.0,355000000.0,,,,,,,582000000.0,,278000000.0,,,,117000000.0,,4000000.0,136000000.0,136000000.0,1.06,,,782000000.0,,,,-3742000000.0,756000000,,10000000.0,,136000000.0,290102000.0,-152000000.0,,,,2738000000,,,,,,,13723000000.0,,,,,,308000000,,,1222000000.0,2246000000.0,23241000000.0,,,,,-205000000.0,,2820000000.0,,,,134000000.0,,,,-234000000.0,,,,,,478000000,0.0,,-24000000.0,,,11768000000.0,3065000000.0,238000000.0,,,1760000000.0,1516000000.0,,1.07,,,4964000000.0,,8813000000.0,,,,,-9000000.0,,,,308000000,,,,297000000.0,319000000,,11477000000.0,2489000000.0,-89000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,,,,,,,-405000000.0,,460000000.0,,,,,-5000000.0,-11672000000.0,,-260000000.0,1196000000.0,,,2000000.0,,,,,526000000.0,606000000.0,,559000000.0,0.0,,,,,676000000.0,,285651000.0,23000000.0,,0.0,912000000.0,,,,13000000.0,10970000000.0,156000000.0,-13000000.0,,15730000000.0,,,,,,,,,,,,18456000000.0,271000000.0,,,,,,,567000000.0,,276000000.0,,,,136000000.0,,4000000.0,136000000.0,136000000.0,1.4,,,750000000.0,,,,-4456000000.0,868000000,,8000000.0,,136000000.0,287311000.0,-400000000.0,,,,2686000000,,,,,,,13812000000.0,,,,,,401000000,,,1198000000.0,2122000000.0,22642000000.0,,,,,-203000000.0,,2726000000.0,,,,-88000000.0,,,,-235000000.0,,,,,,592000000,25000000.0,,42000000.0,,,11966000000.0,2997000000.0,5000000.0,,,1690000000.0,1488000000.0,,1.4,,,4264000000.0,,9057000000.0,,,,,1000000.0,,,,401000000,,,,281000000.0,413000000,,11690000000.0,2464000000.0,-497000000.0,,,0.0,,,,,,,,,,,,,,,,,,
,,-23000000.0,1893000000.0,30000000.0,531000000.0,,-1297000000.0,-387000000.0,1106000000.0,256000000.0,,,,,4000000.0,-11696000000.0,677000000.0,-410000000.0,1141000000.0,,,28000000.0,-82000000.0,,4000000.0,,531000000.0,573000000.0,4816000000.0,582000000.0,-39000000.0,2682000000.0,10998000000.0,,147000000.0,791000000.0,568000000.0,285288000.0,23000000.0,,11000000.0,846000000.0,,3399000000.0,,14000000.0,10998000000.0,163000000.0,58000000.0,21000000.0,15693000000.0,22694000000.0,,2986000000.0,320000000.0,,846000000.0,161000000.0,,-1000000000.0,2160000000.0,,18319000000.0,404000000.0,2545000000.0,,-1541000000.0,28000000.0,,791000000.0,568000000.0,,275000000.0,,,-1303000000.0,136000000.0,147000000.0,4000000.0,147000000.0,147000000.0,1.47,,287005000.0,791000000.0,,,2293000000.0,-4596000000.0,871000000,-9000000.0,5000000.0,476000000.0,147000000.0,286856000.0,-351000000.0,147000000.0,612000000.0,,2595000000,,,5.39,,,256000000.0,13526000000.0,677000000.0,1591000000.0,10776000000.0,,5960000000.0,422000000,,,1169000000.0,1893000000.0,22694000000.0,,,,-4596000000.0,-204000000.0,2523000000.0,2626000000.0,1141000000.0,93000000.0,88000000.0,-20000000.0,13526000000.0,-11696000000.0,11633000000.0,-21000000.0,-59000000.0,1000000.0,,,,596000000,29000000.0,-62000000.0,76000000.0,2626000000.0,-725000000.0,12229000000.0,2986000000.0,75000000.0,476000000.0,12229000000.0,1601000000.0,1426000000.0,,1.48,18319000000.0,,4389000000.0,1547000000.0,8975000000.0,-819000000.0,289055000.0,5.35,1601000000.0,-9000000.0,126000000.0,1547000000.0,15693000000.0,422000000,,1141000000.0,1152000000.0,275000000.0,431000000,4389000000.0,11633000000.0,2545000000.0,-203000000.0,106000000.0,53000000.0,53000000.0,8975000000.0,,,,,,,,,,,,,,,,,
,,,,,,,,-323000000.0,,182000000.0,65000000.0,,,,4000000.0,-12189000000.0,,-113000000.0,1194000000.0,,,-5000000.0,,,,,553000000.0,569000000.0,,489000000.0,-63000000.0,,,,,547000000.0,,285429000.0,23000000.0,,74000000.0,821000000.0,,,,34000000.0,11314000000.0,133000000.0,-20000000.0,,16155000000.0,,,,,,,,,,,,19025000000.0,224000000.0,,,,,,,576000000.0,,272000000.0,,,,147000000.0,,4000000.0,221000000.0,221000000.0,1.24,,,796000000.0,,,,-4250000000.0,831000000,,8000000.0,,221000000.0,286665000.0,-384000000.0,,,,2509000000,,,,,,,13720000000.0,,,,,,356000000,,,1128000000.0,1799000000.0,23503000000.0,,,,,-214000000.0,,2870000000.0,,,,-5000000.0,,,,-32000000.0,,,,,,559000000,-103000000.0,,9000000.0,,,12371000000.0,3071000000.0,2000000.0,,,1685000000.0,1381000000.0,,1.25,,,4888000000.0,,9222000000.0,,,,,-7000000.0,,,,356000000,,,,274000000.0,366000000,,11921000000.0,2580000000.0,-726000000.0,,,0.0,,,,,,,,,,,,,,,,,,
