,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualPretaxIncome,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualLongTermDebt,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyGoodwill,annualStockholdersEquity,annualGoodwill,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualChangeInAccountPayable,annualOperatingCashFlow,annualAccountsPayable,annualOperatingIncome,trailingTotalRevenue,annualOtherIntangibleAssets,annualCommonStockIssuance,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualBasicEPS,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualInterestExpense,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,trailingInterestExpense,annualTaxProvision,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInAccountPayable,annualDilutedAverageShares,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingCommonStockIssuance,quarterlyBasicAverageShares,trailingFreeCashFlow,quarterlyRepaymentOfDebt,annualBasicAverageShares,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualGrossProfit,annualOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualCurrentAssets,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,annualStockBasedCompensation,trailingNetOtherInvestingChanges,quarterlyEbitda,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyOperatingExpense,trailingDeferredIncomeTax,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,annualOtherIncomeExpense,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1422662400,9804000000.0,,1000000000.0,,986000000.0,,,,,,,,,15776000000.0,,18000000.0,,,5900000000.0,,,,,,1.47,,,151372000000.0,161000000.0,,,,,4964000000.0,,,,,,,,,2214000000.0,-489000000.0,,,188000000.0,,,28386000000.0,,50759000000.0,3040000000.0,,,,-4279000000.0,,1182000000.0,650995000.0,,,46000000.0,,,953000000.0,672358000000.0,-636000000.0,9715000000.0,634558000000.0,,4455000000.0,,,-240000000.0,,,262000000.0,,,,10032000000.0,,,,4112000000.0,,1.46,,,,,,,,37317000000.0,0.0,44162000000.0,292000000.0,,,,-95000000.0,,,,,,,,,2755000000.0,1139000000.0,,,,648325000.0,,-600000000.0,,139000000.0,17489000000.0,,2334000000.0,,164000000.0,,5055000000.0,-89000000.0,,1139000000.0,,,,,,,,1401000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430352000,1064000000.0,,999000000.0,,993000000.0,,,,,,,,,-3759000000.0,,14000000.0,,,5646000000.0,,,,,,1.49,,,142446000000.0,188000000.0,,,,,4435000000.0,,,,,,,,,2136000000.0,-550000000.0,,,196000000.0,,,44162000000.0,,47659000000.0,2640000000.0,,,,-4108000000.0,,1111000000.0,647855000.0,,,30000000.0,,,962000000.0,633275000000.0,-9000000.0,897000000.0,596872000000.0,,4039000000.0,,,-629000000.0,,,211000000.0,,,,-6039000000.0,,,,2878000000.0,,1.49,,,,,,,,35916000000.0,0.0,40403000000.0,-1185000000.0,,,,30000000.0,,,,,,,,,2088000000.0,1229000000.0,,,,645504000.0,,-500000000.0,,230000000.0,17765000000.0,,2274000000.0,,165000000.0,,4526000000.0,-167000000.0,,1229000000.0,,,,,,,,-1674000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438300800,4497000000.0,,1192000000.0,,1185000000.0,,,,,,,,,8319000000.0,,4000000.0,,,6111000000.0,,,,,,1.81,,,140109000000.0,177000000.0,,,,,4433000000.0,,,,,,,,,2227000000.0,-546000000.0,,,199000000.0,,,40403000000.0,,56744000000.0,2640000000.0,,,,-4643000000.0,,1079000000.0,645598000.0,,,18000000.0,,,1162000000.0,672442000000.0,-380000000.0,4413000000.0,633758000000.0,,9015000000.0,,,-502000000.0,,,195000000.0,,,,549000000.0,,,,4681000000.0,,1.8,,,,,,,,38200000000.0,0.0,48722000000.0,4016000000.0,,,,-112000000.0,,,,,,,,,2168000000.0,1477000000.0,,0.0,,643451000.0,,-2538000000.0,,285000000.0,18281000000.0,,2279000000.0,,163000000.0,,4826000000.0,-84000000.0,,1477000000.0,,,,,,,,-3612000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446249600,-13032000000.0,,1214000000.0,4026000000.0,1206000000.0,,5341000000.0,102000000.0,265000000.0,22007000000.0,,,4416000000.0,-8427000000.0,,15000000.0,624000000.0,789000000.0,6069000000.0,36182000000.0,6069000000.0,641881000000.0,7693000000.0,,1.83,66000000.0,,130918000000.0,265000000.0,18930000000.0,,7693000000.0,-16996000000.0,4416000000.0,-113000000.0,2333000000.0,9716000000.0,5341000000.0,,2208000000.0,51000000.0,6.57,2208000000.0,-550000000.0,,,206000000.0,40295000000.0,,48722000000.0,2285000000.0,47677000000.0,3240000000.0,47677000000.0,6005000000.0,,-3966000000.0,0.0,1023000000.0,659016393.0,6.57,,-41000000.0,130918000000.0,,1206000000.0,641881000000.0,-7000000.0,-13226000000.0,641881000000.0,4640000000.0,4498000000.0,-524000000.0,,0.0,4395000000.0,6005000000.0,102000000.0,-1371000000.0,9716000000.0,,-23457000000.0,,53000000.0,-3720000000.0,4640000000.0,1254000000.0,1.83,,,,,4370000000.0,,,36182000000.0,0.0,40295000000.0,903000000.0,-1032000000.0,,936000000.0,64000000.0,,,-500000000.0,11909000000.0,19389000000.0,,665144597.0,3240000000.0,265000000.0,1496000000.0,1809000000.0,0.0,,659016393.0,,0.0,665144597.0,282000000.0,18930000000.0,,2285000000.0,-18915000000.0,132000000.0,,4982000000.0,-194000000.0,,1496000000.0,,4370000000.0,641881000000.0,,-3720000000.0,,-2135000000.0,3951000000.0,28386000000.0,0.0,4405000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454198400,9419000000.0,,1068000000.0,,1060000000.0,,,,,,,,,-1334000000.0,,39000000.0,,,6787000000.0,,,,,,1.59,,,138501000000.0,248000000.0,,,,,5250000000.0,,,,,,,,,2306000000.0,-557000000.0,,,206000000.0,,,40295000000.0,,46394000000.0,3240000000.0,,,,-7646000000.0,,1070000000.0,644937000.0,,,14000000.0,,,1019000000.0,699293000000.0,-469000000.0,9251000000.0,657669000000.0,,5893000000.0,,,0.0,,,128000000.0,,,,9878000000.0,,,,6286000000.0,,1.58,,,,,,,,41585000000.0,0.0,38961000000.0,-13699000000.0,,,,-68000000.0,,,,,,,,,2494000000.0,1256000000.0,,-12078000000.0,,642978000.0,,,,188000000.0,19409000000.0,,2339000000.0,,41000000.0,,5016000000.0,-168000000.0,,1256000000.0,,,,,,,,199000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461974400,-2961000000.0,,973000000.0,,973000000.0,,,,,,,,,-2850000000.0,,18000000.0,,,6149000000.0,,,,,,1.46,,,138196000000.0,253000000.0,,,,,4643000000.0,,,,,,,,,2178000000.0,-580000000.0,,,205000000.0,,,38961000000.0,,43497000000.0,3240000000.0,,,,-5881000000.0,,1131000000.0,645347000.0,,,-98000000.0,,,938000000.0,681458000000.0,3131000000.0,-3160000000.0,642426000000.0,,5746000000.0,,,0.0,,,45000000.0,,,,981000000.0,,,,3287000000.0,,1.45,,,,,,,,39001000000.0,0.0,36111000000.0,-832000000.0,,,,105000000.0,,,,,,,,,2552000000.0,1181000000.0,,0.0,,643382000.0,,-700000000.0,,208000000.0,19806000000.0,,2230000000.0,,59000000.0,,5164000000.0,-199000000.0,,1181000000.0,,,,,,,,4017000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469923200,864000000.0,,1245000000.0,,1245000000.0,,,,,,,,,1637000000.0,,49000000.0,,,6250000000.0,,,,,,1.87,,,144355000000.0,252000000.0,,,,,4461000000.0,,,,,,,,,2178000000.0,-533000000.0,,,208000000.0,,,36111000000.0,,44234000000.0,3240000000.0,,,,-8159000000.0,,1206000000.0,646574000.0,,,71000000.0,,,1205000000.0,691682000000.0,-6000000.0,679000000.0,650978000000.0,,5945000000.0,,,0.0,,,33000000.0,,,,403000000.0,,,,4224000000.0,,1.86,,,,,,,,40677000000.0,0.0,37748000000.0,-1328000000.0,,,,-21000000.0,,,,,,,,,2673000000.0,1593000000.0,,0.0,,644372000.0,,-250000000.0,,348000000.0,20456000000.0,,2257000000.0,,59000000.0,,5583000000.0,-185000000.0,,1593000000.0,,,,,,,,1187000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477872000,-9970000000.0,,1345000000.0,-15341000000.0,1344000000.0,,5732000000.0,81000000.0,242000000.0,29278000000.0,,,4439000000.0,-6095000000.0,,31000000.0,219000000.0,828000000.0,6381000000.0,42304000000.0,6381000000.0,687935000000.0,9032000000.0,,2.03,7975000000.0,,149985000000.0,242000000.0,21205000000.0,,9032000000.0,-34859000000.0,4439000000.0,64000000.0,-2648000000.0,11067000000.0,5732000000.0,,2178000000.0,137000000.0,6.92,2178000000.0,-549000000.0,,,209000000.0,31653000000.0,,37748000000.0,2147000000.0,36102000000.0,3840000000.0,36102000000.0,6084000000.0,,-13173000000.0,0.0,1223000000.0,665346535.0,6.94,,-68000000.0,149985000000.0,,1344000000.0,687935000000.0,-22000000.0,-10038000000.0,645607000000.0,4426000000.0,11694000000.0,-620000000.0,,0.0,4630000000.0,6084000000.0,81000000.0,0.0,11067000000.0,,-8916000000.0,,-81000000.0,-3937000000.0,4426000000.0,9865000000.0,2.02,,,,,4622000000.0,,,42304000000.0,0.0,31653000000.0,518000000.0,2634000000.0,,1101000000.0,48000000.0,,,,-8642000000.0,20947000000.0,,667919075.0,3840000000.0,2146000000.0,1702000000.0,-3268000000.0,-69000000.0,,662068966.0,,,665994236.0,357000000.0,21205000000.0,,2147000000.0,2346000000.0,60000000.0,,5184000000.0,-68000000.0,,1702000000.0,,4622000000.0,645607000000.0,,-3937000000.0,,-2219000000.0,2572000000.0,40295000000.0,-12147000000.0,4631000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485820800,7991000000.0,,1488000000.0,,1487000000.0,,,,,,,,,2426000000.0,,67000000.0,,,6235000000.0,,,,,,2.23,,,151779000000.0,244000000.0,,,,,4370000000.0,,,,,,,,,2151000000.0,-405000000.0,,,215000000.0,,,31653000000.0,,39967000000.0,3840000000.0,,,,-11231000000.0,,1294000000.0,650313000.0,,,24000000.0,,,1442000000.0,692384000000.0,-1370000000.0,7846000000.0,649903000000.0,,10466000000.0,,,,,,91000000.0,,,,10110000000.0,,,,3446000000.0,,2.22,,,,,,,,42457000000.0,0.0,34079000000.0,-2491000000.0,,,,-107000000.0,,,,,,,,,2217000000.0,1849000000.0,,0.0,,647744000.0,,-358000000.0,,361000000.0,22077000000.0,,2062000000.0,,57000000.0,,5162000000.0,-145000000.0,,1849000000.0,,,,,,,,-2066000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493510400,-592000000.0,,1248000000.0,,1247000000.0,,,,,,,,,1449000000.0,,66000000.0,,,6556000000.0,,,,,,1.85,,,157045000000.0,244000000.0,,,,,4318000000.0,,,,,,,,,2207000000.0,-401000000.0,,,218000000.0,,,34079000000.0,,41888000000.0,4340000000.0,,,,-12797000000.0,,1366000000.0,653555000.0,,,-125000000.0,,,1205000000.0,718943000000.0,-4000000.0,-758000000.0,674030000000.0,,13702000000.0,,,,,,42000000.0,,,,217000000.0,,,,4491000000.0,,1.84,,,,,,,,44913000000.0,0.0,35528000000.0,511000000.0,,,,86000000.0,,,,,,,,,2739000000.0,1498000000.0,,-25000000.0,,651098000.0,,-100000000.0,,250000000.0,22703000000.0,,2067000000.0,,57000000.0,,5703000000.0,-166000000.0,,1498000000.0,,,,,,,,61000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501459200,-236000000.0,,1387000000.0,,1387000000.0,,,,,,,,,-2954000000.0,,7000000.0,,,6041000000.0,,,,,,2.05,,,158646000000.0,232000000.0,,,,,5063000000.0,,,,,,,,,2125000000.0,-570000000.0,,,212000000.0,,,35528000000.0,,38481000000.0,4240000000.0,,,,-13713000000.0,,1505000000.0,653716000.0,,,71000000.0,,,1338000000.0,708617000000.0,122000000.0,-436000000.0,665683000000.0,,12217000000.0,,,-849000000.0,,,32000000.0,,,,5085000000.0,,,,2162000000.0,,2.05,,,,,,,,42934000000.0,0.0,32574000000.0,-1798000000.0,,,,-13000000.0,,,,,,,,,2361000000.0,1794000000.0,,0.0,,651599000.0,,,,407000000.0,23183000000.0,,1968000000.0,,59000000.0,,5401000000.0,-200000000.0,,1794000000.0,,,,,,,,1275000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509408000,-4255000000.0,,1227000000.0,-3155000000.0,1227000000.0,,6646000000.0,125000000.0,233000000.0,51823000000.0,,,5029000000.0,25000000.0,,9000000.0,227000000.0,876000000.0,6244000000.0,44354000000.0,6244000000.0,709580000000.0,9253000000.0,,1.82,1996000000.0,,163198000000.0,233000000.0,23709000000.0,,9253000000.0,-51917000000.0,5029000000.0,15000000.0,2908000000.0,11108000000.0,6646000000.0,,2159000000.0,149000000.0,7.92,2159000000.0,-634000000.0,,,231000000.0,32599000000.0,,32574000000.0,2033000000.0,39089000000.0,4240000000.0,39089000000.0,6236000000.0,,-14176000000.0,-25000000.0,1661000000.0,677900552.0,7.95,,-100000000.0,163198000000.0,,1227000000.0,709580000000.0,1156000000.0,-4535000000.0,665226000000.0,3066000000.0,15438000000.0,-791000000.0,,-91000000.0,5826000000.0,6236000000.0,125000000.0,-940000000.0,11108000000.0,,-3323000000.0,,-130000000.0,-4203000000.0,3066000000.0,9984000000.0,1.81,,,,,5348000000.0,,,44354000000.0,0.0,32599000000.0,623000000.0,-96000000.0,,1296000000.0,49000000.0,,,-2702000000.0,946000000.0,21874000000.0,,675252525.0,4240000000.0,2667000000.0,1505000000.0,2117000000.0,0.0,,674175824.0,,,672704403.0,278000000.0,23709000000.0,,2033000000.0,12089000000.0,54000000.0,,5608000000.0,-280000000.0,,1505000000.0,,5348000000.0,665226000000.0,,-4203000000.0,,-2010000000.0,2726000000.0,31653000000.0,-25000000.0,5350000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517356800,8224000000.0,,973000000.0,,973000000.0,,,,,,,,,8560000000.0,,48000000.0,,,6056000000.0,,,,,,1.43,,,163551000000.0,207000000.0,,,,,6463000000.0,,,,,,,,,2144000000.0,-631000000.0,,,220000000.0,,,32599000000.0,,47899000000.0,4240000000.0,,,,-19168000000.0,,1817000000.0,649855000.0,,,-14000000.0,,,928000000.0,727909000000.0,812000000.0,8027000000.0,685081000000.0,,20149000000.0,,,-294000000.0,,,52000000.0,,,,11607000000.0,,,,1360000000.0,,1.43,,,,,,,,42828000000.0,0.0,41159000000.0,294000000.0,,,,-33000000.0,,,,,,,,,2548000000.0,1735000000.0,,,,647670000.0,,-567000000.0,,762000000.0,23902000000.0,,1965000000.0,,59000000.0,,5634000000.0,-197000000.0,,1735000000.0,,,,,,,,934000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525046400,-888000000.0,,1246000000.0,,1246000000.0,,,,,,,,,-5237000000.0,,7000000.0,,,6263000000.0,,,,,,1.86,,,165380000000.0,185000000.0,,,,,5627000000.0,,,,,,,,,2190000000.0,-645000000.0,,,227000000.0,,,41159000000.0,,43559000000.0,4240000000.0,,,,-13442000000.0,,2066000000.0,645627000.0,,,-137000000.0,,,1200000000.0,743569000000.0,15000000.0,-1077000000.0,699823000000.0,,8070000000.0,,,-488000000.0,,,47000000.0,,,,-9046000000.0,,,,2157000000.0,,1.86,,,,,,,,43746000000.0,,35922000000.0,-6176000000.0,,,,168000000.0,,,,,,,,,2591000000.0,1563000000.0,,0.0,,643734000.0,,-900000000.0,,317000000.0,24119000000.0,,1966000000.0,,58000000.0,,5576000000.0,-189000000.0,,,,,,,,,,695000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532995200,6554000000.0,,1536000000.0,,1536000000.0,,,,,,,,,5150000000.0,,16000000.0,,,6275000000.0,,,,,,2.32,,,167318000000.0,66000000.0,,,,,5618000000.0,,,,,,,,,2207000000.0,-642000000.0,,,226000000.0,,,35922000000.0,,48709000000.0,4240000000.0,,,,-9275000000.0,,2486000000.0,642355000.0,,,-40000000.0,,,1486000000.0,765318000000.0,1294000000.0,6357000000.0,720562000000.0,,7565000000.0,,,-102000000.0,,,48000000.0,,,,3773000000.0,,,,2381000000.0,,2.31,,,,,,,,44756000000.0,,41072000000.0,-1854000000.0,,,,88000000.0,,,,,,,,,2369000000.0,1979000000.0,,0.0,,640400000.0,,0.0,,443000000.0,24909000000.0,,1924000000.0,,53000000.0,,5776000000.0,-197000000.0,,,,,,,,,,566000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540944000,4022000000.0,,1695000000.0,-11333000000.0,1695000000.0,,7410000000.0,50000000.0,74000000.0,38315000000.0,,,6782000000.0,1070000000.0,,17000000.0,238000000.0,903000000.0,6373000000.0,45727000000.0,6373000000.0,774048000000.0,8607000000.0,,2.58,2737000000.0,,180935000000.0,74000000.0,25856000000.0,,8607000000.0,-46749000000.0,6782000000.0,337000000.0,17912000000.0,11402000000.0,,,2272000000.0,88000000.0,8.17,2272000000.0,-664000000.0,,,230000000.0,42142000000.0,,41072000000.0,2923000000.0,52050000000.0,4340000000.0,52050000000.0,7385000000.0,,-15637000000.0,,2769000000.0,659533074.0,8.19,,-175000000.0,180935000000.0,,1695000000.0,774048000000.0,77000000.0,3719000000.0,728321000000.0,2302000000.0,13304000000.0,-886000000.0,,-407000000.0,9138000000.0,7385000000.0,50000000.0,-1291000000.0,11402000000.0,,7228000000.0,,-366000000.0,-4462000000.0,2302000000.0,9766000000.0,2.57,,,,,5266000000.0,,,45727000000.0,,42142000000.0,-3597000000.0,2198000000.0,,1960000000.0,114000000.0,,,-1467000000.0,9543000000.0,22870000000.0,,644913000.0,4340000000.0,2258000000.0,2133000000.0,17026000000.0,-365000000.0,,656976744.0,,0.0,642930000.0,438000000.0,25856000000.0,,2923000000.0,13562000000.0,53000000.0,,5884000000.0,-303000000.0,,,,5450000000.0,728321000000.0,,-4462000000.0,,-2582000000.0,542000000.0,32599000000.0,-365000000.0,5450000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548892800,6376000000.0,,1510000000.0,,1510000000.0,,,,,,,,,-1672000000.0,,4000000.0,,,6388000000.0,,,,,,2.28,,,188476000000.0,73000000.0,,,,,6820000000.0,,,,,,,,,2285000000.0,-657000000.0,,,238000000.0,,,42142000000.0,,48079000000.0,4340000000.0,,,,-15470000000.0,,3159000000.0,640413000.0,,,-106000000.0,,,1510000000.0,806597000000.0,-2692000000.0,6140000000.0,759248000000.0,,10795000000.0,,,-90000000.0,,,84000000.0,,,,6495000000.0,,,,3188000000.0,,2.28,,,,,,,,47349000000.0,,40470000000.0,-4235000000.0,,,,51000000.0,,,,,,,,,3198000000.0,1897000000.0,,,,638927000.0,,-2254000000.0,,387000000.0,26599000000.0,,1971000000.0,,53000000.0,66696000000.0,6488000000.0,-236000000.0,,,,,,,,,,-3811000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556582400,-4568000000.0,,1497000000.0,,1497000000.0,,,,,,,,,-4631000000.0,,22000000.0,,,6500000000.0,,,,,,2.27,,,191226000000.0,73000000.0,,,,,6953000000.0,,,,,,,,,2331000000.0,-691000000.0,,,249000000.0,,,40470000000.0,,43357000000.0,4690000000.0,,,,-10795000000.0,,3267000000.0,640260000.0,,,-91000000.0,,,1449000000.0,830470000000.0,1340000000.0,-4822000000.0,781075000000.0,,9317000000.0,,,0.0,,,42000000.0,,,,-8034000000.0,,,,4054000000.0,,2.26,,,,,,,,49395000000.0,,35839000000.0,-1496000000.0,,,,121000000.0,,,,,,,,,2792000000.0,1881000000.0,,,,638574000.0,,0.0,,384000000.0,27405000000.0,,1983000000.0,,55000000.0,68668000000.0,6161000000.0,-254000000.0,,,,,,,,,,1021000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564531200,9343000000.0,,1557000000.0,,1557000000.0,,,,,,,,,3099000000.0,,17000000.0,,,6329000000.0,,,,,,2.34,,,191725000000.0,74000000.0,,,,,6876000000.0,,,,,,,,,2319000000.0,-687000000.0,,,245000000.0,,,35839000000.0,,45837000000.0,5348000000.0,,,,-16754000000.0,,3486000000.0,640450000.0,,,80000000.0,,,1498000000.0,839180000000.0,77000000.0,9073000000.0,788537000000.0,,10459000000.0,,,0.0,,,32000000.0,,,,1979000000.0,,,,3793000000.0,,2.34,,,,,,,,50643000000.0,,38938000000.0,-6057000000.0,,,,131000000.0,,,,,,,,,3061000000.0,1982000000.0,,,,638900000.0,,-1511000000.0,,425000000.0,28241000000.0,,1989000000.0,,57000000.0,67434000000.0,6635000000.0,-270000000.0,,,,,,,,,,844000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572480000,18152000000.0,-19580000000.0,1194000000.0,,1194000000.0,44715000000.0,,55000000.0,60000000.0,,-2752000000.0,0.0,6995000000.0,9865000000.0,-63496000000.0,11000000.0,,,6340000000.0,51076000000.0,6340000000.0,852195000000.0,4837000000.0,,,,7901000000.0,189438000000.0,60000000.0,28725000000.0,29303000000.0,4837000000.0,,6995000000.0,,,12510000000.0,,25332000000.0,2424000000.0,,,2424000000.0,-717000000.0,64515000000.0,-4765000000.0,257000000.0,,-2612000000.0,38938000000.0,2925000000.0,58509000000.0,5348000000.0,58509000000.0,7571000000.0,,-20477000000.0,,3352000000.0,,,48803000000.0,-182000000.0,189438000000.0,7272000000.0,1142000000.0,852195000000.0,40000000.0,17784000000.0,801119000000.0,3729000000.0,14144000000.0,,,0.0,,7571000000.0,55000000.0,,12510000000.0,,7461000000.0,42142000000.0,,-4646000000.0,3729000000.0,,,5758000000.0,-1128000000.0,6661000000.0,5547000000.0,,,-1235000000.0,51076000000.0,,48803000000.0,-7792000000.0,,13264000000.0,,10000000.0,-299000000.0,-90000000.0,,,,313000000.0,,5348000000.0,2922000000.0,1512000000.0,,,54000000.0,,28175000000.0,-1000000000.0,,318000000.0,28725000000.0,1514000000.0,2925000000.0,,52000000.0,64515000000.0,6048000000.0,-368000000.0,989000000.0,,5758000000.0,,801119000000.0,,-4646000000.0,217000000.0,,-666000000.0,,,,11973000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
