date,annualCurrentDeferredRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingChangeInAccountPayable,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyEbitda,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,annualFreeCashFlow,quarterlyEndCashPosition,annualAccountsPayable,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualChangeInAccountPayable,trailingTaxProvision,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyIncomeTaxPayable,annualOperatingExpense,quarterlyCurrentAssets,annualDilutedEPS,trailingNetIncome,annualDilutedAverageShares,annualCashAndCashEquivalents,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetIncome,quarterlyGoodwill,trailingCommonStockIssuance,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualTotalAssets,trailingNetIncomeCommonStockholders,annualTaxProvision,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,trailingOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyTaxProvision,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualInventory,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,trailingChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,annualEbitda,annualNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOperatingCashFlow,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,quarterlyTotalAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingOperatingExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInCashSupplementalAsReported,annualGoodwill,annualAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyAccountsPayable,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,annualBasicEPS,trailingStockBasedCompensation,trailingGrossProfit,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInvestingCashFlow,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
2003-06-30,,,,,,,22300000.0,,,,,,55900000.0,-14800000.0,,0.38,,,22800000.0,,-3500000.0,,15200000.0,,,,,,,40700000.0,1178900000.0,2900000.0,,,,30200000.0,-4900000.0,,1078800000.0,810300000.0,570800000.0,,,,,1115900000.0,,,,,,565200000.0,,,305000000.0,267400000.0,,,,0.0,,,,1300000.0,249600000.0,58200000.0,580100000.0,,319100000.0,,,,,,608100000.0,,,,246100000.0,22300000.0,,,,100000.0,,,,,,216600000.0,926900000.0,22300000.0,-475300000.0,,35700000.0,22800000.0,22800000.0,29600000.0,,10800000.0,335000000.0,,,385100000.0,12000000.0,,205400000.0,,,,,0.38,465900000.0,,,,,31900000.0,6000000.0,,,,5100000.0,,-28500000.0,124000000.0,,,4800000.0,,,34300000.0,,,-6800000.0,,37000000.0,,,,83100000.0,,,,,2105800000.0,,,,989900000.0,,,,,,,7400000.0,,0.0,,15400000.0,66900000.0,,176600000.0,,,-193100000.0,,,,,,58400000.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,17700000.0,,,,,,44700000.0,-14500000.0,,0.3,,,85400000.0,,-5500000.0,,13600000.0,,,,,,,31100000.0,1179800000.0,50400000.0,,,,78700000.0,2600000.0,,1081900000.0,812700000.0,558500000.0,,,,,1130900000.0,,,,,,525600000.0,,,303900000.0,282000000.0,,,,0.0,,,,19700000.0,235200000.0,58300000.0,561200000.0,,303800000.0,,,,,,621300000.0,,,,221800000.0,17700000.0,,,,-100000.0,,,,,,200700000.0,928100000.0,17700000.0,-487200000.0,,35400000.0,85400000.0,85400000.0,31800000.0,,7600000.0,325500000.0,,,365200000.0,5200000.0,,190700000.0,,,,,0.3,466100000.0,,,,,31800000.0,5800000.0,,,,0.0,,-16200000.0,123900000.0,,,1600000.0,,,22900000.0,,,-5700000.0,,84400000.0,,,,84300000.0,,,,,2107900000.0,,,,977000000.0,,,,,,,62600000.0,,-4300000.0,,22800000.0,66900000.0,,175400000.0,,,-182400000.0,,,,,,58400000.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,20600000.0,,96100000.0,30200000.0,,2233200000.0,17300000.0,1268500000.0,,0.0,,150100000.0,52100000.0,-14600000.0,5100000.0,,,147600000.0,96100000.0,189700000.0,-6000000.0,10000000.0,16800000.0,,560400000.0,,,,,35300000.0,1127600000.0,-13200000.0,26300000.0,78700000.0,,26300000.0,15100000.0,-12500000.0,1084700000.0,825100000.0,567200000.0,,-120600000.0,,814600000.0,1131700000.0,1.35,,58400000.0,96100000.0,1127600000.0,599300000.0,0.0,,303000000.0,223100000.0,-58200000.0,546800000.0,1131700000.0,0.0,303000000.0,78700000.0,18400000.0,31200000.0,,,546800000.0,175000000.0,347900000.0,,858400000.0,78700000.0,58200000.0,1010900000.0,560400000.0,,,,251400000.0,17300000.0,,,1084700000.0,100000.0,,2138500000.0,,38000000.0,60300000.0,228200000.0,1010900000.0,17300000.0,-496500000.0,,34300000.0,96100000.0,96100000.0,20600000.0,,-34200000.0,328600000.0,,67000000.0,351100000.0,9300000.0,1006800000.0,216100000.0,964700000.0,-9000000.0,567200000.0,,,487100000.0,328600000.0,177000000.0,351100000.0,,30200000.0,6200000.0,,,487100000.0,0.0,,-23000000.0,175000000.0,210400000.0,34300000.0,2200000.0,,223100000.0,26600000.0,60700000.0,,-10700000.0,96100000.0,37000000.0,24400000.0,,,326700000.0,,,116700000.0,,2138500000.0,,,,1006800000.0,825100000.0,,,,-496500000.0,,10700000.0,,-4400000.0,9900000.0,85400000.0,67000000.0,,189700000.0,,,-120600000.0,-29400000.0,77700000.0,1.35,,,,,-84800000.0,,326700000.0,-20600000.0,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,12700000.0,,,,,,45900000.0,-14600000.0,,0.22,,,107600000.0,,-6300000.0,,18900000.0,,,,,,,27000000.0,1176400000.0,1900000.0,,,,26500000.0,1300000.0,,1082800000.0,824200000.0,604400000.0,,,,,1194700000.0,,,,,,616300000.0,,,303800000.0,234900000.0,,,,0.0,,,,-3500000.0,256400000.0,58200000.0,574700000.0,,345800000.0,,,,,,572000000.0,,,,270500000.0,12700000.0,,,,0.0,,,,,,243500000.0,995400000.0,12700000.0,-506900000.0,,33300000.0,107600000.0,107600000.0,21800000.0,,-1900000.0,317300000.0,,,353000000.0,6800000.0,,243500000.0,,,,,0.22,478400000.0,,,,,28800000.0,5600000.0,,,,0.0,,-15600000.0,169500000.0,,,5000000.0,,,19500000.0,,,-7300000.0,,33800000.0,,,,81600000.0,,,,,2171800000.0,,,,977100000.0,,,,,,,11500000.0,,-4700000.0,,96100000.0,67000000.0,,215800000.0,,,-135700000.0,,,,,,58700000.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,,22200000.0,,,,,,56000000.0,-14400000.0,,0.379487,,,126600000.0,,-7600000.0,,15200000.0,,,,,,,40800000.0,1165800000.0,11900000.0,,,,47200000.0,4200000.0,,1090700000.0,818000000.0,592800000.0,,,,,1179700000.0,,,,,,612100000.0,,,302700000.0,236800000.0,,,,0.0,,,,2300000.0,257400000.0,57900000.0,556900000.0,,335400000.0,,,,,,573000000.0,,,,276700000.0,22200000.0,,,,0.0,,,,,,235900000.0,980300000.0,22200000.0,-508200000.0,,33500000.0,126600000.0,126600000.0,23100000.0,,-900000.0,309800000.0,,,344300000.0,12000000.0,,235900000.0,,,,,0.38,475700000.0,,,,,27900000.0,5700000.0,,,,0.0,,-29900000.0,172400000.0,,,5400000.0,,,34200000.0,,,-10000000.0,,57200000.0,,,,79200000.0,,,,,2146100000.0,,,,966400000.0,,,,,,,19000000.0,,-19900000.0,,107600000.0,67000000.0,,205200000.0,,,-140500000.0,,,,,,58500000.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,22800000.0,,,,,,50500000.0,-14400000.0,,0.39,,,153300000.0,,-100000.0,,14000000.0,,,,,,,36500000.0,1148400000.0,5800000.0,,,,34600000.0,3100000.0,,1099000000.0,809100000.0,557700000.0,,,,,1181700000.0,,,,,,568800000.0,,,303500000.0,240500000.0,,,,0.0,,,,2500000.0,237000000.0,57700000.0,527500000.0,,311500000.0,,,,,,590700000.0,,,,257300000.0,22800000.0,,,,0.0,,,,,,220800000.0,1002100000.0,22800000.0,-507000000.0,,46700000.0,153300000.0,153300000.0,23000000.0,,-800000.0,302100000.0,,,345300000.0,6800000.0,,220800000.0,,,,,0.39,478800000.0,,,,,28300000.0,6100000.0,,,,0.0,,-17200000.0,177200000.0,,,2000000.0,,,29600000.0,,,-8600000.0,,43200000.0,,,,68600000.0,,,,,2150500000.0,,,,968800000.0,,,,,,,26700000.0,,-4800000.0,,126600000.0,67000000.0,,200800000.0,,,-99700000.0,,,,,,58200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,26200000.0,,150000000.0,127800000.0,,2407200000.0,24000000.0,1319800000.0,,0.0,,142300000.0,50900000.0,-14300000.0,0.0,,,108100000.0,150000000.0,194900000.0,-6800000.0,23600000.0,12900000.0,,505200000.0,,,,,38000000.0,1179400000.0,-35800000.0,-16200000.0,81700000.0,,-200000.0,13000000.0,-38200000.0,1108700000.0,827600000.0,674200000.0,,-17900000.0,,945100000.0,1192600000.0,1.4,,58300000.0,150000000.0,1179400000.0,610000000.0,0.0,,203200000.0,225500000.0,-57700000.0,542000000.0,1192600000.0,0.0,203200000.0,81700000.0,96100000.0,22400000.0,256500000.0,,542000000.0,263400000.0,327100000.0,,945100000.0,81700000.0,57900000.0,1110700000.0,505200000.0,,,,282900000.0,24000000.0,,,1108700000.0,0.0,256500000.0,2290100000.0,,38700000.0,61000000.0,244900000.0,1110700000.0,24000000.0,-514000000.0,,76500000.0,150000000.0,150000000.0,26200000.0,,4700000.0,313600000.0,,67000000.0,341900000.0,13100000.0,1097500000.0,244900000.0,1087400000.0,1100000.0,674200000.0,,,511100000.0,313600000.0,146800000.0,341900000.0,,127800000.0,5600000.0,,,511100000.0,0.0,,-13000000.0,263400000.0,203300000.0,76500000.0,11200000.0,,225500000.0,37100000.0,23700000.0,,-12800000.0,150000000.0,12600000.0,23000000.0,,,68800000.0,,,120400000.0,,2290100000.0,,,,1097500000.0,827600000.0,,,,-514000000.0,,-3300000.0,,-8800000.0,21600000.0,153300000.0,67000000.0,,194900000.0,,,-17900000.0,-38700000.0,53900000.0,1.41,,,,,-75700000.0,,68800000.0,-20800000.0,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,17900000.0,,,,,,48900000.0,-14500000.0,,0.31,,,145400000.0,,-6200000.0,,14600000.0,,,,,,,34300000.0,1176200000.0,-13600000.0,,,,10100000.0,,,1112100000.0,804500000.0,673500000.0,,,,,1198900000.0,,,,,,612800000.0,,,202100000.0,221600000.0,,,,0.0,,,,-14100000.0,240600000.0,57800000.0,550300000.0,,341800000.0,,,,,,502700000.0,,,,271000000.0,17900000.0,,,,0.0,,,,,,236700000.0,1076200000.0,17900000.0,-506200000.0,,79000000.0,145400000.0,145400000.0,31000000.0,,-900000.0,298300000.0,,,348600000.0,9600000.0,,236700000.0,,,,,0.31,492200000.0,,,,,129000000.0,5900000.0,,,,0.0,,-14400000.0,254300000.0,,,6500000.0,,,27500000.0,,,-9200000.0,,19300000.0,,,,71900000.0,,,,,2252400000.0,,,,1053500000.0,,,,,,,-4600000.0,,-7700000.0,,150000000.0,67000000.0,,201000000.0,,,-34700000.0,,,,,,58300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,26600000.0,,,,,,60100000.0,-14400000.0,,0.46,,,130600000.0,,-7900000.0,,12800000.0,,,,,,,47300000.0,1139800000.0,-10400000.0,,,,22000000.0,,,1124300000.0,789000000.0,633600000.0,,,,,1168200000.0,,,,,,608600000.0,,,203200000.0,221400000.0,,,,0.0,,,,-27500000.0,252400000.0,57700000.0,514700000.0,,323800000.0,,,,,,506200000.0,,,,284800000.0,26600000.0,,,,0.0,,,,,,237500000.0,1037900000.0,26600000.0,-505100000.0,,81600000.0,130600000.0,130600000.0,27900000.0,,-800000.0,283900000.0,,,366600000.0,14300000.0,,237500000.0,,,,,0.46,467000000.0,,,,,108500000.0,5600000.0,,,,0.0,,-34500000.0,250600000.0,,,5200000.0,,,40900000.0,,,-9800000.0,,31800000.0,,,,70900000.0,,,,,2177700000.0,,,,1009500000.0,,,,,,,-14800000.0,,-5000000.0,,145400000.0,67000000.0,,173900000.0,,,-91500000.0,,,,,,58300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,21000000.0,,,,,,55000000.0,-14400000.0,,0.36,,,178300000.0,,-6300000.0,,12200000.0,,,,,,,42800000.0,1125800000.0,26800000.0,,,,56800000.0,6600000.0,,1116400000.0,783500000.0,613800000.0,,,,,1162900000.0,,,,,,567200000.0,,,202200000.0,224600000.0,,,,0.0,,,,39200000.0,265700000.0,57900000.0,511000000.0,,306900000.0,,,,,,512000000.0,,,,260300000.0,21000000.0,,,,0.0,,,,,,217500000.0,1034800000.0,21000000.0,-504100000.0,,85200000.0,178300000.0,178300000.0,27400000.0,,-500000.0,279400000.0,,,327600000.0,15700000.0,,217500000.0,,,,,0.36,466600000.0,,,,,108500000.0,5600000.0,,,,0.0,,-11700000.0,247500000.0,,,7700000.0,,,36700000.0,,,-8800000.0,,65600000.0,,,,75100000.0,,,,,2160600000.0,,,,997700000.0,,,,,,,47700000.0,,-4900000.0,,130600000.0,67000000.0,,137100000.0,,,43800000.0,,,,,,58600000.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,26600000.0,,170400000.0,24800000.0,,2362200000.0,27400000.0,1288700000.0,,0.0,,168000000.0,56200000.0,-14500000.0,0.0,,,181000000.0,170400000.0,135400000.0,-10500000.0,31100000.0,12600000.0,,540100000.0,,,,,43600000.0,1046200000.0,59800000.0,62600000.0,92900000.0,,92100000.0,4000000.0,-32100000.0,1143800000.0,808700000.0,506100000.0,,-176900000.0,,905500000.0,1072900000.0,1.59,,58400000.0,170400000.0,1046200000.0,573600000.0,300000.0,,201700000.0,263100000.0,-57800000.0,485900000.0,1072900000.0,0.0,201700000.0,92900000.0,150000000.0,41900000.0,241800000.0,,485900000.0,119900000.0,316200000.0,,905500000.0,92900000.0,57800000.0,962200000.0,540100000.0,,,,257400000.0,27400000.0,,,1143800000.0,300000.0,241800000.0,2008400000.0,,55100000.0,52200000.0,213800000.0,962200000.0,27400000.0,-513200000.0,,75300000.0,170400000.0,170400000.0,26600000.0,,3900000.0,295500000.0,,67000000.0,283200000.0,15500000.0,935500000.0,213800000.0,1073500000.0,1700000.0,506100000.0,,,462300000.0,295500000.0,221100000.0,283200000.0,,24800000.0,4600000.0,,,462300000.0,0.0,,-101000000.0,119900000.0,220200000.0,75300000.0,11700000.0,,263100000.0,42900000.0,39500000.0,,-12300000.0,170400000.0,104400000.0,21700000.0,,,77500000.0,,,148000000.0,,2008400000.0,,,,935500000.0,808700000.0,,,,-513200000.0,,-7900000.0,,-14500000.0,14600000.0,178300000.0,67000000.0,,135400000.0,,,-176900000.0,-40100000.0,20400000.0,1.61,,,,,-161600000.0,,77500000.0,-30900000.0,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,22100000.0,,,,,,51900000.0,-15800000.0,,0.37,,,182900000.0,,-8200000.0,,12500000.0,,,,,,,39400000.0,1095100000.0,-6900000.0,,,,16800000.0,-2900000.0,,1150100000.0,795200000.0,556800000.0,,,,,1134800000.0,,,,,,593500000.0,,,197200000.0,268600000.0,,,,0.0,,,,-9600000.0,251800000.0,58200000.0,513700000.0,,333200000.0,,,,,,538300000.0,,,,260300000.0,22100000.0,402400000.0,,,0.0,,,,,,222900000.0,976900000.0,22100000.0,-503600000.0,,72500000.0,182900000.0,182900000.0,28900000.0,,800000.0,291600000.0,,,293400000.0,11700000.0,,220900000.0,,,,,0.38,64600000.0,,,,,31000000.0,4400000.0,,,,3400000.0,,-7000000.0,117700000.0,,,25400000.0,,,33800000.0,,,-10700000.0,,27500000.0,,,,82900000.0,,,,,2072000000.0,,,,937200000.0,,,,,,,12500000.0,,-26000000.0,,170400000.0,67100000.0,,162200000.0,,,-144900000.0,,,,,,59100000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,11800000.0,,,,,,70800000.0,-16000000.0,,0.2,,,190100000.0,,-700000.0,,12700000.0,,,,,,,58100000.0,1106300000.0,17900000.0,,,,37300000.0,500000.0,,1145900000.0,777900000.0,567500000.0,,,,,1155300000.0,,,,,,636100000.0,,,196700000.0,268800000.0,,,,0.0,,,,-10000000.0,305100000.0,58200000.0,509200000.0,,352100000.0,,,,,,538800000.0,,,,284000000.0,11800000.0,416300000.0,,,0.0,,,,,,225900000.0,1000900000.0,11800000.0,-499200000.0,,73300000.0,190100000.0,190100000.0,24100000.0,,-75700000.0,278700000.0,,,310500000.0,3900000.0,,225900000.0,,,,,0.2,65500000.0,,,,,17300000.0,4700000.0,,,,2700000.0,,-39500000.0,128200000.0,,,20600000.0,,,15700000.0,,,-9200000.0,,46500000.0,,,,69100000.0,,,,,2107200000.0,,,,951900000.0,,,,,,,7200000.0,,-32300000.0,,182900000.0,67100000.0,,151900000.0,,,-85100000.0,,,,,,58900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,28200000.0,,,,,,58000000.0,-15900000.0,,0.48,,,246000000.0,,-11400000.0,,11800000.0,4800000.0,,,,,,46200000.0,1138100000.0,47700000.0,,,,65300000.0,-15700000.0,,1158200000.0,786600000.0,600000000.0,,,,,1211800000.0,,,,,,610800000.0,,,198100000.0,266900000.0,,,,0.0,,,,400000.0,315500000.0,58200000.0,502400000.0,,347600000.0,,,,,,538100000.0,,,,263200000.0,28200000.0,419600000.0,,,0.0,,,,,,217000000.0,1031400000.0,28200000.0,-506700000.0,,73100000.0,246000000.0,246000000.0,19000000.0,,1300000.0,279900000.0,,,312600000.0,14800000.0,,217000000.0,,,,,0.48,65200000.0,,,,,17700000.0,4500000.0,,,,2700000.0,,-10000000.0,126200000.0,,,28300000.0,,,43000000.0,,,-11600000.0,,76900000.0,,,,79800000.0,,,,,2169500000.0,,,,957700000.0,,,,,,,55900000.0,,-25200000.0,,190100000.0,67100000.0,,168000000.0,,,-46200000.0,,,,,,58800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,25300000.0,,63400000.0,43600000.0,,2522400000.0,38000000.0,1423500000.0,,0.0,,164900000.0,36100000.0,-15900000.0,10900000.0,,,152900000.0,63400000.0,178800000.0,-525900000.0,89500000.0,14900000.0,-6000000.0,896200000.0,,,,,21200000.0,1578200000.0,-5800000.0,52900000.0,100100000.0,,33500000.0,10800000.0,-109800000.0,1180300000.0,801900000.0,682000000.0,,1800000.0,,934000000.0,1113200000.0,1.69,,59200000.0,63400000.0,1578200000.0,670800000.0,0.0,,505600000.0,301700000.0,-63600000.0,559200000.0,1113200000.0,0.0,505600000.0,100100000.0,170400000.0,-3000000.0,131800000.0,,559200000.0,155000000.0,381400000.0,,934000000.0,100100000.0,58300000.0,1076300000.0,896200000.0,5700000.0,,,289400000.0,38000000.0,776100000.0,,1180300000.0,-507400000.0,131800000.0,2654500000.0,,45800000.0,51900000.0,268200000.0,1076300000.0,38000000.0,-504800000.0,,88900000.0,63400000.0,63400000.0,25300000.0,,77200000.0,297100000.0,,67100000.0,323000000.0,15400000.0,1541300000.0,268200000.0,1098900000.0,1600000.0,682000000.0,,,257800000.0,297100000.0,203400000.0,323000000.0,,43600000.0,7000000.0,,,257800000.0,2100000.0,,289500000.0,155000000.0,216800000.0,88900000.0,15200000.0,,301700000.0,53400000.0,-22200000.0,,-19000000.0,63400000.0,52500000.0,20600000.0,,,302500000.0,,,145900000.0,,2654500000.0,,,,1541300000.0,801900000.0,,,776100000.0,-504800000.0,,-182600000.0,,-26300000.0,-7300000.0,246000000.0,67100000.0,,178800000.0,,,1800000.0,-50500000.0,-107000000.0,1.72,,,,,233000000.0,,302500000.0,-546200000.0,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,39000000.0,,,,,,86200000.0,-15900000.0,,0.66,,,61300000.0,,-11400000.0,,16500000.0,1700000.0,,,,,,69700000.0,1587200000.0,-26900000.0,,,,13700000.0,-3200000.0,,1203300000.0,808800000.0,686800000.0,,,,,1128400000.0,,,,,,709700000.0,,,503900000.0,314300000.0,,,,0.0,,,,-3000000.0,331700000.0,58200000.0,567900000.0,,397800000.0,,,,,,900400000.0,,,,311900000.0,39000000.0,781100000.0,,,0.0,,,,,,245900000.0,1093200000.0,39000000.0,-512000000.0,,82200000.0,61300000.0,61300000.0,32100000.0,,3700000.0,296800000.0,,,326900000.0,19600000.0,,242200000.0,,,,,0.67,245700000.0,,,,,60300000.0,11300000.0,,,,2200000.0,,-18100000.0,166500000.0,,,13800000.0,,,58600000.0,,,-13300000.0,,27000000.0,,,,69400000.0,,,,,2680400000.0,,,,1552000000.0,,,,,,,-2100000.0,,-31200000.0,,63400000.0,67100000.0,,193300000.0,,,26700000.0,,,,,,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,,43800000.0,,,,,,104700000.0,-15700000.0,,0.74,,,72000000.0,,-13600000.0,,17300000.0,2300000.0,,,,,,87400000.0,1523300000.0,18900000.0,,,,76200000.0,8000000.0,,1231400000.0,795300000.0,623700000.0,,,,,1103400000.0,,,,,,711900000.0,,,501400000.0,314500000.0,,,,0.0,,,,6700000.0,323600000.0,58100000.0,561200000.0,,389500000.0,,,,,,899600000.0,,,,322400000.0,43800000.0,786000000.0,,,-6000000.0,,,,,,240100000.0,1137000000.0,52800000.0,-501700000.0,,83700000.0,72000000.0,72000000.0,25100000.0,,5900000.0,293600000.0,,,323900000.0,25400000.0,,235000000.0,,,,,0.75,242800000.0,,,,,19700000.0,11700000.0,,,,3100000.0,,-66800000.0,175700000.0,,,21600000.0,,,78200000.0,,,-14300000.0,,90500000.0,,,,70000000.0,,,,,2660300000.0,,,,1556900000.0,,,,,,,10700000.0,,-33100000.0,,61300000.0,67100000.0,,185300000.0,,,46900000.0,,,,,,58800000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,,41100000.0,,,,,,88900000.0,-15800000.0,,0.7,,,92600000.0,,-10300000.0,,16500000.0,4400000.0,,,,,,72400000.0,1533300000.0,4600000.0,,,,43800000.0,,,1256800000.0,801800000.0,632400000.0,,,,,1150600000.0,,,,,,680700000.0,,,501600000.0,316300000.0,,,,0.0,,,,2100000.0,334800000.0,57700000.0,566900000.0,,379800000.0,,,,,,900900000.0,,,,300900000.0,41100000.0,824600000.0,,,1000000.0,,,,,,234100000.0,1192600000.0,41100000.0,-500900000.0,,83000000.0,92600000.0,92600000.0,25900000.0,,6800000.0,300900000.0,,,330600000.0,21600000.0,,228500000.0,,,,,0.71,215800000.0,,,,,26500000.0,11600000.0,,,,-100000.0,,-29800000.0,174400000.0,,,2700000.0,,,62700000.0,,,-15600000.0,,59400000.0,,,,76100000.0,,,,,2725900000.0,,,,1575300000.0,,,,,,,20600000.0,,-21500000.0,,72000000.0,67100000.0,,169100000.0,,,91200000.0,,,,,,58400000.0,,,,,,,,,,,,,,,,,,,,,,,,
