,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualNetIncome,annualNetOtherInvestingChanges,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicAverageShares,quarterlyFreeCashFlow,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,quarterlyInvestmentsAndAdvances,annualTotalRevenue,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualStockholdersEquity,annualOtherCurrentAssets,trailingPurchaseOfInvestment,annualLongTermDebt,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualDepreciationAndAmortization,annualTotalAssets,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualEbitda,annualNetPPE,annualCurrentAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualGrossPPE,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualInterestExpense,annualBasicAverageShares,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyCapitalStock,annualCapitalExpenditure,trailingDeferredIncomeTax,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,annualBasicEPS,annualTotalNonCurrentAssets,trailingCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualCostOfRevenue,trailingOtherNonCashItems,annualCapitalStock,annualCurrentDebt,annualOperatingExpense,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCurrentAssets,annualGrossProfit,trailingFreeCashFlow,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualChangesInAccountReceivables,annualDilutedEPS,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyGoodwill,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualCurrentDeferredRevenue,annualStockBasedCompensation,annualPurchaseOfBusiness,annualGoodwill,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1191110400,,30000000000.0,,,9349000000.0,,,418000000.0,,352000000.0,127000000.0,,15960000000.0,,2357000000.0,36081000000.0,3025000000.0,1279000000.0,,,,,,,278000000.0,278000000.0,,,,,,,,,,,,,,,,,,,,784000000.0,422000000.0,7000000.0,,,,,,,2975000000.0,0.77,,196000000.0,1588000000.0,24000000.0,,,,-125000000.0,,278000000.0,-771000000.0,,,,,27683000000.0,,,,2436000000.0,,,,,,,,,-63000000.0,404000000.0,,,,,,,-70000000.0,,,,,,,,1418000000.0,-722000000.0,2000000000.0,0.0,,,,,366000000.0,2230000000.0,,,,,,2230000000.0,8398000000.0,,3546000000.0,,,352000000.0,23034000000.0,,,151000000.0,,,,1087000000.0,,-12788000000.0,,31000000.0,,,,,,,429000000.0,,6081000000.0,,,,,,,3076000000.0,842000000.0,0.77,151000000.0,,582000000.0,1588000000.0,-715000000.0,,,347000000.0,,,,3279000000.0,75000000.0,,,-135000000.0,,7491000000.0,35822000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,3151000000.0,31137000000.0,1006000000.0,82000000.0,9753000000.0,,,-439000000.0,3120000000.0,,-266000000.0,-496000000.0,16672000000.0,,2087000000.0,36648000000.0,3120000000.0,1435000000.0,1545000000.0,175000000.0,,-2666000000.0,,,203000000.0,203000000.0,2114000000.0,3763000000.0,,,13237000000.0,,,192000000.0,,,8553000000.0,1675000000.0,,9753000000.0,345000000.0,,539000000.0,,36648000000.0,345000000.0,371000000.0,7000000.0,,2087000000.0,6723000000.0,,,345000000.0,3152000000.0,,,191000000.0,873000000.0,-3000000.0,,,,-129000000.0,,203000000.0,-512000000.0,,,,345000000.0,28095000000.0,,,,3022000000.0,-708000000.0,3022000000.0,2546000000.0,4009000000.0,23656000000.0,5511000000.0,,-111000000.0,216000000.0,1675000000.0,873000000.0,1006000000.0,36584000000.0,,,456000000.0,51000000.0,16672000000.0,,,762000000.0,351000000.0,,,1532000000.0,-708000000.0,1981000000.0,0.0,-2769000000.0,,,29000000.0,784000000.0,345000000.0,2.79,31137000000.0,,,,345000000.0,8553000000.0,,3763000000.0,,9000000.0,,23656000000.0,35000000.0,-41000000.0,101000000.0,371000000.0,,,925000000.0,,-12928000000.0,1006000000.0,55000000.0,,5472000000.0,,0.0,873000000.0,5651000000.0,304000000.0,-223000000.0,5511000000.0,7765000000.0,,,-12928000000.0,,55000000.0,3151000000.0,468000000.0,,-89000000.0,-556000000.0,449000000.0,873000000.0,-734000000.0,,,-395000000.0,353000000.0,,2.78,3416000000.0,-197000000.0,,28095000000.0,88000000.0,,6723000000.0,36584000000.0,,3152000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,31690000000.0,,,7721000000.0,,,-92000000.0,,355000000.0,182000000.0,,16174000000.0,,2549000000.0,37446000000.0,3439000000.0,1802000000.0,,,,,,,224000000.0,224000000.0,,,,,,,,,,,,,,,,,,,,253000000.0,264000000.0,2000000.0,,,,,,,3053000000.0,0.62,,187000000.0,1186000000.0,-256000000.0,,,,-129000000.0,,224000000.0,-798000000.0,,,,,28753000000.0,,,,3119000000.0,,,,,,,,,49000000.0,1800000000.0,,,,,,,107000000.0,,,,,,,,1438000000.0,-706000000.0,1931000000.0,0.0,,,,,345000000.0,253000000.0,,,,,,253000000.0,8693000000.0,,3929000000.0,,,356000000.0,24222000000.0,,,110000000.0,,,,910000000.0,,-13117000000.0,,39000000.0,,,,,,,334000000.0,,5756000000.0,,,,,,,3237000000.0,1035000000.0,0.62,111000000.0,,493000000.0,1186000000.0,-853000000.0,,,-329000000.0,,,,3733000000.0,118000000.0,,,167000000.0,,7664000000.0,37339000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,32270000000.0,,,7721000000.0,,,44000000.0,,356000000.0,347000000.0,,16217000000.0,,2910000000.0,38612000000.0,3774000000.0,1584000000.0,,,,,,,293000000.0,293000000.0,,,,,,,,,,,,,,,,,,,,297000000.0,428000000.0,1000000.0,,,,,,,3178000000.0,0.8,,185000000.0,1118000000.0,23000000.0,,,,-138000000.0,,293000000.0,-938000000.0,,,,,29715000000.0,,,,3265000000.0,,,,,,,,,-85000000.0,1843000000.0,,,,,,,-164000000.0,,,,,,,,1410000000.0,,1994000000.0,0.0,,,,,253000000.0,297000000.0,,,,,,297000000.0,8897000000.0,,4033000000.0,,,357000000.0,24705000000.0,,,140000000.0,,,,1037000000.0,,-13297000000.0,,43000000.0,,,,,,,433000000.0,,6342000000.0,,,,,,,3389000000.0,1206000000.0,0.8,382000000.0,,584000000.0,1118000000.0,-859000000.0,,,-224000000.0,,,,3578000000.0,-103000000.0,,,179000000.0,,8061000000.0,38002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,32570000000.0,,,7816000000.0,,,-46000000.0,,357000000.0,-1038000000.0,,16534000000.0,,2355000000.0,38878000000.0,2530000000.0,1633000000.0,,,,,,,304000000.0,304000000.0,,,,,,,,,,,,,,,,,,,,251000000.0,505000000.0,-17000000.0,,,,,,,3383000000.0,0.83,,178000000.0,2301000000.0,202000000.0,,,,-139000000.0,,304000000.0,-1039000000.0,,,,,29739000000.0,,,,2913000000.0,,,,,,,,,-69000000.0,3022000000.0,,,,,,,-96000000.0,,,,,,,,1402000000.0,18000000.0,2041000000.0,0.0,,,,,297000000.0,251000000.0,,,,,,251000000.0,9139000000.0,,3841000000.0,,,358000000.0,25424000000.0,,,163000000.0,,,,1106000000.0,,-13422000000.0,,68000000.0,,,,,,,467000000.0,,6308000000.0,,,,,,,3238000000.0,-59000000.0,0.83,-407000000.0,,639000000.0,2301000000.0,-979000000.0,,,1052000000.0,,,,3674000000.0,-557000000.0,,,136000000.0,,8497000000.0,38846000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,3614000000.0,34457000000.0,1338000000.0,25000000.0,10534000000.0,,,-32000000.0,3633000000.0,,-370000000.0,-546000000.0,,,802000000.0,40860000000.0,3633000000.0,1496000000.0,1609000000.0,225000000.0,,-3652000000.0,,,363000000.0,517000000.0,2261000000.0,3749000000.0,,1718000000.0,14628000000.0,-1684000000.0,,-75000000.0,,,9377000000.0,0.0,,10534000000.0,219000000.0,,425000000.0,,40860000000.0,219000000.0,423000000.0,-4000000.0,,802000000.0,7626000000.0,,,219000000.0,3526000000.0,,,178000000.0,1257000000.0,-4000000.0,,,,-140000000.0,,517000000.0,-877000000.0,1718000000.0,1635000000.0,,219000000.0,31483000000.0,,-140000000.0,,482000000.0,-221000000.0,482000000.0,2749000000.0,4200000000.0,26261000000.0,6403000000.0,,-126000000.0,130000000.0,0.0,1567000000.0,1338000000.0,39833000000.0,,,345000000.0,94000000.0,,,,728000000.0,357000000.0,,,1602000000.0,-221000000.0,2147000000.0,0.0,-3628000000.0,,,-18000000.0,251000000.0,219000000.0,3.64,34457000000.0,,-1591000000.0,,219000000.0,9377000000.0,,3749000000.0,,777000000.0,,26261000000.0,-35000000.0,-59000000.0,12000000.0,423000000.0,,,1147000000.0,,-13572000000.0,1184000000.0,75000000.0,,6515000000.0,,0.0,1257000000.0,5852000000.0,375000000.0,-879000000.0,6403000000.0,8113000000.0,,,-13572000000.0,,590000000.0,3614000000.0,567000000.0,,-161000000.0,-840000000.0,545000000.0,1567000000.0,-937000000.0,,,278000000.0,358000000.0,-87000000.0,3.63,3643000000.0,-298000000.0,,31483000000.0,108000000.0,,7626000000.0,39833000000.0,,3526000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,35138000000.0,,,11305000000.0,,,52000000.0,,364000000.0,-189000000.0,,3691000000.0,,778000000.0,41335000000.0,2862000000.0,1440000000.0,,,,,,,244000000.0,244000000.0,,,,1634000000.0,,,,,,,,,,,,24523000000.0,,,,271000000.0,257000000.0,18000000.0,,,,-412000000.0,,,3624000000.0,0.65,,181000000.0,759000000.0,-1000000.0,,-296000000.0,,-138000000.0,,241000000.0,-1086000000.0,,,,,31473000000.0,,,,494000000.0,,,,,,,,,18000000.0,0.0,,,,,,,166000000.0,,387000000.0,301000000.0,,,,,1478000000.0,-214000000.0,1991000000.0,0.0,,,,,219000000.0,271000000.0,,,,,,271000000.0,9610000000.0,,3526000000.0,-689000000.0,,366000000.0,26923000000.0,,,115000000.0,,,,1003000000.0,,-13709000000.0,,96000000.0,,,,,,,359000000.0,,6197000000.0,,,,,,,3701000000.0,890000000.0,0.65,-23000000.0,,513000000.0,1364000000.0,-1079000000.0,,,248000000.0,,,,3431000000.0,22000000.0,,,235000000.0,134000000.0,6950000000.0,40632000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,35769000000.0,,,10964000000.0,,,67000000.0,,368000000.0,-134000000.0,,3672000000.0,,842000000.0,42197000000.0,2785000000.0,1071000000.0,,,,,,,392000000.0,392000000.0,,,,1740000000.0,,,,,,,,,,,,24567000000.0,,,,338000000.0,311000000.0,22000000.0,,,,-573000000.0,,,3916000000.0,1.02,,178000000.0,1373000000.0,-11000000.0,,-75000000.0,,-148000000.0,,388000000.0,-995000000.0,,,,,31999000000.0,,,,461000000.0,,,,,,,,,9000000.0,0.0,,,,,,,-53000000.0,,567000000.0,-103000000.0,,,,,1467000000.0,-207000000.0,2123000000.0,0.0,,,,,271000000.0,338000000.0,,,,,,338000000.0,9946000000.0,,3393000000.0,-132000000.0,,369000000.0,27599000000.0,,,125000000.0,,,,1176000000.0,,-13904000000.0,,86000000.0,,,,,,,517000000.0,,6428000000.0,,,,,,,3934000000.0,864000000.0,1.03,-21000000.0,,656000000.0,1400000000.0,-998000000.0,,,198000000.0,,,,3194000000.0,-135000000.0,,,142000000.0,,7432000000.0,41503000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,36941000000.0,,,10767000000.0,,,362000000.0,,370000000.0,108000000.0,,3637000000.0,,794000000.0,42551000000.0,3298000000.0,1131000000.0,,,,,,,321000000.0,321000000.0,,,,1870000000.0,,,,,,,,,,,,25188000000.0,,,,700000000.0,345000000.0,23000000.0,,,,-234000000.0,,,4411000000.0,0.83,,174000000.0,1224000000.0,8000000.0,,212000000.0,,-149000000.0,,318000000.0,-237000000.0,,,,,32137000000.0,,,,956000000.0,,,,,,,,,719000000.0,0.0,,,,,,,-35000000.0,,223000000.0,-178000000.0,,,,,1497000000.0,-200000000.0,2104000000.0,0.0,,,,,338000000.0,700000000.0,,,,,,700000000.0,10162000000.0,,2679000000.0,-651000000.0,,388000000.0,28184000000.0,,,136000000.0,,,,1142000000.0,,-13997000000.0,,29000000.0,,,,,,,457000000.0,,5610000000.0,,,,,,,4097000000.0,1053000000.0,0.84,-23000000.0,,607000000.0,1491000000.0,-945000000.0,,,-454000000.0,,,,3235000000.0,213000000.0,,,-76000000.0,589000000.0,6949000000.0,42181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,4213000000.0,37288000000.0,1234000000.0,2036000000.0,11208000000.0,,,-173000000.0,3389000000.0,,-704000000.0,-590000000.0,3709000000.0,,818000000.0,42945000000.0,3389000000.0,1360000000.0,1694000000.0,219000000.0,,-3336000000.0,,,277000000.0,277000000.0,2299000000.0,2387000000.0,,1899000000.0,13399000000.0,-1414000000.0,,-120000000.0,,,10333000000.0,0.0,,11208000000.0,527000000.0,25547000000.0,460000000.0,,42945000000.0,527000000.0,314000000.0,4000000.0,,818000000.0,6813000000.0,-195000000.0,,527000000.0,4732000000.0,,,172000000.0,1561000000.0,-13000000.0,,119000000.0,214000000.0,-155000000.0,,273000000.0,-1018000000.0,1899000000.0,,,527000000.0,32360000000.0,,-40000000.0,25547000000.0,379000000.0,-160000000.0,379000000.0,3039000000.0,4346000000.0,28892000000.0,5657000000.0,,308000000.0,1290000000.0,0.0,1501000000.0,1220000000.0,43080000000.0,,,219000000.0,31000000.0,3709000000.0,,136000000.0,705000000.0,368000000.0,,,1656000000.0,-160000000.0,2179000000.0,0.0,-3958000000.0,,,67000000.0,700000000.0,527000000.0,3.25,37288000000.0,,-1579000000.0,,527000000.0,10333000000.0,,2387000000.0,-107000000.0,605000000.0,,28892000000.0,-17000000.0,109000000.0,84000000.0,314000000.0,,,1025000000.0,,-14188000000.0,1234000000.0,8000000.0,,5002000000.0,,0.0,1561000000.0,6098000000.0,361000000.0,-919000000.0,5657000000.0,8397000000.0,,,-14188000000.0,,809000000.0,4213000000.0,232000000.0,,-53000000.0,-814000000.0,523000000.0,1501000000.0,-936000000.0,,,613000000.0,386000000.0,156000000.0,3.2,3539000000.0,-914000000.0,,32360000000.0,508000000.0,214000000.0,6813000000.0,43080000000.0,,4732000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,37919000000.0,,,10612000000.0,,,-269000000.0,,371000000.0,-460000000.0,,3713000000.0,,795000000.0,43540000000.0,2996000000.0,1415000000.0,,,,,,,261000000.0,261000000.0,,,,1929000000.0,,,,,,,,,,,,25139000000.0,,,,258000000.0,255000000.0,-6000000.0,,,,-343000000.0,,,4656000000.0,0.67,,168000000.0,2483000000.0,6000000.0,,87000000.0,,-157000000.0,,258000000.0,-848000000.0,,,,,32919000000.0,,,,415000000.0,,,,,,,,,13000000.0,0.0,,,,,,,59000000.0,,337000000.0,114000000.0,,,,,1442000000.0,-240000000.0,2060000000.0,0.0,,,,,527000000.0,258000000.0,,,,,,258000000.0,10369000000.0,,2447000000.0,-93000000.0,,389000000.0,29377000000.0,,,185000000.0,,,,1120000000.0,,-14371000000.0,,10000000.0,,,,,,,446000000.0,,5621000000.0,,,,,,,4302000000.0,395000000.0,0.69,-2000000.0,,618000000.0,1281000000.0,-855000000.0,,,184000000.0,,,,3475000000.0,-394000000.0,,,137000000.0,268000000.0,7780000000.0,43748000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,38606000000.0,,,10815000000.0,,,7000000.0,,373000000.0,47000000.0,,3731000000.0,,839000000.0,44218000000.0,2215000000.0,1110000000.0,,,,,,,337000000.0,337000000.0,,,,1854000000.0,,,,,,,,,,,,25476000000.0,,,,265000000.0,334000000.0,2000000.0,,,,-353000000.0,,,4637000000.0,0.86,,175000000.0,2047000000.0,-3000000.0,,-80000000.0,,-163000000.0,,333000000.0,-895000000.0,,,1854000000.0,,33095000000.0,,,,466000000.0,,,,,,,,,41000000.0,0.0,,,,,,,-79000000.0,,348000000.0,-161000000.0,,,,,1427000000.0,-232000000.0,2122000000.0,0.0,,,,,258000000.0,265000000.0,,,,,,265000000.0,10871000000.0,,2459000000.0,-589000000.0,,390000000.0,29983000000.0,,,187000000.0,,,,1231000000.0,,-14559000000.0,,79000000.0,,,,,,,524000000.0,,5612000000.0,,,,,,,4457000000.0,978000000.0,0.88,-55000000.0,,695000000.0,1237000000.0,-931000000.0,,,-76000000.0,,,,3232000000.0,288000000.0,,,-140000000.0,634000000.0,7619000000.0,44542000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,39502000000.0,,,11255000000.0,,,82000000.0,,390000000.0,-61000000.0,,2152000000.0,,787000000.0,45253000000.0,989000000.0,1284000000.0,,,,,,,261000000.0,261000000.0,,,,1977000000.0,,,,,,,,,,,,26794000000.0,,,,347000000.0,379000000.0,29000000.0,,,,-305000000.0,,,5267000000.0,0.66,,167000000.0,1975000000.0,-54000000.0,,10000000.0,,-172000000.0,,258000000.0,-1054000000.0,,,1977000000.0,,33978000000.0,,,,524000000.0,,,,,,,,,-18000000.0,1118000000.0,,,,,,,-45000000.0,,277000000.0,-199000000.0,,,,,1726000000.0,-224000000.0,2229000000.0,0.0,,,,,265000000.0,347000000.0,,,,,,347000000.0,11023000000.0,,2424000000.0,-198000000.0,,392000000.0,30675000000.0,,,107000000.0,,,,1106000000.0,,-14672000000.0,,52000000.0,,,,,,,368000000.0,,5751000000.0,,,,,,,4535000000.0,947000000.0,0.66,-18000000.0,,503000000.0,1588000000.0,-1008000000.0,,,189000000.0,,,,3513000000.0,44000000.0,,,331000000.0,260000000.0,7184000000.0,45347000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,4606000000.0,40483000000.0,1113000000.0,-4000000.0,11329000000.0,,,-56000000.0,944000000.0,,-122000000.0,-662000000.0,2085000000.0,,862000000.0,46025000000.0,944000000.0,1380000000.0,1660000000.0,303000000.0,,-3857000000.0,,,254000000.0,254000000.0,2308000000.0,2509000000.0,,2009000000.0,13841000000.0,-1456000000.0,,47000000.0,,,11282000000.0,1897000000.0,,11329000000.0,291000000.0,27306000000.0,547000000.0,,46025000000.0,291000000.0,357000000.0,2000000.0,,862000000.0,7185000000.0,-455000000.0,,291000000.0,5547000000.0,,,174000000.0,2066000000.0,-37000000.0,,31000000.0,77000000.0,-170000000.0,,250000000.0,-1060000000.0,2009000000.0,1405000000.0,,291000000.0,34491000000.0,,48000000.0,27306000000.0,614000000.0,-202000000.0,614000000.0,3206000000.0,4495000000.0,31449000000.0,5542000000.0,,-236000000.0,-40000000.0,1897000000.0,1558000000.0,1099000000.0,46289000000.0,,,527000000.0,22000000.0,2085000000.0,443000000.0,202000000.0,684000000.0,382000000.0,,,1749000000.0,-202000000.0,2241000000.0,0.0,-3802000000.0,,,27000000.0,347000000.0,291000000.0,2.86,40483000000.0,,-1471000000.0,,291000000.0,11282000000.0,,2509000000.0,-591000000.0,415000000.0,,31449000000.0,-88000000.0,-43000000.0,68000000.0,357000000.0,,,1038000000.0,,-14840000000.0,1113000000.0,162000000.0,,5189000000.0,,0.0,2066000000.0,6344000000.0,322000000.0,-596000000.0,5542000000.0,8652000000.0,,,-14840000000.0,,756000000.0,4606000000.0,886000000.0,,122000000.0,-751000000.0,492000000.0,1558000000.0,-1008000000.0,,,118000000.0,392000000.0,-44000000.0,2.82,3621000000.0,-689000000.0,,34491000000.0,428000000.0,77000000.0,7185000000.0,46289000000.0,,5547000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,40788000000.0,,,10615000000.0,,0.0,-51000000.0,,396000000.0,143000000.0,,2030000000.0,,784000000.0,46259000000.0,922000000.0,1396000000.0,,,,,,,202000000.0,202000000.0,,,,2054000000.0,,,,,,,,,,,,26821000000.0,,,,240000000.0,292000000.0,17000000.0,,,,-735000000.0,,,5721000000.0,0.5,,177000000.0,2619000000.0,18000000.0,,182000000.0,,-174000000.0,,199000000.0,-883000000.0,,,,,34593000000.0,,,,641000000.0,,,,,,,,,71000000.0,2355000000.0,,,,,,,65000000.0,,726000000.0,35000000.0,,,,,1717000000.0,-193000000.0,2201000000.0,0.0,,,,,291000000.0,240000000.0,,,,,,240000000.0,11414000000.0,,2716000000.0,-597000000.0,,397000000.0,31872000000.0,,,124000000.0,,,,1053000000.0,,-15061000000.0,,82000000.0,,,,,,,326000000.0,,5471000000.0,,,,,,,4624000000.0,1088000000.0,0.5,-15000000.0,,484000000.0,1446000000.0,-945000000.0,,,-256000000.0,,,,3597000000.0,272000000.0,,,99000000.0,128000000.0,7772000000.0,46933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,41196000000.0,,,11689000000.0,,0.0,110000000.0,,399000000.0,-135000000.0,,2068000000.0,,827000000.0,47318000000.0,894000000.0,1164000000.0,,,,,,,366000000.0,366000000.0,,,,2069000000.0,,,,,,,,,,,,28255000000.0,,,,350000000.0,356000000.0,21000000.0,,,,-234000000.0,,,5945000000.0,0.91,,174000000.0,1673000000.0,-14000000.0,,-20000000.0,,-175000000.0,,362000000.0,-822000000.0,,,,,35277000000.0,,,,606000000.0,,,,,,,,,83000000.0,1781000000.0,,,,,,,-64000000.0,,281000000.0,-117000000.0,,,,,1828000000.0,-184000000.0,2520000000.0,0.0,,,,,240000000.0,350000000.0,,,,,,350000000.0,11789000000.0,,2732000000.0,-169000000.0,,400000000.0,32127000000.0,,,176000000.0,,,,1364000000.0,,-15564000000.0,,175000000.0,,,,,,,542000000.0,,6122000000.0,,,,,,,4802000000.0,817000000.0,0.91,37000000.0,,692000000.0,1507000000.0,-952000000.0,,,115000000.0,,,,3684000000.0,-511000000.0,,,298000000.0,149000000.0,7022000000.0,47691000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,41640000000.0,,,11626000000.0,,0.0,-73000000.0,,403000000.0,256000000.0,,2120000000.0,,789000000.0,47517000000.0,1011000000.0,1394000000.0,,,,,,,203000000.0,203000000.0,,,,1964000000.0,,,,,,,,,,,,28488000000.0,,,,277000000.0,417000000.0,18000000.0,,,,-635000000.0,,,6212000000.0,0.5,,176000000.0,1605000000.0,194000000.0,,-69000000.0,,-176000000.0,,200000000.0,-1225000000.0,,,,,35306000000.0,,,,673000000.0,,,,,,,,,-86000000.0,1394000000.0,,,,,,,-61000000.0,,567000000.0,-104000000.0,,,,,2058000000.0,-176000000.0,2466000000.0,0.0,,,,,350000000.0,277000000.0,,,,,,277000000.0,11959000000.0,,2628000000.0,-516000000.0,,404000000.0,32832000000.0,,,49000000.0,,,,994000000.0,,-15626000000.0,,134000000.0,,,,,,,252000000.0,,5877000000.0,,,,,,,4817000000.0,1327000000.0,0.5,201000000.0,,408000000.0,1689000000.0,-1071000000.0,,,-175000000.0,,,,3860000000.0,341000000.0,,,155000000.0,107000000.0,6818000000.0,48458000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
