,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyGrossPPE,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualInterestExpense,annualChangesInAccountReceivables,annualDilutedAverageShares,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyEndCashPosition,trailingBeginningCashPosition,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualTaxProvision,annualBasicAverageShares,annualCostOfRevenue,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,annualOtherCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualPurchaseOfBusiness,annualOtherNonCashItems,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualInvestingCashFlow,trailingStockBasedCompensation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,trailingSaleOfInvestment,annualChangeInInventory,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,annualBasicEPS,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingCashDividendsPaid,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualGoodwill,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,quarterlyCommonStockIssuance,annualInventory,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyBasicEPS,annualEbitda,annualRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualDilutedEPS,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,annualEndCashPosition,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
1443571200,131029000.0,,4013096000.0,0.25,,228726000.0,386370000.0,12838000.0,-62757000.0,13130000.0,,,,,,,14246000.0,1950923000.0,,,,,,,,-8763000.0,,-71571000.0,,,473790000.0,,,,,-33282000.0,,,205001000.0,,,,5332000.0,,,242074000.0,5332000.0,,,2250901000.0,,-45000000.0,3335238000.0,,93706000.0,677858000.0,,740243000.0,2651795000.0,97697000.0,3715000.0,,,2959896000.0,,,91379000.0,,,,,,,28744000.0,,-73420000.0,,,,,,,16405000.0,,-17000.0,,,,,,,,,,60617000.0,58867000.0,-239000.0,1321397000.0,,,243822000.0,,,164378000.0,,83283000.0,,-38418000.0,-30286000.0,2615819000.0,576674000.0,,,,0.0,,34839000.0,,,3013659000.0,,,799025000.0,,1722197000.0,,,245658000.0,,,,,,,54389000.0,,0.25,,,636000.0,,134092000.0,,419401000.0,,353561000.0,,,,,,,,,,,,,,60617000.0,,,,4190746000.0,6842541000.0,,36361000.0,,,,,,,74211000.0,473790000.0,,,,37084000.0,473790000.0,,,31584000.0,,,,,,,,,,,,,,
1451520000,47357000.0,,3656971000.0,-1.04,,144207000.0,283355000.0,227878000.0,-100017000.0,-145537000.0,,5077702000.0,233232000.0,,,376002000.0,2023000.0,1591046000.0,-145170000.0,,727032000.0,-114501000.0,153950000.0,311302000.0,242017000.0,170593000.0,2537941000.0,-24353000.0,,,727032000.0,,,36501000.0,-1795000.0,-33288000.0,-99323000.0,-130311000.0,-308018000.0,,,3121681000.0,430872000.0,-2126492000.0,-227092000.0,242558000.0,2372000.0,537277000.0,3656971000.0,1965291000.0,,0.0,3121681000.0,923982000.0,-417923000.0,535290000.0,,397470000.0,2537941000.0,96850000.0,3690000.0,,,2679727000.0,1965291000.0,-127569000.0,90672000.0,2577976000.0,361363000.0,-96947000.0,242017000.0,6862693000.0,-130311000.0,47914000.0,6202082000.0,-51105000.0,16680000.0,3664141000.0,47914000.0,,,350690000.0,16595000.0,,-615000.0,-45000000.0,451104000.0,2023000.0,400770000.0,,,2679727000.0,-149627000.0,,-253239000.0,-256316000.0,-428664000.0,1149390000.0,,488003000.0,242558000.0,294595000.0,-0.54,330186000.0,,36501000.0,-2126492000.0,-52591000.0,-28043000.0,2577976000.0,400770000.0,613605000.0,,,0.0,,-161607000.0,397470000.0,638000.0,2951210000.0,22604000.0,,613605000.0,535290000.0,1446839000.0,,2951210000.0,233232000.0,278960000.0,,1149390000.0,1038483000.0,,,253242000.0,731718000.0,-1.04,206428000.0,-612534000.0,638000.0,,302143000.0,,473790000.0,16595000.0,278960000.0,,0.0,,727032000.0,7594411000.0,-0.54,9874000.0,365669000.0,,-242117000.0,,-523187000.0,,-253239000.0,,727032000.0,,3664141000.0,6202082000.0,-443883000.0,189006000.0,,,355716000.0,,,,73289000.0,727032000.0,,,5077702000.0,36616000.0,727032000.0,,283355000.0,16680000.0,,,,,,,,,,,,,,
1459382400,131965000.0,,3810475000.0,0.26,,236036000.0,413575000.0,128104000.0,112659000.0,17087000.0,,,,,,,9960000.0,1741301000.0,,,,,,,,82566000.0,,-24654000.0,,,976951000.0,,,,,-33425000.0,,,207742000.0,,,,8405000.0,,,243202000.0,8405000.0,,,1993910000.0,,,3137429000.0,,96714000.0,673046000.0,,395872000.0,2774233000.0,104071000.0,3054000.0,,,2717210000.0,,,96821000.0,,,,,,,41258000.0,,-4232000.0,,,,,,,19301000.0,,-13000.0,,,,,,,,,,62737000.0,61318000.0,1792000.0,1066823000.0,,,244608000.0,,,288899000.0,,34823000.0,,-14326000.0,-27708000.0,2575528000.0,416260000.0,,,,0.0,,35396000.0,,,2914186000.0,,,689201000.0,,1505265000.0,,,226741000.0,,,,,,,249919000.0,,0.26,,,639000.0,,261191000.0,,727032000.0,,272528000.0,,,,,,,,,,,,,,62737000.0,,,,3617409000.0,6391642000.0,,-75596000.0,,,,,,,73985000.0,976951000.0,,,,37043000.0,976951000.0,,,22770000.0,,,,,,,,,,,,,,
1467244800,256122000.0,,3931410000.0,0.58,,380383000.0,461267000.0,-82816000.0,53732000.0,18314000.0,,,,,,,43367000.0,2023902000.0,,,,,,,,-108893000.0,,-34480000.0,,,1052666000.0,,,,,-34090000.0,,,332735000.0,,,,7236000.0,,,243655000.0,7236000.0,,,2101729000.0,,,3152186000.0,,221294000.0,779224000.0,,394275000.0,3050457000.0,124261000.0,1206000.0,,,2835837000.0,,,117029000.0,,,,,,,28072000.0,,-81022000.0,,,,,,,19544000.0,,-3000.0,,,,,,,,,,141969000.0,140443000.0,1818000.0,1175716000.0,,,245392000.0,,,157972000.0,,33624000.0,,-47777000.0,-35686000.0,2573186000.0,433116000.0,,,,0.0,,80851000.0,,,2885844000.0,,,794003000.0,,1643519000.0,,,256543000.0,,,,,,,75715000.0,,0.58,,,639000.0,,122286000.0,,976951000.0,,265476000.0,,,,,,,,,,,,,,141969000.0,,,,3579219000.0,6629676000.0,,-103598000.0,,,,,,,74795000.0,1052666000.0,,,,36646000.0,1052666000.0,,,18047000.0,,,,,,,,,,,,,,
1475193600,283855000.0,,3962200000.0,0.64,,408503000.0,437836000.0,-56665000.0,-49171000.0,18478000.0,,,,,,,35733000.0,2101310000.0,,,,,,,,-76013000.0,,-167332000.0,,,1051489000.0,,,,,-34124000.0,,,353694000.0,,,,5924000.0,,,243761000.0,5924000.0,,,2224963000.0,,-109065000.0,3168087000.0,,243305000.0,794113000.0,,399867000.0,3136644000.0,124648000.0,1507000.0,,,2965917000.0,,,117440000.0,,,,,,,30121000.0,,-9999000.0,,,,,,,20751000.0,,-1000.0,,,,,,,,,,157397000.0,154413000.0,-4351000.0,1275575000.0,,,245682000.0,,,196340000.0,,31011000.0,,-30185000.0,-59774000.0,2570837000.0,450159000.0,,,,0.0,,88892000.0,,,2928226000.0,,,779459000.0,,1692807000.0,,,304389000.0,,,,,,,-1177000.0,,0.65,,,640000.0,,136566000.0,,1052666000.0,,291814000.0,,,,,,,,,,,,,,157397000.0,,,,3650918000.0,6787562000.0,,29384000.0,,,,,,,74190000.0,1051489000.0,,,,36199000.0,1051489000.0,,,16155000.0,,,,,,,,,,,,,,
1483142400,188863000.0,-25034000.0,3646273000.0,0.08,,309942000.0,395196000.0,-29889000.0,-10699000.0,-33000.0,,5066989000.0,308394000.0,,,474059000.0,5593000.0,1910596000.0,360006000.0,,841483000.0,-198160000.0,146037000.0,-106617000.0,245298000.0,-13236000.0,2929675000.0,-86427000.0,,,841483000.0,,,29514000.0,-19098000.0,-34128000.0,53846000.0,382115000.0,112108000.0,-25034000.0,,2933458000.0,17450000.0,-2279774000.0,106521000.0,243687000.0,10069000.0,-42363000.0,3646273000.0,2210459000.0,,-14286000.0,2933458000.0,654609000.0,2820000.0,712815000.0,,393351000.0,2929675000.0,121079000.0,2851000.0,,,2927020000.0,2210459000.0,-135767000.0,113673000.0,2353194000.0,727032000.0,204127000.0,243576000.0,6442245000.0,382115000.0,83197000.0,6423732000.0,-656855000.0,3632000.0,3494057000.0,83197000.0,,,445294000.0,20649000.0,,-16930000.0,-123351000.0,20676000.0,5593000.0,448375000.0,,,2927020000.0,-312893000.0,,20012000.0,3832000.0,-149894000.0,1275211000.0,,-115575000.0,245511000.0,296109000.0,1.57,207407000.0,,29514000.0,-2279774000.0,-330986000.0,-74992000.0,2353194000.0,448375000.0,729784000.0,,,0.0,,-1012000.0,393351000.0,641000.0,2787215000.0,31656000.0,,729784000.0,712815000.0,1600654000.0,,2787215000.0,308394000.0,283977000.0,,1275211000.0,852769000.0,,,-210006000.0,1334864000.0,0.08,1006279000.0,-728993000.0,641000.0,,132415000.0,,1051489000.0,20649000.0,283977000.0,,0.0,,841483000.0,7777109000.0,1.56,8618000.0,114451000.0,,564133000.0,,-425425000.0,,20012000.0,,841483000.0,,3494057000.0,6423732000.0,-150635000.0,43193000.0,,,860805000.0,,,,73139000.0,841483000.0,,,5066989000.0,36149000.0,841483000.0,,395196000.0,3632000.0,,,,,,,,,,,,,,
1490918400,334566000.0,,3820568000.0,0.82,,472154000.0,530958000.0,-52189000.0,133809000.0,7716000.0,,,,,,,80741000.0,2368216000.0,,,,,,,,-86819000.0,,-14759000.0,,,966826000.0,,,,,-34130000.0,,,413282000.0,-61256000.0,,,-104000.0,,,242943000.0,11303000.0,,,2373718000.0,,,2939121000.0,,304252000.0,881447000.0,,391740000.0,3244965000.0,137588000.0,26918000.0,,,3035179000.0,,,130164000.0,,,,,,,33442000.0,,-1429000.0,,,,,,,19711000.0,,-3532000.0,,,,,,,,,,200817000.0,198666000.0,3659000.0,1361550000.0,,,244546000.0,,,240449000.0,,30233000.0,,-100347000.0,-41677000.0,2353744000.0,454426000.0,,,,0.0,,105586000.0,,,2760544000.0,,,883147000.0,,1896062000.0,,,266783000.0,,,,,,,125343000.0,,0.83,,,641000.0,,198772000.0,,841483000.0,,276553000.0,,,,,,,,,,,,,,200817000.0,,,,3459070000.0,6704035000.0,,-153364000.0,,,,,,,75057000.0,966826000.0,,,,33973000.0,966826000.0,,,2965000.0,,,,,,,,,,,,,,
1498780800,265353000.0,,3741889000.0,0.63,,392518000.0,484003000.0,-158926000.0,-45445000.0,6849000.0,,,,,,,5589000.0,2390720000.0,,,,,,,,-57622000.0,,-40887000.0,,,908843000.0,,,,,-37527000.0,,,342989000.0,-76813000.0,,,-43000.0,,,241343000.0,6380000.0,,,2490373000.0,,,2945997000.0,,235319000.0,795892000.0,,390129000.0,3251657000.0,127165000.0,2387000.0,,,3080939000.0,,,119741000.0,,,,,,,37188000.0,,-34997000.0,,,,,,,20781000.0,,0.0,,,,,,,,,,153933000.0,152947000.0,3835000.0,1418732000.0,,,243021000.0,,,81008000.0,,29494000.0,,-98104000.0,-43274000.0,2354337000.0,459639000.0,,,,0.0,,82372000.0,,,2729721000.0,,,886894000.0,,1998202000.0,,,286329000.0,,,,,,,-57983000.0,,0.64,,,641000.0,,37734000.0,,966826000.0,,269129000.0,,,,,,,,,,,,,,153933000.0,,,,3418473000.0,6670130000.0,,-3746000.0,,,,,,,73801000.0,908843000.0,,,,33869000.0,908843000.0,,,19971000.0,,,,,,,,,,,,,,
1506729600,271015000.0,,4010956000.0,0.64,,396518000.0,528683000.0,-18435000.0,44887000.0,3284000.0,,,,,,,5596000.0,2443382000.0,,,,,,,,-67285000.0,,-47232000.0,,,1101964000.0,,,,,-37180000.0,,,343699000.0,-99085000.0,,,8202000.0,,,239066000.0,6875000.0,,,2606831000.0,,-5518000.0,2944427000.0,,234312000.0,1066529000.0,,388518000.0,3572145000.0,125503000.0,1081000.0,,,3104725000.0,,,118231000.0,,,,,,,59648000.0,,-294913000.0,,,,,,,20305000.0,,-4832000.0,,,,,,,,,,153258000.0,151012000.0,-2526000.0,1487516000.0,,,240880000.0,,,226148000.0,,27940000.0,,14205000.0,-42795000.0,2351483000.0,461399000.0,,,,0.0,,83300000.0,,,2708777000.0,,,923017000.0,,2046864000.0,,,349589000.0,,,,,,,193121000.0,,0.64,,,641000.0,,183353000.0,,908843000.0,,263357000.0,,,,,,,,,,,,,,153258000.0,,,,3388592000.0,6960737000.0,,-36123000.0,,,,,,,75210000.0,1101964000.0,,,,34177000.0,1101964000.0,,,182661000.0,,,,,,,,,,,,,,
1514678400,195947000.0,-252242000.0,3660664000.0,1.28,,320824000.0,489448000.0,-50005000.0,-37189000.0,-153748000.0,,5165508000.0,346580000.0,,,515133000.0,3696000.0,2336479000.0,805796000.0,,1028649000.0,-164935000.0,134399000.0,-139054000.0,241781000.0,-31157000.0,3508342000.0,-36227000.0,,,1028649000.0,,,27684000.0,-25655000.0,-36728000.0,-135899000.0,812741000.0,268663000.0,-15088000.0,,2792145000.0,6013000.0,-2489604000.0,96062000.0,237177000.0,11639000.0,-279555000.0,3660664000.0,2874693000.0,,-674000.0,2792145000.0,574671000.0,161352000.0,868519000.0,,386893000.0,3508342000.0,124877000.0,1636000.0,,,3351574000.0,2874693000.0,-145565000.0,117804000.0,2353145000.0,841483000.0,129439000.0,240132000.0,7956783000.0,812741000.0,91509000.0,6855732000.0,-278575000.0,28795000.0,3347390000.0,91509000.0,,,485940000.0,21811000.0,,-17291000.0,-6192000.0,14068000.0,3696000.0,305949000.0,,,3351574000.0,-139105000.0,,304733000.0,303171000.0,-2215000.0,1519347000.0,,-242883000.0,238677000.0,298999000.0,3.38,192001000.0,,27684000.0,-2489604000.0,-229089000.0,-37189000.0,2353145000.0,305949000.0,868837000.0,,,0.0,,-141819000.0,386893000.0,644000.0,2675904000.0,36197000.0,,868837000.0,868519000.0,2015655000.0,,2675904000.0,346580000.0,256909000.0,,1519347000.0,739606000.0,,,-73315000.0,1582014000.0,1.28,1368633000.0,-609914000.0,644000.0,,154812000.0,,1101964000.0,21811000.0,256909000.0,,0.0,,1028649000.0,9538797000.0,3.36,32022000.0,187166000.0,,935235000.0,,-413335000.0,,304733000.0,,1028649000.0,,3347390000.0,6855732000.0,2753000.0,54179000.0,,,1066881000.0,,,,74931000.0,1028649000.0,,,5165508000.0,32380000.0,1028649000.0,,489448000.0,28795000.0,,,,,,,,,,,,,,
1522454400,323397000.0,,3660676000.0,0.96,,463416000.0,562618000.0,-146091000.0,66332000.0,9545000.0,,,,,,,14564000.0,2603875000.0,,,,,,,,-80711000.0,,-90377000.0,,,991421000.0,,,,,-36797000.0,,,403995000.0,-69269000.0,,,30000.0,,,236623000.0,12841000.0,,,3057904000.0,,,2799936000.0,,295964000.0,860740000.0,,386045000.0,3652242000.0,140019000.0,229000.0,,,3470719000.0,,,133093000.0,,,,,,,38705000.0,,-113034000.0,,,,,,,20257000.0,,-5180000.0,,,,,,,,,,227551000.0,225475000.0,4463000.0,1600058000.0,,,237723000.0,,,177935000.0,,26606000.0,,-131222000.0,-50606000.0,2353703000.0,314736000.0,,,,,,70489000.0,,,2657937000.0,,,987655000.0,,2140459000.0,,,273912000.0,,,,,40000000.0,,-43664000.0,,0.96,,,644000.0,,127329000.0,,1035085000.0,,249983000.0,,,,,,,,,,,,,,227551000.0,,,,3320571000.0,6972813000.0,,-118818000.0,-40000000.0,,,,,,76135000.0,985824000.0,,,,31896000.0,1025824000.0,,,9646000.0,,,,,,,,,,,,,,
1530316800,501887000.0,,3916002000.0,1.53,,652082000.0,675801000.0,-135548000.0,48919000.0,11993000.0,,,,,,,38273000.0,3090525000.0,,,,,,,,-90312000.0,,-500955000.0,,,726424000.0,,,,,-44268000.0,,,586042000.0,-49145000.0,,,-145000.0,,,235617000.0,8041000.0,,,3376163000.0,,-396409000.0,2857416000.0,,475410000.0,1058586000.0,,508275000.0,3817664000.0,150195000.0,657000.0,,,3746981000.0,,,143366000.0,,,,,,,39927000.0,,-118089000.0,,,,,,,18330000.0,,-3144000.0,,,,,,,,,,362449000.0,362572000.0,5035000.0,1787109000.0,,,236945000.0,,,326033000.0,,26395000.0,,-90075000.0,-55203000.0,2352127000.0,375719000.0,,,,,,112838000.0,,,2909033000.0,,,1180183000.0,,2438443000.0,,,326246000.0,,,,,90000000.0,,-264997000.0,,1.54,,,644000.0,,270830000.0,,991421000.0,,243154000.0,,,,,,,,,,,,,,362449000.0,,,,3686857000.0,7504521000.0,,-163465000.0,-50000000.0,,,-105000.0,,,79120000.0,720445000.0,,,,31512000.0,810445000.0,,,18266000.0,,,,,,,,,,,,,,
1538265600,531572000.0,,3923531000.0,1.69,,686081000.0,611028000.0,-91038000.0,-14883000.0,23899000.0,,,,,,,10872000.0,3223547000.0,,,,,,,,-69885000.0,,-132681000.0,,,890139000.0,,,,,-44081000.0,,,620058000.0,-74965000.0,,,312000.0,,,234208000.0,7978000.0,,,3730662000.0,,-37589000.0,2873866000.0,,507115000.0,1049665000.0,,502900000.0,4131477000.0,154509000.0,576000.0,,,4033768000.0,,,147918000.0,,,,,,,50110000.0,,-115039000.0,,,,,,,11833000.0,,,,,,,,,,,,398375000.0,397906000.0,7103000.0,1853862000.0,,,235649000.0,,,420440000.0,,25770000.0,,-124044000.0,-70668000.0,2351979000.0,398814000.0,,,,,,109209000.0,,,2901658000.0,,,1228190000.0,,2537466000.0,,,412989000.0,,,,,115000000.0,,163715000.0,,1.7,,,644000.0,,349772000.0,,726424000.0,,236563000.0,,,,,,,,,,,,,,398375000.0,,,,3666891000.0,7798368000.0,,-48024000.0,-35000000.0,,,-42000.0,10000000.0,,81383000.0,884315000.0,,,,31560000.0,999315000.0,,,14776000.0,,,,,,,,,,,,,,
1546214400,365553000.0,-523569000.0,3927574000.0,1.17,,521235000.0,550754000.0,111244000.0,-62464000.0,16390000.0,,5684970000.0,436681000.0,,,600405000.0,7468000.0,2903892000.0,1255805000.0,,828220000.0,-239390000.0,126620000.0,-145873000.0,235193000.0,-5305000.0,4032657000.0,-171251000.0,,,834423000.0,,,25166000.0,-18501000.0,-43767000.0,61827000.0,1258379000.0,453497000.0,-330190000.0,228783000.0,2908437000.0,-1442000.0,-2739203000.0,37904000.0,229245000.0,14457000.0,-261433000.0,3927574000.0,3958320000.0,,0.0,2908437000.0,1176079000.0,341285000.0,1019137000.0,,429645000.0,4032657000.0,155682000.0,5445000.0,,,3935071000.0,3958320000.0,-168913000.0,148248000.0,2352489000.0,1035085000.0,363969000.0,233923000.0,9499025000.0,1258379000.0,72730000.0,7703563000.0,-109329000.0,24234000.0,3670906000.0,72730000.0,,,572625000.0,8870000.0,,-10177000.0,-433998000.0,-1245000.0,7468000.0,435838000.0,40000000.0,,3935071000.0,-895264000.0,,270004000.0,269852000.0,7384000.0,1859168000.0,,-246213000.0,230455000.0,317198000.0,5.38,491061000.0,-268783000.0,25166000.0,-2739203000.0,-375526000.0,-62913000.0,2352489000.0,435838000.0,1043756000.0,,,,,71433000.0,429645000.0,645000.0,2945767000.0,43317000.0,,1043756000.0,1019137000.0,2382657000.0,,2945767000.0,436681000.0,270328000.0,,1859168000.0,1415469000.0,228783000.0,,-55716000.0,2322814000.0,1.18,2063592000.0,-455491000.0,645000.0,,428148000.0,,890139000.0,8870000.0,270328000.0,301000.0,,,1057003000.0,11821839000.0,5.35,6907000.0,-200662000.0,,1619774000.0,,-720867000.0,,270004000.0,,834423000.0,,3670906000.0,7703563000.0,23985000.0,184434000.0,-143783000.0,,1722409000.0,301000.0,30000000.0,,80560000.0,828220000.0,,,5684970000.0,31652000.0,1057003000.0,,550754000.0,24234000.0,,,,,,,,,,,,,,
1553990400,291842000.0,,4007705000.0,0.91,,433570000.0,591467000.0,-131575000.0,3206000.0,12091000.0,,,,,,,26896000.0,2817435000.0,,,,,,,,39469000.0,,-92424000.0,,,797248000.0,,,,,-42239000.0,,,378359000.0,-84308000.0,,,728000.0,,,224058000.0,15308000.0,,,4109034000.0,,-93412000.0,3004615000.0,,267063000.0,1003090000.0,,530716000.0,4028890000.0,141728000.0,364000.0,,,4008111000.0,,,134715000.0,,,,,,,52628000.0,,-115271000.0,,,,,,,63171000.0,,-5720000.0,,,,,,,,,,204328000.0,204827000.0,6343000.0,1867700000.0,,,224962000.0,,,181553000.0,,97419000.0,,-126304000.0,-54436000.0,2354427000.0,447087000.0,,,,,,62236000.0,,,2936893000.0,,,1143395000.0,,2383865000.0,,,303769000.0,,,,,173723000.0,,-37175000.0,,0.91,,,645000.0,,127117000.0,,834423000.0,,263315000.0,,,,,,,,,,,,,,204328000.0,,,,3828343000.0,7857233000.0,,-61062000.0,-49677000.0,,,130000.0,104737000.0,,80174000.0,791444000.0,,,,31122000.0,965167000.0,,,80958000.0,,,,,,,,,,,,,,
1561852800,285032000.0,,3949563000.0,0.87,,421166000.0,525156000.0,63750000.0,-58484000.0,11550000.0,,,,,,,3032000.0,2770515000.0,,,,,,,,64941000.0,,-24638000.0,,,978779000.0,,,,,-53503000.0,,,370192000.0,-93136000.0,,,-564000.0,,,221505000.0,9080000.0,,,4250419000.0,,0.0,3023827000.0,,256960000.0,925736000.0,,526462000.0,4023601000.0,136134000.0,913000.0,,,4064490000.0,,,129121000.0,,,,,,,61248000.0,,-133875000.0,,,,,,,70196000.0,,-12000.0,,,,,,,,,,194302000.0,196746000.0,4249000.0,1802759000.0,,,222519000.0,,,361473000.0,,104306000.0,,-155304000.0,-85120000.0,2355917000.0,457784000.0,,,,,,60214000.0,,,2947243000.0,,,1072879000.0,,2349349000.0,,,325417000.0,,,,,114154000.0,,181531000.0,,0.88,,,645000.0,,276353000.0,,797248000.0,,256302000.0,,,,,,,,,,,,,,194302000.0,,,,3834313000.0,7857914000.0,,70624000.0,-49465000.0,,,78000.0,109034000.0,,80911000.0,972561000.0,,,,32321000.0,1086715000.0,,,72131000.0,,,,,,,,,,,,,,
1569801600,228045000.0,,4042506000.0,0.69,824033000.0,359839000.0,528629000.0,193088000.0,1111000.0,11311000.0,-622584000.0,,,537174000.0,-17436000.0,,2074000.0,2526845000.0,,51342000.0,,,,,,35479000.0,,-110455000.0,279629000.0,9282877000.0,1151540000.0,890139000.0,565338000.0,,,-52751000.0,,,312060000.0,-114950000.0,,,-1116000.0,,,217873000.0,8841000.0,,,4349523000.0,,-3694000.0,3037231000.0,,201251000.0,1005275000.0,1121689000.0,540913000.0,4020320000.0,131794000.0,2746000.0,819682000.0,-116631000.0,4056641000.0,,,125090000.0,,,,,,,50818000.0,,-119988000.0,,,,321115000.0,242526000.0,,70126000.0,-2394000.0,-1527000.0,,,,,,-97106000.0,,,47686000.0,151048000.0,152608000.0,4545000.0,1767020000.0,323279000.0,,219109000.0,,,444202000.0,,100685000.0,,-160986000.0,-154131000.0,2355243000.0,468248000.0,,-192260000.0,1478289000.0,,1066559000.0,48643000.0,,,3031731000.0,,819682000.0,986946000.0,,2167006000.0,134584000.0,,392422000.0,,,,,69529000.0,9468000.0,172761000.0,,0.69,,,645000.0,236507000.0,290071000.0,-478463000.0,978779000.0,,249598000.0,,,1735810000.0,,,,,,-277809000.0,,126434000.0,,1170472000.0,151048000.0,22521000.0,,11018687000.0,3922927000.0,7943247000.0,,85633000.0,-34884000.0,261401000.0,,39000.0,79508000.0,1151540000.0,79470000.0,1146007000.0,-356600000.0,-818120000.0,,31339000.0,1215536000.0,-398768000.0,,82150000.0,,,,,,,,,,,,,,
