,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyBasicAverageShares,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingGrossProfit,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,annualCurrentDebt,annualStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyEbitda,annualGrossProfit,quarterlyPretaxIncome,quarterlyNetPPE,trailingTaxProvision,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,annualInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualFreeCashFlow,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualChangeInInventory,annualOperatingExpense,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualBasicAverageShares,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingPretaxIncome,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualInvestingCashFlow,quarterlyInventory,annualRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualBasicEPS,trailingStockBasedCompensation,quarterlyGoodwill,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,annualDilutedAverageShares,quarterlyEndCashPosition,annualEndCashPosition,trailingOperatingIncome,annualCurrentLiabilities,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualAccountsPayable,annualEbitda,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCurrentAssets,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1056931200,46384000.0,,56218000.0,2396807000.0,,0.0,,81561000.0,,720022000.0,-507053000.0,,196272000.0,,21614000.0,,,,-1879358000.0,,721065000.0,3536783000.0,,2520911000.0,59143000.0,52696000.0,437103000.0,278033000.0,,199466000.0,562389000.0,185290000.0,0.0,-858000.0,,-158260000.0,,,185290000.0,59143000.0,0.0,5309775000.0,101110000.0,24607000.0,,424235000.0,,0.0,160903000.0,1100835000.0,73689000.0,1657425000.0,,2584268000.0,6295000.0,997167000.0,,,3588826000.0,,74228000.0,92743000.0,,,-24858000.0,3464722000.0,20780000.0,,399229000.0,,,140506000.0,3536783000.0,106129000.0,721065000.0,1423727000.0,,2396807000.0,1660661000.0,,231321000.0,-45397000.0,196272000.0,-1515000.0,-1879358000.0,966332000.0,-85833000.0,297382000.0,966332000.0,174205917.0,0.0,,,1002060000.0,196272000.0,,5985633000.0,,,5985633000.0,1002060000.0,1382628000.0,562389000.0,,,193154000.0,1053883000.0,,2520911000.0,,,,14709000.0,2040995000.0,9386000.0,-137185000.0,997167000.0,2584268000.0,,49082000.0,49082000.0,1.126667,,,,259178000.0,-3843000.0,6410610000.0,,20780000.0,,,49082000.0,-222211000.0,,-36045000.0,175242857.0,245850000.0,245850000.0,,1423727000.0,1657425000.0,,-22094000.0,,,379770000.0,,-3843000.0,,1168054000.0,68160000.0,557489000.0,2040995000.0,245850000.0,,18227000.0,245850000.0,424235000.0,437103000.0,638948000.0,0.0,1053883000.0,185924000.0,,,1168054000.0,3588826000.0,-507053000.0,245850000.0,245850000.0,2269000.0,3464722000.0,1.12,720022000.0,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,10511000.0,,,0.0,,,,,-488330000.0,,,,,,,177159375.0,,,,,,2587861000.0,59341000.0,245850000.0,415380000.0,288142000.0,,,,180204000.0,,1074000.0,,,,,180204000.0,,,,,27922000.0,,,,,171317000.0,,84613000.0,1632563000.0,,2618828000.0,13668000.0,,,,,,,107938000.0,,,-6285000.0,,,0.32,,,,29453000.0,3566281000.0,,,1256363000.0,,2305955000.0,1586918000.0,,144032000.0,-36799000.0,,-154110000.0,-1933718000.0,,,,956356000.0,,0.0,,,,,,,,,5882592000.0,967866000.0,1298776000.0,551942000.0,,,-40441000.0,1065037000.0,,,,,,,2038368000.0,,,991306000.0,,177159375.0,56691000.0,56691000.0,,,,,,-1545000.0,,,16975000.0,,,56691000.0,,,-31577000.0,,205409000.0,,,,,0.32,-22131000.0,,,,,,,,63379000.0,,,205409000.0,,21780000.0,205409000.0,289041000.0,,,0.0,,107233000.0,,,1171368000.0,3576637000.0,,,,,3294731000.0,,772706000.0,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,19105000.0,,,0.0,,,,,-424268000.0,,,,,,,177992553.0,,,,,,2704273000.0,59674000.0,205409000.0,444076000.0,289377000.0,,,,190090000.0,,-4316000.0,,,,,190090000.0,,,,,25600000.0,,,,,163572000.0,,81371000.0,1632764000.0,,2652294000.0,18883000.0,,,,,,,99287000.0,,,1901000.0,,,0.313333,,,,112439000.0,3648758000.0,,,1015965000.0,,2206928000.0,1621021000.0,,234125000.0,-33937000.0,,-266740000.0,-2015994000.0,,,,975235000.0,,0.0,,,,,,,,,5799495000.0,926393000.0,1331644000.0,535747000.0,,,-67362000.0,1088870000.0,,,,,,,2079257000.0,,,999779000.0,,177992553.0,55771000.0,55771000.0,,,,,,0.0,,,15152000.0,,,55771000.0,,,-35018000.0,,138047000.0,,,,,0.313333,-22306000.0,,,,,,,,64285000.0,,,138047000.0,,17916000.0,138047000.0,36142000.0,,,0.0,,200188000.0,,,1200665000.0,3592567000.0,,,,,3095222000.0,,759138000.0,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,61053000.0,,,0.0,,,,,-433209000.0,,,,,,,177771429.0,,,,,,2790664000.0,59853000.0,138047000.0,501899000.0,361891000.0,,,,201464000.0,,14239000.0,,,,,201464000.0,,,,,34627000.0,,,,,222422000.0,,142475000.0,1628708000.0,,2737733000.0,9892000.0,,,,,,,160427000.0,,,-28474000.0,,,0.6,,,,-17261000.0,3673042000.0,,,1331416000.0,,2493055000.0,1906041000.0,,126329000.0,-31999000.0,,118583000.0,-2044334000.0,,,,968326000.0,,0.0,,,,,,,,,6230801000.0,1190598000.0,1544150000.0,664069000.0,,,31909000.0,1118752000.0,,,,,,,2108721000.0,,,984900000.0,,179746667.0,107848000.0,107848000.0,,,,,,-690000.0,,,21643000.0,,,107848000.0,,,-210141000.0,,169956000.0,,,,,0.606667,-22408000.0,,,,,,,,61995000.0,,,169956000.0,,17262000.0,169956000.0,165448000.0,,,0.0,,94330000.0,,,1298743000.0,3737746000.0,,,,,3440137000.0,,810295000.0,,,,,,,,,,,,,,,,,,,,,,
1088553600,245850000.0,,-18693000.0,2536933000.0,,0.0,,73396000.0,,799381000.0,-358231000.0,,345783000.0,,-4576000.0,,,,-2033219000.0,,800204000.0,3625072000.0,,2982454000.0,59856000.0,169956000.0,534561000.0,425444000.0,,-62003000.0,689982000.0,228446000.0,0.0,33196000.0,,-141546000.0,,,228446000.0,59856000.0,0.0,5742053000.0,148285000.0,60136000.0,,35198000.0,,0.0,260124000.0,1364854000.0,185609000.0,1591853000.0,,2840787000.0,13780000.0,991378000.0,,,3719971000.0,,70658000.0,196998000.0,,,28282000.0,3274450000.0,79028000.0,,520852000.0,,,-53973000.0,3625072000.0,71976000.0,800204000.0,1259741000.0,,2536933000.0,1992927000.0,,157912000.0,-38811000.0,345783000.0,-146224000.0,-2033219000.0,953804000.0,-89286000.0,494068000.0,953804000.0,176419898.0,0.0,,,1201343000.0,345783000.0,,6256904000.0,,,6256904000.0,1201343000.0,1567483000.0,689982000.0,,,13891000.0,981877000.0,,2982454000.0,,,,,2014709000.0,56223000.0,-270472000.0,991378000.0,2840787000.0,,125473000.0,125473000.0,1.96,,,,252785000.0,3853000.0,7106907000.0,,79028000.0,,,125473000.0,-448491000.0,,6264000.0,178238660.0,183847000.0,183847000.0,,1259741000.0,1591853000.0,,-22441000.0,,,564650000.0,,1044000.0,,1300508000.0,63126000.0,662398000.0,2014709000.0,183847000.0,,17012000.0,183847000.0,35198000.0,534561000.0,817435000.0,0.0,981877000.0,119101000.0,,,1300508000.0,3719971000.0,-358231000.0,183847000.0,183847000.0,44193000.0,3274450000.0,1.94,799381000.0,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,-43918000.0,,,0.0,,,,,-334424000.0,,,,,,,177834375.0,,,,,,3116465000.0,59856000.0,183847000.0,509171000.0,418914000.0,,,,203298000.0,,7466000.0,,,,,203298000.0,,,,,55896000.0,,,,,279754000.0,,188679000.0,1575865000.0,,2951088000.0,,,,,,,,215616000.0,,,-12217000.0,,,0.74,,,,-33366000.0,3669532000.0,,,1223041000.0,,2676920000.0,1947192000.0,,159842000.0,-40143000.0,,-26082000.0,-2093667000.0,,,,955145000.0,,0.0,,,,,,,,,6339810000.0,1185357000.0,1528278000.0,680837000.0,,,106870000.0,980758000.0,,,,,,,2000304000.0,,,1044583000.0,,179436486.0,132783000.0,132783000.0,,,,,,-10692000.0,,,64401000.0,,,132783000.0,,,-27608000.0,,290717000.0,,,,,0.746667,-22483000.0,,,,,,,,64138000.0,,,290717000.0,,16245000.0,290717000.0,33033000.0,,,-96000.0,,119699000.0,,,1309267000.0,3662890000.0,,,,,3223345000.0,,777758000.0,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,-3651000.0,,,0.0,,,,,-232382000.0,,,,,,,178257292.0,,,,,,3387402000.0,60202000.0,290717000.0,490134000.0,396530000.0,,,,220846000.0,,12624000.0,,,,,220846000.0,,,,,46161000.0,,,,,243652000.0,,160014000.0,1667789000.0,,3099632000.0,,,,,,,,175684000.0,,,13705000.0,,,0.94,,,,389000.0,3851894000.0,,,1205878000.0,,2552896000.0,1942887000.0,,176118000.0,-38734000.0,,44158000.0,-2184105000.0,,,,988828000.0,,0.0,,,,,,,,,6681094000.0,1158785000.0,1546357000.0,634662000.0,,,-173856000.0,1013550000.0,,,,,,,2087814000.0,,,1119993000.0,,182050000.0,171127000.0,113853000.0,,,,,,1618000.0,,,85436000.0,,,171127000.0,,,-398159000.0,,116861000.0,,,,,0.96,-22582000.0,,,,,,,,67968000.0,,,116861000.0,,17288000.0,116861000.0,81082000.0,,,20351000.0,,137384000.0,,,1669407000.0,4128198000.0,,,,,3293692000.0,,791002000.0,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,36654000.0,,,0.0,,,,,-275449000.0,,,,,,,178679487.0,,,,,,3461051000.0,60219000.0,116861000.0,533674000.0,428824000.0,,,,218207000.0,,-10964000.0,,,,,218207000.0,,,,,49454000.0,,,,,275795000.0,,191629000.0,1620928000.0,,3215188000.0,-14309000.0,,,,,,,210617000.0,,,-13332000.0,,,0.766667,,,,-32265000.0,3812610000.0,,,1243222000.0,,2611057000.0,2141708000.0,,180701000.0,-34101000.0,,-102185000.0,-2191682000.0,,,,966814000.0,,0.0,,,,,,,,,6755425000.0,1283675000.0,1712884000.0,691450000.0,,,6427000.0,1008427000.0,,,,,,,2051152000.0,,,1072248000.0,,181786957.0,139370000.0,142175000.0,,,,,,-1872000.0,,,75911000.0,,,139370000.0,,,-70636000.0,,104284000.0,,,,,0.78,-23815000.0,,,,,,,,65178000.0,,,104284000.0,,17116000.0,104284000.0,18098000.0,,,0.0,,146600000.0,,,1680534000.0,4144368000.0,,,,,3294374000.0,,842906000.0,,,,,,,,,,,,,,,,,,,,,,
1120089600,183847000.0,,24744000.0,2785872000.0,,0.0,,67030000.0,,791420000.0,-505435000.0,,604692000.0,,16268000.0,,,,-2185522000.0,,872113000.0,3777439000.0,,3340147000.0,60219000.0,104284000.0,584253000.0,472061000.0,,152233000.0,719712000.0,235926000.0,0.0,1091000.0,,-156567000.0,,,235926000.0,60219000.0,0.0,6508111000.0,208500000.0,58046000.0,,31962000.0,,0.0,303550000.0,1706984000.0,219458000.0,1591917000.0,,3352888000.0,,1030962000.0,,,4113089000.0,,29471000.0,236135000.0,,,28112000.0,3558814000.0,35911000.0,,696244000.0,,,94713000.0,3777439000.0,13829000.0,872113000.0,1335927000.0,,2785872000.0,2210532000.0,,336150000.0,-43589000.0,547973000.0,-53429000.0,-2185522000.0,938424000.0,-92612000.0,756473000.0,938424000.0,178200000.0,0.0,,,1241029000.0,604692000.0,,6898961000.0,,,6898961000.0,1241029000.0,1738471000.0,719712000.0,,,212792000.0,1248552000.0,,3340147000.0,,,,,2222887000.0,,-564560000.0,1030962000.0,3352888000.0,,161412000.0,161412000.0,3.393333,,,,264699000.0,-267000.0,8215095000.0,,35911000.0,,,161412000.0,-137538000.0,,-68157000.0,180684861.0,336080000.0,336080000.0,,1335927000.0,1591917000.0,,-23732000.0,,,834871000.0,,-11368000.0,,1683702000.0,67415000.0,852811000.0,2222887000.0,336080000.0,,16410000.0,336080000.0,31962000.0,584253000.0,1099570000.0,0.0,1248552000.0,292561000.0,-23724000.0,,1683702000.0,4113089000.0,-505435000.0,336080000.0,336080000.0,10217000.0,3558814000.0,3.346667,791420000.0,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,-12163000.0,,,0.0,,,,,-521248000.0,,,,,,,178688276.0,,,,,,3494753000.0,60219000.0,336080000.0,536929000.0,457798000.0,,,,237014000.0,,92098000.0,,,,,237014000.0,,,,,60192000.0,,,,,286137000.0,,204040000.0,1575590000.0,,3498266000.0,7428000.0,,,,,,,220784000.0,,,-13931000.0,,,0.953333,,,,-3782000.0,3806204000.0,,,1273027000.0,,2729423000.0,2113551000.0,,207633000.0,-43661000.0,,-199039000.0,-2230614000.0,,,,927165000.0,,0.0,,,,,,,,,6988348000.0,1242295000.0,1655753000.0,715120000.0,,,-93150000.0,1251589000.0,,,,,,,2220568000.0,,,1068065000.0,,181187413.0,172732000.0,143848000.0,,,,,,-273000.0,,,41814000.0,,,172732000.0,,,-101481000.0,,242930000.0,,,,,0.966667,-27355000.0,,,,,,,,65353000.0,,,242930000.0,,16471000.0,242930000.0,20978000.0,,,0.0,,163972000.0,,,1863808000.0,4258925000.0,,,,,3493595000.0,,819527000.0,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,-26964000.0,,,0.0,,,,,-509911000.0,,,,,,,177555963.0,,,,,,3607372000.0,60219000.0,242930000.0,584347000.0,451854000.0,,,,245845000.0,,-91719000.0,,,,,245845000.0,,,,,46500000.0,,,,,277334000.0,,175524000.0,1643941000.0,,3599975000.0,-5615000.0,,,,,,,206009000.0,,,-16598000.0,,,0.713333,,,,13819000.0,3908147000.0,,,1746885000.0,,2902768000.0,2157537000.0,,212454000.0,-62198000.0,,580979000.0,-2264206000.0,,,,1082584000.0,,0.0,,,,,,,,,7795797000.0,1250448000.0,1705683000.0,628115000.0,,,70408000.0,1262062000.0,,,,,,,2441540000.0,,,1153521000.0,,180874766.0,129024000.0,129024000.0,,,,,,-10898000.0,,,96894000.0,,,129024000.0,,,-722915000.0,,313338000.0,,,,,0.726667,-27314000.0,,,,,,,,71325000.0,,,313338000.0,,19587000.0,313338000.0,534423000.0,,,0.0,,150256000.0,,,2441228000.0,4893029000.0,,,,,4188425000.0,,807860000.0,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,34888000.0,,,0.0,,,,,-478228000.0,,,,,,,178714430.0,,,,,,3820121000.0,60222000.0,313338000.0,619558000.0,545877000.0,,,,276700000.0,,-13604000.0,,,,,276700000.0,,,,,77545000.0,,,,,341768000.0,,255068000.0,1638492000.0,,3750067000.0,25704000.0,,,,,,,269177000.0,,,11708000.0,,,0.973333,,,,-76759000.0,3953636000.0,,,1720826000.0,,3000678000.0,2498068000.0,,189947000.0,-46795000.0,,-219144000.0,-2315144000.0,,,,1054498000.0,,0.0,,,,,,,,,7972517000.0,1452783000.0,1952191000.0,735962000.0,,,-62598000.0,1278281000.0,,,,,,,2431570000.0,,,1137108000.0,,182386644.0,177523000.0,177523000.0,,,2000264000.0,,,6929000.0,,,98791000.0,,,177523000.0,,,-34567000.0,,250740000.0,,,,,0.993333,-27432000.0,,,,,,,,72591000.0,,,250740000.0,,21038000.0,250740000.0,365306000.0,,,0.0,,143152000.0,,,442413000.0,4971839000.0,,,,,4152396000.0,,890670000.0,,,,,,,,,,,,,,,,,,,,,,
1151625600,336080000.0,,21737000.0,3138978000.0,,0.0,,75763000.0,,859107000.0,-218281000.0,,673167000.0,,-50548000.0,,,,-2392573000.0,,1036646000.0,4086367000.0,,4241203000.0,60342000.0,250740000.0,770665000.0,562741000.0,,-164527000.0,838401000.0,277087000.0,0.0,13125000.0,,-198113000.0,,,277087000.0,60342000.0,0.0,7367618000.0,261682000.0,77445000.0,,72039000.0,,0.0,357356000.0,2018270000.0,265326000.0,1693794000.0,,3916412000.0,-10586000.0,1182878000.0,,,5034454000.0,,32239000.0,285654000.0,,,-31727000.0,3932229000.0,118544000.0,,756526000.0,,,98961000.0,4086367000.0,17498000.0,1036646000.0,1681105000.0,,3138978000.0,2616732000.0,,344605000.0,-45459000.0,638276000.0,-356988000.0,-2392573000.0,1059461000.0,-109643000.0,899958000.0,1059461000.0,178716903.0,0.0,,,1592323000.0,673167000.0,,8173432000.0,,2010458000.0,8173432000.0,1592323000.0,2053991000.0,838401000.0,,,-79187000.0,1073119000.0,,4241203000.0,33448000.0,,,,2251124000.0,16931000.0,-921243000.0,1182878000.0,3916412000.0,,193888000.0,187881000.0,3.766667,,2010458000.0,,280971000.0,-1661000.0,9385888000.0,,118544000.0,,,193888000.0,-194192000.0,,-62280000.0,181283752.0,171553000.0,171553000.0,,1681105000.0,1693794000.0,,-27542000.0,,,981624000.0,,-5903000.0,,471095000.0,71702000.0,954639000.0,2251124000.0,171553000.0,,18667000.0,171553000.0,72039000.0,770665000.0,1262595000.0,0.0,1073119000.0,299146000.0,,,471095000.0,5034454000.0,-218281000.0,171553000.0,171553000.0,-100000.0,3932229000.0,3.713333,859107000.0,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,-69581000.0,,,0.0,,,-173713000.0,,-214635000.0,,,,,,,178461017.0,,,,,,4270067000.0,60342000.0,171553000.0,724352000.0,604215000.0,,,,292010000.0,,-6236000.0,,,,,292010000.0,,,,,91075000.0,,,,,386445000.0,,301659000.0,1680837000.0,,4095960000.0,,,,,,19382000.0,,312205000.0,,,-10097000.0,,,1.166667,,,,-175392000.0,4114604000.0,,,1807486000.0,,3188828000.0,2551573000.0,,114500000.0,-58489000.0,,-17820000.0,-2433767000.0,,,,1046463000.0,,0.0,,,,,,,,,8324483000.0,1569479000.0,1947358000.0,814057000.0,,,4301000.0,1072938000.0,,,,,,,2246930000.0,,,1250827000.0,,180500571.0,210584000.0,210584000.0,,,2036332000.0,,,6626000.0,,,127529000.0,,,210584000.0,,,-88337000.0,,175854000.0,,,,,1.18,-31037000.0,,,,,,,,74240000.0,,,175854000.0,,17172000.0,175854000.0,269077000.0,,,0.0,,56011000.0,,,460549000.0,5135655000.0,,,,,4054416000.0,,957937000.0,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,-38258000.0,,,0.0,,,,,-148381000.0,,,,,,,174367771.0,,,,,,4317065000.0,60342000.0,175854000.0,700973000.0,573145000.0,,,,292855000.0,,4465000.0,,,,,292855000.0,,,,,71796000.0,,,,,354248000.0,,264763000.0,1706795000.0,,4258772000.0,,,,,,4836000.0,,280290000.0,,,-17002000.0,,,1.093333,,,,-36264000.0,4181937000.0,,,1918783000.0,,3176247000.0,2511152000.0,,193147000.0,-56952000.0,,-49806000.0,-2475142000.0,,,,1066330000.0,,0.0,,,,,,,,,8456295000.0,1524240000.0,1938007000.0,778630000.0,,,-18756000.0,1045448000.0,,,,,,,2220447000.0,,,1314400000.0,,176494207.0,192967000.0,192967000.0,,,2170715000.0,,,6777000.0,,,108669000.0,,,192967000.0,,,-165610000.0,,157098000.0,,,,,1.106667,-30155000.0,,,,,,,,73958000.0,,,157098000.0,,22304000.0,157098000.0,439180000.0,,,173713000.0,,136195000.0,,,469222000.0,5280048000.0,,,,,4139230000.0,,933316000.0,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,51889000.0,,,0.0,,,,,-127621000.0,,,,,,,173460497.0,,,,,,4520442000.0,60342000.0,157098000.0,734801000.0,617141000.0,,,,308562000.0,,1771000.0,,,,,308562000.0,,,,,85617000.0,,,,,382400000.0,,294926000.0,1709239000.0,,4438085000.0,,,,,,4299000.0,,308579000.0,,,-12118000.0,,,1.186667,,,,-39997000.0,4219480000.0,,,1896761000.0,,3368312000.0,2780969000.0,,229232000.0,-59505000.0,,-131016000.0,-2510241000.0,,,,1115987000.0,,0.0,,,,,,,,,8708537000.0,1717153000.0,2163828000.0,868504000.0,,,26629000.0,1052405000.0,,,,,,,2291334000.0,,,1270971000.0,,176383989.0,209309000.0,209309000.0,,,2169631000.0,,,8750000.0,,,122942000.0,,,209309000.0,,,-76789000.0,,183727000.0,,,,,1.206667,-29995000.0,,,,,,,,73821000.0,,,183727000.0,,22403000.0,183727000.0,293456000.0,,,-361651000.0,,169727000.0,,,491383000.0,5340225000.0,,,,,4188095000.0,,969972000.0,,,,,,,,,,,,,,,,,,,,,,
1183161600,171553000.0,,40932000.0,3386175000.0,,0.0,,83414000.0,-2688000.0,469190000.0,-125544000.0,,830046000.0,,-28652000.0,,,,-2541408000.0,,1226861000.0,4277780000.0,,4711665000.0,60342000.0,183727000.0,788560000.0,650609000.0,,1153000.0,941301000.0,333434000.0,0.0,-9121000.0,,-237827000.0,,,333434000.0,60342000.0,0.0,8272949000.0,329236000.0,80748000.0,,195384000.0,,0.0,389722000.0,2445110000.0,297934000.0,1736372000.0,,4625195000.0,,1265802000.0,,,5055238000.0,4686000.0,-138248000.0,317175000.0,,,10565000.0,3729748000.0,114219000.0,,717180000.0,,,113405000.0,4277780000.0,-15018000.0,1226861000.0,1925245000.0,,3386175000.0,2874365000.0,,418128000.0,-62881000.0,830046000.0,-179887000.0,-2541408000.0,1089916000.0,-121263000.0,1159282000.0,1089916000.0,174623983.0,0.0,,,1737748000.0,830046000.0,,8441413000.0,,2254069000.0,8441413000.0,1737748000.0,2223756000.0,941301000.0,,,-11021000.0,600368000.0,,4711665000.0,33203000.0,,,,1804503000.0,,-579761000.0,1265802000.0,4625195000.0,,217186000.0,217186000.0,4.753333,,2254069000.0,,294566000.0,2294000.0,10718059000.0,,114219000.0,,,217186000.0,-378529000.0,,-249025000.0,177613267.0,172706000.0,172706000.0,,1925245000.0,1736372000.0,,-30076000.0,,,1218249000.0,,24447000.0,,595607000.0,72547000.0,955007000.0,1804503000.0,172706000.0,,21535000.0,172706000.0,195384000.0,788560000.0,1512815000.0,0.0,600368000.0,355247000.0,-364339000.0,,595607000.0,5055238000.0,-125544000.0,172706000.0,172706000.0,-9121000.0,3729748000.0,4.673333,469190000.0,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,-53943000.0,,,0.0,,,-496042000.0,,-3610000.0,,,,,,,252333709.0,,,,,,4546128000.0,90513000.0,172706000.0,779274000.0,664959000.0,,,,324961000.0,,-8188000.0,,,,,324961000.0,,,,,88145000.0,,,,,416174000.0,,317742000.0,1762165000.0,,4794447000.0,,,,,,23554000.0,,339998000.0,,,-3452000.0,,,1.33,,,,-52797000.0,4398475000.0,,,2244939000.0,,3524424000.0,2787256000.0,,268901000.0,-56484000.0,,-158565000.0,-2636310000.0,,,,1117677000.0,,0.0,,,,,,,,,8692993000.0,1784784000.0,2122297000.0,885123000.0,,,15211000.0,671057000.0,,,,,,,1901926000.0,,,1353774000.0,,252333709.0,229597000.0,229597000.0,,,2319803000.0,,,165000.0,,,113192000.0,,,229597000.0,,,-96679000.0,,187917000.0,,,,,1.35,-36544000.0,,,,,,,,76176000.0,,,187917000.0,,22421000.0,187917000.0,580542000.0,,,0.0,,212417000.0,,,610411000.0,5168569000.0,,,,,4146865000.0,,476190000.0,,,,,,,,,,,,,,,,,,,,,,
